miliseconds,x1,x2,ppERKn,DUSP,pRSKn,cFOSp,cFOS,pcFOS,cFOSm
4000,0.7879753772211858,0.024250197466023294,0.20333231650615957,0.5234636661623984,0.041842620504882556,0.04062683456081668,0.003732070175616678,0.00017460279751526118,0.01899531555908864
4100,0.7978905132084901,0.024765350204901143,0.20465855334222882,0.5370897970145897,0.04369332517368647,0.04448386602284155,0.004264683281086148,0.00021380140805721154,0.021894050663241137
4200,0.8003004046893994,0.02536568451683237,0.2041412493691809,0.5586443592145353,0.04410884636448705,0.04684374585686294,0.004699787488406046,0.0002580213918626482,0.02343943711991191
4300,0.8147819486969043,0.026305014743759528,0.2025570731579574,0.5733548245349198,0.04629142424627621,0.04951655755789379,0.00531314759825636,0.0002884230997639679,0.02580778168788077
4400,0.8355551746320856,0.027207260980919558,0.2037149084307879,0.6116945982895435,0.04727393971101301,0.05221290458768833,0.005815776408482651,0.00034583887343656944,0.02855618152283785
4500,0.8322639324569331,0.027317370840882933,0.2055107583612705,0.629839506049565,0.04840542478226599,0.05577006058373267,0.006555104297488039,0.00038936295387695694,0.0306249747444545
4600,0.8425002307243418,0.027852796362070588,0.21008350689853594,0.6436250411771068,0.05031200894247666,0.05768605353634001,0.0070459574254183545,0.00044814750226867894,0.03336120906341023
4700,0.8442769160885831,0.028449116777608273,0.20744752474519607,0.6723715004860612,0.05087546811247675,0.060228882287079975,0.0077581055898856815,0.000507031694165503,0.03635915165599604
4800,0.8554232920342829,0.02960174894091473,0.21141967262416983,0.6876920177215423,0.0527913417862164,0.06288061460080388,0.008570537159781467,0.0005904963968938535,0.03857112191542768
4900,0.8571687838805314,0.029799544465747865,0.20951209748236477,0.706323839878492,0.054901124965293424,0.0675372511564959,0.009541468193387703,0.0006607472706865766,0.041498920643737044
5000,0.8688203539320752,0.03023709650559903,0.21254140522750162,0.7350320149942159,0.05462225026526254,0.0709812078203039,0.01048218761556703,0.0007535808017704455,0.04433219984915282
