miliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
1200,4.9922417874126056e-08,1.2847436535861857e-07,7.856019518176887e-11,1.6098981796132502e-07,7.813009456532542e-10,1.2608266450262917e-07,2.1358563393897706e-10,2.525636802370733e-10,3.109705664702319e-08,5.207071118120977e-10,5.663229519978445e-08
1300,4.992047289751888e-08,1.2835954030291785e-07,7.936814745849276e-11,1.5875404557386747e-07,8.119323691173974e-10,1.2596366060735562e-07,2.539456436843076e-10,2.6546506381956007e-10,2.990361265176413e-08,5.711925062645222e-10,5.960585991214432e-08
1400,4.991956036117143e-08,1.281698008410434e-07,8.06394109835396e-11,1.5755487911955787e-07,8.306894357527433e-10,1.2587726919207238e-07,2.913787088471607e-10,2.68621378789297e-10,2.7932449077195776e-08,5.65935025057345e-10,6.168971799735386e-08
1500,4.9919762349601775e-08,1.280741500393016e-07,8.034602139607558e-11,1.554860341485004e-07,8.461763202707473e-10,1.2566279897792565e-07,2.940452047122778e-10,2.8915421128424615e-10,2.555979319086173e-08,6.542551068822457e-10,6.337401520573826e-08
1600,4.99187547448909e-08,1.2799343820574637e-07,8.21618561258474e-11,1.5437684261410983e-07,8.648009970307982e-10,1.2564082573687245e-07,3.3687658625010267e-10,2.990882694375461e-10,2.4623957308397168e-08,8.022585769696127e-10,6.466808667537706e-08
1700,4.991770384266542e-08,1.2779426886996404e-07,8.183910598817092e-11,1.510903711329915e-07,8.866013498524693e-10,1.2544810661939378e-07,3.436932229132534e-10,3.170515481391422e-10,2.4109173219266605e-08,8.781308511027745e-10,6.545696401753903e-08
1800,4.9917214650024464e-08,1.2774618025281011e-07,8.257179135408645e-11,1.505939347762727e-07,9.058259148369902e-10,1.2534765258340718e-07,3.839187132618649e-10,3.3156175048467126e-10,2.1973930572793517e-08,9.231118880091254e-10,6.766105664215768e-08
1900,4.991555324000898e-08,1.2761469833354494e-07,8.414731677605342e-11,1.5026611260649456e-07,9.138461319896979e-10,1.2524470416922685e-07,4.1450543413810224e-10,3.327197320348135e-10,2.174709675819016e-08,1.005360302660803e-09,6.748417096411081e-08
2000,4.9915580741956916e-08,1.2746018143765594e-07,8.48348137436264e-11,1.4854803726550975e-07,9.150312490102387e-10,1.2513313443773278e-07,4.4056566470649107e-10,3.4534445779465706e-10,2.038465847077901e-08,1.183784722431989e-09,6.843128305292178e-08
2100,4.9915784633695436e-08,1.2726357872386223e-07,8.544362142546447e-11,1.4797237477629903e-07,9.33233991145135e-10,1.2488645247719398e-07,4.6162221103385906e-10,3.6738124902379614e-10,1.8309096038803624e-08,1.186096397809202e-09,6.890611152809946e-08
2200,4.9915373817856583e-08,1.272199638701916e-07,8.528159794279839e-11,1.4678535924078447e-07,9.416704232054977e-10,1.2485937639135967e-07,5.063906508391793e-10,3.778636417389694e-10,1.857356354291612e-08,1.3412992597259614e-09,7.156938057522146e-08
2300,4.9914619334559977e-08,1.269840168163367e-07,8.57256004175174e-11,1.4502116306129813e-07,9.577081440959471e-10,1.2467849074667908e-07,5.358040050630008e-10,3.8164802348529913e-10,1.762771106047948e-08,1.4410626921066578e-09,7.069223870849049e-08
2400,4.991438891914168e-08,1.2688088535352015e-07,8.607220368541406e-11,1.4533175871353724e-07,9.56899921409265e-10,1.2451290642663475e-07,5.654704003033824e-10,3.9820778072821285e-10,1.6382518578074817e-08,1.4392455694247113e-09,7.172703803838034e-08
2500,4.991384876678305e-08,1.2676127761409969e-07,8.705289570362147e-11,1.4300492979056958e-07,9.694165380029073e-10,1.2452115819705618e-07,5.674451041171409e-10,4.121384782003421e-10,1.492964470490047e-08,1.598896652629679e-09,7.194105160494524e-08
2600,4.9913129573066794e-08,1.267633437621955e-07,8.643158098106863e-11,1.427487683266465e-07,9.817441566825844e-10,1.244033086141138e-07,6.131107490491061e-10,4.1491252519221697e-10,1.583388184703139e-08,1.684798006208908e-09,7.242696463777726e-08
2700,4.991294401966556e-08,1.2662623647846469e-07,8.748673203148098e-11,1.426116535508856e-07,9.9024014412241e-10,1.2419997932733354e-07,6.276029215521186e-10,4.2254042911112673e-10,1.4970343884101995e-08,1.7645005620866455e-09,7.270597615208111e-08
2800,4.9911997899684866e-08,1.2633597143573935e-07,8.748421781477143e-11,1.429695019325912e-07,9.707462715563965e-10,1.2400910202817487e-07,6.782731908120738e-10,4.399639644100059e-10,1.4260011562434422e-08,1.8142445698117676e-09,7.457512144814456e-08
2900,4.991202442779234e-08,1.2634722872583523e-07,8.832296326538726e-11,1.415143060585377e-07,9.859550826923463e-10,1.2394487603607343e-07,6.708724300183678e-10,4.501103104417746e-10,1.3912061868732952e-08,1.906470908277877e-09,7.487805008583878e-08
3000,4.991256884240683e-08,1.261133656164972e-07,8.851898760835103e-11,1.4061420130092847e-07,9.92957187377195e-10,1.2374956001301447e-07,6.964436079421268e-10,4.429145160255013e-10,1.2898906115886292e-08,2.0670353267442576e-09,7.418571774672466e-08
3100,4.99123415529518e-08,1.2612691906438972e-07,8.763821809598662e-11,1.4131501675143704e-07,1.0014097622053044e-09,1.2368260780131634e-07,7.504693460306634e-10,4.5969920847779517e-10,1.2807164902944318e-08,2.185949972207533e-09,7.503141927431403e-08
3200,4.991194552296708e-08,1.258466112695844e-07,8.818474371312153e-11,1.4088096893784715e-07,1.0071865819612766e-09,1.2355041657355165e-07,7.557333104221916e-10,4.6183438527808027e-10,1.249655880090367e-08,2.25325519213164e-09,7.506065517096034e-08
3300,4.9910940895296365e-08,1.2581144668533157e-07,8.79801589014701e-11,1.3907328690871666e-07,9.998976916526497e-10,1.233755207457395e-07,7.90888972487048e-10,4.672021770149051e-10,1.2036565699223224e-08,2.3493345599945913e-09,7.60570575687142e-08
3400,4.9911964449280965e-08,1.2575283041072886e-07,8.841829139042693e-11,1.4020919718313322e-07,9.980473051851368e-10,1.233553233410533e-07,8.236388873300458e-10,4.847984981933049e-10,1.2703919589478208e-08,2.3803402710956006e-09,7.649668459353557e-08
3500,4.991091865006228e-08,1.2555264110173806e-07,8.861857521756098e-11,1.383671915689458e-07,1.0156767470221686e-09,1.2318827308103312e-07,8.447377355373275e-10,4.890109478950539e-10,1.0920603149799307e-08,2.539659269107282e-09,7.6476014336451e-08
3600,4.9910650866874956e-08,1.2544745416941618e-07,8.896992579337063e-11,1.3834448637194133e-07,1.015272192958829e-09,1.2308198871559164e-07,8.629812461434371e-10,4.955147536051623e-10,1.054387040637619e-08,2.6669693938942848e-09,7.593373088316393e-08
3700,4.991139955370117e-08,1.2528968775955198e-07,8.831101770433728e-11,1.3929393464534657e-07,9.996399333587646e-10,1.2295998269583582e-07,8.918191655737476e-10,5.081719759772459e-10,1.029687751303203e-08,2.7619526490407492e-09,7.638681142505505e-08
3800,4.991067929391408e-08,1.250985704252668e-07,8.882670391222765e-11,1.3905370060867662e-07,1.016573546832079e-09,1.2268397209640976e-07,9.079577846239543e-10,5.110300712170418e-10,1.001982661843587e-08,2.8185508022668436e-09,7.699704471031667e-08
3900,4.991078982490301e-08,1.250653166105381e-07,8.911913951873079e-11,1.3878065454340728e-07,1.0186373027902701e-09,1.227170502493403e-07,9.47980295046848e-10,5.113493472033715e-10,1.0568036733352252e-08,2.942819515374606e-09,7.666661726098796e-08
4000,4.9911532808381564e-08,1.2489946861194778e-07,8.92771754901403e-11,1.3837073031988638e-07,1.0175428334651644e-09,1.2258122230592743e-07,9.534047062575346e-10,5.274918313561402e-10,1.102699439789354e-08,2.9997267537827653e-09,7.72344564092944e-08
4100,4.9910563795237305e-08,1.247344846876648e-07,8.876751475812007e-11,1.3761622858075537e-07,1.0084834525871694e-09,1.2238811599300668e-07,9.992667888954858e-10,5.3156204555685e-10,1.0785861219236277e-08,3.086228011097294e-09,7.733212609487445e-08
4200,4.99104597771334e-08,1.2468431262197423e-07,9.005778040722146e-11,1.3819957130252172e-07,1.0041830643077502e-09,1.2228423032174504e-07,9.922181573570686e-10,5.316823088543376e-10,9.650367456288319e-09,3.2673268545412153e-09,7.731179658981948e-08
4300,4.991026076462955e-08,1.2447416266531535e-07,8.961249321941709e-11,1.373892325622671e-07,1.0286401844395696e-09,1.2218993703947427e-07,1.0196880127163477e-09,5.469665021249924e-10,8.841786581499395e-09,3.325881314399007e-09,7.752331839354732e-08
4400,4.9910029315561775e-08,1.2443370469041777e-07,8.989566147168505e-11,1.3743683376397556e-07,1.0245400799618713e-09,1.2205053184741142e-07,1.049939530919974e-09,5.467636706081907e-10,9.950503387209938e-09,3.4463328447888243e-09,7.68738097438855e-08
4500,4.991080292006971e-08,1.242525499029662e-07,8.981365529749002e-11,1.3630968475935842e-07,1.0208276973935907e-09,1.2193914260958743e-07,1.0761381487495107e-09,5.507192718360229e-10,8.996589379579969e-09,3.4568281417532307e-09,7.689563361510602e-08
4600,4.991021965790179e-08,1.2419968235957708e-07,8.912134090758669e-11,1.3574089575996832e-07,1.0180517209315154e-09,1.2166729796490694e-07,1.1048333392317967e-09,5.614841688499906e-10,8.74764977382595e-09,3.642599343440172e-09,7.751692467205916e-08
4700,4.991117582926472e-08,1.2412145210109005e-07,8.89441708034647e-11,1.3580221525076246e-07,1.0101413920623668e-09,1.2166372614261847e-07,1.1238399774616507e-09,5.687952860448727e-10,8.98262207751398e-09,3.756940086091098e-09,7.656886541728876e-08
4800,4.9910733695207546e-08,1.2400730087712243e-07,8.906825466429811e-11,1.3687404557263577e-07,1.0153553692915268e-09,1.2141876255889822e-07,1.1219618075919057e-09,5.722202885122454e-10,8.548420739486024e-09,3.751387800453654e-09,7.615148853740886e-08
4900,4.9911063655827084e-08,1.237376126785643e-07,8.894402494876157e-11,1.357288928707526e-07,1.0110600035195892e-09,1.2139786109970355e-07,1.1462208510877585e-09,5.782711352402679e-10,8.830542682815303e-09,3.9129492039912014e-09,7.652135546626295e-08
5000,4.991012698404198e-08,1.2373975740121157e-07,8.921909629700867e-11,1.3643898935575496e-07,1.0105493664134283e-09,1.2131338792111508e-07,1.1756016379843875e-09,5.736913969996019e-10,9.045073389100596e-09,4.034901515524568e-09,7.746457296163217e-08
