milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
3200,4.99123789010134e-08,1.2597571214038478e-07,8.778166638842284e-11,1.411208835193935e-07,9.846201107923432e-10,1.2350373591408512e-07,7.562726523845131e-10,4.688418799195905e-10,1.1969649006819834e-08,2.248359339097637e-09,7.447603346331686e-08
3300,4.9911922465170376e-08,1.2588491587237567e-07,8.789876569965323e-11,1.3890682521600496e-07,1.0051521478278897e-09,1.2347886353782746e-07,8.07478460492652e-10,4.803658551951597e-10,1.1371811832752584e-08,2.2982415378437994e-09,7.553960139455206e-08
3400,4.991119266682627e-08,1.2565907764874326e-07,8.909912567399156e-11,1.3865998228683888e-07,1.0096402649769379e-09,1.2323853466376224e-07,8.141511578604234e-10,4.766451484986066e-10,1.2415501801552742e-08,2.4688388723272396e-09,7.680057477298929e-08
3500,4.991154416134232e-08,1.255374806856064e-07,8.851135607878733e-11,1.3988588051692512e-07,9.974391418002756e-10,1.2312910442992655e-07,8.39146943746191e-10,4.888309508975082e-10,1.1379129589092622e-08,2.5025725354140794e-09,7.587445047994208e-08
3600,4.991157193546142e-08,1.2539384310296493e-07,8.88577599008904e-11,1.3816249011952886e-07,1.0090437756952065e-09,1.2301746269161683e-07,8.820640595821071e-10,5.033084665326123e-10,1.0411288858230806e-08,2.5857126825257804e-09,7.696174218628019e-08
3700,4.991057774882825e-08,1.2526925272560185e-07,8.955103401346441e-11,1.3865095870608213e-07,1.0176401501734503e-09,1.2284054638866835e-07,8.864111074633269e-10,5.017059360653862e-10,9.971009158084254e-09,2.654323510021753e-09,7.617152054654732e-08
3800,4.9911398213552534e-08,1.2519596153880144e-07,8.87373707468046e-11,1.3783507729686528e-07,1.0225956133363485e-09,1.2272173575413032e-07,9.306873469107848e-10,5.035197486589031e-10,9.691293129997825e-09,2.822505383463341e-09,7.59262153781115e-08
3900,4.9910327188075186e-08,1.249908058928532e-07,8.91871643412527e-11,1.37095778047763e-07,1.005491364955091e-09,1.225997600557432e-07,9.36292209368086e-10,5.164777234164945e-10,9.738304368822178e-09,2.946011062757836e-09,7.586198258383675e-08
4000,4.991105855235823e-08,1.249798034777906e-07,8.902895355985733e-11,1.3835857844939458e-07,1.0113199544204569e-09,1.2249504660390394e-07,9.733565504411722e-10,5.260763833143524e-10,1.1226379809318828e-08,2.9569650221377376e-09,7.637596280461059e-08
4100,4.9911196000508854e-08,1.2478037344589219e-07,8.874167286796353e-11,1.3723654552766816e-07,1.010868249125103e-09,1.2232193332937985e-07,9.899550212363514e-10,5.337119428881341e-10,9.870819457484807e-09,3.0485760976105062e-09,7.632337452593724e-08
4200,4.990998212299365e-08,1.2474780376037015e-07,8.896026617683383e-11,1.365254476581538e-07,1.0143466911161399e-09,1.222212071773188e-07,1.0141941351945983e-09,5.304774341112055e-10,1.0396228158586527e-08,3.176785899143361e-09,7.712451989945702e-08
4300,4.9910481944678316e-08,1.245845537478307e-07,8.905747956872162e-11,1.3810906451996804e-07,1.0067810053467067e-09,1.220737650654292e-07,1.0275804996381228e-09,5.420693392841546e-10,8.964252828595733e-09,3.3444613468392187e-09,7.65343855825242e-08
4400,4.991016963213703e-08,1.2442411341080938e-07,8.927092252091914e-11,1.3793214327213134e-07,1.011352627282357e-09,1.2197373352785742e-07,1.0657593726764466e-09,5.477353430190619e-10,9.370512788999716e-09,3.3503118686480056e-09,7.788177742730267e-08
4500,4.991118462233685e-08,1.2429115557135042e-07,8.87175340615272e-11,1.3708059111704863e-07,1.017109366581002e-09,1.218571141014354e-07,1.0755112683286355e-09,5.502247246255504e-10,9.286700096161982e-09,3.5637637033246073e-09,7.776367849520041e-08
4600,4.9910861955171375e-08,1.2414611474952587e-07,8.887473417721672e-11,1.3649424712362578e-07,1.011541102107182e-09,1.216562561294735e-07,1.084025188207919e-09,5.60153716206898e-10,1.0255647618316111e-08,3.6436027660202586e-09,7.719922876804662e-08
4700,4.9910191105759197e-08,1.2407363625201168e-07,8.977079500976093e-11,1.3686901662629543e-07,1.0234141652150778e-09,1.2152443636329028e-07,1.130795136251048e-09,5.611887235538024e-10,9.050176651064658e-09,3.688047377258669e-09,7.772556758651588e-08
4800,4.991030582587395e-08,1.2402150795394445e-07,8.940568755248513e-11,1.3537083330218793e-07,1.0214398296301212e-09,1.2147946051514109e-07,1.1317911765369812e-09,5.74674994478715e-10,9.330456013581311e-09,3.872157725590689e-09,7.65838950780347e-08
4900,4.990968087887861e-08,1.2385374543328268e-07,8.99124348960474e-11,1.369767492400416e-07,1.0158230708866038e-09,1.2140133156048083e-07,1.1635267511978808e-09,5.78178045738999e-10,8.437684411455766e-09,3.8892152461837916e-09,7.790993145999657e-08
5000,4.9910229032007845e-08,1.2373636092413036e-07,8.936296009112107e-11,1.3557181441506963e-07,1.0207248447126848e-09,1.2118154755105963e-07,1.1629945903619822e-09,5.784655258956912e-10,9.300169558440213e-09,3.991435148259518e-09,7.722825214611088e-08
