miliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
3800,4.991049628780649e-08,1.2525122049940156e-07,8.889835094634389e-11,1.3756905347636676e-07,1.0172073195916045e-09,1.2277760092640967e-07,9.241565026965088e-10,5.076316913632509e-10,1.0982036157587433e-08,2.770863329216766e-09,7.61345878948291e-08
3900,4.9910370523070645e-08,1.2498520358642942e-07,8.902938535141808e-11,1.3745204891484206e-07,1.0166120890691187e-09,1.226460141379641e-07,9.414507885791257e-10,5.100321861070447e-10,9.942199637156754e-09,2.8686725033489844e-09,7.696090095544433e-08
4000,4.991045413374168e-08,1.249746479005912e-07,8.898533843491041e-11,1.3742904832418401e-07,1.0201134156452996e-09,1.2242135894665134e-07,9.786402335534908e-10,5.309446153161476e-10,1.0521655590004656e-08,3.028129945971797e-09,7.611263865192656e-08
4100,4.99102849528829e-08,1.2480775049434413e-07,8.918213566118439e-11,1.385656682269164e-07,1.0155182165867357e-09,1.2237550988299114e-07,9.78784168805646e-10,5.335970790605314e-10,1.0556354950990824e-08,3.0978229655103086e-09,7.650377607538572e-08
4200,4.991093501605765e-08,1.2463710261892785e-07,8.942805202841817e-11,1.3824828092752574e-07,1.0054886700898354e-09,1.2227234953615586e-07,9.983964962151651e-10,5.29123918458057e-10,9.230337032808063e-09,3.1765457532639815e-09,7.762415149499146e-08
4300,4.991016069369378e-08,1.245289490447663e-07,9.006795330261115e-11,1.365001716429777e-07,1.0283004263651013e-09,1.221860258160199e-07,1.0334242673144141e-09,5.467373979067207e-10,9.68263099245801e-09,3.2578832113078966e-09,7.770839013894495e-08
4400,4.991037073046329e-08,1.2439384832854073e-07,8.874792956516228e-11,1.3597742415799478e-07,1.0093550507596045e-09,1.2193162542440258e-07,1.0459085639119815e-09,5.492245709019893e-10,9.30123076949595e-09,3.4621862678610827e-09,7.768368132111543e-08
4500,4.991100620997903e-08,1.2437112193243974e-07,8.930342950643272e-11,1.3720792600267333e-07,1.0215137675059758e-09,1.219468343471248e-07,1.089454977779812e-09,5.596618956689219e-10,1.000325878680623e-08,3.551997877812867e-09,7.685999295781968e-08
4600,4.9910982950280986e-08,1.2412962457032682e-07,8.858761180142387e-11,1.366955815406365e-07,1.0271461778513639e-09,1.216909410951043e-07,1.0765967346133835e-09,5.631394512653153e-10,9.815509148418904e-09,3.6467691389987753e-09,7.710501143137417e-08
4700,4.991091139466021e-08,1.2401057724050972e-07,8.969402402957e-11,1.3596794939843884e-07,1.0203105281516927e-09,1.2166813873365954e-07,1.1010735068952271e-09,5.649344041419125e-10,9.187754895095698e-09,3.687244277975808e-09,7.720031071102439e-08
4800,4.991122273995642e-08,1.2394601493610967e-07,8.956709723629967e-11,1.3549056783220534e-07,1.0110850727124373e-09,1.214811230971401e-07,1.1162675671476658e-09,5.704960891074037e-10,8.822437948873902e-09,3.762257761319552e-09,7.75801191237744e-08
4900,4.9910710870717454e-08,1.23882092751719e-07,8.998368705170365e-11,1.3591575197314997e-07,1.0114335368978247e-09,1.213695268385245e-07,1.137604946779063e-09,5.765206541768335e-10,8.60571392214544e-09,3.9809558003603804e-09,7.660436724097003e-08
5000,4.991010378681497e-08,1.2377024524312248e-07,8.94863011423966e-11,1.3658960402618187e-07,1.0223129843562265e-09,1.2115175422371448e-07,1.168657101756058e-09,5.734129433962263e-10,8.634367031393648e-09,4.006944750031847e-09,7.673726269849707e-08
