miliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20,APC,MCC_APC,APC_Cdc20
1500,4.991834074159667e-08,1.281348052216987e-07,8.154883565853907e-11,1.555984611337511e-07,8.377203928629783e-10,1.2566593001942534e-07,2.988365818170615e-10,2.918682905133798e-10,2.682645577651496e-08,6.533604174029631e-10,6.247990699987507e-08
1600,4.991839920223468e-08,1.279172011495245e-07,8.219001033543886e-11,1.5402885229662011e-07,8.781495074350145e-10,1.2554176436975616e-07,3.2984722567342526e-10,3.008173740432166e-10,2.537310156761755e-08,7.612717529407538e-10,6.497862573879393e-08
1700,4.991758236633287e-08,1.2778585652297703e-07,8.214176170407554e-11,1.5206582821603715e-07,8.879627850938217e-10,1.2553531491657027e-07,3.392700092714604e-10,3.1637069912398226e-10,2.263982135325012e-08,8.204696566704295e-10,6.61770144267615e-08
1800,4.991755756588252e-08,1.2777326473919093e-07,8.315008571928821e-11,1.5130151891315423e-07,9.023359430268103e-10,1.2539358682672136e-07,3.918485282105259e-10,3.298191065606472e-10,2.2723823859368846e-08,1.0053085196338278e-09,6.730122121373919e-08
1900,4.991629286287681e-08,1.2749776483700322e-07,8.33011014966242e-11,1.497714230878996e-07,9.14332629357242e-10,1.2521006349018547e-07,4.01554856860036e-10,3.4464349748331285e-10,2.0791813883984738e-08,1.0583620986359737e-09,6.858623631536523e-08
2000,4.991618039263513e-08,1.274873966565391e-07,8.501323230263463e-11,1.48614726769479e-07,9.35964261245476e-10,1.2512804179287263e-07,4.3531250046165223e-10,3.5106752064644695e-10,2.0760504671835872e-08,1.186991598572098e-09,6.99037493306378e-08
2100,4.991563892182894e-08,1.2727926500692271e-07,8.487421029108037e-11,1.481516866099041e-07,9.350747723483373e-10,1.249247093927145e-07,4.829542334104286e-10,3.6408928132447713e-10,1.8911021182811405e-08,1.203361339146765e-09,6.952154303439371e-08
2200,4.9914423906016826e-08,1.271725773286836e-07,8.555986075041228e-11,1.4708985162534263e-07,9.558808385998426e-10,1.2480431940458855e-07,4.824114815347082e-10,3.747610457983533e-10,1.8375071749381874e-08,1.2809744789315942e-09,7.15598011252762e-08
2300,4.9914130224018014e-08,1.2711067050322505e-07,8.582801168134327e-11,1.4602241393304083e-07,9.660882061967472e-10,1.2473103668297503e-07,5.076177548597357e-10,3.9051071492441095e-10,1.6705428372549175e-08,1.3383374598100889e-09,7.185220600144244e-08
2400,4.9913213109586334e-08,1.2697382494476579e-07,8.550870349155615e-11,1.439964057716759e-07,9.506617635566056e-10,1.2455991823619066e-07,5.527050382455882e-10,3.9529531642463563e-10,1.566504298505043e-08,1.5149377885180255e-09,7.236199808652869e-08
2500,4.991388251267665e-08,1.2675856570699179e-07,8.677880385816864e-11,1.4313740859770548e-07,9.600718543042037e-10,1.2436214171287243e-07,5.689587549610745e-10,4.11945003777276e-10,1.6713980260491414e-08,1.6123160558554793e-09,7.332543618721101e-08
2600,4.991253793346901e-08,1.2670129006412943e-07,8.703357934154697e-11,1.4309296352156895e-07,9.605618323584738e-10,1.2432896095541025e-07,6.096433489043135e-10,4.214592691462306e-10,1.5218800938614207e-08,1.7146323002468382e-09,7.301982012392845e-08
2700,4.9913182591823545e-08,1.2656435500652203e-07,8.744373879982955e-11,1.4337843323407992e-07,9.849103620644826e-10,1.2413722698619005e-07,6.431353329039431e-10,4.240793257379204e-10,1.3682215887725024e-08,1.7373305662407887e-09,7.389179912131751e-08
2800,4.9912541806262824e-08,1.2637604149880022e-07,8.693948494786497e-11,1.420931324577887e-07,9.825054362310486e-10,1.2410855921258672e-07,6.477755472349078e-10,4.2725043583237574e-10,1.4964003092539615e-08,1.8694728755659204e-09,7.321845079848269e-08
2900,4.9912274270092256e-08,1.262609466604116e-07,8.787139039593766e-11,1.4165195958693297e-07,1.0001597257937446e-09,1.239948737649392e-07,6.738660539889725e-10,4.4628386121108725e-10,1.4557543525998752e-08,1.936768051556038e-09,7.448521072891076e-08
3000,4.991249016641811e-08,1.2621614913741612e-07,8.830445588813953e-11,1.4200741238172648e-07,9.952344147481338e-10,1.2373233005927464e-07,7.229677448988551e-10,4.469898828397568e-10,1.2240540597722998e-08,2.077044407621006e-09,7.410966746110781e-08
3100,4.991171424917798e-08,1.2598644315522632e-07,8.852430525856269e-11,1.403051671951496e-07,1.0041917990424536e-09,1.2364294853662633e-07,7.282950712795144e-10,4.5560900683216763e-10,1.2822721562645552e-08,2.0819491371329404e-09,7.471981138522929e-08
3200,4.9911658478203244e-08,1.2585911908733275e-07,8.812803899196264e-11,1.4053438463559285e-07,9.883788175195053e-10,1.235268044103778e-07,7.7416824968109e-10,4.671553667993589e-10,1.1436487000893119e-08,2.223807031349213e-09,7.508886266917652e-08
3300,4.9911767606218885e-08,1.2570492502293643e-07,8.891029106041639e-11,1.3944541146614068e-07,9.937355618165771e-10,1.233703436242628e-07,7.954898992128172e-10,4.821242618110805e-10,1.2008409186430566e-08,2.3267538418357233e-09,7.465723013124922e-08
3400,4.991162548911795e-08,1.2568354536064465e-07,8.859122977925566e-11,1.400049294601014e-07,1.0135482624670662e-09,1.2326896525615284e-07,8.291113464604999e-10,4.785013575244639e-10,1.1353936726791346e-08,2.4063562324926855e-09,7.52142024072275e-08
3500,4.99113308432882e-08,1.2559035789687927e-07,8.923240405208896e-11,1.393470080724263e-07,1.012717029130231e-09,1.2309809184897373e-07,8.450067156014636e-10,4.830902858765346e-10,1.2293345491896283e-08,2.4881093990370913e-09,7.62998182888993e-08
3600,4.9911155733396915e-08,1.254350946937601e-07,8.901893112676022e-11,1.3866811750761193e-07,9.954970561085527e-10,1.229730160344342e-07,8.535967008707884e-10,4.90463032200329e-10,1.0899982163793463e-08,2.629122420812315e-09,7.603324705987852e-08
3700,4.991050906295702e-08,1.2530673391329889e-07,8.934314966395359e-11,1.3912296313315272e-07,1.0170201968612364e-09,1.2283680296896114e-07,8.781159484300116e-10,5.059369434609302e-10,1.1224755403772682e-08,2.764029311028402e-09,7.678033566859652e-08
3800,4.9910603148969423e-08,1.2509580819273315e-07,8.879612464249053e-11,1.3918424282842132e-07,1.0185107718455623e-09,1.2270347682490984e-07,9.062147892858307e-10,5.041775642746686e-10,9.732655363426353e-09,2.8586871090377465e-09,7.654249247361053e-08
3900,4.991158138085666e-08,1.24999875477982e-07,8.869319887075484e-11,1.390102084106592e-07,1.0197259979773245e-09,1.2258158792138896e-07,9.550513551956982e-10,5.242794167707829e-10,1.03929463392832e-08,2.8534125419961983e-09,7.669550635084688e-08
4000,4.9911054106581726e-08,1.249863174269361e-07,8.858217131044236e-11,1.3817119100627247e-07,1.0040152484049443e-09,1.2249415490896264e-07,9.694762249389488e-10,5.218474547450958e-10,1.0345032608264954e-08,3.031233531209017e-09,7.726852089977177e-08
4100,4.991034197609805e-08,1.2477282465555493e-07,8.938064010757892e-11,1.3712523008957733e-07,1.0136483729582614e-09,1.223464053640868e-07,9.91028338700479e-10,5.254355092999139e-10,9.826864155322616e-09,3.0898063384735514e-09,7.596635718646125e-08
4200,4.991077681394886e-08,1.246887502820591e-07,8.912123047616215e-11,1.371021143280196e-07,1.0101956358033936e-09,1.222441321068235e-07,1.0081143920846302e-09,5.354023477591187e-10,1.0481120217747066e-08,3.160851934094503e-09,7.72278341676621e-08
4300,4.991062225696158e-08,1.2449779883291152e-07,8.961713628866776e-11,1.368455313531825e-07,1.010585321547268e-09,1.2205727077679273e-07,1.0341811241692774e-09,5.48670825499323e-10,1.0077604206070395e-08,3.335657645479139e-09,7.644066045665612e-08
4400,4.991000799916571e-08,1.243465474154416e-07,8.989943571405187e-11,1.369684739704921e-07,1.0233200174787709e-09,1.2204504366853748e-07,1.0697934454212686e-09,5.427415747072892e-10,9.480728463831477e-09,3.4313609783458806e-09,7.656105419890246e-08
4500,4.991015270692262e-08,1.2434102944139402e-07,8.994223971352404e-11,1.370896917390743e-07,1.0098102355677426e-09,1.2178330942937514e-07,1.0919432061627322e-09,5.619520157549421e-10,9.560939633991211e-09,3.470956846078531e-09,7.694807773819232e-08
4600,4.9911214148046084e-08,1.2426756237306215e-07,8.87909723319834e-11,1.3564304075589483e-07,1.0291702705313043e-09,1.2178630303178162e-07,1.0762194893156028e-09,5.623758488965003e-10,1.0077476057324397e-08,3.627626302099702e-09,7.658896679538325e-08
4700,4.9911061223595316e-08,1.2404615693858488e-07,8.970212202008008e-11,1.3552373396860118e-07,1.0253359473471965e-09,1.216038712654956e-07,1.120792642586084e-09,5.571507297640341e-10,8.84042746126368e-09,3.6658641212090164e-09,7.627391586009652e-08
4800,4.9910735557644823e-08,1.2391022237332844e-07,8.961232557815117e-11,1.3682648873408532e-07,1.0163552258173348e-09,1.2140804788215957e-07,1.1479369049523104e-09,5.738852900418919e-10,9.644390571079055e-09,3.798727871853192e-09,7.700815242466131e-08
4900,4.9911086461401124e-08,1.237492497329121e-07,8.930811008146798e-11,1.3602607447108492e-07,1.010510530976084e-09,1.2132440417365652e-07,1.1546404814540962e-09,5.729333338865971e-10,9.212040478774567e-09,3.883044275009023e-09,7.80358143098298e-08
5000,4.991082943009451e-08,1.237555957312218e-07,8.979720335416667e-11,1.3545755323596058e-07,1.0254445566555659e-09,1.2119447931525374e-07,1.1528024408158006e-09,5.844199030296696e-10,8.567480482942853e-09,4.071693519876534e-09,7.785412204899697e-08
