milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
1000,2.1345543795002008e-08,9.745253649248173e-08,9.325616699800882e-09,2.7364848704552263e-11,2.0796688170099522e-07,6.159505335701313e-07,3.4174925478812976e-06,2.4443780428489434e-11,1.961958746644121e-05,1.4667530468746612e-08,1.3963693082450323e-10,7.834380189290518e-07
1100,2.4137860319003562e-08,1.1642698154606464e-07,1.1756506687703774e-08,3.345714538549904e-11,2.2875411002781644e-07,6.519679083313026e-07,3.4939609722867725e-06,2.8854903819967025e-11,2.0930481262994166e-05,2.1768564293898712e-08,1.6503544583214776e-10,1.0684239017282916e-06
1200,2.5709062077128658e-08,1.3940769982642211e-07,1.338215748841163e-08,4.059433880392775e-11,3.045631062594454e-07,8.92160633578854e-07,3.988509746594703e-06,2.628376284714172e-11,2.4446311703514063e-05,2.328924790201144e-08,1.8829733259612598e-10,1.2624579547488118e-06
1300,2.9742208009128285e-08,1.5646009477143918e-07,1.4924744571278388e-08,4.8212996812542086e-11,3.273732359116306e-07,9.745236465859274e-07,4.788903131359768e-06,3.096970737460876e-11,2.875964245490527e-05,2.5836538302640495e-08,2.0656687858789617e-10,1.3535480748917795e-06
1400,3.81762770295734e-08,1.7185143776004303e-07,1.8752184939679026e-08,5.0899417369863665e-11,3.696387204093484e-07,1.1004464855100272e-06,4.8478623893304534e-06,3.8143481927301504e-11,3.147054370977809e-05,2.6534655435825303e-08,2.1427669848051144e-10,1.5869788094158833e-06
1500,4.0594979189466616e-08,1.8276938315716008e-07,1.99648447336596e-08,5.908795264612426e-11,4.504769596511084e-07,1.1226834064172313e-06,6.137894331971201e-06,3.908214494765809e-11,3.456603149691934e-05,3.248104067876483e-08,2.32890249561621e-10,1.6544411239466612e-06
1600,4.326914134461558e-08,1.9954629681763926e-07,2.246326325895474e-08,6.170678365261239e-11,4.7608169014421313e-07,1.3565614258011979e-06,5.6487981433864196e-06,4.116822538745039e-11,3.6252262157746145e-05,3.06125591113714e-08,2.687897321731385e-10,1.969119638407398e-06
1700,4.874342439444431e-08,2.0370000782272898e-07,2.46084318379724e-08,7.18966970546276e-11,5.13210134114267e-07,1.2692468410265122e-06,6.956307579435092e-06,5.0350957918565235e-11,4.073241269673133e-05,3.72612855000427e-08,2.8284106769769687e-10,2.0855953626707958e-06
1800,5.3721422739771356e-08,2.2446500826058433e-07,2.5796228126737812e-08,7.383394757778183e-11,5.631175003594618e-07,1.435176129642473e-06,7.106251527700392e-06,4.883486657637218e-11,4.305249707406651e-05,3.66328729388717e-08,2.905384422440662e-10,2.3336418882192463e-06
1900,5.5329701458681444e-08,2.3988756157002316e-07,2.9230832537200314e-08,8.462111484669203e-11,6.023901894975704e-07,1.6968495939047413e-06,7.396831027735535e-06,5.2749937482738445e-11,4.557588544653735e-05,3.820876744617483e-08,3.3238162744919886e-10,2.3711308307797674e-06
2000,6.221650020103666e-08,2.571019288164997e-07,3.064706237494151e-08,8.793787348429561e-11,6.474146321378483e-07,1.7370892673856918e-06,8.63836824392404e-06,5.598408464184382e-11,4.8858284229549536e-05,4.636769791276043e-08,3.3222481838327434e-10,2.6829077679492614e-06
2100,6.71519566689602e-08,2.7706176581846466e-07,3.2743349061592047e-08,9.438727657901577e-11,6.879837865036407e-07,1.7862605111145097e-06,9.095736621515678e-06,6.1962915317516e-11,5.1734122794183265e-05,4.4758994625862046e-08,3.643594545808661e-10,2.814869420329677e-06
2200,6.99636157690934e-08,2.946779904918167e-07,3.567322628045136e-08,9.968417420621847e-11,7.590267064940746e-07,2.0266330702213806e-06,9.161079991102447e-06,6.2227243394999e-11,5.257488290563199e-05,4.8681111772338786e-08,3.78207969049654e-10,3.029117370566721e-06
2300,7.352030699565814e-08,3.034328864665179e-07,3.7954176204188886e-08,1.0753280077841734e-10,7.749967341611781e-07,2.1846976002013615e-06,9.899132798071354e-06,7.240335323789954e-11,5.590397662873174e-05,5.0128223695761e-08,4.1695253449572554e-10,3.2152807675945195e-06
2400,7.72976601098329e-08,3.1568400514797846e-07,3.841033154434514e-08,1.0962458770537692e-10,8.124105201249452e-07,2.271323602915979e-06,1.019677172923348e-05,7.057255236788092e-11,6.0397983140449874e-05,5.567416387364815e-08,4.2541302029946207e-10,3.3588532656624487e-06
2500,8.226989020835734e-08,3.4394754719780125e-07,4.009540603905436e-08,1.1857294507638064e-10,8.980864317852232e-07,2.3975339958730005e-06,1.0543615259761038e-05,7.925447050209077e-11,6.193344715333113e-05,5.570974373477155e-08,4.551879751481432e-10,3.4433911648098546e-06
2600,8.78876689704942e-08,3.444360036081833e-07,4.336042773975553e-08,1.2289457926381707e-10,9.287428162654003e-07,2.5024588003703552e-06,1.0861537232742938e-05,7.979535457745298e-11,6.550271145457224e-05,6.137540160023717e-08,4.698366462383901e-10,3.6677899412431477e-06
2700,8.9672057341525e-08,3.711183233470148e-07,4.644541689397727e-08,1.2949417200598932e-10,9.558500795529703e-07,2.6721952043700683e-06,1.2001317657710981e-05,8.063066167386478e-11,6.735856140531494e-05,6.473253962571167e-08,4.859872251471936e-10,3.801038701997521e-06
2800,9.506109947616865e-08,3.765543320134061e-07,4.692410588274821e-08,1.3661032253946843e-10,1.0364707303658594e-06,2.6460497408061994e-06,1.238278438070918e-05,9.046076406415624e-11,7.19069605241045e-05,6.670879511453977e-08,5.04474396524709e-10,4.03690473868901e-06
2900,9.855340296564963e-08,3.944887441446952e-07,4.862335129974696e-08,1.3968074167489135e-10,1.0706186140506074e-06,2.7803351371091484e-06,1.2501469215603755e-05,9.288712407266565e-11,7.302432182483044e-05,6.949791249101239e-08,5.412822565970059e-10,4.188220948806939e-06
3000,1.0205056901500306e-07,4.125850515641913e-07,5.20964021620562e-08,1.4891306125989892e-10,1.1133979449681457e-06,3.020342592624665e-06,1.281255466156081e-05,9.615173596516924e-11,7.755367781985105e-05,7.1843351236657e-08,5.604403133324786e-10,4.305502071282122e-06
3100,1.0618856474117521e-07,4.3230143821321116e-07,5.4416097744559884e-08,1.5565277243615933e-10,1.1584632233070354e-06,2.9923163564848253e-06,1.377535695313878e-05,9.515225598192192e-11,8.036823130309831e-05,7.291747731002605e-08,5.710989422456615e-10,4.49313975039208e-06
3200,1.1232022809346689e-07,4.4268172651993445e-07,5.481500777578035e-08,1.6111009157995208e-10,1.1827719257726294e-06,3.1017823227327103e-06,1.4377437600737969e-05,9.984186299025714e-11,8.2329146649866e-05,7.407291109011501e-08,5.968948200253056e-10,4.7239238828233955e-06
3300,1.129433447374032e-07,4.562807449362007e-07,5.778734710804676e-08,1.6645966195027242e-10,1.24709215708966e-06,3.3780772729523175e-06,1.4895928380277961e-05,1.0477807402463628e-10,8.499846484833333e-05,8.084721953986989e-08,6.183445750827397e-10,4.81302774494386e-06
3400,1.2089765926101872e-07,4.740313973645269e-07,5.990483245663236e-08,1.7191179543836365e-10,1.3014584894699617e-06,3.3964980444390635e-06,1.514218781012718e-05,1.0467893882328538e-10,8.957936981219701e-05,8.353902994836328e-08,6.342823497496707e-10,5.056416214739727e-06
3500,1.2463281021592617e-07,4.937145626479833e-07,6.236630272348967e-08,1.8098389133445214e-10,1.338596617855735e-06,3.570690798998154e-06,1.555325498478033e-05,1.1335297650968535e-10,9.223315171053489e-05,8.112338217061292e-08,6.437699323536085e-10,5.237442028534957e-06
3600,1.2611329808174237e-07,5.005272289420266e-07,6.404712420228898e-08,1.8693412876781652e-10,1.3930072931067113e-06,3.586034808712047e-06,1.5703716303727892e-05,1.152652515301575e-10,9.535333265460103e-05,8.641417115575186e-08,6.69165587434165e-10,5.393900148849666e-06
3700,1.3241734512077593e-07,5.306466602361018e-07,6.70110434748802e-08,1.8794498782206754e-10,1.3997652876948284e-06,3.910891188393167e-06,1.6689387922529774e-05,1.1894010610361205e-10,9.818956004218909e-05,8.784975852122729e-08,6.874102832729484e-10,5.523220787582938e-06
3800,1.3374562956587157e-07,5.379280752716574e-07,6.746975810751805e-08,1.9652993100143597e-10,1.4896820972883574e-06,3.986404854471836e-06,1.707578199172251e-05,1.2292460030833185e-10,0.00010018969127226114,9.33788139767916e-08,7.123632239678417e-10,5.8359132270266546e-06
3900,1.3477118563662445e-07,5.223211420901435e-07,6.784397876557393e-08,1.9559597054495464e-10,1.4368612123388e-06,3.80702441554897e-06,1.3173240791644432e-05,9.422108960859675e-11,9.799336984501575e-05,7.288540512884825e-08,7.05147932617411e-10,5.673082525732712e-06
4000,1.2877341846309744e-07,5.171618920539262e-07,6.683040902708516e-08,1.8737377127722346e-10,1.4038126859976498e-06,3.6702376324688625e-06,1.0114663897691606e-05,6.755064029098256e-11,9.706884738701429e-05,5.2769904825923905e-08,6.85821252217947e-10,5.611809927635472e-06
4100,1.2975847013564997e-07,4.902358447152645e-07,6.484788869904802e-08,1.8749734909628322e-10,1.391173003152322e-06,3.5729632568097847e-06,5.6256370594653614e-06,3.763237021512634e-11,9.220668232205398e-05,2.7243311210320813e-08,6.606345129883175e-10,5.477063820896017e-06
4200,1.2676740983794207e-07,4.78975964401193e-07,6.356314391059884e-08,1.823989635219572e-10,1.348998313162046e-06,3.6349092517010167e-06,1.8258111235098911e-06,8.440169449021589e-12,8.980969571819565e-05,8.210290338275343e-09,6.321375873007239e-10,5.37073536425552e-06
4300,1.205077471158855e-07,4.721601776596113e-07,6.141478750909745e-08,1.7572364274915746e-10,1.2974921333067903e-06,3.5249622386528135e-06,-1.90969454046784e-06,-1.5412066066227584e-11,8.759411187379392e-05,-1.49038987470947e-08,6.312589786699188e-10,5.214462722223554e-06
4400,1.206232329651165e-07,4.542981909318721e-07,6.06513809978904e-08,1.739598553085734e-10,1.2710701604743858e-06,3.3186727512102544e-06,-6.6528628736653035e-06,-4.229104151503126e-11,8.356447485009145e-05,-3.4451653852151794e-08,6.028963219659039e-10,5.096659474558805e-06
4500,1.1621234586442992e-07,4.3225785827120517e-07,5.7974485457428205e-08,1.6932760195558557e-10,1.2757588450372076e-06,3.2404370999094457e-06,-1.0550342850629847e-05,-7.43423397688796e-11,8.096723588212868e-05,-5.775129745561118e-08,5.767263331319951e-10,4.960846482053536e-06
4600,1.125061369291457e-07,4.200322594167817e-07,5.610617901430404e-08,1.6447652418561524e-10,1.2043431340855595e-06,3.3042440079889823e-06,-1.4495323118645351e-05,-1.0115207525026639e-10,8.088947682297561e-05,-7.677785388746477e-08,5.710192013706419e-10,4.8671310099341635e-06
4700,1.101447335244126e-07,4.048599440819416e-07,5.653641872501591e-08,1.5781140766769764e-10,1.1705196176028428e-06,3.1437823506075174e-06,-1.798216826958639e-05,-1.3057708403345387e-10,7.579097187173613e-05,-1.0080472749418447e-07,5.417552495625913e-10,4.76470873343833e-06
4800,1.072621733712552e-07,3.9715137731904883e-07,5.303682908325416e-08,1.5548975796391401e-10,1.1815341640865054e-06,3.0163661010596517e-06,-2.217617594043563e-05,-1.589170634021468e-10,7.354893290026719e-05,-1.2110854427019085e-07,5.224294812026235e-10,4.590734081329877e-06
4900,1.0325053145625411e-07,3.807155524597979e-07,5.305551523224598e-08,1.476644341704747e-10,1.1068816909298946e-06,3.086545824238336e-06,-2.6353939029675916e-05,-1.9045371528812924e-10,7.129588702285453e-05,-1.4159045283393404e-07,5.067692450275303e-10,4.4199517665455635e-06
5000,1.0285071775550849e-07,3.614187486068512e-07,5.016034341721849e-08,1.4424135625337064e-10,1.081758480782813e-06,3.000985810073548e-06,-3.096393148482001e-05,-2.136130556559197e-10,6.826254469379605e-05,-1.6081418352183498e-07,4.903942463988725e-10,4.348302325880043e-06
