milliseconds,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL
1600,4.4565711475701546e-08,1.9844300045718942e-07,2.3245545117415925e-08,6.428049480380378e-11,4.95659660481967e-07,1.3383025702073248e-06,5.868444645377663e-06,4.062842252686408e-11,3.7153413861362324e-05,3.2332990387569725e-08,2.494816890444572e-10,1.9577044494454286e-06
1700,5.035539669068323e-08,2.097064114453387e-07,2.3249734760366582e-08,7.093374983649967e-11,5.266826828751884e-07,1.2772808681807288e-06,6.912595778192669e-06,4.6147954479154094e-11,3.9032026051863413e-05,3.814773367242792e-08,2.9039118744064026e-10,2.107479314306451e-06
1800,5.3684563434584564e-08,2.265767859008792e-07,2.5791639506070834e-08,7.27822596616996e-11,5.465813850998483e-07,1.6072543767589025e-06,6.874333877485994e-06,5.282204353144076e-11,4.373321579988799e-05,3.951449151317828e-08,2.987209677944163e-10,2.2401779447601504e-06
1900,5.547663432301848e-08,2.445287857722419e-07,2.924538168584083e-08,7.905451496660646e-11,6.288779316282518e-07,1.5174390190633973e-06,7.173227386714286e-06,5.557866025328466e-11,4.3897957063594036e-05,4.300109432720417e-08,3.147585292549965e-10,2.497564582706061e-06
2000,6.213954236503174e-08,2.490180012659831e-07,3.1597019351766904e-08,8.670312323833087e-11,6.70476486447211e-07,1.638995676880176e-06,8.096022425457064e-06,5.868401504199226e-11,4.697415673229301e-05,4.310726185440804e-08,3.497138080590642e-10,2.5991979671675973e-06
2100,6.597998956461549e-08,2.788783107036999e-07,3.318907349993046e-08,9.59645350130931e-11,7.152010969259214e-07,1.8116108757355898e-06,8.654771552124908e-06,6.397309779754294e-11,5.201962094853208e-05,4.829313428170944e-08,3.692944319458753e-10,2.794720106378321e-06
2200,7.107146791889594e-08,2.9232637674257807e-07,3.397094581600687e-08,9.642926989707074e-11,7.566548024042996e-07,1.8937763704044962e-06,9.422888993906309e-06,6.697737063451392e-11,5.485640789365228e-05,5.010977788046226e-08,3.8938035830727787e-10,3.037524935749786e-06
2300,7.237183782943924e-08,3.1011790885293153e-07,3.7977070159927846e-08,1.025349323318805e-10,7.912907464567072e-07,2.133409682307074e-06,9.252794719240245e-06,7.109912820769657e-11,5.65305307144664e-05,5.2598852831976916e-08,3.9796617917017734e-10,3.1763628540345872e-06
2400,7.648395934389006e-08,3.240929708779635e-07,3.846806642120831e-08,1.1316522256411449e-10,8.405218629380958e-07,2.2965414150064014e-06,9.994247543139701e-06,7.398796577141011e-11,6.040462271617496e-05,5.231766895673084e-08,4.1534530626783946e-10,3.3373756352054477e-06
2500,8.308979793051706e-08,3.384452006583175e-07,4.212600275377117e-08,1.1585220434919211e-10,8.853675759658083e-07,2.291959005695823e-06,1.0999648570279116e-05,7.324393183416499e-11,6.148281180984281e-05,5.8827623635301886e-08,4.4541185640317083e-10,3.4626814310825806e-06
2600,8.378205505638447e-08,3.485795003778009e-07,4.39368897338326e-08,1.2110412838426552e-10,9.081329608113737e-07,2.4781209636670973e-06,1.102102412633673e-05,8.0920577160694e-11,6.579961859942646e-05,5.9087411224184634e-08,4.716481470239368e-10,3.6920208511688153e-06
2700,9.228429803378764e-08,3.698028497700318e-07,4.6248612387681264e-08,1.283255312699885e-10,9.77963629274461e-07,2.6876423740789067e-06,1.1860376894160787e-05,7.951597136766774e-11,6.742737816497879e-05,6.028516301890964e-08,4.871977785477097e-10,3.7587613838098013e-06
2800,9.616285599734669e-08,3.810693162884362e-07,4.6450003761527837e-08,1.3797660505544353e-10,1.017477258421478e-06,2.7155339822161644e-06,1.2528462347559873e-05,9.016127870715387e-11,7.08440534563164e-05,6.616157974187861e-08,5.095746722121963e-10,3.988239547127077e-06
2900,9.939776745728056e-08,3.977595120334921e-07,4.997096019628674e-08,1.391505282258838e-10,1.0799125639454185e-06,2.937395219654666e-06,1.2732311390288433e-05,8.810690544124338e-11,7.375968992035202e-05,6.79416653729711e-08,5.3243961207227e-10,4.251931261345815e-06
3000,1.0347786285232814e-07,4.1543186286197274e-07,5.0976721158317976e-08,1.4491886635576486e-10,1.0978998247155763e-06,3.0053658808233964e-06,1.361380417747794e-05,9.107207758033677e-11,7.868998357231881e-05,7.245024434603234e-08,5.597843495883497e-10,4.277853534753171e-06
3100,1.0575766098248352e-07,4.36499570720143e-07,5.405243573999845e-08,1.5069012124398906e-10,1.144903886280087e-06,3.0783498465562482e-06,1.338608271546049e-05,9.941708076545663e-11,8.094369842705354e-05,7.248983515913264e-08,5.823332686961222e-10,4.517036162400683e-06
3200,1.089009178508983e-07,4.394240972409997e-07,5.628719744401118e-08,1.6243152187017593e-10,1.201500800285923e-06,3.234900234468434e-06,1.3765390387938918e-05,1.0119345956441484e-10,8.292937085620579e-05,7.654298049558846e-08,5.988539010146812e-10,4.757613817219559e-06
3300,1.1393318254498447e-07,4.566529463358789e-07,5.8053499764986134e-08,1.6756249372445556e-10,1.220844561101515e-06,3.2922769250656525e-06,1.470958706762614e-05,1.0354187907428363e-10,8.67368436070224e-05,7.79729727450279e-08,6.099057730057339e-10,4.932244939840813e-06
3400,1.1880077677120865e-07,4.739500424586849e-07,6.104836727290866e-08,1.7207313767343858e-10,1.3018385153673383e-06,3.4024724188988787e-06,1.5469602784741796e-05,1.063380033152488e-10,9.033882749262644e-05,7.901017072683389e-08,6.451598687983637e-10,4.98939836617955e-06
3500,1.2266107768947098e-07,4.873853542999828e-07,6.161255108255515e-08,1.7877148650163648e-10,1.3390352112434662e-06,3.587978933245952e-06,1.62651355981521e-05,1.1145170278240993e-10,9.35046314730398e-05,8.384810852425053e-08,6.511679796951236e-10,5.336199388606819e-06
3600,1.2878817770147498e-07,5.005919700402353e-07,6.525862096150541e-08,1.825177309337899e-10,1.3853041792658423e-06,3.777387411459262e-06,1.589234284752143e-05,1.1533486774442e-10,9.352065299617425e-05,8.777817100735629e-08,6.814118820691271e-10,5.485152261376378e-06
3700,1.326766843082477e-07,5.266466077440498e-07,6.657404361562893e-08,1.9082512828326896e-10,1.4330959587903733e-06,3.892759727397505e-06,1.6757871479013125e-05,1.1807494466060874e-10,9.656617653733825e-05,8.742474411622216e-08,6.882620543484809e-10,5.531389818766209e-06
3800,1.3583618277913672e-07,5.457450830941031e-07,6.802465274588424e-08,1.9524443877013555e-10,1.4895763226116073e-06,4.023456710709207e-06,1.6986474895501653e-05,1.2125788736145606e-10,9.923606934686184e-05,8.940530452159929e-08,7.096109545359636e-10,5.7593363992691825e-06
3900,1.3310534785913092e-07,5.239835520335683e-07,6.670577110976786e-08,1.9029397483357893e-10,1.4374461956448936e-06,3.947971386334036e-06,1.3602781080954335e-05,9.954301447469037e-11,9.90466317567927e-05,7.455254415163127e-08,6.927487783293014e-10,5.685880283079212e-06
4000,1.3213289028447017e-07,5.033170430078242e-07,6.601328256836498e-08,1.8909067814490432e-10,1.4142570753121249e-06,3.7958191486193307e-06,9.583890873824997e-06,7.220245464410898e-11,9.678596501958646e-05,5.277141930564872e-08,6.845656502828538e-10,5.496436509806398e-06
4100,1.297043376600427e-07,4.914138128802517e-07,6.46231734257173e-08,1.8193790784027479e-10,1.4003901974233e-06,3.76913496490118e-06,5.692094060299251e-06,4.1220969702610674e-11,9.23516131303956e-05,3.1530698338462576e-08,6.530873579170177e-10,5.480066801823079e-06
4200,1.2669394784956002e-07,4.775219079353734e-07,6.193790068814315e-08,1.829442336134582e-10,1.350368463416605e-06,3.6712203994387322e-06,1.9502335005804454e-06,1.1360316468442071e-11,9.161084297915868e-05,8.995024615204771e-09,6.482454906584396e-10,5.33963803975422e-06
4300,1.2160636196776743e-07,4.6161317675368695e-07,6.108110312594148e-08,1.7455016144278238e-10,1.301954922510095e-06,3.469256376642975e-06,-2.1245061682084007e-06,-1.7066964013068537e-11,8.661623149439012e-05,-1.310706963143868e-08,6.301786335901934e-10,5.139293828052049e-06
4400,1.1894860218327493e-07,4.545924278093945e-07,5.9313238604464026e-08,1.7426213286090396e-10,1.2664897210259499e-06,3.546686946854878e-06,-6.894568159248792e-06,-4.1712047228735366e-11,8.602410274231586e-05,-3.391958304240573e-08,6.010041385182986e-10,5.110631052762665e-06
4500,1.1649728275650269e-07,4.4458040000884567e-07,5.843510693867505e-08,1.645129906143237e-10,1.240316053322326e-06,3.337303974822984e-06,-1.0496879522142061e-05,-7.143526438928717e-11,8.238162113619602e-05,-5.3513969111226085e-08,5.964330944670983e-10,4.905044373773265e-06
4600,1.1202863175690792e-07,4.2915041722274323e-07,5.6715085718311077e-08,1.6317346814732369e-10,1.2118800099265331e-06,3.323493453529792e-06,-1.4068206533967801e-05,-9.995713190085281e-11,7.976396622515987e-05,-7.830643885882136e-08,5.677063053385265e-10,4.888178904922657e-06
4700,1.0844553107806499e-07,4.044929534306728e-07,5.5069026571688e-08,1.615988906074512e-10,1.1699339587228435e-06,3.2534198714664617e-06,-1.8647948999254247e-05,-1.2792512962249233e-10,7.566453980321417e-05,-9.852370865255585e-08,5.466416462135922e-10,4.736281530771819e-06
4800,1.0889843724664317e-07,3.909533672017978e-07,5.44974819559425e-08,1.5519069438272947e-10,1.1379313410861568e-06,3.1029978107459977e-06,-2.2984079729430698e-05,-1.5795193006649774e-10,7.292178699762895e-05,-1.1985687688510608e-07,5.162434806989639e-10,4.527247669875074e-06
4900,1.0361837869445546e-07,3.858023969039691e-07,5.274189811375463e-08,1.5301595968575592e-10,1.1513514926734542e-06,2.9305919918666386e-06,-2.6765045570953978e-05,-1.906461712215399e-10,7.228476933749456e-05,-1.388587405137922e-07,5.129162599139875e-10,4.447963881468641e-06
5000,1.0055687784966842e-07,3.706689890716723e-07,5.168737963891832e-08,1.4618627729760566e-10,1.0889928466314999e-06,2.892828931946318e-06,-3.0411738340499353e-05,-2.137986878090975e-10,6.897251700070459e-05,-1.6028031436911936e-07,4.869746077204436e-10,4.3311060917712016e-06
