milliseconds,Uninfected_tumour_cells,Infected_tumour_cells,M1_macrophages,Uninfected_M2_macrophages,Infected_M2_macrophages,Oncolytic_viruses
3200,0.003875600822877863,1.6854128413721283e-08,8.774312520103812e-08,7.06843728038939e-06,1.2704310295360145e-09,2.624445090633267e-07
3300,0.0037995671247085068,1.678213541233923e-08,2.3409222212723543e-08,6.820572381915613e-06,1.2635066625097885e-09,9.660443398900146e-08
3400,0.003974576422875572,1.6532765284589525e-08,7.095439657706892e-08,7.973756209789965e-06,1.201786744881616e-09,1.0178300445976263e-07
3500,0.0044243111630865774,1.5691997049085826e-08,4.3808818575601445e-08,7.689642686162395e-06,1.1939630906965568e-09,2.3772518873873059e-07
3600,0.004485682759490212,1.5604073867626577e-08,2.016249270923461e-08,8.549505775737692e-06,1.1543426056798129e-09,1.8351368061668354e-07
3700,0.004940149610878971,1.522207786390273e-08,7.308275335524096e-08,9.02992398645338e-06,1.163182179450305e-09,-2.9344112024281613e-08
3800,0.005553033655823265,1.527411797000478e-08,3.197542973273541e-08,8.83723472186555e-06,1.1151303455310742e-09,-3.961923136476121e-08
3900,0.00552252966276658,1.4945500656784642e-08,-1.4637430800145278e-08,9.79811059730442e-06,1.1342625536741348e-09,1.95187193163443e-07
4000,0.005937236438488556,1.4933502015375812e-08,8.202221849476738e-08,9.931811839701974e-06,1.0748008033401556e-09,2.7122081838249453e-07
4100,0.006646460774577193,1.4949715871969816e-08,-2.0419418883242663e-08,1.0585378433681025e-05,1.1041064359319564e-09,-1.1702207657817544e-08
4200,0.006727514483148699,1.4690364374585668e-08,3.078401955199374e-08,1.063110199525135e-05,1.0678933013577474e-09,5.863671283351914e-08
4300,0.007083376806163863,1.540938634538557e-08,6.735411911387883e-08,1.1246257488297183e-05,1.0690134728606978e-09,-1.1638170103799724e-07
4400,0.0076878918505448295,1.519852612388321e-08,6.828302670209856e-08,1.1669554156882384e-05,1.0610827585365253e-09,-5.594831569326154e-08
4500,0.008420098767998943,1.5182437534156364e-08,5.27633484791744e-08,1.2518071024864813e-05,1.0709705839431518e-09,1.7942322579455862e-07
4600,0.00888757600024602,1.4917295485286095e-08,2.515050802839454e-08,1.3180472075609105e-05,1.0732890224088487e-09,6.511564147536681e-09
4700,0.00918360455489684,1.5003439231503693e-08,-1.0601434359177664e-08,1.3181231269909098e-05,1.0715081367914941e-09,8.704364813207568e-08
4800,0.009990417257920449,1.5545379033373e-08,-2.0547699091561803e-08,1.4210550473780868e-05,1.051303433462425e-09,2.8724068048593333e-07
4900,0.010529321588349115,1.5266927241495575e-08,3.6024582805103724e-08,1.4519830757966401e-05,1.010147101723907e-09,9.966868557926713e-08
5000,0.011313305005968836,1.6218412126279807e-08,1.5671352366127935e-08,1.578200063894884e-05,1.0205371905422768e-09,1.9618549542392496e-07
