milliseconds,Uninfected_tumour_cells,Infected_tumour_cells,M1_macrophages,Uninfected_M2_macrophages,Infected_M2_macrophages,Oncolytic_viruses
2600,0.002763522626304932,1.8221490853660857e-08,1.271341844698497e-07,4.921264984676241e-06,1.4306999212556278e-09,2.3581239212876956e-07
2700,0.0025844921093624027,1.800981761474766e-08,5.247435702799442e-08,5.493619058331814e-06,1.3711254272098606e-09,1.1489942330456806e-07
2800,0.002958054925044496,1.825090012737547e-08,1.2182751358714426e-07,6.024539323719841e-06,1.4072827941059355e-09,-2.4949917882614854e-08
2900,0.003098252285221286,1.7470971030984623e-08,1.0916571943126332e-07,6.248944489822398e-06,1.373458481223213e-09,2.2259904705170504e-07
3000,0.0029962473191151736,1.758875545354359e-08,4.3246436716791344e-08,6.6113991603003615e-06,1.332846882721415e-09,6.831538779313604e-08
3100,0.0035150796690900906,1.6927525391700416e-08,1.0872150772042862e-07,6.467648029952206e-06,1.2600992915757573e-09,9.122251222268665e-08
3200,0.003558826777130953,1.6657664861814004e-08,1.139338183342635e-07,7.015985465414664e-06,1.2344933844648038e-09,2.0327125488509815e-07
3300,0.004141088610723732,1.644021703408147e-08,4.478311590648273e-08,6.854110111051006e-06,1.2122891637148265e-09,1.0309728587004055e-07
3400,0.003818608023000331,1.583812210650426e-08,9.483658937437941e-08,7.390893961074719e-06,1.2256452864839746e-09,8.704805317237956e-08
3500,0.004247394445411716,1.597494220345506e-08,8.451553345059651e-09,7.730876021635727e-06,1.1899111050755842e-09,1.1589583655857157e-07
3600,0.004863547969255073,1.604729783332039e-08,9.969337290975316e-08,8.016476008168613e-06,1.1532133681860493e-09,5.18130748466685e-08
3700,0.0051083631394469005,1.528081422904215e-08,8.181140933329892e-08,8.779390373152163e-06,1.1461751890588427e-09,1.9611383027057078e-07
3800,0.005351277824434462,1.5626063630774422e-08,5.87015369837009e-08,9.31803299475168e-06,1.0982707135314686e-09,8.808676824326124e-08
3900,0.00537977505231958,1.5692468320763128e-08,5.834015319093029e-08,9.089063829830143e-06,1.093497256240459e-09,-3.8805850928590344e-08
4000,0.00584182558523291,1.4866585890561608e-08,2.397504110355925e-08,1.0306530790726894e-05,1.0699658520238282e-09,-5.556706630265026e-08
4100,0.006240903330150053,1.539125951250992e-08,2.633982468049952e-09,1.0302276713269757e-05,1.0968300382817262e-09,-5.264490396966759e-08
4200,0.006995136616634273,1.5447467022323298e-08,7.04910609006361e-09,1.0874756085660792e-05,1.068659096644108e-09,-1.0762434441077889e-08
4300,0.00723701728528163,1.4854459768043523e-08,3.548328347588191e-08,1.1079790929405107e-05,1.0328050422133539e-09,2.0351903025878237e-07
4400,0.00769238483286148,1.5305800785094167e-08,5.545016394169458e-09,1.2169859625189758e-05,1.087701468994236e-09,-2.9697209435025304e-08
4500,0.007855135877232085,1.48889288572649e-08,-1.578611766220402e-08,1.2506397673869802e-05,1.0093037232810854e-09,1.322688445152553e-08
4600,0.008518081732172717,1.4746201365240401e-08,6.841987634172478e-10,1.3162310265733238e-05,1.0311732130260354e-09,2.1841717448155792e-08
4700,0.008948210846441896,1.4900576049099636e-08,6.309292847323974e-08,1.3550096479515069e-05,1.0195933305150346e-09,2.8483368623119025e-07
4800,0.009874772433603435,1.5432281339316243e-08,5.747510533097844e-08,1.4300948742904116e-05,1.0789984904268148e-09,1.7392199217631693e-07
4900,0.010182442464754329,1.5195276686769258e-08,-1.5379207602160958e-08,1.5260951663336405e-05,1.0481053412459052e-09,1.8211462116090184e-07
5000,0.011205104719043821,1.559258170924964e-08,4.116511945018023e-08,1.5978950570944442e-05,1.0854043264144078e-09,7.715859616856174e-08
