miliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
3300,9.997296565805026,10.039049919285887,9.975680632728276,11.416306320718924,1600.268444093445,141.78504843604173,300.80148436569243,0.0
3400,9.997284000787626,10.040705083912211,9.975532123034812,11.445503728763034,1600.2686630300702,141.80530876835513,300.81669970467647,0.0
3500,9.997102730139005,10.041900301779082,9.97484761327708,11.470004396885516,1600.2842907421227,141.84316804581425,300.8670452797415,0.0
3600,9.997006975897417,10.043696410171021,9.974316329523456,11.495067024227355,1600.285471461857,141.83344059011787,300.88020037912406,0.0
3700,9.997022495489984,10.04529506556973,9.973579849921668,11.533937935202761,1600.2993168741211,141.8997940231422,300.881319988746,0.0
3800,9.9969312499776,10.047932706082154,9.972686449852246,11.57420301527332,1600.3031408833538,141.8874551812447,300.9235917649195,0.0
3900,9.996834260806526,10.049321533444024,9.971316308847657,11.620285002672876,1600.3101126649406,141.88921550291096,300.9600137496357,0.0
4000,9.996702926853985,10.050012322853737,9.971314902767269,11.656795687447461,1600.3204216569284,141.94287349981767,300.9750829787973,0.0
4100,9.996607680118453,10.052061504069473,9.970247057075321,11.721124868756664,1600.3297884428066,141.95840315171142,300.99067565287385,0.0
4200,9.996522598800619,10.05477223258225,9.969782221368947,11.755910771799156,1600.3320633586504,141.97240097347284,301.0096098655882,0.0
4300,9.9963738828655,10.05685261798701,9.968566600295514,11.787028085165408,1600.3454809494174,141.98859746608292,301.03440916475955,0.0
4400,9.996282784418012,10.05881495666978,9.968330787181737,11.870421620151413,1600.3575801580025,141.98863118485417,301.0654885240204,0.0
4500,9.996189873967127,10.060172022295806,9.967542513545425,11.906029036378825,1600.35651047028,142.0003389006796,301.0887426825898,0.0
4600,9.996117527739614,10.061499416831166,9.966103480736026,11.963294615803642,1600.371872069726,142.04875976402064,301.1022037561186,0.0
4700,9.996049272832616,10.062704252072173,9.965621092708117,11.961713052741608,1600.380872441092,142.08666939213458,301.1274362583426,0.0
4800,9.995975649288825,10.066179427308516,9.96503241230727,12.055809842652385,1600.3863479124077,142.0771353774555,301.16684957730706,0.0
4900,9.9958486557775,10.068154558915372,9.963936060162343,12.068372889024449,1600.3963451521654,142.08862364606088,301.1867186619018,0.0
5000,9.995772818533991,10.068189422816891,9.963994365545256,12.134476170013386,1600.3964165907644,142.09516193733918,301.202717215827,0.0
