miliseconds,C_m,C_e,H_m,H_e,L,Inflam,B,D
3200,9.997348077149525,10.03872881310007,9.976619548583372,11.33343916399493,1600.2617546284573,141.7926801508837,300.784331940639,0.0
3300,9.997354247069675,10.040436234028034,9.976334523192028,11.375435893176173,1600.259273899906,141.7809648921097,300.80125632210064,0.0
3400,9.997228234983137,10.04218403796249,9.975834310756603,11.421539587599531,1600.272048712759,141.82778812654948,300.8322257779464,0.0
3500,9.997188024720154,10.04341653555732,9.974160509125147,11.49411299380038,1600.2753461942527,141.81713645496276,300.86064086090107,0.0
3600,9.997084068220206,10.043693652989619,9.973896026211492,11.506052858220187,1600.2930929528536,141.83627243847135,300.86476250764014,0.0
3700,9.99696479040346,10.046566134353236,9.973143106559593,11.531069244990423,1600.2981461258146,141.87429962833588,300.88483092989475,0.0
3800,9.996931917599463,10.046965715203324,9.972663729716771,11.620849953755794,1600.3084244819656,141.9029087391792,300.93045216824294,0.0
3900,9.996801352062926,10.050026448125033,9.97128342826039,11.646635299136689,1600.3103653275873,141.92207904142703,300.9607676326516,0.0
4000,9.99673418861217,10.051550145146097,9.970976349903841,11.69816157766315,1600.3175385053971,141.9560407249327,300.9547606687533,0.0
4100,9.996584476096574,10.05361332285981,9.969830332231094,11.704421781371014,1600.3280033332774,141.9760971861898,301.0006565270458,0.0
4200,9.996517601683324,10.055412994750426,9.969535708011545,11.78675144374316,1600.33222803748,141.9744910107211,301.02388454815394,0.0
4300,9.996399557516265,10.0562176369312,9.968939158566643,11.840798471854468,1600.3474006990723,141.9819846245186,301.0611020887832,0.0
4400,9.996298902578024,10.057081789990145,9.96766877098604,11.860130706149933,1600.350685319326,142.0232699358518,301.06019931847754,0.0
4500,9.9961836126707,10.058925795670259,9.967607610057145,11.881922967372017,1600.361387392005,142.025643734194,301.097494074015,0.0
4600,9.996161596785978,10.061445732380005,9.967005851144116,11.911537815861006,1600.3724491001917,142.0349683711897,301.1244033803379,0.0
4700,9.996105019128441,10.06411850553988,9.965743310365642,11.991455020615842,1600.375990481362,142.03636155292705,301.1321968554565,0.0
4800,9.99590875933766,10.06495390095192,9.964612378024082,12.00303634625406,1600.3834366110582,142.0860460543495,301.17234666444216,0.0
4900,9.995863084821242,10.067533952330951,9.964490360536386,12.071706412984156,1600.3868437515882,142.11597884315916,301.17244027311375,0.0
5000,9.995792088985821,10.069237204841702,9.963402411123038,12.087118666987218,1600.3982110466434,142.12505414848607,301.20120846029135,0.0
