milliseconds,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts
4100,-2.1159095629667641e-13,3.575845509931031e-14,1.6743351103765925e-16,-1.2970817116572038e-13,6.262913864492436e-14
4200,-2.0841568383725785e-13,3.478342517164716e-14,1.4380499676983242e-16,-1.3737688210828123e-13,5.847070672577983e-14
4300,-1.9893427749404485e-13,3.4228969932774655e-14,1.2517502623616895e-16,-1.2802586523378348e-13,6.168431987428198e-14
4400,-2.0703743585929503e-13,3.223819731680524e-14,1.250948498281775e-16,-1.3027967521368474e-13,6.1866464341273e-14
4500,-2.0513396907393188e-13,3.2971060834203256e-14,9.740852943541445e-17,-1.2374960059032228e-13,5.843594122594884e-14
4600,-2.0134587518856064e-13,3.222053668906718e-14,8.626519956796962e-17,-1.2745010918243667e-13,5.90019544438293e-14
4700,-2.0161985540106346e-13,3.15751375277643e-14,7.124162159444005e-17,-1.3266890002343063e-13,5.630095480290676e-14
4800,-1.9316277876010333e-13,3.07164788375096e-14,5.888825047251428e-17,-1.22904830291538e-13,6.012665261377946e-14
4900,-1.8978161810221378e-13,2.9416892083416336e-14,4.706883516543879e-17,-1.2181891172623767e-13,5.5497299501116504e-14
5000,-1.9086710347827548e-13,3.0260993614794436e-14,2.4293311647517917e-17,-1.2723412676085004e-13,5.5541039747805326e-14
