miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,0.0,0.0,9.988056937268472e-09,0.0,1.1223201975072375e-10,8.703678018685766e-11,9.778276843191388e-10,0.0,1.59999742060798e-07,0.0,9e-08,0.0,2.0966162442603706e-10,1.39986187735814e-06,6.858461855317166e-10,1.2915937396855256e-11,5.982086068160851e-15,9.89595395842874e-15,3.2541400247352114e-14,3.5300981827650633e-14,1.9615449451839126e-08,4.10149372978849e-10,3.8826872629329704e-12,3.1532975349041688e-12,5.505757542356907e-11,2.4997853693218607e-09,2.1105847357696845e-13,0.0,3.399974379327434e-06,4.683293845618117e-13,-2.1584068983132678e-13,3.3134504045865133e-13,2.3638093648045707e-11,0.0
1100,0.0,0.0,9.987026237187994e-09,0.0,1.1288680201159118e-10,8.61270884089861e-11,9.732427538569317e-10,0.0,1.5999968723156627e-07,0.0,9e-08,0.0,2.0957158876959645e-10,1.3999003713008887e-06,6.844658925629152e-10,1.4426545076294585e-11,8.697955965486404e-15,8.725147600362525e-15,5.0792186835991565e-14,3.888029292606451e-14,1.9591938413878176e-08,3.9553394763654165e-10,4.4279754003419564e-12,3.427233299961477e-12,7.864621749330798e-11,2.499770955721257e-09,2.221061139513316e-13,0.0,3.399968539648525e-06,5.012475397482194e-13,-7.265890333896584e-13,3.819833714842656e-13,2.5633395686415425e-11,0.0
1200,0.0,0.0,9.985847850507311e-09,0.0,1.1411819839826058e-10,8.366728385595601e-11,9.729051818743457e-10,0.0,1.5999972541473882e-07,0.0,9e-08,0.0,2.095673871869678e-10,1.3999196163702774e-06,6.829631299114078e-10,1.6332991112757986e-11,8.582022208699413e-15,1.6108749598066472e-14,4.852820900538961e-14,7.384626602755424e-14,1.955824175050381e-08,4.850842394419556e-10,5.25726094652238e-12,4.936613779595721e-12,1.309831420528103e-10,2.4997553053371408e-09,2.4884162290211786e-13,0.0,3.3999703180094272e-06,5.611448988330864e-13,1.9808057775598933e-12,4.0627239680730717e-13,2.9782086727983926e-11,0.0
1300,0.0,0.0,9.98518654435438e-09,0.0,1.1591230305512763e-10,8.265695491227931e-11,9.688710743086546e-10,0.0,1.599996329862744e-07,0.0,9e-08,0.0,2.0952769584716976e-10,1.3997603396098677e-06,6.818984103552771e-10,1.7386493949216778e-11,9.011944116120115e-15,1.3310271370203213e-14,5.93394518406277e-14,6.339472737576522e-14,1.9519305322886983e-08,5.107602534151625e-10,5.944919789294666e-12,4.893708052546551e-12,2.3131723302409007e-10,2.499745192920361e-09,2.678861462352144e-13,0.0,3.3999630079605995e-06,5.856931156196642e-13,-3.0583160024551496e-13,4.602026742514136e-13,2.945098479895757e-11,0.0
1400,0.0,0.0,9.983442053340998e-09,0.0,1.1672887806311665e-10,8.149250051003585e-11,9.690188150526306e-10,0.0,1.5999964425400653e-07,0.0,9e-08,0.0,2.094972032473194e-10,1.3997242070803033e-06,6.804511021815683e-10,1.9345381715978676e-11,1.1935739693094543e-14,1.6801295949493094e-14,7.450961780353439e-14,8.862110846056134e-14,1.9445353264757717e-08,5.35890768316915e-10,6.54164434023009e-12,6.2398642636005384e-12,2.2106004466045219e-10,2.499726914898219e-09,2.85999562418956e-13,0.0,3.399964604677913e-06,6.48793286058768e-13,1.3585909163981237e-12,4.888882779382575e-13,3.232189750156113e-11,0.0
1500,0.0,0.0,9.982397586216157e-09,0.0,1.171794509467003e-10,7.810793948317701e-11,9.66463635061983e-10,0.0,1.5999965650709652e-07,0.0,9e-08,0.0,2.0947095757333008e-10,1.3997087279704123e-06,6.799174670311743e-10,1.945025606872497e-11,1.1237517227087204e-14,2.2476428333194193e-14,1.0341485964471035e-13,9.286737894005756e-14,1.9399170331834026e-08,5.561188450015313e-10,8.19390614792913e-12,6.396632916545395e-12,2.605445079681936e-10,2.499701354930253e-09,2.9774181413401824e-13,0.0,3.3999613825716832e-06,6.553641968485766e-13,3.930438106904485e-12,5.275884974979251e-13,3.404969339102136e-11,0.0
1600,0.0,0.0,9.980965578786014e-09,0.0,1.1818364959015664e-10,7.807422685050123e-11,9.645115371900462e-10,0.0,1.5999955870262835e-07,0.0,9e-08,0.0,2.0943345639000374e-10,1.3996504914439026e-06,6.778943332294025e-10,2.1892937176730108e-11,1.4886542835061492e-14,2.3754412131847647e-14,1.0589495835705994e-13,1.0211128794305297e-13,1.936701470186501e-08,6.145505254671232e-10,9.086475824602155e-12,7.752814287218809e-12,2.955189103707622e-10,2.4996750433197914e-09,3.2362490880111234e-13,0.0,3.399961229408075e-06,7.2659369416783e-13,1.0240675262692548e-12,5.842048151764721e-13,3.725986194490781e-11,0.0
1700,0.0,0.0,9.979946579108525e-09,0.0,1.1969725153411924e-10,7.483417342453447e-11,9.623787173760237e-10,0.0,1.5999951444013337e-07,0.0,9e-08,0.0,2.093579742957756e-10,1.3995994692259621e-06,6.765064329362448e-10,2.2843697569062648e-11,1.4520533988853373e-14,2.7733354616776305e-14,1.1107046791997198e-13,1.17928060338097e-13,1.9353640969443717e-08,6.567020249255022e-10,1.011194159070791e-11,7.704136999173933e-12,3.409228314055268e-10,2.499659503420543e-09,3.383712838128476e-13,0.0,3.3999512819421486e-06,7.759789698831161e-13,3.665751796723649e-12,6.196346766747731e-13,4.1747083573691787e-11,0.0
1800,0.0,0.0,9.979800085209092e-09,0.0,1.2107441935055488e-10,7.268708919663266e-11,9.588037690134656e-10,0.0,1.5999949429957509e-07,0.0,9e-08,0.0,2.092985760432191e-10,1.3995362509680563e-06,6.755255212692908e-10,2.3789997694143246e-11,1.611067863319696e-14,3.0592087000276e-14,1.4093154577348903e-13,1.3839000197789714e-13,1.931729118365773e-08,6.884586257510136e-10,1.101342259956724e-11,8.880372918772547e-12,3.409273285101928e-10,2.499641221983389e-09,3.4737490823389523e-13,0.0,3.3999523236580413e-06,7.917464206306433e-13,3.4141806198019024e-12,6.053224027515033e-13,4.347491196452242e-11,0.0
1900,0.0,0.0,9.978983435848154e-09,0.0,1.2133181106088212e-10,7.072810298368162e-11,9.569100729742847e-10,0.0,1.5999944501667705e-07,0.0,9e-08,0.0,2.092969410903642e-10,1.3995503095984501e-06,6.742452216123005e-10,2.5311439789939618e-11,1.8229442754556794e-14,3.036524346185306e-14,1.4064278840123757e-13,1.5740394910901977e-13,1.923079574175758e-08,7.145513830921066e-10,1.167427992740919e-11,9.48950877550088e-12,4.486677480220509e-10,2.499642081731672e-09,3.7307670791076776e-13,0.0,3.399945213495447e-06,8.126043028376837e-13,6.877889265515438e-12,6.802506230587706e-13,4.521552516128952e-11,0.0
2000,0.0,0.0,9.977144995476016e-09,0.0,1.2305094041197997e-10,6.968964196149145e-11,9.535176533855019e-10,0.0,1.5999935629691077e-07,0.0,9e-08,0.0,2.0922560372645114e-10,1.3994081498906603e-06,6.731310639505782e-10,2.6480604180837148e-11,2.2155414452399716e-14,3.6808949367126414e-14,1.7980424388543672e-13,1.6403155204766924e-13,1.92133778126135e-08,7.854261666361517e-10,1.271511767373823e-11,1.0650378019781811e-11,5.320277072143273e-10,2.4996286816223927e-09,3.9003479356920994e-13,0.0,3.3999448468742207e-06,8.486473174770709e-13,8.938935018015769e-12,6.777790344249516e-13,4.69592242218561e-11,0.0
2100,0.0,0.0,9.976936198173094e-09,0.0,1.2382088318875847e-10,6.723395646708123e-11,9.514182078691617e-10,0.0,1.599992939382501e-07,0.0,9e-08,0.0,2.0923350675186993e-10,1.3994050386047211e-06,6.720613107205072e-10,2.7933282449228144e-11,2.249349335422476e-14,3.7832576394925773e-14,1.8970260042481473e-13,1.8388301800539452e-13,1.9157266478837045e-08,7.956284679941634e-10,1.3169984615889471e-11,1.1700651467799442e-11,5.624076228600847e-10,2.4996101289200166e-09,4.062980117885463e-13,0.0,3.399939102641681e-06,8.866911493992328e-13,9.716732147947166e-12,7.153702021234348e-13,4.943580348949037e-11,0.0
2200,0.0,0.0,9.975819060350897e-09,0.0,1.2435605462910118e-10,6.568628588929566e-11,9.50797644097218e-10,0.0,1.5999922696555438e-07,0.0,9e-08,0.0,2.0914635939035627e-10,1.399392237979273e-06,6.709072426203707e-10,2.921169849646012e-11,2.4156544897762988e-14,4.533330894598682e-14,2.0504083064911943e-13,2.1287277618262926e-13,1.916681651125323e-08,8.544235975889639e-10,1.463816026829214e-11,1.2179655683181113e-11,6.428435622307607e-10,2.4995977803236067e-09,4.2092556519802715e-13,0.0,3.3999360601067535e-06,9.538859303130426e-13,1.1978266149256133e-11,7.669834708519597e-13,5.105423714566337e-11,0.0
2300,0.0,0.0,9.974276498842396e-09,0.0,1.2462849956538256e-10,6.371094948465593e-11,9.49238304919352e-10,0.0,1.5999917559583948e-07,0.0,9e-08,0.0,2.091153124018397e-10,1.3992845947588262e-06,6.694904184527982e-10,2.958979555068434e-11,2.594541928249167e-14,5.1463822313156356e-14,2.2137033405913824e-13,2.1595104955585604e-13,1.912837125485187e-08,9.007073298563865e-10,1.5738603494240526e-11,1.346924077466643e-11,6.779634431963155e-10,2.4995693563005446e-09,4.31093279820467e-13,0.0,3.3999318852567363e-06,9.693170456525894e-13,1.3361177104127486e-11,8.285394375694761e-13,5.512803093362674e-11,0.0
2400,0.0,0.0,9.974624697691428e-09,0.0,1.256472853474465e-10,6.201319105001217e-11,9.444578747961672e-10,0.0,1.5999915287769654e-07,0.0,9e-08,0.0,2.0907880446553417e-10,1.3991826177822161e-06,6.674319834695875e-10,3.191372579357715e-11,2.870743551233298e-14,4.896761744168779e-14,2.299165399386802e-13,2.2460623631753162e-13,1.9044021165018186e-08,9.267324356135319e-10,1.6290731846055053e-11,1.3696371714386816e-11,7.65569697452702e-10,2.499553444971692e-09,4.5094603792526423e-13,0.0,3.3999274141221248e-06,9.97339315156297e-13,1.4165760891120232e-11,8.611086753422199e-13,5.473046554890576e-11,0.0
2500,0.0,0.0,9.9728375098161e-09,0.0,1.2655181408647301e-10,6.054307857806426e-11,9.443835363553316e-10,0.0,1.59999011965707e-07,0.0,9e-08,0.0,2.0906775573340908e-10,1.3990165064589013e-06,6.67052427400072e-10,3.253881179041905e-11,3.144903612341715e-14,5.526356079669577e-14,2.572260045144362e-13,2.401448605583462e-13,1.903597123228694e-08,9.607273908013395e-10,1.8491996215149975e-11,1.4691716573751778e-11,9.730283545114881e-10,2.4995367555366325e-09,4.5383052367617366e-13,0.0,3.3999232472267215e-06,1.0225899675660113e-12,1.627193465765026e-11,8.865577264098163e-13,5.992331342831163e-11,0.0
2600,0.0,0.0,9.97244295742043e-09,0.0,1.2787301261394888e-10,5.904156831096328e-11,9.41087350346685e-10,0.0,1.5999900841837393e-07,0.0,9e-08,0.0,2.0899695211362044e-10,1.399012340250352e-06,6.653910333862418e-10,3.336839128444944e-11,3.428358921685064e-14,6.249019284434154e-14,2.6436902421362286e-13,2.7430656160764676e-13,1.8961232482378085e-08,9.962950438765486e-10,1.8942973584603037e-11,1.587261931366964e-11,9.808218145138925e-10,2.4995321959246083e-09,4.716674365140374e-13,0.0,3.3999158048380616e-06,1.0486903428040128e-12,1.8529885298232995e-11,8.845942373763249e-13,5.964139729191639e-11,0.0
2700,0.0,0.0,9.971563533377527e-09,0.0,1.2835257666969622e-10,5.61134044839894e-11,9.402844753896765e-10,0.0,1.5999893870642626e-07,0.0,9e-08,0.0,2.089283446346651e-10,1.3988828184443594e-06,6.635530242297879e-10,3.562558101123634e-11,3.775740870464265e-14,6.37603291595812e-14,2.886367642322218e-13,3.0184216460074405e-13,1.8926303766448205e-08,1.0003441855257471e-09,2.062816456869298e-11,1.7212198312549174e-11,1.0792494169821606e-09,2.4995193421091216e-09,4.743533352378166e-13,0.0,3.399913280146036e-06,1.096299620716441e-12,1.8756595750519033e-11,9.511394780246637e-13,6.246544096691676e-11,0.0
2800,0.0,0.0,9.970335072746945e-09,0.0,1.2899591952579805e-10,5.4282120781641484e-11,9.382377266976633e-10,0.0,1.5999882754919534e-07,0.0,9e-08,0.0,2.0889997701179614e-10,1.3987845833172847e-06,6.629023997332421e-10,3.675235705748999e-11,3.8114874059499387e-14,7.113376458037104e-14,3.1335015784052565e-13,3.0693198530794863e-13,1.8904202264797812e-08,1.0843106533875647e-09,2.1564080184898268e-11,1.7473904241614995e-11,1.1840107047507997e-09,2.499499415788646e-09,4.876828284671214e-13,0.0,3.399913486789127e-06,1.106935536126523e-12,2.4212042760649218e-11,9.71319788918497e-13,6.50851187915196e-11,0.0
2900,0.0,0.0,9.969750698168332e-09,0.0,1.3027357614290574e-10,5.272265289066495e-11,9.362673731924117e-10,0.0,1.59998768495001e-07,0.0,9e-08,0.0,2.0889073316214176e-10,1.3986462075591858e-06,6.62252024717576e-10,3.807236099749833e-11,4.050600694890619e-14,7.696201935666929e-14,3.2489992396201527e-13,3.2493528234097103e-13,1.8865295331090778e-08,1.0836695535249958e-09,2.1566140327905417e-11,1.8092192265400988e-11,1.30602547532336e-09,2.4995040525720143e-09,5.070523502658929e-13,0.0,3.3999005969483884e-06,1.1486313395502163e-12,2.691821230956215e-11,1.001161602510932e-12,6.77823164824989e-11,0.0
3000,0.0,0.0,9.969276037131967e-09,0.0,1.3006400570882884e-10,5.139863180016987e-11,9.311944640187123e-10,0.0,1.5999862152075697e-07,0.0,9e-08,0.0,2.0884995434817182e-10,1.3985560363237826e-06,6.605259412045158e-10,3.915185129589481e-11,4.392311719563885e-14,7.907428399901069e-14,3.516055176974507e-13,3.6456938420291087e-13,1.8824996018099473e-08,1.1431935936525263e-09,2.3476178119547195e-11,1.9865266746139378e-11,1.369808100816074e-09,2.4994839915178317e-09,5.202095515633391e-13,0.0,3.399899038266815e-06,1.1706444746557175e-12,2.924946324633856e-11,1.0358762425234368e-12,6.892252146630765e-11,0.0
3100,0.0,0.0,9.969038981689213e-09,0.0,1.3171353071526373e-10,4.8248768278133756e-11,9.303597102712501e-10,0.0,1.5999855310903294e-07,0.0,9e-08,0.0,2.0876826861795306e-10,1.398400813031081e-06,6.585150418513757e-10,4.06798996320547e-11,4.823161823731001e-14,8.563408039910572e-14,3.735251138261375e-13,4.0042329862062333e-13,1.8788153337604276e-08,1.1714600033538065e-09,2.4800120656265054e-11,2.008291540249049e-11,1.5087571556999604e-09,2.4994694971468403e-09,5.225863415266031e-13,0.0,3.3998931162859285e-06,1.2042435806441544e-12,3.1718803712078956e-11,1.0805538743022064e-12,7.127084059829279e-11,0.0
3200,0.0,0.0,9.968182887398013e-09,0.0,1.3156507875295962e-10,4.8250683231084893e-11,9.271504234342968e-10,0.0,1.599984330659048e-07,0.0,9e-08,0.0,2.087700118041032e-10,1.3983195327903007e-06,6.576610827453654e-10,4.162430638641829e-11,5.232966519925567e-14,9.256393637098481e-14,4.172914619993361e-13,4.1372574164551243e-13,1.8687236814697977e-08,1.244651860301344e-09,2.454264439642545e-11,2.0951913253577188e-11,1.663828212696815e-09,2.4994585946223565e-09,5.445466006874984e-13,0.0,3.399888460915192e-06,1.2112436393540317e-12,3.771646322724471e-11,1.1398624720830101e-12,7.447575581584926e-11,0.0
3300,0.0,0.0,9.967375583377402e-09,0.0,1.318845922234543e-10,4.5585575683002294e-11,9.259211953612852e-10,0.0,1.5999838353581074e-07,0.0,9e-08,0.0,2.086993064916233e-10,1.398110965794122e-06,6.56965693848387e-10,4.257412782419478e-11,5.382162645880238e-14,9.562973460777704e-14,4.459753508629663e-13,4.4217445678605345e-13,1.866113662248658e-08,1.2906493287371018e-09,2.57011177012004e-11,2.215755697704327e-11,1.874396476620643e-09,2.49944806423651e-09,5.461808716095025e-13,0.0,3.3998825148069752e-06,1.2632956361880101e-12,4.2612087646298894e-11,1.1568856471677045e-12,7.711612523783173e-11,0.0
3400,0.0,0.0,9.967473159653519e-09,0.0,1.3337091353727452e-10,4.276536113820933e-11,9.252135053972992e-10,0.0,1.5999821960421137e-07,0.0,9e-08,0.0,2.086544780784357e-10,1.3979745761180225e-06,6.56094079947489e-10,4.383619453903747e-11,5.679273410576679e-14,1.0093901539280694e-13,4.734815140262291e-13,4.5307309429805666e-13,1.8599789664523585e-08,1.3163580076198329e-09,2.6938282115633507e-11,2.2664839039119556e-11,1.910895455504691e-09,2.4994309514655463e-09,5.534036482704692e-13,0.0,3.3998714863904673e-06,1.2932895228398826e-12,4.4645298744645044e-11,1.1769594836364758e-12,7.967363101752432e-11,0.0
3500,0.0,0.0,9.96658481419279e-09,0.0,1.339746891224354e-10,4.1061300678487517e-11,9.217658374054287e-10,0.0,1.5999810205504939e-07,0.0,9e-08,0.0,2.08638821992728e-10,1.3978949204592073e-06,6.545175041171303e-10,4.485870414738169e-11,6.094032272673952e-14,1.0797738026062865e-13,4.92204325550819e-13,5.024818806887401e-13,1.8577929879736125e-08,1.3467745801499439e-09,2.774122794427461e-11,2.3401185060436175e-11,2.0317325237244783e-09,2.4994403686070307e-09,5.660649827332929e-13,0.0,3.399868109395506e-06,1.3086156729180717e-12,4.93896201011317e-11,1.1954717785467384e-12,7.989512222914792e-11,0.0
3600,0.0,0.0,9.965993489576883e-09,0.0,1.3473221153531497e-10,4.0343233336418735e-11,9.185004053812121e-10,0.0,1.599980060650277e-07,0.0,9e-08,0.0,2.0856859260141143e-10,1.3977010433621803e-06,6.540292632584708e-10,4.5130578171198167e-11,6.211353269542222e-14,1.170516789736896e-13,5.010383721516576e-13,5.219957046068098e-13,1.852710206258564e-08,1.4358892765734386e-09,2.8449158168308453e-11,2.381544871121171e-11,2.2058393710681034e-09,2.499424121576444e-09,5.844253639632685e-13,0.0,3.3998583554548597e-06,1.3049781832103455e-12,5.510845769728478e-11,1.2346532720116918e-12,8.25572078563352e-11,0.0
3700,0.0,0.0,9.965603977700846e-09,0.0,1.3498354835569422e-10,3.953465891514712e-11,9.191725037633139e-10,0.0,1.5999790731124303e-07,0.0,9e-08,0.0,2.0852622839217405e-10,1.3974666485850688e-06,6.526404823645041e-10,4.73937293112144e-11,6.791354848504874e-14,1.1972732240272748e-13,5.396016889594353e-13,5.377556896439746e-13,1.8472580875821653e-08,1.4797144055180859e-09,2.9530995149575716e-11,2.558530665883948e-11,2.38089599409421e-09,2.499420357290774e-09,5.862383405911288e-13,0.0,3.399852820440046e-06,1.347798301274042e-12,5.894668753066999e-11,1.2914814868667255e-12,8.618864046773728e-11,0.0
3800,0.0,0.0,9.964942123550785e-09,0.0,1.3524496329520157e-10,3.730453321468718e-11,9.160783647514928e-10,0.0,1.59997758033103e-07,0.0,9e-08,0.0,2.0848356183581203e-10,1.3973416901062116e-06,6.509941307443942e-10,4.9050284883219867e-11,6.909016466925096e-14,1.2902376722477136e-13,5.581538224548577e-13,5.745554949878986e-13,1.8413188232567558e-08,1.4980319914353497e-09,3.065076420550247e-11,2.5735463188202577e-11,2.5269181656463616e-09,2.499406560169883e-09,6.000726004018142e-13,0.0,3.3998435690818996e-06,1.3710607317472222e-12,6.904875545581098e-11,1.3010397686324747e-12,8.892222623518541e-11,0.0
3900,0.0,0.0,9.964779424579092e-09,0.0,1.3581219587691604e-10,3.4982335328155334e-11,9.126602156451426e-10,0.0,1.5999762653446931e-07,0.0,9e-08,0.0,2.0844836726856133e-10,1.3972473531716754e-06,6.491279794257886e-10,5.0148896052997376e-11,7.223482479813624e-14,1.3578963193579047e-13,5.98134533746983e-13,6.142796637766575e-13,1.83629885827021e-08,1.5238722352756924e-09,3.2101183684922616e-11,2.7053249189616167e-11,2.7197895811243733e-09,2.499392539908475e-09,6.127082289251087e-13,0.0,3.3998338274200238e-06,1.3685440007824741e-12,7.147539344580671e-11,1.380300680403523e-12,8.883848285972845e-11,0.0
4000,0.0,0.0,9.96329605797761e-09,0.0,1.3669494213243952e-10,3.5046508639274146e-11,9.121307990395207e-10,0.0,1.5999752067187782e-07,0.0,9e-08,0.0,2.084007653696733e-10,1.396993765850123e-06,6.478355303139281e-10,4.981586320970791e-11,7.783748438535339e-14,1.444194522860873e-13,6.2694175181101e-13,6.459606429600037e-13,1.835621836486475e-08,1.5973452844879674e-09,3.237470905527928e-11,2.770976626767922e-11,2.8822531335059042e-09,2.4993880469608195e-09,6.067867611068098e-13,0.0,3.399824673055699e-06,1.380142368057993e-12,7.931236029805433e-11,1.386760780578997e-12,9.330130088937029e-11,0.0
