milliseconds,Ca_Cyt,IP3_Cyt,Ca_ER,S2a,S4,Oc,O_o,S2,Orai1,h
2300,0.04466988471873277,0.045828456019708995,0.337084884331257,0.2394892745255369,0.22867528689636166,0.0002112903861135286,2.9731475368396045e-05,0.3588796001891227,3.591255407230142e-05,0.3629430194777566
2400,0.04584716945054646,0.05164315203567304,0.38205009354226266,0.23933328241484406,0.23194433630593572,0.0002122111433747468,3.067074575909521e-05,0.3585731912498943,2.8472443464631968e-05,0.3747308585732753
2500,0.04689990869014494,0.05765881259725258,0.4290471271157592,0.2391470675916143,0.2349569382402996,0.00021186307735669127,3.1473188559181895e-05,0.3582153009104046,2.665493633650733e-05,0.38623817953604683
2600,0.04782381051736553,0.06384371457884341,0.47786789461345663,0.23892833915089917,0.23773198178826158,0.00021127388452221724,3.214188920664235e-05,0.3578033742715228,2.633690508456162e-05,0.39747236851428386
2700,0.048621531628142096,0.07016573797323686,0.528292132950379,0.2386751979334828,0.2402868636737475,0.00021073033883759433,3.269487084072021e-05,0.35733561336842445,2.6299161286741802e-05,0.4084409217904848
2800,0.04930177690139407,0.07659420092040409,0.5801022614900582,0.2383861737132226,0.24263761271027048,0.0002102738338564988,3.315080911277379e-05,0.3568108858142123,2.6301428122909687e-05,0.4191512932509515
2900,0.04987650654744493,0.0831011092940272,0.6330942972446342,0.23806021293509974,0.24479900306722313,0.00020989756728199678,3.3525817533529773e-05,0.3562286104432985,2.630646073789383e-05,0.42961077454152213
3000,0.050358747987298225,0.08966173928673454,0.687083745069801,0.23769663871450963,0.24678465717403172,0.00020958782870696165,3.383332423234436e-05,0.35558865172838017,2.631538824277599e-05,0.4398264222371151
3100,0.05076125562292058,0.09625475253174848,0.7419077778059823,0.23729509953127412,0.2486071394361434,0.00020933590713925296,3.408446899824646e-05,0.3548912297321507,2.6318495450002315e-05,0.4498050216105272
3200,0.0510958120085525,0.10286203823534774,0.7974251139390028,0.23685551677420333,0.25027804122870984,0.00020912984564455165,3.428852989739788e-05,0.3541368452397224,2.6326497832201913e-05,0.4595530746893925
3300,0.051372908208428554,0.10946841942190992,0.8535146306965725,0.23637803596717782,0.25180805795229694,0.00020896496571008038,3.445314279509092e-05,0.3533262185758606,2.6327565979314773e-05,0.46907680312925487
3400,0.05160166132870642,0.11606129459367436,0.9100733056724899,0.2358629827622096,0.253207061016682,0.00020883295368643852,3.458469384441279e-05,0.3524602431112148,2.6329409876594753e-05,0.4783821599043841
3500,0.05178987103212333,0.12263028098343079,0.9670139827251899,0.23531082801662379,0.2544841621936001,0.0002087285978092716,3.468842392455864e-05,0.3515399462467569,2.6331913064679083e-05,0.48747484533144064
3600,0.05194413136965471,0.12916687648021838,1.024263154741735,0.2347221571370311,0.25564777319001947,0.0002086480515232454,3.4768716051386455e-05,0.35056646139463643,2.6332929701472496e-05,0.4963603249056928
3700,0.05206998112197516,0.13566415838744478,1.081758926805438,0.23409764652707377,0.2567056601147903,0.00020858685100798186,3.482918927911211e-05,0.34954100489910134,2.6335838851624174e-05,0.5050438470195616
3800,0.052172046174351734,0.1421165150174394,1.1394491549196974,0.23343804433506313,0.2576649947869495,0.00020854226436878108,3.48728414315178e-05,0.3484648600069687,2.6339576798804472e-05,0.5135304603186317
3900,0.05225420136584282,0.14851939012864862,1.1972896428910935,0.23274415512636748,0.2585324078995889,0.0002085122332034866,3.4902196183253486e-05,0.3473393707727713,2.6342282453039635e-05,0.5218250315085802
4000,0.05231963853276549,0.15486918193136054,1.255243409910993,0.23201683188599392,0.25931401274844595,0.00020849490710314438,3.4919332769331454e-05,0.3461659091272887,2.634304051009665e-05,0.5299322532934664
4100,0.05237098223098353,0.16116307329310184,1.3132794566173949,0.23125696315667238,0.2600154455257754,0.00020848845588421517,3.492596152102284e-05,0.34494587067346205,2.6342330379047958e-05,0.5378566578564423
4200,0.05241042978453018,0.16739882789920674,1.3713712734759231,0.23046545940489208,0.26064191686688354,0.00020849110037853962,3.4923515571275415e-05,0.34368069088447345,2.634153620073988e-05,0.5456026336775186
4300,0.05243981667275789,0.17357469398015926,1.4294961468356637,0.2296432578910416,0.26119824297814637,0.00020850153832867655,3.491319260988759e-05,0.3423718272381969,2.634107624574348e-05,0.5531744337041661
4400,0.05246067387164681,0.17968932787261943,1.4876345645777604,0.22879131366833724,0.26168887452641815,0.00020851880597221907,3.4895993381680934e-05,0.3410207568916345,2.6340802584400003e-05,0.5605761838188291
4500,0.05247427443301173,0.18574173093460689,1.54576973809785,0.22791059662684457,0.2621179221606409,0.00020854212100870006,3.4872753368918194e-05,0.3396289695119058,2.6340502489527007e-05,0.5678118896063165
4600,0.052481674160654676,0.19173119539732378,1.6038871870282045,0.22700208847085365,0.2624891803149566,0.00020857084724018056,3.4844168941332536e-05,0.33819796204799396,2.6339935273947596e-05,0.5748854425632107
4700,0.05248375561574823,0.1976572467865782,1.661974295112321,0.22606677932988187,0.2628061556160776,0.00020860437995613522,3.481082514154425e-05,0.3367292387352591,2.6339179609282098e-05,0.5818006271905781
4800,0.052481256931036106,0.2035196049047022,1.7200200137691752,0.22510566596809112,0.263072087237346,0.00020864219993600198,3.477321220689259e-05,0.3352243072333498,2.6338351428421727e-05,0.588561125871573
4900,0.052474797876916335,0.20931814858071418,1.7780145893243313,0.22411974947866858,0.26328996783342445,0.00020868388986268753,3.4731742117578297e-05,0.3336846768606945,2.633747207893668e-05,0.5951705237750345
5000,0.052464901590195546,0.21505288649736284,1.8359493348805396,0.22311003314269306,0.2634625638036961,0.00020872910423961425,3.468676322662662e-05,0.33211185707494406,2.6336530135036523e-05,0.6016323134214001
