milliseconds,species_1,species_2,species_3,species_4,species_5,species_6,species_7,species_8,species_9,species_10,species_11,species_12,species_13
1200,0.04449613975826415,3.3174494763161763e-06,0.005009376079717684,1.6511636928016268e-09,0.005117071939804852,1.669112717516367e-05,2.6754880148709455e-06,8.314077295589256e-06,5.3331795350215825e-12,0.009052071934043119,2.2997232692551286e-07,7.664400173353715e-17,8.294158675284396e-10
1300,0.04791444302781098,4.051883925124831e-06,0.005332227628302706,2.307095207349122e-09,0.005455139612892979,1.8967281183389675e-05,3.255567897959173e-06,1.0168570556210247e-05,8.013662276068383e-12,0.009385855835294606,3.123243786690922e-07,1.4062366463895733e-16,1.1615309987773995e-09
1400,0.051326651861847004,4.878775609009166e-06,0.005653388360367292,3.150621549147312e-09,0.0057924365584111565,2.1369995050032037e-05,3.905522877278619e-06,1.2265159346827429e-05,1.1687495872252903e-11,0.009719034968857612,4.1568904666769216e-07,2.474674075779596e-16,1.5895779218282615e-09
1500,0.054732769659403845,5.8013678493763535e-06,0.00597286707432608,4.217094061663264e-09,0.006128962460728827,2.3898068663599163e-05,4.627586419633948e-06,1.461661112379278e-05,1.6608468272249117e-11,0.010051606872392692,5.435495037646703e-07,4.198858551843218e-16,2.132187496879127e-09
1600,0.0581327998916967,6.822508836104428e-06,0.006290672516720218,5.545369550380215e-09,0.006464716798171164,2.655053185965222e-05,5.423745586315143e-06,1.7235562860880358e-05,2.3067856992201326e-11,0.010383568787507725,6.996831308112872e-07,6.904187368062068e-16,2.8101197157740912e-09
1700,0.06152674610164701,7.944657623036425e-06,0.0066068133824187785,7.177752660498923e-09,0.006799698844559145,2.9326640328379635e-05,6.295746820223628e-06,2.0134534173338518e-05,3.139527366746192e-11,0.010714917664547442,8.881566532843118e-07,1.1040014012637088e-15,3.6463024715644936e-09
1800,0.06491461190291249,9.169889197920832e-06,0.006921298314798444,9.159986964927874e-09,0.0071339076674588105,3.2225871945774546e-05,7.24510284287603e-06,2.332595382566164e-05,4.1960118410039646e-11,0.011045650165202337,1.1133236383354036e-06,1.72167910360726e-15,4.665929127026399e-09
1900,0.0682964009791078,1.0499901355656589e-05,0.007234135905953023,1.1541204550355662e-08,0.00746734212869425,3.5247922076969286e-05,8.273099998900394e-06,2.682218073504743e-05,5.517197877376481e-11,0.011375762667450592,1.379819525874978e-06,2.624467969549176e-15,5.896530631288983e-09
2000,0.07167211708285195,1.1936023906859493e-05,0.00754533469693573,1.437385658564612e-08,0.007800000885178416,3.8392697669088606e-05,9.380807028644287e-06,3.063552837830446e-05,7.148054451040939e-11,0.011705251272393025,1.6925549902507638e-06,3.919047371043441e-15,7.368067474507574e-09
2100,0.07504176403486384,1.3479227224779781e-05,0.007854903177993755,1.771364486437176e-08,0.008131882389882567,4.166031172770402e-05,1.0569083571586537e-05,3.477828793192189e-05,9.137475246719902e-11,0.012034111810653461,2.056709451638818e-06,5.743601694372489e-15,9.113014891212463e-09
2200,0.07840534572311215,1.5130132968898932e-05,0.008162849788835075,2.1619419259022752e-08,0.008462984894373849,4.505107662896295e-05,1.1838589445341855e-05,3.926274903106127e-05,1.1538212847712462e-10,0.012362339851101717,2.4777223419689964e-06,8.274736350596975e-15,1.1166440292054634e-08
2300,0.08176286610191898,1.6889025377797547e-05,0.008469182918902972,2.6153069374190143e-08,0.00879330645147626,4.8565497174164603e-05,1.3189794292345643e-05,4.4101221267714976e-05,1.440674630208056e-10,0.012689930710066044,2.9612838664474134e-06,1.1735230069105892e-14,1.3566085969386305e-08
2400,0.08511432919114953,1.8755865005203945e-05,0.0087739109076862,3.1379373901207026e-08,0.009122844919932349,5.2204262443993414e-05,1.4622987954143492e-05,4.9306051829018947e-05,1.7803107578695698e-10,0.013016879463285225,3.5133229942867385e-06,1.6403831151917955e-14,1.635244054569641e-08
2500,0.08845973907533165,2.0730301850074697e-05,0.009077042045016772,3.736586580723495e-08,0.009451597968160159,5.596823809732427e-05,1.6138290506328683e-05,5.4889644835060805e-05,2.1790683017068256e-10,0.013343180957046227,4.139996390232659e-06,2.2625515207261405e-14,1.9568821505553676e-08
2600,0.09179909990279338,2.2811689507411706e-05,0.009378584571383486,4.418267963054463e-08,0.00977956307882331,5.9858458191562066e-05,1.7735662678633988e-05,6.086447937036009e-05,2.643598477769111e-10,0.013668829820457782,4.847676133875345e-06,3.0823065916264086e-14,2.326145476872197e-08
2700,0.09513241588479861,2.4999100257217674e-05,0.00967854667825721,5.190238577523414e-08,0.010106737553912929,6.387611664244742e-05,1.9414916469637285e-05,6.724312654165303e-05,3.1808385576680135e-10,0.013993820478691724,5.642936516425562e-06,4.1510260011777196e-14,2.747955560150813e-08
2800,0.09845969129467422,2.7291340795149845e-05,0.009976936508424357,6.05998145968397e-08,0.01043311852022189,6.80225585611549e-05,2.1175725792542958e-05,7.403826540461892e-05,3.797982259767592e-10,0.014318147166933012,6.53254008579295e-06,5.5307631190422027e-14,3.227541202903754e-08
2900,0.10178093046697459,2.9686968755254062e-05,0.010273762156330225,7.035186572372215e-08,0.010758702935525898,7.229927138534884e-05,2.30176370394526e-05,8.126269646804328e-05,4.5024493912450426e-10,0.014641803945290624,7.523422722681124e-06,7.296106748168052e-14,3.770446577190276e-08
3000,0.10509613779658786,3.21843058975008e-05,0.010569031668379572,8.1237373384704e-08,0.011083487592319079,7.670787695439981e-05,2.494007949538925e-05,8.892936227853469e-05,5.301864312896378e-10,0.014964784709918112,8.622682573697308e-06,9.535004765927166e-14,4.382539389937121e-08
3100,0.10840531773797075,3.4781460275278284e-05,0.010862753043349195,9.333682231665553e-08,0.011407469127989995,8.12501212717255e-05,2.6942375800221546e-05,9.70513482448704e-05,6.204000869171525e-10,0.01528708321434423,9.837558608220089e-06,1.2352733778620003e-13,5.070019627432412e-08
3200,0.11170847480417936,3.747633386650158e-05,0.011154934232620477,1.0673230537187579e-07,0.011730644024596193,8.592786792425348e-05,2.9023752492735556e-05,0.00010564191588048583,7.216785356147268e-10,0.015608693074260077,1.1175425978995818e-05,1.5870642437133036e-13,5.839427138379717e-08
3300,0.11500561356620297,4.0266650638352166e-05,0.011445583140657831,1.2150713775488537e-07,0.012053008623478656,9.074308705783897e-05,3.118334912204408e-05,0.0001147144856766314,8.34821528193068e-10,0.01592960779584133,1.264376748083943e-05,2.0233373432098574e-13,6.697651780442969e-08
3400,0.1182967386519464,4.314996181272266e-05,0.01173470762521882,1.3774585753350402e-07,0.012374559123126681,9.56978487130141e-05,3.3420230084482305e-05,0.0001242826802965147,9.606373611766722e-10,0.016249820777569368,1.425017192398114e-05,2.560564907867271e-13,7.651939909027482e-08
3500,0.12158185474560244,4.612367263891133e-05,0.012022315497799497,1.5553385331739496e-07,0.012695291593349565,0.00010079431370711638,3.573339079484821e-05,0.00013436029962890216,1.0999358621311887e-09,0.016569325337704402,1.6002306547128505e-05,3.218150814947216e-13,8.709906174434571e-08
3600,0.124860966586652,4.91850522622892e-05,0.012308414523913984,1.749572938579491e-07,0.013015201976100052,0.00010603472469207272,3.812177157457742e-05,0.00014496136124018749,1.2535272443646723e-09,0.016888114720909866,1.7907910419013378e-05,4.018102164067921e-13,9.87953924775907e-08
3700,0.12813407896922327,5.2331252568046654e-05,0.012593012423423176,1.9610287618579214e-07,0.013334286094684766,0.00011142140073401695,4.0584260668599095e-05,0.00015610008092895234,1.4222188471039316e-09,0.01720618211744767,1.997477538337115e-05,4.985943647279526e-13,1.1169214429975039e-07
3800,0.13140119674114095,5.555932524345409e-05,0.012876116870909301,2.1905764095743627e-07,0.013652539659385144,0.0001169567260062283,4.311970915362777e-05,0.00016779090151638101,1.6068110436992934e-09,0.017523520677699,2.2210731393787798e-05,6.150551548474173e-13,1.2587699710329392e-07
3900,0.13466232480327076,5.88662331043156e-05,0.013157735495907498,2.43908832033087e-07,0.013969958272247522,0.00012264314697477206,4.572693249600492e-05,0.000180048482533753,1.8080964294797e-09,0.017840123523388714,2.462363542645332e-05,7.544967396196612e-13,1.4144167972117955e-07
4000,0.13791746810861163,6.224887044735875e-05,0.013437875883311176,2.707436592868577e-07,0.01428653743483928,0.0001284831609388949,4.840472428786783e-05,0.00019288771873921678,2.0268550851947316e-09,0.018155983765941297,2.722135309010597e-05,9.206420227589318e-13,1.5848204267200695e-07
4100,0.14116663166163923,6.570407184410965e-05,0.013716545573580331,2.99649192094546e-07,0.014602272551920181,0.0001344793135086164,5.115185819871477e-05,0.0002063237345200841,2.2638542598691795e-09,0.01847109451501122,3.0011750031371657e-05,1.1177077448472888e-12,1.7709817185764238e-07
4200,0.14440982051744045,6.922863118999339e-05,0.013993752063116207,3.307121365647199e-07,0.014917158938676246,0.00014063418880211218,5.39670992852209e-05,0.00022037189644214002,2.5198443043504977e-09,0.01878544889588238,3.3002674612251885e-05,1.350421767251981e-12,1.973944728802973e-07
4300,0.14764703978104707,7.281931088800819e-05,0.014269502804480012,3.6401872453978665e-07,0.015231191824645059,0.00014695040622669236,5.684920689256868e-05,0.00023504780985892257,2.795558406765703e-09,0.019099040058262785,3.6201949031004235e-05,1.6240946294986887e-12,2.1947977998672543e-07
4400,0.1508782946066302,7.647285791194803e-05,0.014543805206719534,3.9965452452659504e-07,0.015544366359903073,0.00015343061281272304,5.979694324385087e-05,0.00025036732621271,3.091709514759477e-09,0.019411861191104825,3.9617354518136e-05,1.9446529868563977e-12,2.4346744878607824e-07
4500,0.1541035901968073,8.018601373928447e-05,0.014816666635599557,4.3770432551559396e-07,0.01585667761905149,0.0001600774792545575,6.280907737715862e-05,0.00026634654270167536,3.408989822606264e-09,0.019723905531904517,4.3256622067546895e-05,2.3187049013393522e-12,2.6947546223883667e-07
4600,0.15732293180190554,8.395552709216385e-05,0.01508809441387636,4.782519852763021e-07,0.016168120606337655,0.0001668936944053769,6.588439095570845e-05,0.000283001804235092,3.74806907702091e-09,0.020035166378626276,4.712742047217416e-05,2.7535920691342855e-12,2.9762653128950645e-07
4700,0.16053632471924287,8.777816468156039e-05,0.015358095821542843,5.213803064232235e-07,0.01647869025980327,0.0001738819605942719,6.902168326616156e-05,0.00030034970590277145,4.109593487116274e-09,0.020345637099616003,5.123734645836989e-05,3.2574477681728894e-12,3.280481970475974e-07
4800,0.16374377429245568,9.165072008285996e-05,0.015626678096042474,5.671709323019614e-07,0.016788381454907096,0.00018104499035422438,7.22197742943329e-05,0.0003184070910837338,4.49418557956065e-09,0.02065531114196984,5.559391632750469e-05,3.839267654451378e-12,3.608729391968695e-07
4900,0.16694528591076135,9.557002577544739e-05,0.01589384843253646,6.157042057978182e-07,0.017097189009280388,0.00018838550093344306,7.547751071969015e-05,0.00033719105512951996,4.90244253068729e-09,0.02096418204266594,6.020455480004135e-05,4.5089619367674675e-12,3.9623827460369075e-07
5000,0.17014086500834688,9.953295761103746e-05,0.016159613984052336,6.670591210243723e-07,0.017405107684543317,0.00019590621323801685,7.879376649203268e-05,0.0003567189413221485,5.334937435860051e-09,0.02127224343274802,6.507659088539568e-05,5.277443546448916e-12,4.342868713356491e-07
