miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
1000,0.002567320163418402,1.2624153085241226e-12,3.7674440933090717e-17,5.1385013565074526e-08,5.636693191051031e-21,1.3106957521734285e-18,1.803899767838372e-14,4.879471319455384e-16,0.00020954076274559352,3.895994499384661e-06,7.16302027149139e-07,0.09547330998300509
1100,0.00293427245106804,1.4167597152543714e-12,2.0610349767962194e-17,5.283670052094042e-08,5.019580577264931e-21,-3.944466573108137e-18,1.0734777212209151e-14,8.59952943410693e-16,0.0002285571164529512,3.9471169635564495e-06,7.613025144684143e-07,0.09539899942017664
1200,0.0029993337789804187,1.679058278161941e-12,4.6437006748766865e-17,5.6253557571177964e-08,1.0277131303015888e-21,1.1714440529711848e-17,-2.5853573638363324e-14,1.8479418676796425e-16,0.0002556762145248716,5.538240034323518e-06,8.285077205553913e-07,0.09484597752931741
1300,0.0032877101094883855,1.6619588663220584e-12,5.793408809463063e-17,5.731273901412731e-08,3.131431308480913e-21,2.7086308393722267e-18,1.1229486959367072e-14,-8.653516939594198e-16,0.00026007545933440213,5.307579019030661e-06,8.565695812332026e-07,0.09413735011261355
1400,0.0034187253258072684,2.3730965721466753e-12,4.676564114383132e-17,5.753907257324475e-08,9.343960164614725e-21,1.3232395016169974e-17,2.0080202717285144e-14,-5.905764119582099e-16,0.00028043592391836634,7.199179523354974e-06,8.994343125904429e-07,0.09380943215167234
1500,0.003602546312082218,2.741844505562568e-12,7.202360896366061e-17,5.893575452888875e-08,8.139543212462924e-21,9.204880555781671e-18,3.496711885212319e-16,-8.144421947292413e-16,0.0002951341118695377,7.422770770275756e-06,9.24613735580667e-07,0.09360464648005465
1600,0.0038427840832771553,2.7474217462391795e-12,9.241724509221452e-17,6.046805771112035e-08,1.0957577003536169e-20,1.6738038647924367e-17,-1.3559032432731797e-14,-2.2010795599446275e-16,0.0003106131230413781,8.463321268788996e-06,9.555985231993581e-07,0.09332796034744104
1700,0.004117772446246313,2.7976245337978713e-12,1.089276518390461e-16,6.085421739875478e-08,1.4577269118485897e-20,2.2834007466788742e-17,4.01659355430697e-14,2.0567274438403748e-16,0.00033469290281579477,9.75625004606608e-06,9.829545552964954e-07,0.0927639313171798
1800,0.0042543620907222485,3.4001085098778715e-12,1.1953251336657922e-16,6.274071073970958e-08,1.3810631385965178e-20,1.8181817167042374e-17,3.457825995990437e-14,2.9930491573951204e-16,0.00034261071703537907,1.054432972243059e-05,1.0378753926844386e-06,0.09229980411974383
1900,0.004469547483029093,4.038101581546795e-12,1.4832459635440727e-16,6.20788081864452e-08,1.7631193174879192e-20,4.1252086430142155e-17,5.522413014081913e-14,1.2799821595638766e-15,0.00035879130559314114,1.1505727990708542e-05,1.0507808255625037e-06,0.09201634334825105
2000,0.004609367824424953,4.033485676792206e-12,1.4564350079665204e-16,6.210343270759047e-08,2.5562552391822276e-20,3.416581484002486e-17,6.306241592082037e-14,-9.259996589796458e-17,0.00036768145523065864,1.169875816557031e-05,1.0746708298593035e-06,0.09184646612386822
2100,0.004776634630630742,4.691472584932265e-12,1.908639657479276e-16,6.257535941773947e-08,2.987600840401789e-20,5.136139115617053e-17,5.0647002005928044e-14,5.978586485152986e-17,0.0003882714932908937,1.3524091877374108e-05,1.1132503867030992e-06,0.09152128014785418
2200,0.005023264308984747,4.958181971280034e-12,2.1118669607340073e-16,6.391834855933337e-08,3.323238527721771e-20,5.313176255951949e-17,6.26057500718423e-14,9.04815007357336e-16,0.00040430047045151907,1.4080153670081685e-05,1.1131383008205373e-06,0.09093754490520375
2300,0.005132670244695485,5.2580442860664844e-12,2.1369331324817787e-16,6.351908546602669e-08,4.036974227887227e-20,7.567080436123484e-17,9.730285952891214e-14,1.3943252916612227e-18,0.0004129466113040021,1.6628688965909484e-05,1.1421409480546562e-06,0.09044199904162091
2400,0.00518379678683369,5.646003776940437e-12,2.2439121150154936e-16,6.39789046747946e-08,4.109923984125562e-20,8.105276623757344e-17,1.1213210615875009e-13,6.381157101919299e-16,0.0004281689972124802,1.7398641641919425e-05,1.161619745773163e-06,0.09036657514707018
2500,0.00536794263488435,6.104633297311125e-12,2.6820878474667477e-16,6.564655493256831e-08,4.781080965971757e-20,9.763884122525042e-17,1.648528844748047e-13,1.143684141300804e-15,0.00044226501705873047,1.8067739531433072e-05,1.1890336133970893e-06,0.08994333075448095
2600,0.005550849381006328,6.8886511356618144e-12,2.777132405102427e-16,6.484721999854373e-08,5.876998923568704e-20,1.2950818758548705e-16,2.1891872547235972e-13,2.1510475884726735e-15,0.00044533431705125323,1.8960426107979936e-05,1.1952768935417262e-06,0.08941298679786036
2700,0.005666908268990486,7.017988472542259e-12,3.142786312472339e-16,6.587801484368265e-08,6.175442991791292e-20,1.4209367320510102e-16,2.2818217098840015e-13,2.2380708555584874e-15,0.0004596593222605082,2.0659756432740586e-05,1.2340591900159125e-06,0.08893676575759184
2800,0.005837784802055647,7.596076955080001e-12,3.3987648535010136e-16,6.470838974173587e-08,6.906941253870159e-20,1.590242241536751e-16,2.6745466527715006e-13,4.084024109861012e-15,0.00048141182137481094,2.3044446671095024e-05,1.2275083761712072e-06,0.08864726634069184
2900,0.006063632018746377,8.159711316858132e-12,3.7481352930289484e-16,6.471893169845915e-08,7.988196837347548e-20,2.0365487943746565e-16,3.658673404635361e-13,5.184545688859705e-15,0.0004939362642826199,2.3624946159842182e-05,1.2402714861460373e-06,0.0881747504606643
3000,0.006165622613930949,8.591643176501661e-12,3.9300962935524566e-16,6.461959280013924e-08,8.312769367186885e-20,2.2602002716383744e-16,4.2252291417641623e-13,6.317340768919898e-15,0.0004972309710442064,2.5027538321102148e-05,1.2462600167141706e-06,0.08801458876523095
3100,0.006274210326922474,8.95960902373981e-12,4.17461760055846e-16,6.61071662886344e-08,9.656686811309394e-20,2.478260208595259e-16,4.572435898855324e-13,6.236708367349423e-15,0.0005160217105297821,2.607275568962544e-05,1.2576975882047871e-06,0.08751256304743234
3200,0.006351346148190599,9.843921835752579e-12,4.3338170264421057e-16,6.601322408264395e-08,1.0407300642853648e-19,2.830682940403425e-16,5.587334661459783e-13,7.776205458216437e-15,0.0005249079786155022,2.7340294920195896e-05,1.2815989382112063e-06,0.0873620137166545
3300,0.006471734815309667,1.0455864950671631e-11,4.812925351672285e-16,6.364836478416984e-08,1.1172555834130198e-19,3.2788131486555293e-16,6.47780625676697e-13,9.73012563243977e-15,0.0005298378103021441,2.8996425083805512e-05,1.2686047684629443e-06,0.08682782897690784
3400,0.006378181075645751,1.049057414715478e-11,5.185181983247346e-16,6.09552609819563e-08,1.246397220300234e-19,3.47337636677378e-16,7.396530774037285e-13,1.2714840998407816e-14,0.0005267794887257072,3.14071739822078e-05,1.2506953024972158e-06,0.08641667551176634
3500,0.006473014267110358,1.1480754881931487e-11,5.421579034358204e-16,5.662971702552337e-08,1.34312010454395e-19,3.8109670303574914e-16,8.357517948424764e-13,1.5507306832832988e-14,0.0005299139251968641,3.2048925402571035e-05,1.206471619747045e-06,0.0861066882773966
3600,0.006255456183798009,1.1894350946850712e-11,5.667886579224459e-16,5.183838709709858e-08,1.3929772886823428e-19,3.7889408470857746e-16,9.476904679139282e-13,1.7408905431828083e-14,0.0005234343330692424,3.42403754744012e-05,1.1803925542102662e-06,0.08578527876607615
3700,0.006170042249751832,1.2375857036779828e-11,6.364419912372128e-16,4.608002839121147e-08,1.5345397409747782e-19,3.9986275450378716e-16,1.0724772861568818e-12,1.96395897935071e-14,0.0005175718217955426,3.6235099675505115e-05,1.1229939325734154e-06,0.08549267273735227
3800,0.006111656551889116,1.2714121241147453e-11,6.51945389368397e-16,4.135578816692621e-08,1.6788496225669509e-19,4.0822889194792357e-16,1.1508272108467762e-12,2.4039293468242137e-14,0.0005032866101323188,3.6126936423437164e-05,1.0410637914694309e-06,0.08523877559210025
3900,0.005881742249572017,1.3490071223812038e-11,6.835018442180247e-16,3.702308963267678e-08,1.7941724140525404e-19,4.1999898722530163e-16,1.239959627733154e-12,2.7773131378803878e-14,0.0005046018083120793,3.78616986784375e-05,9.988465163646035e-07,0.08443752962184504
4000,0.005853980656152476,1.4040399700414374e-11,7.37816366878408e-16,3.251310472911941e-08,1.896817770114635e-19,4.1358469985821295e-16,1.3199878698678814e-12,3.147379976463001e-14,0.0004969161580281287,3.9444785120245486e-05,9.224635495480599e-07,0.08445626641874027
4100,0.005734188505170989,1.4411699938434326e-11,7.799051075778158e-16,2.9249737490974035e-08,1.9329151939716832e-19,4.353934815139975e-16,1.4482768274677317e-12,3.566534096985379e-14,0.00047618716637963564,4.066579297460901e-05,8.65786456404249e-07,0.08397945392164485
4200,0.005558610716363661,1.4752922983907955e-11,8.114362599417197e-16,2.5098090856664747e-08,2.0495317346757264e-19,4.3846181386268286e-16,1.5232850253887868e-12,4.023154487258302e-14,0.00046450827341530383,4.25005407236564e-05,8.239017322356363e-07,0.08383881796087914
4300,0.005492722485321092,1.5041760327628662e-11,8.827807389138231e-16,2.2179252446494625e-08,2.0961699231355455e-19,4.494692102640561e-16,1.555929981470191e-12,4.465030091246951e-14,0.00046029292669280935,4.451199857293346e-05,7.897425876021748e-07,0.08314808696032479
4400,0.005254781641381588,1.5721273247919998e-11,8.950187877719905e-16,1.987921987973825e-08,2.112953829358407e-19,4.557169155588225e-16,1.595245170107268e-12,4.9342748946535575e-14,0.0004552664101581139,4.595622181319668e-05,7.272798981195885e-07,0.08312308398906842
4500,0.005207933516132567,1.6011079508215087e-11,9.692548535892207e-16,1.656807881360181e-08,2.048160131326368e-19,4.551850689857537e-16,1.609162986027043e-12,5.4967893535788223e-14,0.0004309524043098665,4.674859832421159e-05,6.711826973139043e-07,0.08266897098547861
4600,0.005108399609605458,1.6245890921863374e-11,9.853987336776002e-16,1.529408963220775e-08,2.0348980603816155e-19,4.572762230286774e-16,1.6642293603934162e-12,5.841235706022627e-14,0.00043118234234779194,4.690062649638554e-05,6.542192181300007e-07,0.08246095162852858
4700,0.004809479814672749,1.714490661545254e-11,1.024389906276194e-15,1.3125873963400921e-08,1.9887209897971527e-19,4.687238958878453e-16,1.6725876110388356e-12,6.253896217904924e-14,0.00040787806537450716,4.833477219468192e-05,5.89888393792554e-07,0.0821298226763856
4800,0.004829341010101692,1.7259638667041407e-11,1.0822905582961371e-15,1.1587380207687158e-08,1.8824569491474615e-19,4.866793214023192e-16,1.637874799842462e-12,6.875864102362449e-14,0.00040042385363777685,5.0456805409692315e-05,5.679128491145676e-07,0.08177449157758991
4900,0.004666705945095006,1.7658211269531182e-11,1.1363504819855411e-15,1.0344233838970009e-08,1.8585937564852367e-19,4.773610985156481e-16,1.6592677944759295e-12,7.401931629002542e-14,0.0003899874102887866,5.201323507950359e-05,5.355409890042375e-07,0.08097526690789508
5000,0.004593558724901738,1.8255955567988493e-11,1.1563656727165732e-15,9.604518744258004e-09,1.7532938221764614e-19,4.945026936443783e-16,1.6711737958039042e-12,7.89684193345723e-14,0.00038230597216284674,5.272819284372934e-05,4.900382988625665e-07,0.08102608939417708
