miliseconds,IFNb_mRNA,IFNb_env,STATP2n,SOCS1m,IRF7m,IRF7Pn,IFNa_mRNA,IFNa_env,TNFam,TNFenv,STATm,STAT
2700,0.005784439313000876,7.336436328716195e-12,3.202093234887315e-16,6.590197017632077e-08,6.131633899075417e-20,1.4957705348803709e-16,2.3370509386448017e-13,3.0569022556408245e-15,0.0004614381851537186,2.0283410011980533e-05,1.2057886820677874e-06,0.08921939304221053
2800,0.0059280167271103905,7.918217727965912e-12,3.3712774466972472e-16,6.44776620759307e-08,6.831327844991319e-20,1.6750776308196199e-16,2.904661408194662e-13,3.2882598478808525e-15,0.00048318866111870054,2.218232841731573e-05,1.2341712946098574e-06,0.08880198982383558
2900,0.005963263823066878,8.397022833474235e-12,3.7110576686768864e-16,6.524134022396862e-08,7.295017135515506e-20,1.9377997216060795e-16,3.4665134724370875e-13,4.6180997604480405e-15,0.0004822939837094435,2.4324713702121924e-05,1.2500067674604246e-06,0.08854610667484578
3000,0.006069642884899477,8.355128758765964e-12,3.8256627659543036e-16,6.512929561303135e-08,8.448414278509262e-20,2.277326544405517e-16,4.208455003615396e-13,6.399896226811395e-15,0.0005023226821300555,2.4447054658794433e-05,1.255360874087369e-06,0.08794424243921696
3100,0.00617959725201193,9.462485470085156e-12,4.341143395844349e-16,6.492095353447733e-08,9.072879241374475e-20,2.502388523220214e-16,4.883721297353037e-13,6.615550866432529e-15,0.0005087016781140078,2.5812457109817428e-05,1.2639537169325205e-06,0.08749218517730295
3200,0.006398589570339968,9.956383738485202e-12,4.3979180683672823e-16,6.556740121847548e-08,9.851132026718492e-20,2.8945949936535274e-16,5.292018607457707e-13,9.716659484266127e-15,0.0005290160418642961,2.7480752872831048e-05,1.2678866971921605e-06,0.08707340551491392
3300,0.006438271855938609,1.0198651792278534e-11,4.996775837371618e-16,6.391654628466458e-08,1.1302790384491724e-19,3.259955402832682e-16,6.12971868927966e-13,1.1360792218221604e-14,0.0005250278248724729,2.973699765973569e-05,1.2907733475493038e-06,0.08668542211981747
3400,0.006381178076542657,1.1035792683584369e-11,5.085541880036817e-16,6.201687887354381e-08,1.1909179491737945e-19,3.423044195558332e-16,7.347056729606517e-13,1.1459892920932963e-14,0.0005265868631064408,3.1668446861244936e-05,1.2652508403272048e-06,0.08645988250597157
3500,0.006469290923280883,1.1181619609382569e-11,5.490772602610171e-16,5.818277711254218e-08,1.3454018887665406e-19,3.743521145693093e-16,8.503078223874251e-13,1.494374183330602e-14,0.0005383208141993145,3.308081870197795e-05,1.210451760436123e-06,0.08618682478032628
3600,0.006284304464561983,1.1713026422278756e-11,5.657258657536238e-16,5.317422206423708e-08,1.4403160434454108e-19,3.9477204783724137e-16,9.46502633495682e-13,1.7876585835654062e-14,0.0005302283747466563,3.381417520202377e-05,1.1828384544833008e-06,0.0857252812368185
3700,0.006183327355249946,1.2304079472619517e-11,6.295670356254113e-16,4.738175909121275e-08,1.510594841477366e-19,3.933713018815019e-16,1.024463805779058e-12,2.1118604313876863e-14,0.0005248976613448555,3.5652831997850284e-05,1.093895294222976e-06,0.0851721131360171
3800,0.006124104420757401,1.3072483614706273e-11,6.47907126113107e-16,4.2343390897741636e-08,1.6190838052025384e-19,3.978902136116302e-16,1.1324138498384752e-12,2.3112075098667747e-14,0.0005039759841635233,3.764478358651017e-05,1.0315027383592034e-06,0.08489389301255734
3900,0.006048492875841726,1.329277177335115e-11,6.827850002114195e-16,3.655216323876808e-08,1.7433784191739217e-19,4.1056678092503133e-16,1.2478179593965848e-12,2.7782049885178723e-14,0.0005060422537308048,3.856006836257815e-05,9.962629518596428e-07,0.08461085766102713
4000,0.005839787170968754,1.4013650777200176e-11,7.355120554874187e-16,3.2320344993609105e-08,1.8712321522392308e-19,4.148784410338742e-16,1.3425350903293372e-12,3.0979951258174895e-14,0.0004853371478888335,4.0295299596175735e-05,9.325780471533815e-07,0.08425813956767693
4100,0.005704252793052165,1.4290597631694174e-11,7.84470894457726e-16,2.9191214474494022e-08,1.9924781910026417e-19,4.3480807978024816e-16,1.419264137484477e-12,3.609532452507441e-14,0.00047481589631539193,4.116423877590829e-05,8.86612485933309e-07,0.08378676066264458
4200,0.005553688246073937,1.479970727290241e-11,8.063998630199272e-16,2.5589860431447476e-08,2.02202364872816e-19,4.421254338054066e-16,1.5055056311413794e-12,3.947332009331127e-14,0.0004691599779179684,4.238271843309806e-05,8.300266231396195e-07,0.0835521818011149
4300,0.005345144015167964,1.5455478477978874e-11,8.671748116977448e-16,2.1360262964758237e-08,2.0871967213773974e-19,4.349709173970758e-16,1.5525710968988136e-12,4.507381676511629e-14,0.0004607332191906612,4.31696698063915e-05,7.765812183314475e-07,0.08355779215410414
4400,0.005291187761157887,1.5903409707090675e-11,9.199721712816239e-16,2.0146052927232254e-08,2.105493700163492e-19,4.481734877641158e-16,1.5617109157574033e-12,4.8174164405909786e-14,0.0004513316277772277,4.5063201605853145e-05,7.169567465638013e-07,0.0826872265983139
4500,0.005222587603660291,1.636940303759338e-11,9.599535011283311e-16,1.7828221817651615e-08,2.0764430570363964e-19,4.520333727087674e-16,1.6338685020440753e-12,5.3861880351614017e-14,0.0004416776808781982,4.6277591914553516e-05,6.804111863572932e-07,0.08253670172200156
4600,0.0051072750194144,1.6376812955886194e-11,1.0063815069965396e-15,1.5737667782790635e-08,2.0250907311980876e-19,4.544983301698879e-16,1.6414560030363133e-12,5.778178523460435e-14,0.00043225200322519246,4.856463068180978e-05,6.25601303381189e-07,0.08229752140283626
4700,0.004964395322056375,1.6976516628475526e-11,1.0546184533246561e-15,1.3458696722285595e-08,1.9974256819308578e-19,4.669679976531358e-16,1.6753253638014863e-12,6.28480706425674e-14,0.00041537063501181036,4.81112822551236e-05,6.095554534393027e-07,0.08187918476805876
4800,0.004845044844857171,1.7159227799610355e-11,1.0847192363638844e-15,1.1688356445851337e-08,1.9046532125930003e-19,4.712288994781072e-16,1.6324315014172736e-12,6.950891159556358e-14,0.0004027947910556116,5.0694245359273744e-05,5.591672495161212e-07,0.08164795293117819
4900,0.004632909806435745,1.7449687218286264e-11,1.1349769941087656e-15,1.0023736165355371e-08,1.8190426357503209e-19,4.894305857346978e-16,1.6576181254407722e-12,7.405953018417359e-14,0.00039287793874530515,5.2035863144822434e-05,5.111480271300901e-07,0.08105054855589805
5000,0.004560452312354509,1.7995202015734047e-11,1.1465774701588121e-15,9.09215700919401e-09,1.776351329314217e-19,4.897696448667424e-16,1.63847644294414e-12,7.937253181198806e-14,0.00037471861977743696,5.1840226718082816e-05,5.015251071557072e-07,0.08065049362337437
