milliseconds,APC,Va,Va_APC,Va3,Va3_APC,Va5,Va5_APC,Va53,Va53_APC,Va56,Va56_APC,Va36,Va36_APC,Va536,Va536_APC,HC,LC,HC5,HC3,HC56,HC36,HC536,LC_APC,HC53,VaA3,VaA53,VaA36,VaA536,VaLCA1,VaLCA1_APC
1000,3.5480476831427085e-10,1.8837664714790448e-07,4.9045079067122996e-09,8.824775088021705e-11,1.8186673272066998e-10,1.8200973197460107e-09,4.321781564544806e-09,6.322113301922439e-11,2.314577225620215e-10,2.832069937182105e-13,1.0603579955997457e-12,1.1772538305635056e-14,3.7707920380965575e-14,1.492480495178099e-14,7.541953178861798e-14,3.270099942012076e-12,3.231913362891524e-12,1.1268528174790784e-14,5.855678836482195e-16,1.3070994809900511e-18,5.932821690160646e-20,5.583434099442752e-20,5.0337196906750327e-14,2.972581265797726e-16,4.570974528092456e-12,3.05635942788168e-12,5.76209195413495e-16,6.960572162817068e-16,2.654968174220425e-12,4.9736380481654094e-12
1100,3.5498157137740587e-10,1.880452016914078e-07,4.7242095651631376e-09,1.0038701374783622e-10,1.8150018981851116e-10,2.1212575185795426e-09,4.472955416935854e-09,7.997226371264488e-11,2.602030228234047e-10,3.6128487500606813e-13,1.2040448657908562e-12,1.442821837631092e-14,4.046454253195766e-14,2.0702763668025783e-14,9.328403523908127e-14,3.593827295821398e-12,3.5510569760546087e-12,1.465393002745171e-14,7.4767359388577e-16,1.8599359023291066e-18,8.180033494175068e-20,8.641576477448633e-20,5.858941856120913e-14,4.200811035713786e-16,5.344801596833674e-12,3.9442397050811835e-12,7.223211965812053e-16,9.813736459439913e-16,3.4850160521070235e-12,5.805728944650363e-12
1200,3.5501080563368985e-10,1.8770322313687776e-07,4.571978721839801e-09,1.1238362568606782e-10,1.8028326112471416e-10,2.4308914797098784e-09,4.598295446927748e-09,9.858822200189857e-11,2.877360217178552e-10,4.490404319741118e-13,1.3442547909514812e-12,1.724346495651842e-14,4.274549268138016e-14,2.773891019948857e-14,1.1245355294967527e-13,3.916974471476315e-12,3.869664435993925e-12,1.8565617701224546e-14,9.305942181272328e-16,2.555317675138029e-18,1.089861741504516e-19,1.2797933988759573e-19,6.73750304815837e-14,5.733176578055732e-16,6.149916257282325e-12,4.960701254143053e-12,8.831937071976823e-16,1.3364825747439142e-15,4.454431763907779e-12,6.6584054237995435e-12
1300,3.549354870551231e-10,1.8735259624498558e-07,4.44320833093186e-09,1.241948049273356e-10,1.784908841895476e-10,2.7473816409100037e-09,4.702107171177049e-09,1.1896475426255554e-10,3.1394308733579917e-10,5.46149311821567e-13,1.4801259958551666e-12,2.0185016189100033e-14,4.4595926516688326e-14,3.6108212494936245e-14,1.3270653531435423e-13,4.239525273571933e-12,4.187791584441657e-12,2.3016513486054838e-14,1.1340285005282237e-15,3.409658665958457e-18,1.4113115375443554e-19,1.8276122212239013e-19,7.663848168335224e-14,7.600938281489092e-16,6.983942602164455e-12,6.107187762730616e-12,1.057937652022384e-15,1.7683711098135553e-15,5.568465100694419e-12,7.525491572962492e-12
1400,3.5488133095859505e-10,1.8699497926983793e-07,4.333988705971434e-09,1.3579161609400076e-10,1.7633331702632903e-10,3.0693524753779404e-09,4.7880109436035296e-09,1.4099372809363434e-10,3.387635312742224e-10,6.522431620743542e-13,1.6110485639082595e-12,2.3223420380571268e-14,4.606442701265441e-14,4.5870030251353796e-14,1.5383369852040542e-13,4.561466460632987e-12,4.505464345190924e-12,2.8017004458478328e-14,1.3576176929741162e-15,4.438760956723632e-18,1.784261413189475e-19,2.5311285081777378e-19,8.635387690201605e-14,9.83349279435344e-16,7.845069424083484e-12,7.384615748289534e-12,1.2457134302416295e-15,2.283603313027308e-15,6.8315696828406685e-12,8.401644806275623e-12
1500,3.5487104874686243e-10,1.8663166587032794e-07,4.241149888175605e-09,1.471563351903463e-10,1.739690836424618e-10,3.3956469171336325e-09,4.859037339415679e-09,1.6456608278768874e-10,3.6217671718218696e-10,7.669241145515464e-13,1.7366161803386676e-12,2.6333104956469386e-14,4.71996312209175e-14,5.706902915469917e-14,1.7564135562652836e-13,4.882787286815949e-12,4.822700194460091e-12,3.357533166528695e-14,1.6009680196100813e-15,5.6577378207031316e-18,2.210136951867036e-19,3.414748873290998e-19,9.650330180824777e-14,1.2458300092432175e-15,8.731923234151785e-12,8.793497549704802e-12,1.4457480694393418e-15,2.8883104118650117e-15,8.24747672065505e-12,9.282278121682846e-12
1600,3.5486484894332986e-10,1.8626364391659633e-07,4.162184098256492e-09,1.5828279386297054e-10,1.715069106520067e-10,3.725361997384648e-09,4.917590988540191e-09,1.895750490134679e-10,3.8419684610434933e-10,8.897749440206168e-13,1.85661747184718e-12,2.949329151434423e-14,4.8047001260877814e-14,6.973275845243113e-14,1.979583446617402e-13,5.203479426234388e-12,5.139528592808188e-12,3.969757235794093e-14,1.863668233383191e-15,7.080757921313173e-18,2.689859845683171e-19,4.503606935380327e-19,1.0705710927909868e-13,1.5500361491254196e-15,9.643533583377677e-12,1.0333980324943758e-11,1.6573629592990242e-15,3.588083232666243e-15,9.819104737305965e-12,1.016365461720744e-11
1700,3.548315634388319e-10,1.8589189779111178e-07,4.0946030491484734e-09,1.6916524817745926e-10,1.6905344694106685e-10,4.057598854783105e-09,4.966060060023539e-09,2.1591343921652893e-10,4.048401502024819e-10,1.0203763796647242e-12,1.9708490445873143e-12,3.2683182703989235e-14,4.865246757799828e-14,8.388862575962913e-14,2.2061315781459634e-13,5.523534636866779e-12,5.4559768403400836e-12,4.638973114961127e-14,2.1453038326576985e-15,8.721990172528418e-18,3.224339943781369e-19,5.822873626397392e-19,1.1798775013237914e-13,1.8984664087741335e-15,1.0578949593765764e-11,1.2006192497403045e-11,1.8798779539759486e-15,4.388508834706441e-15,1.154935947542706e-11,1.1042051002530437e-11
1800,3.5483579972961766e-10,1.855170805292271e-07,4.036785572547162e-09,1.79809048305655e-10,1.6665699920147662e-10,4.391749711799323e-09,5.006050620642867e-09,2.434807828114556e-10,4.241623600021174e-10,1.158302289477953e-12,2.079348114170843e-12,3.5888196121860805e-14,4.905480374802221e-14,9.954251684824615e-14,2.434693910899947e-13,5.842947848235315e-12,5.772078896417408e-12,5.365491411825661e-14,2.445460906078182e-15,1.059398132342258e-17,3.8137949669291e-19,7.398403958400772e-19,1.2926041192750257e-13,2.293219302801316e-15,1.1537702338480863e-11,1.3809838954578714e-11,2.112772264356725e-15,5.2943105195155445e-15,1.3440132280314179e-11,1.1914816095529278e-11
1900,3.548949622935686e-10,1.8513988314944097e-07,3.986986761795382e-09,1.9021847142377082e-10,1.6437312182540686e-10,4.727174535179277e-09,5.03926723965554e-09,2.7217549152558725e-10,4.4221419340975524e-10,1.3031255633484872e-12,2.182120687059967e-12,3.909303155341558e-14,4.9293882088833e-14,1.1670263065127487e-13,2.663860331380644e-13,6.161713567000575e-12,6.087865259529973e-12,6.149663031306613e-14,2.7637239836658334e-15,1.2709520074234958e-17,4.458541710882221e-19,9.255960115978778e-19,1.4084402331980678e-13,2.7364526016545435e-15,1.2519260808795572e-11,1.5744678376325314e-11,2.355500294845165e-15,6.31033933084102e-15,1.5493416993682752e-11,1.2779188031063827e-11
2000,3.549237903566916e-10,1.847608099202272e-07,3.94392384282039e-09,2.0040466271085443e-10,1.6222252835894962e-10,5.063482026288926e-09,5.066829952274639e-09,3.0190608622810097e-10,4.5906319097968336e-10,1.4544267007190332e-12,2.2793204175535104e-12,4.2288738578761165e-14,4.939922851611578e-14,1.3535454687364987e-13,2.8926160528365593e-13,6.4798284440676555e-12,6.403339988220982e-12,6.991648273779552e-14,3.0997094179785843e-15,1.5079800211579103e-17,5.15844012853936e-19,1.142120373353354e-18,1.5273514330220142e-13,3.2299600024083376e-15,1.3523354684738229e-11,1.7810259797797883e-11,2.6076586255344293e-15,7.44068266118398e-15,1.7710085735313743e-11,1.3633577088509092e-11
2100,3.5490925209040053e-10,1.843802928409451e-07,3.906504716951623e-09,2.1038032929474537e-10,1.602163233378626e-10,5.4003154844315436e-09,5.0897455730623476e-09,3.32582021123952e-10,4.747836902181377e-10,1.6117884985849988e-12,2.3711351035891584e-12,4.546682270499713e-14,4.940031778270827e-14,1.5548289730046322e-13,3.1199675188904634e-13,6.797289652383724e-12,6.718524191791456e-12,7.891563473289218e-14,3.4530305617756903e-15,1.7715801441001784e-17,5.913250611961873e-19,1.3919895415113447e-18,1.649124871140284e-13,3.775481675443163e-15,1.454979877615763e-11,2.0006055165951173e-11,2.8688625779438673e-15,8.689309999747579e-15,2.0090990595332732e-11,1.4476421519353771e-11
2200,3.5489118999932024e-10,1.8399878182190702e-07,3.8736306433796254e-09,2.2015339473329455e-10,1.5837961304135647e-10,5.737336858314326e-09,5.1090102218072756e-09,3.641258942441524e-10,4.894263894388593e-10,1.7748501641958896e-12,2.4576782358567434e-12,4.8620185053796575e-14,4.9319369688242497e-14,1.7707023460302842e-13,3.345083885853635e-13,7.114094315394028e-12,7.033465515028219e-12,8.849557211939827e-14,3.823364320742969e-15,2.062753425925625e-17,6.722826189503917e-19,1.6776362721597436e-18,1.7732735095272867e-13,4.374586875220322e-15,1.559826853215105e-11,2.2331695593953683e-11,3.1387789091295933e-15,1.0059862154798211e-14,2.2636918109560567e-11,1.53062446576081e-11
2300,3.5481795684532607e-10,1.8361649034718528e-07,3.844755306542935e-09,2.2974362226149757e-10,1.566863458070106e-10,6.074433718728845e-09,5.1250354818678496e-09,3.964571063986479e-10,5.030845579271542e-10,1.9432047084885003e-12,2.5392889914872254e-12,5.1746257505303287e-14,4.9176617640573024e-14,2.000806860359962e-13,3.5673365777450773e-13,7.430241863964398e-12,7.348175980022504e-12,9.865548560420889e-14,4.210351443766776e-15,2.3824399895712324e-17,7.586460310313651e-19,2.001629751696522e-18,1.8996795986816767e-13,5.028653887107144e-15,1.6668865242130893e-11,2.47864176148008e-11,3.4171616418481707e-15,1.1555546433933046e-14,2.5347724838019567e-11,1.6122530726987913e-11
2400,3.546899267774423e-10,1.8323364258737442e-07,3.819336529821274e-09,2.3916584313993686e-10,1.5512138664537114e-10,6.411463733563346e-09,5.138271919632141e-09,4.295030255461962e-10,5.158368340472608e-10,2.1164838671867364e-12,2.616255375737418e-12,5.4842530849158083e-14,4.898885243697105e-14,2.2447930987217682e-13,3.7861763999289185e-13,7.745731696735448e-12,7.662671985478045e-12,1.0939476002220167e-13,4.613669902170564e-15,2.7315172097015275e-17,8.503517951743951e-19,2.3664354932750717e-18,2.0281790765648756e-13,5.738953079487534e-15,1.7761599979798975e-11,2.7369560241442346e-11,3.703792003337852e-15,1.3179362835898449e-14,2.8223282232324857e-11,1.692476114375571e-11
2500,3.546462300076778e-10,1.8285065386144298e-07,3.796428293559138e-09,2.484166022856012e-10,1.5372410868057058e-10,6.748002780643446e-09,5.149733309850845e-09,4.632019604565149e-10,5.277141838354284e-10,2.2944031035767194e-12,2.6886339300910336e-12,5.790175804819094e-14,4.877227032888195e-14,2.502493309967427e-13,4.0009642330451606e-13,8.060561481241235e-12,7.97696790772411e-12,1.2071465445394038e-13,5.033062390047781e-15,3.1108290532205276e-17,9.47387973483978e-19,2.774271259876216e-18,2.1586251587071658e-13,6.50676500450966e-15,1.8876059968361137e-11,3.008087775685289e-11,3.99841041947978e-15,1.49343801723869e-14,3.126421364298746e-11,1.7711656872818444e-11
2600,3.5466239964150637e-10,1.8246752933456232e-07,3.776034538286424e-09,2.575178377587978e-10,1.5244185956856036e-10,7.084136001302881e-09,5.1593008054873516e-09,4.974894251340268e-10,5.388164479821659e-10,2.4765990865909035e-12,2.756866645287215e-12,6.092680572401921e-14,4.85358735646064e-14,2.773370022487971e-13,4.211476371131048e-13,8.374732821794055e-12,8.291071109053008e-12,1.326126022700916e-13,5.468225415995532e-15,3.521110979771968e-17,1.0496449731179193e-18,3.2276102348950213e-18,2.2909477139708647e-13,7.333029335447589e-15,2.0012552202744124e-11,3.291946039467573e-11,4.300925270511865e-15,1.682289800100743e-14,3.4469473318825747e-11,1.848366310186563e-11
2700,3.547234273037213e-10,1.8208441113319864e-07,3.7578167493112505e-09,2.664804457430382e-10,1.5126038179671347e-10,7.419778225347447e-09,5.167241485593013e-09,5.32307997604535e-10,5.492086142163058e-10,2.6627623610268115e-12,2.8212279473977158e-12,6.3917499628206e-14,4.828821477805197e-14,3.056999282026554e-13,4.4174428859900986e-13,8.68824599024169e-12,8.604984141310743e-12,1.450874633981317e-13,5.918901495878058e-15,3.963069658994063e-17,1.157054545080469e-18,3.7287131616429e-18,2.4251219860979167e-13,8.21869203366922e-15,2.117106405400158e-11,3.588471080526719e-11,4.611205915563422e-15,1.884727019246762e-14,3.7838431358860186e-11,1.9240801976516618e-11
2800,3.54711088655793e-10,1.8170159376048344e-07,3.740987724196027e-09,2.7530706466549427e-10,1.5020413742933968e-10,7.754701119783328e-09,5.174222965892473e-09,5.676045578824577e-10,5.589205631486369e-10,2.8526235702719443e-12,2.8818186829179497e-12,6.687066706579356e-14,4.803843900721193e-14,3.3530630036044753e-13,4.618532504636385e-13,9.001099648346113e-12,8.918702114601653e-12,1.5813974829811628e-13,6.384871704998105e-15,4.437398331313289e-17,1.2695974172355429e-18,4.279603603328025e-18,2.561193913846106e-13,9.164747084461609e-15,2.2351235328644833e-11,3.8976365130317607e-11,4.929057242052841e-15,2.1009998427263974e-14,4.137079667645238e-11,1.9982742838179386e-11
2900,3.546226480113427e-10,1.813190576091231e-07,3.725631060040906e-09,2.840112676325325e-10,1.4923554532819128e-10,8.088968368023572e-09,5.180106426361428e-09,6.033313533419035e-10,5.680271954214051e-10,3.0458949109804842e-12,2.939007828098457e-12,6.979006585387385e-14,4.7787878637620986e-14,3.6610032002670517e-13,4.814752805745478e-13,9.313295742919905e-12,9.232219210332492e-12,1.7176690295597537e-13,6.865908370705274e-15,4.9446679765150834e-17,1.3871731996399364e-18,4.882502866105113e-18,2.6992251630025223e-13,1.0171840930908448e-14,2.355324029828773e-11,4.219368049723488e-11,5.2544572668359376e-15,2.3312810984930263e-14,4.5065262364044176e-11,2.0710225699730203e-11
3000,3.5447813932912694e-10,1.8093687478050438e-07,3.7115442016870835e-09,2.9260029586006613e-10,1.4834705440531786e-10,8.422525662524617e-09,5.185088136812186e-09,6.394456786814055e-10,5.765749133185107e-10,3.242337517479099e-12,2.993007543320854e-12,7.26761082522633e-14,4.754067293722065e-14,3.9804078500450624e-13,5.005977875377827e-13,9.624834812194887e-12,9.545562450211271e-12,1.8596771491993663e-13,7.361804516507148e-15,5.4854494768746225e-17,1.5097221459116885e-18,5.539429885637192e-18,2.83893702161843e-13,1.1240683269854332e-14,2.4776996569912874e-11,4.553615715740002e-11,5.587316166894538e-15,2.5757596738266364e-14,4.89211550267537e-11,2.1423343613464358e-11
3100,3.5439907705673305e-10,1.805551346542669e-07,3.6984448996230346e-09,3.010778648115187e-10,1.47547049570947e-10,8.755256024228208e-09,5.189547989876266e-09,6.759103184713187e-10,5.84592693139804e-10,3.44175951116296e-12,3.043925376096285e-12,7.552670922210383e-14,4.730391272818991e-14,4.3109939366361103e-13,5.191956373071887e-13,9.935716571412878e-12,9.858810449367427e-12,2.007416976547773e-13,7.87236105351172e-15,6.06030859885438e-17,1.637208252674016e-18,6.252260849849694e-18,2.979520189714458e-13,1.237201388694155e-14,2.6022295122716517e-11,4.9003415719944555e-11,5.9274987964871476e-15,2.834631772772062e-14,5.293843015599991e-11,2.2121554503185372e-11
3200,3.5436527233725373e-10,1.8017382026695823e-07,3.6863488748793266e-09,3.0945101055113866e-10,1.4681951885008042e-10,9.087192143515178e-09,5.193447088422932e-09,7.126919561741479e-10,5.921250880438466e-10,3.6439496903428395e-12,3.092006912780872e-12,7.834497586102608e-14,4.707520155538941e-14,4.652253200537603e-13,5.37280101005294e-13,1.0245942553405817e-11,1.01719733951464e-11,2.160869017970425e-13,8.397410398403025e-15,6.669692296477202e-17,1.7695582767364484e-18,7.022911614588885e-18,3.120867242060805e-13,1.356629198677074e-14,2.7289107560343458e-11,5.2594934594220503e-11,6.274993450476993e-15,3.108035569390655e-14,5.7115859425646244e-11,2.2805538078062103e-11
3300,3.5437203912970526e-10,1.7979301509984345e-07,3.6750651404350197e-09,3.1772397764021694e-10,1.4615982723836104e-10,9.418266475855611e-09,5.196955167999576e-09,7.497546869392836e-10,5.992116062331917e-10,3.8487036305204205e-12,3.1374442723057104e-12,8.11310726128103e-14,4.685728249918774e-14,5.003775307523577e-13,5.548495046746538e-13,1.0555513539023297e-11,1.0485045326275673e-11,2.320019299146057e-13,8.936773348101808e-15,7.314064134511995e-17,1.9067176992876675e-18,7.853177813986615e-18,3.26304707062963e-13,1.4824043689571004e-14,2.8577332331225824e-11,5.631025797313832e-11,6.629730801111469e-15,3.3961234452033505e-14,6.145245300292512e-11,2.3475728266692166e-11
3400,3.5438139334299e-10,1.7941286703954502e-07,3.664294853628144e-09,3.258997423091432e-10,1.4556576413647537e-10,9.748363824670236e-09,5.200308638992783e-09,7.870603636751599e-10,6.058932706862144e-10,4.055811861845354e-12,3.180427867207072e-12,8.388404443899205e-14,4.665495900002546e-14,5.365168423727004e-13,5.719006195038614e-13,1.086443016339125e-11,1.0797982288117075e-11,2.4848544417813587e-13,9.490266285439568e-15,7.993875990475553e-17,2.0486370237777245e-18,8.74477518190914e-18,3.4065282031837663e-13,1.6145786703842722e-14,2.988686126921212e-11,6.014893975805062e-11,6.9916241355246736e-15,3.699046220460336e-14,6.594707360938031e-11,2.4132709504222552e-11
3500,3.544194073870858e-10,1.7903337302842395e-07,3.654023980030488e-09,3.3398079164236087e-10,1.4503344037830597e-10,1.0077471456259466e-08,5.2035549564938155e-09,8.245849225290766e-10,6.121979189555091e-10,4.265121413101805e-12,3.2211215795777936e-12,8.660534305065986e-14,4.646632721655772e-14,5.736004470805584e-13,5.884460306430039e-13,1.1172693659362686e-11,1.111080321115489e-11,2.655357904462222e-13,1.0057749874957077e-14,8.709484308507413e-17,2.1952616592299333e-18,9.699354128627712e-18,3.5511193610442574e-13,1.7531848545122305e-14,3.121757172617659e-11,6.411056881827812e-11,7.360652019269078e-15,4.016916703845574e-14,7.059863932609337e-11,2.4777031037419075e-11
3600,3.544780331318516e-10,1.7865453629743863e-07,3.644191805293295e-09,3.4197223825268493e-10,1.4455596268384562e-10,1.040558315430977e-08,5.2067636701144424e-09,8.623004190142204e-10,6.181585619551948e-10,4.4764652315356585e-12,3.259696768298662e-12,8.929595286730852e-14,4.6292393403814795e-14,6.115881871367336e-13,6.044920531200639e-13,1.1480305013928323e-11,1.142351263801232e-11,2.831513587206649e-13,1.0639063533124882e-14,9.461263938004574e-17,2.3465393701819762e-18,1.0718505504425306e-17,3.696753557583003e-13,1.8982603920437142e-14,3.2569366053088975e-11,6.819471175524547e-11,7.736760354756634e-15,4.349857434876344e-14,7.540608598122905e-11,2.5409227161808922e-11
3700,3.545434438578484e-10,1.7827633371411285e-07,3.6347729230581666e-09,3.498800921664209e-10,1.4412497741566486e-10,1.0732715135422598e-08,5.209975431379006e-09,9.001805327535295e-10,6.238073329408737e-10,4.689684368047742e-12,3.296320544623778e-12,9.195707575882714e-14,4.6134132696152005e-14,6.504405833416031e-13,6.200460780731783e-13,1.1787265231693351e-11,1.1736117832746035e-11,3.013304830501089e-13,1.123404783591999e-14,1.024956902523296e-16,2.5024187109525034e-18,1.18037545866373e-17,3.843322164366803e-13,2.0498394708668407e-14,3.394215349778206e-11,7.240093617605222e-11,8.119893753856034e-15,4.69798456705655e-14,8.036834253537062e-11,2.6029846877888104e-11
3800,3.5460707023297703e-10,1.77898770319465e-07,3.6257367956078146e-09,3.5770621143583957e-10,1.437374016491648e-10,1.105885004269464e-08,5.213234582383027e-09,9.382043945513566e-10,6.291691655657988e-10,4.9046461714380584e-12,3.331141138199567e-12,9.458963245881825e-14,4.599047350479501e-14,6.901172215285601e-13,6.351245593839008e-13,1.209357554278456e-11,1.2048608000192784e-11,3.2007142346373863e-13,1.1842571670956525e-14,1.1074684813680272e-16,2.6628515040844326e-18,1.29565357773415e-17,3.990929290573117e-13,2.207943813569791e-14,3.5335807758702906e-11,7.672885539542382e-11,8.510024113030585e-15,5.061389267441913e-14,8.548413422021105e-11,2.6639652850703145e-11
3900,3.5466977189392497e-10,1.7752191884931434e-07,3.6169384022718243e-09,3.654554434473933e-10,1.4338705149237403e-10,1.1384005097338126e-08,5.2165753839446865e-09,9.763497403440103e-10,6.342697480367663e-10,5.121213627190338e-12,3.3642947654136774e-12,9.719499568268416e-14,4.5861655984497935e-14,7.305822888132447e-13,6.497337498687871e-13,1.2399236978318088e-11,1.2361012425383279e-11,3.393727677796857e-13,1.24644912327925e-14,1.1936941800979822e-16,2.8277917389814685e-18,1.4178266022381548e-17,4.1393077206599923e-13,2.3726044469857302e-14,3.675022433025748e-11,8.117806464248932e-11,8.907100198260328e-15,5.4401806991959964e-14,9.075257630707174e-11,2.7239021572864697e-11
