milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20
1000,4.9509248051767275e-08,1.2890351394338084e-07,4.806018779832111e-10,2.1897965356147996e-07,4.976470311540714e-10,1.295181217444535e-07,2.0234206440661492e-10,2.332553964235444e-10
1100,4.9499124828434974e-08,1.2847347142763052e-07,4.985179246595759e-10,2.1892454487477542e-07,5.42753990951212e-10,1.293527269642618e-07,2.5541121508376707e-10,2.619537025977943e-10
1200,4.948480184943081e-08,1.2867749950440732e-07,4.951856715032728e-10,2.1878255567659134e-07,5.907154395750056e-10,1.294333680762263e-07,3.007992263939292e-10,2.7924682738123984e-10
1300,4.949313989839012e-08,1.2842262292396187e-07,5.16273477468162e-10,2.1868233045977664e-07,6.333838012177319e-10,1.2922989164557447e-07,4.094148830669866e-10,3.321206818070726e-10
1400,4.948108865425048e-08,1.283436733935312e-07,5.210280636291094e-10,2.1845403403919928e-07,6.381073053361762e-10,1.2896470396274895e-07,4.3776295680240466e-10,3.478634186202621e-10
1500,4.948633972688742e-08,1.280106906593344e-07,5.144750483521052e-10,2.1833545652172776e-07,6.537700015207775e-10,1.2893858547127284e-07,6.507764682714657e-10,3.469295997751148e-10
1600,4.9476484727085076e-08,1.2819969147666225e-07,5.175614387745172e-10,2.1831128679681978e-07,7.284629978751933e-10,1.2877451790193292e-07,6.828791303457258e-10,3.9859892874068446e-10
1700,4.947446904169592e-08,1.2789793217044226e-07,5.171641274923454e-10,2.1802479274014867e-07,7.09741343267972e-10,1.2865129096554072e-07,7.364121512543106e-10,3.8903154984836335e-10
1800,4.946946559248905e-08,1.2769938981169642e-07,5.315626001582106e-10,2.178585354901151e-07,7.345735277400742e-10,1.2873230160672282e-07,8.024616495455903e-10,4.161468389104963e-10
1900,4.947772618339785e-08,1.2778403844430148e-07,5.205380919128566e-10,2.177534600945975e-07,7.697215808402295e-10,1.284064643787958e-07,1.0738268630261378e-09,4.569081463166908e-10
2000,4.947637930072292e-08,1.2750698205060073e-07,5.200709361232102e-10,2.17609009195977e-07,8.135553969288048e-10,1.2857975788392488e-07,1.2032599538935933e-09,4.89307041097805e-10
2100,4.946111987283341e-08,1.2731773487024738e-07,5.342532663885692e-10,2.1746545092964742e-07,8.05074344519061e-10,1.2835123946048803e-07,1.095404899144626e-09,4.865475829981803e-10
2200,4.946627751907704e-08,1.2724201171079983e-07,5.381578171250275e-10,2.1733129980980485e-07,8.161803437737431e-10,1.2823337463819794e-07,1.2271687420742617e-09,4.846566203555395e-10
2300,4.9460416955537737e-08,1.271757762550508e-07,5.337264150248121e-10,2.1741546295988098e-07,8.484065994607394e-10,1.2791370356902111e-07,1.3890770476623717e-09,5.253381271006896e-10
2400,4.9469041287890386e-08,1.270465198463992e-07,5.37307955778988e-10,2.1706009763573096e-07,8.371067342371838e-10,1.2787215290500787e-07,1.5700235488081924e-09,5.201696395616161e-10
2500,4.947208960770153e-08,1.2702985908781748e-07,5.267132520569004e-10,2.170785861057269e-07,8.748693221297867e-10,1.27851448600969e-07,1.7108124391811263e-09,5.777206417384641e-10
2600,4.946755938688823e-08,1.2670023920048908e-07,5.281831116455187e-10,2.1698229323431733e-07,8.774213930080477e-10,1.2764018626241868e-07,1.6772153017805496e-09,5.588441861775812e-10
2700,4.947822514790048e-08,1.268432698443726e-07,5.390131731228384e-10,2.1682583925859795e-07,8.742983036940161e-10,1.2741728026438846e-07,1.908335614322005e-09,5.818256920363677e-10
2800,4.947303668106419e-08,1.267393699477928e-07,5.324224415530138e-10,2.1647597948305158e-07,8.625620114691085e-10,1.2741775055148148e-07,2.0880675004260276e-09,5.829563554839544e-10
2900,4.946317613891459e-08,1.266390065906306e-07,5.309371694800486e-10,2.1637247231106059e-07,9.195941060338423e-10,1.2739100404797647e-07,2.1660683114328632e-09,6.317086219058822e-10
3000,4.9477093896078603e-08,1.265611495124755e-07,5.311743011275827e-10,2.1629932279418204e-07,9.053358154091997e-10,1.2727927151722e-07,2.1893133197736152e-09,6.555331266760967e-10
3100,4.9481381961134245e-08,1.2620018689284747e-07,5.356360499138486e-10,2.1623201361652182e-07,9.004914430566481e-10,1.2694266650157377e-07,2.41987305018061e-09,6.523418713530814e-10
3200,4.947491975252126e-08,1.2611878821622124e-07,5.368261474344322e-10,2.1620933422272546e-07,9.374764986900694e-10,1.2689831228875324e-07,2.4875143471633284e-09,6.825112816909212e-10
3300,4.9469784653096154e-08,1.2615800883839794e-07,5.31012139441807e-10,2.1578564594630882e-07,8.949816420029455e-10,1.267808532364858e-07,2.526850094794038e-09,6.887095455006608e-10
3400,4.9460222305326425e-08,1.257847604652363e-07,5.395823540160274e-10,2.1593133248636303e-07,8.977375945178312e-10,1.266683923638504e-07,2.5541449463066e-09,6.980403897844479e-10
3500,4.947075002886476e-08,1.2597044328290871e-07,5.313797180317197e-10,2.1576132032321138e-07,9.355088972287424e-10,1.2662298676092155e-07,2.5935193608730213e-09,7.27802817143466e-10
3600,4.947934993155343e-08,1.256523547526776e-07,5.178613979674287e-10,2.156490022337318e-07,9.55090686543741e-10,1.265594502032615e-07,2.934635244100729e-09,7.272995087831602e-10
3700,4.947171655209516e-08,1.2550820832735087e-07,5.184104761480529e-10,2.1552714235922996e-07,9.59402971397711e-10,1.2627068496162353e-07,2.9141951865011923e-09,7.096886828559443e-10
3800,4.9473403494370537e-08,1.2562435892003106e-07,5.25186071928795e-10,2.1538806595807462e-07,9.5789251105765e-10,1.262079277871483e-07,3.1712610153371656e-09,7.524153026239831e-10
3900,4.947038157154285e-08,1.252981510238877e-07,5.353045324370292e-10,2.150375131966137e-07,9.55966916081468e-10,1.260417323848791e-07,3.273223227637769e-09,7.327167735079742e-10
4000,4.946135411210855e-08,1.25290217884353e-07,5.244484038436311e-10,2.1499060897541517e-07,9.527948025101704e-10,1.2603591254358644e-07,3.244641822753345e-09,7.81770858646689e-10
4100,4.9473900556604135e-08,1.251887968478153e-07,5.377799678197298e-10,2.1476834959346562e-07,9.270433918368099e-10,1.2572368980002985e-07,3.354691176123342e-09,7.781833752645678e-10
4200,4.9462243520360435e-08,1.2516700452195715e-07,5.290871106434669e-10,2.1481864668964208e-07,9.386863197875202e-10,1.257195305153269e-07,3.591801933915745e-09,7.934578631881055e-10
4300,4.94715887567447e-08,1.2486108243714635e-07,5.353286129337054e-10,2.1461490662423527e-07,9.51411137724415e-10,1.2542626690356929e-07,3.5809366912644483e-09,8.164450512400304e-10
4400,4.9477440167389614e-08,1.2471741382540013e-07,5.207779739614683e-10,2.1447563444016262e-07,9.500012721011518e-10,1.2535518869217676e-07,3.754419246320441e-09,8.146602255465449e-10
4500,4.9477667123306826e-08,1.2464440510286964e-07,5.25861572785369e-10,2.141928778493657e-07,9.833358654174701e-10,1.2542835527910275e-07,3.955909463197627e-09,8.298658533534499e-10
4600,4.947869983936026e-08,1.244784301228693e-07,5.269799944357808e-10,2.1408874313129228e-07,9.644673388369818e-10,1.2528027800152002e-07,3.911742229753645e-09,8.094749705206176e-10
4700,4.947756465966421e-08,1.242967652241563e-07,5.332653358575458e-10,2.1423302542936367e-07,9.346443329920833e-10,1.2524877181657216e-07,4.203023414642933e-09,8.23107955052357e-10
4800,4.947921968061169e-08,1.243234518761723e-07,5.27166344094129e-10,2.1417279684724706e-07,9.57993720434339e-10,1.2487142111363092e-07,4.1816867928816485e-09,8.261277731809375e-10
4900,4.946845813158943e-08,1.240957575741052e-07,5.248486533206557e-10,2.1396054302521175e-07,9.79902528817252e-10,1.2479566829243692e-07,4.355220578851133e-09,8.400976593476453e-10
5000,4.947087084353667e-08,1.2411584756623634e-07,5.254391521149571e-10,2.1379680986208519e-07,9.843079778290235e-10,1.246172918900394e-07,4.529832742581959e-09,8.467920110594207e-10
