milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20
4000,4.9463574898833944e-08,1.2512517010168052e-07,5.355103391903583e-10,2.1500196440578483e-07,9.158056831394091e-10,1.26059807946881e-07,3.337420075851521e-09,7.471295278352636e-10
4100,4.9461233365295095e-08,1.252103175420787e-07,5.29170079806682e-10,2.1477508955976137e-07,9.492463610577865e-10,1.2595336203746816e-07,3.4477801967330534e-09,7.731106683972135e-10
4200,4.94818274279635e-08,1.24881406708903e-07,5.20635733176532e-10,2.14858056038439e-07,9.74382702724025e-10,1.258617095372667e-07,3.456019883891792e-09,7.95158351114727e-10
4300,4.9478403051281156e-08,1.2476695302150075e-07,5.235566437642777e-10,2.1449436233053415e-07,9.277200376191047e-10,1.254715462307456e-07,3.760983971439838e-09,7.745023173261057e-10
4400,4.946977373948506e-08,1.249167126284128e-07,5.278891356326093e-10,2.1436111682387453e-07,9.284828990139151e-10,1.2558692812038988e-07,3.87842530509721e-09,8.141425486363555e-10
4500,4.94771862023564e-08,1.2456006868423558e-07,5.353763858825728e-10,2.1443480179177942e-07,9.446526777239313e-10,1.2542605880394375e-07,3.719106688766653e-09,8.062365692751639e-10
4600,4.9471447028417605e-08,1.2450593844469754e-07,5.309772184812288e-10,2.1434306611096767e-07,9.364948592704952e-10,1.2512130944671356e-07,3.92857751421143e-09,8.348706469575715e-10
4700,4.946600545892138e-08,1.24413628829696e-07,5.204675027400671e-10,2.1394571116865094e-07,9.76679695751651e-10,1.2510234267383546e-07,4.198921261188359e-09,8.369232519016913e-10
4800,4.9475551930579405e-08,1.2437556294947806e-07,5.269034537292414e-10,2.1385689671458492e-07,9.834476840347252e-10,1.2485255194110887e-07,4.2733100996175274e-09,8.524045248317852e-10
4900,4.947678935709717e-08,1.2417428687884487e-07,5.186030888095085e-10,2.1387038439389971e-07,9.405955466835673e-10,1.24971520059943e-07,4.169479748351823e-09,8.533221962777312e-10
5000,4.94637030409508e-08,1.241809315828656e-07,5.29163159991185e-10,2.1361410371070993e-07,9.723476596599344e-10,1.2456051233001788e-07,4.479165253812295e-09,8.459968136790238e-10
