milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20
1600,4.94713309544403e-08,1.2817071764568392e-07,5.113219874447217e-10,2.1811028566651423e-07,7.110604118121405e-10,1.2874996800316994e-07,7.650256565576464e-10,3.7233448764551733e-10
1700,4.94673307537589e-08,1.2804077027738684e-07,5.281764693945914e-10,2.1799004492783633e-07,7.038846564888729e-10,1.286543060031209e-07,8.503780298379562e-10,4.090259526138286e-10
1800,4.946762738735101e-08,1.2797021081877351e-07,5.229126798142558e-10,2.1804992760287308e-07,7.282327764790771e-10,1.2872110679575026e-07,8.34988983712889e-10,4.2902789454948797e-10
1900,4.9469983123074916e-08,1.2774522181640552e-07,5.3598184287638e-10,2.1762695800175378e-07,7.601375940924514e-10,1.2839441080223503e-07,1.0000111020735316e-09,4.376204413748114e-10
2000,4.9476562058976316e-08,1.275018022199702e-07,5.24840724463664e-10,2.178188847663705e-07,7.737416283396552e-10,1.2840621885938916e-07,1.236306006893406e-09,4.412549855363637e-10
2100,4.946971671562949e-08,1.273813407348962e-07,5.187786724257468e-10,2.1759993428760685e-07,8.338312032427117e-10,1.2819935552049498e-07,1.199262506799563e-09,5.034759360008575e-10
2200,4.948168212448144e-08,1.2722070991596293e-07,5.204915774203504e-10,2.1742402570567407e-07,8.442969089383855e-10,1.280356448640145e-07,1.4442668478733127e-09,4.879881749732744e-10
2300,4.947807795942453e-08,1.2728994784097856e-07,5.350236939944607e-10,2.1729116012822515e-07,8.53193115176909e-10,1.281969800541332e-07,1.4429601536552973e-09,5.14777209210433e-10
2400,4.9467812970392215e-08,1.2700362755397857e-07,5.298237775857428e-10,2.1712477780167536e-07,8.331389652806855e-10,1.2807132815192683e-07,1.4731563890417257e-09,5.415983888752122e-10
2500,4.9473334041726375e-08,1.2682049836758138e-07,5.277699694958629e-10,2.1695707489395302e-07,8.864509966395665e-10,1.2792948732623863e-07,1.7386745260576976e-09,5.308164077024861e-10
2600,4.9466316769855046e-08,1.2701114902833226e-07,5.28071750022955e-10,2.1685194812016278e-07,8.776232245510562e-10,1.2773846158764735e-07,1.8087018040458882e-09,5.909363154546471e-10
2700,4.947243734251697e-08,1.2688490056617106e-07,5.280885160922346e-10,2.1668865298920298e-07,8.594519242130424e-10,1.2747839998695124e-07,1.9497230235961896e-09,5.653231254261911e-10
2800,4.947561996958268e-08,1.2661953646806084e-07,5.265471792559461e-10,2.165972300541287e-07,8.904397098903264e-10,1.2739171075374493e-07,2.0938230063080597e-09,6.283647251982146e-10
2900,4.946777914452146e-08,1.2661548603997645e-07,5.384925648743991e-10,2.1654133388142264e-07,8.879440439149903e-10,1.2735932646146912e-07,2.1376302537151277e-09,6.414615359865671e-10
3000,4.945982847780608e-08,1.2630789870713277e-07,5.390346738118102e-10,2.1620384839140792e-07,9.081401476628203e-10,1.273202370331865e-07,2.1593640476774348e-09,6.278243086722191e-10
3100,4.9472800746081805e-08,1.2619441926871827e-07,5.233996956813109e-10,2.163221399198114e-07,8.805437854450823e-10,1.2701019874733275e-07,2.3931619602084785e-09,6.511425220133289e-10
3200,4.947567356466523e-08,1.2620202610639085e-07,5.280684614860679e-10,2.1596569674786056e-07,9.279536549541982e-10,1.270675602860876e-07,2.450575738019814e-09,6.636172579980569e-10
3300,4.946387610324599e-08,1.2621387434969683e-07,5.389036477639107e-10,2.1599721783634452e-07,9.22879488267112e-10,1.2693594546985408e-07,2.579881537347068e-09,6.554547995569848e-10
3400,4.94723093385678e-08,1.2583001556854494e-07,5.342821908450135e-10,2.1571795982176432e-07,9.364433358491212e-10,1.2658955408095832e-07,2.739996693145481e-09,6.914237045365212e-10
3500,4.947270998600978e-08,1.259207980104758e-07,5.373638299593089e-10,2.1552238690395712e-07,9.01756342742688e-10,1.2670506800722803e-07,2.6103310178814833e-09,7.1615235332441e-10
3600,4.946466707800867e-08,1.2569232175564644e-07,5.202752741847824e-10,2.156477690378228e-07,9.06745964898445e-10,1.264147922019585e-07,2.8658804805907833e-09,7.379668158486145e-10
3700,4.9476212659516344e-08,1.256249586416898e-07,5.343262347829447e-10,2.155658493403729e-07,9.138736872822095e-10,1.2625104697686244e-07,2.9751486004107497e-09,7.451841083053787e-10
3800,4.948079078812019e-08,1.2561874382480725e-07,5.24796909871101e-10,2.1535059636781995e-07,9.301232086557052e-10,1.2626053068341886e-07,3.1901529677907714e-09,7.563738269520955e-10
3900,4.9476576939693525e-08,1.253985672939915e-07,5.256313614737097e-10,2.1528777329816188e-07,9.442709747651562e-10,1.2594031064583865e-07,3.1651526416069635e-09,7.395103049710106e-10
4000,4.948281132556064e-08,1.2527619650996554e-07,5.226343257976636e-10,2.1518865821531325e-07,9.354181074783607e-10,1.2578548560856104e-07,3.251180208081634e-09,7.412767367659661e-10
4100,4.9462040982496e-08,1.2510878726367048e-07,5.381319403496523e-10,2.1480172061663298e-07,9.216529011504134e-10,1.2583084225161544e-07,3.4612533872198847e-09,7.594390610872023e-10
4200,4.94748320670169e-08,1.2507732884087968e-07,5.31431048428725e-10,2.1478768575900677e-07,9.426206022134826e-10,1.2571557254967927e-07,3.5059527011002717e-09,7.876864479736142e-10
4300,4.947595549031886e-08,1.24895654897142e-07,5.199509826003162e-10,2.1449288334539077e-07,9.635553987655369e-10,1.2557188091659822e-07,3.5837744297365682e-09,7.877170019416387e-10
4400,4.946962079900715e-08,1.2468707810638337e-07,5.368583267011491e-10,2.1457162891963362e-07,9.743697082577043e-10,1.255342753586204e-07,3.713018801851419e-09,8.105820327951468e-10
4500,4.946930182166867e-08,1.2473645336725185e-07,5.344482792987068e-10,2.144050300792831e-07,9.555128933751225e-10,1.2547078491560528e-07,3.929314450058055e-09,8.100042083278259e-10
4600,4.9483324261915794e-08,1.2454837581868365e-07,5.179957213264874e-10,2.143643573397956e-07,9.333265703901583e-10,1.2518945256374627e-07,3.831848606965868e-09,8.372288074924568e-10
4700,4.948358681413193e-08,1.2457296279513286e-07,5.271042403596892e-10,2.1424778666009584e-07,9.651704284907278e-10,1.2523738134044947e-07,4.0146194477587485e-09,8.235277154212915e-10
4800,4.947273466691792e-08,1.2441132682956184e-07,5.245755944351465e-10,2.1383417379254792e-07,9.65488525184072e-10,1.2488428636271642e-07,4.075106732952179e-09,8.708713165080983e-10
4900,4.947791217063778e-08,1.2436288351074005e-07,5.305576121376008e-10,2.1380457225065495e-07,9.924265145371082e-10,1.249412239839712e-07,4.292126007394638e-09,8.666278575383374e-10
5000,4.9464165425046515e-08,1.2425562673964835e-07,5.156039759226395e-10,2.1393549998049972e-07,9.496283284372872e-10,1.2479014159379194e-07,4.292138877879957e-09,8.799562829050691e-10
