milliseconds,Mad1_CMad2,OMad2,Mad1_CMad2_OMad2,Cdc20,Cdc20_CMad2,Bub3_BubR1,MCC,Bub3_BubR1_Cdc20
2200,4.9464964993125486e-08,1.2723933167300527e-07,5.276777624352879e-10,2.1734533941787826e-07,8.473467468162182e-10,1.282713660330391e-07,1.1841622781352266e-09,5.251102353755971e-10
2300,4.9466291295070946e-08,1.272220538180996e-07,5.296089220287001e-10,2.1708232052090079e-07,8.402520541720701e-10,1.2795915671367356e-07,1.4129382525834635e-09,5.280140010046788e-10
2400,4.947645508579674e-08,1.2692489848660866e-07,5.185226234303641e-10,2.1722724942233838e-07,8.577457300630756e-10,1.2803045980821675e-07,1.6586394892067923e-09,5.200043080686912e-10
2500,4.9463077940782923e-08,1.2693271474087818e-07,5.278499303620105e-10,2.1682431765368288e-07,8.419405012671939e-10,1.2793261672397973e-07,1.7047484412236839e-09,5.520703350833036e-10
2600,4.946815530505143e-08,1.267875891842179e-07,5.215964543560881e-10,2.169588155331829e-07,8.893766160538254e-10,1.2758958474692344e-07,1.5990726858833116e-09,5.63442291221219e-10
2700,4.9476321666807774e-08,1.2690594998241797e-07,5.261799602006004e-10,2.1687990273608212e-07,8.746650515935039e-10,1.2756642112854533e-07,1.7602820024530197e-09,5.856771661913239e-10
2800,4.9477161654361144e-08,1.2646988666637456e-07,5.230438352330217e-10,2.1650823423240816e-07,9.079486810770793e-10,1.2743677730687296e-07,2.082894434218379e-09,5.907443879735505e-10
2900,4.9461477804675965e-08,1.2668730249006675e-07,5.372219485671577e-10,2.1642756805367e-07,8.717016027599001e-10,1.273392411780397e-07,2.113740859598167e-09,6.355222255237564e-10
3000,4.9478230871663225e-08,1.2627899964556363e-07,5.203434377004138e-10,2.1618603817959344e-07,9.258404218538743e-10,1.2724596871489958e-07,2.28884075339114e-09,6.451302487100498e-10
3100,4.946472342955387e-08,1.263304066009752e-07,5.240358979226287e-10,2.1618032671086603e-07,9.163252034116171e-10,1.2691255897404202e-07,2.29392043711463e-09,6.632119149215636e-10
3200,4.947497287622934e-08,1.261294352105721e-07,5.213048042009327e-10,2.1619719606952805e-07,9.028925653321609e-10,1.270392485601855e-07,2.368352967203776e-09,6.442853989777291e-10
3300,4.9470264256071404e-08,1.2593389383408224e-07,5.237531317741902e-10,2.1609371603507257e-07,9.265079393189601e-10,1.2683155551046134e-07,2.497025779086982e-09,6.983752092619207e-10
3400,4.947790422183244e-08,1.2610200554442597e-07,5.38924226380496e-10,2.1577186726076412e-07,8.928742282919078e-10,1.2672418096885517e-07,2.508598768364875e-09,7.015031282198124e-10
3500,4.947636107307715e-08,1.2594011942913806e-07,5.333139332939888e-10,2.1568219852912763e-07,9.253495284405079e-10,1.2669749217094265e-07,2.853875000768917e-09,6.887373135073573e-10
3600,4.946150390401684e-08,1.256058545755532e-07,5.39514909283751e-10,2.1540517856411714e-07,9.439128000620697e-10,1.2631796739424944e-07,2.7448065389776884e-09,7.160872154771324e-10
3700,4.947382086071537e-08,1.256266375796375e-07,5.230865157764482e-10,2.1540128809135303e-07,9.486923657824244e-10,1.2623371633924804e-07,3.050714998552783e-09,7.312442886528226e-10
3800,4.947020366241242e-08,1.2562841867311805e-07,5.31926770222869e-10,2.151736962171922e-07,9.335919585411648e-10,1.2624933623363782e-07,3.1206581826780245e-09,7.233805445267186e-10
3900,4.947639589367293e-08,1.254384216734575e-07,5.246821207966172e-10,2.1521020735845607e-07,9.21614409214323e-10,1.260298946510541e-07,3.2006874476234444e-09,7.348585135007549e-10
4000,4.946957827643955e-08,1.2509609308246728e-07,5.298975233983725e-10,2.1493424768229354e-07,9.331006537785623e-10,1.259528849755243e-07,3.2040899793451635e-09,7.758035473014404e-10
4100,4.947410575708477e-08,1.252970968203677e-07,5.177916301538917e-10,2.1471013810298186e-07,9.732682401082108e-10,1.2598775926151174e-07,3.4839823795738755e-09,7.566130158481024e-10
4200,4.9471936869345013e-08,1.2487238898965399e-07,5.264830183186598e-10,2.1477367067054594e-07,9.20823433103981e-10,1.2570922850132382e-07,3.5458116239598935e-09,8.0092852929701e-10
4300,4.9476130600147044e-08,1.2494903609125071e-07,5.374192374195526e-10,2.1445461286419732e-07,9.688067197721866e-10,1.2545718461730008e-07,3.621939098336822e-09,7.81237842880676e-10
4400,4.947550768432819e-08,1.2485540358683207e-07,5.339574249253969e-10,2.1433768684886338e-07,9.552905109436397e-10,1.2535480751529923e-07,3.767126632209624e-09,7.947109508657322e-10
4500,4.946943686637007e-08,1.2480725155806241e-07,5.257993380618352e-10,2.1444919812937843e-07,9.284331407015472e-10,1.2522252404034635e-07,3.902298483983954e-09,8.423049871846066e-10
4600,4.9484004177412655e-08,1.2463838522909406e-07,5.248985755346722e-10,2.1421370221616788e-07,9.817144821892454e-10,1.2504060471372805e-07,3.895558370070256e-09,8.074405876865118e-10
4700,4.946746508031035e-08,1.245800590821835e-07,5.183061012488454e-10,2.1428356161460802e-07,9.38778860105945e-10,1.2509261038913954e-07,4.156390115011203e-09,8.633358600084403e-10
4800,4.947825053325732e-08,1.2432865454706315e-07,5.200759929990725e-10,2.1403577895019586e-07,9.878982882216414e-10,1.2487469034662367e-07,4.059155954124389e-09,8.592552975527384e-10
4900,4.946488134706019e-08,1.2430464302102992e-07,5.158158729822639e-10,2.139911466834626e-07,9.663278044007618e-10,1.2492394508073418e-07,4.230344285561373e-09,8.811047982074048e-10
5000,4.946574111350591e-08,1.2402242131792428e-07,5.242008322468708e-10,2.1379294857746951e-07,9.58610414496975e-10,1.2459252027160026e-07,4.303685790623082e-09,8.556998947956255e-10
