milliseconds,Susceptible,Infected,Diagnosed,Ailing,Recognized,Threatened,Healed,Extinct
3400,0.9999897964260086,5.198147858724699e-06,2.0887778379285952e-06,1.007048406697168e-06,1.1770788731609376e-06,7.196083163786491e-08,6.764449256252337e-07,7.819220395933837e-10
3500,0.9999895444625723,5.2772707503115026e-06,2.144685261873084e-06,1.0312431961248242e-06,1.236039155903968e-06,7.675008381291366e-08,7.053593823817362e-07,8.562620308449265e-10
3600,0.9999892883730662,5.357884041464191e-06,2.2010657780776845e-06,1.0554562123626697e-06,1.2963366902695048e-06,8.172829685036802e-08,7.34887094113383e-07,9.354855639841834e-10
3700,0.9999890280925691,5.440003415709247e-06,2.257937227781871e-06,1.0797047879522545e-06,1.3579728671231117e-06,8.689860117829941e-08,7.650374133884747e-07,1.019782992629883e-09
3800,0.999988763554736,5.5236449965065555e-06,2.3153176934079842e-06,1.1040064224602408e-06,1.4209493850671116e-06,9.226418240772112e-08,7.95819901398052e-07,1.109348244485973e-09
3900,0.9999884946922611,5.608825727390579e-06,2.373225033852621e-06,1.1283775627232168e-06,1.4852692520882306e-06,9.782822634114953e-08,8.272442241350926e-07,1.204378023645733e-09
4000,0.9999882214365796,5.695563151266877e-06,2.43167716702374e-06,1.1528343351032041e-06,1.5509361901416356e-06,1.0359395285167186e-07,8.593202175928359e-07,1.3050723378000859e-09
4100,0.999987943690848,5.783884854424515e-06,2.490695634671038e-06,1.1773933549487353e-06,1.6179625643027609e-06,1.0956585386001332e-07,8.920618835156854e-07,1.4116723830735718e-09
4200,0.9999876614327814,5.873792175946605e-06,2.5502925688739738e-06,1.2020693997842957e-06,1.6863382844345e-06,1.1574497766572604e-07,9.254721542509638e-07,1.5243236709147418e-09
4300,0.9999873745693223,5.965312202918942e-06,2.610488103178149e-06,1.2268771476645516e-06,1.7560765790233407e-06,1.2213559128148538e-07,9.595644627381616e-07,1.643256890552569e-09
4400,0.9999870830284013,6.058464569330346e-06,2.671299913658509e-06,1.2518308928072278e-06,1.8271841300285762e-06,1.2874097616650205e-07,9.943491023701405e-07,1.7686802588314515e-09
4500,0.9999867867334801,6.15327039176287e-06,2.732746531241697e-06,1.2769452247883e-06,1.8996686411782933e-06,1.355645904555936e-07,1.0298369912145788e-06,1.9008151177090722e-09
4600,0.9999864856075233,6.24975116123114e-06,2.7948463771856352e-06,1.3022342999109028e-06,1.973538418547529e-06,1.426098928749345e-07,1.0660391088425833e-06,2.039883982553448e-09
4700,0.9999861795725024,6.347928918100455e-06,2.8576178395497316e-06,1.3277118512844403e-06,2.0488025140917186e-06,1.4988036204862912e-07,1.102966566701434e-06,2.186111775871554e-09
4800,0.9999858685498643,6.447825932514744e-06,2.9210793475528995e-06,1.3533915227741174e-06,2.125470233406584e-06,1.5737949243175703e-07,1.1406305481850437e-06,2.339724784981515e-09
4900,0.9999855524583676,6.549465814488545e-06,2.9852493838948496e-06,1.3792861402584967e-06,2.203552559266525e-06,1.6511084502658389e-07,1.1790425992110341e-06,2.500956073410695e-09
5000,0.9999852312186233,6.652871185386192e-06,3.050146457990488e-06,1.405409239212409e-06,2.283059166502034e-06,1.7307794093453744e-07,1.218214018558154e-06,2.6700341187598117e-09
