milliseconds,cytoplasm_Foxo1_Pa0_pUb0,nucleus_Foxo1_Pa0_pUb0,dnabound_Foxo1_Pa0_pUb0,cytoplasm_Foxo1_Pa0_pUb1,nucleus_Foxo1_Pa0_pUb1,dnabound_Foxo1_Pa0_pUb1,cytoplasm_Foxo1_Pa1_pUb0,nucleus_Foxo1_Pa1_pUb0,dnabound_Foxo1_Pa1_pUb0,cytoplasm_Foxo1_Pa1_pUb1,nucleus_Foxo1_Pa1_pUb1,dnabound_Foxo1_Pa1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1900,14382101267335.188,100287205616833.88,106652532962807.17,43676311816.36687,262340234432.46893,258513356401.92252,37638718734236.38,107249618106142.53,134491567133709.34,148755098783.32175,361737771185.31287,389937892423.2718,20062511397871.953,21317717658.773758,21174614891.35849,18637376760688.156,24266020646.01055,18778848250.140263,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2000,15152252139411.82,98642744388073.52,121388654044089.17,52349721497.97021,300427996099.27905,335984661372.88434,37712527125976.945,113589987071822.3,161993943915454.9,179352212969.71933,427157069101.54785,643833344718.4539,20839683759366.383,20528962147.317078,19037711831.049232,22244675443200.887,24693899093.930073,17275601447.574173,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
2100,14086471248953.395,99552496923025.38,121536108530829.22,52124869925.8806,307430363729.752,384173451940.7458,37856657478393.06,116956075083231.98,169199502383295.7,179072911509.7237,457130705017.8812,774298950569.7195,24300937445395.41,27112418303.64924,21076908441.471275,24749537835062.547,24748920517.935467,24545501973.11442,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
2200,13418199349482.406,97364865912354.58,120921737055646.45,57850490212.34987,331762304842.3469,337461851329.2616,38078388800811.35,113797991331848.97,172230894980054.47,174696405982.55215,476285079019.8329,671064655885.469,28402626349397.22,29294661083.48974,28610065153.682728,23648288633416.605,30425435224.89551,34317170770.49984,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2300,14693252230168.148,99141502201394.47,126252427706158.62,61465705985.63326,337566530668.82745,478621574169.49915,37363393080872.98,117936661364898.06,184426958382223.5,194068463299.87463,499715590401.94226,999453173218.3162,30074554170770.055,27819339805.291943,35478001368.84512,28544945402697.543,29239967274.05047,28212865909.039406,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2400,15204877285746.191,95780648610163.36,140352911592050.19,62504284891.445335,382778609762.1551,491669652733.7298,37226704923260.61,117101400407656.3,201957871981808.84,211416810978.8909,537363137120.8464,826812155809.4961,29748199463757.125,30290115580.240524,38809374325.617424,30089291747636.992,33649125132.036213,28158252165.17999,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
2500,14132313980927.506,97866103201013.23,133726193360774.03,65783589003.9397,401895644209.7161,458014134135.79364,37837016724949.45,116195053919128.0,228083467405716.44,219897846189.48538,540505123705.3843,977301576665.6201,33472285873037.867,30721868391.3982,36582175489.793365,31781860795104.145,36144553601.28323,35178049823.983475,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.59,60606060606060.6,0.0
2600,13278523317917.326,97343357477545.89,143993138816635.1,63607197837.1644,370106730135.62476,520640900192.607,37870045863271.83,121496827954356.9,227515501537622.25,218983803371.7797,639202398007.6593,1011922811007.0635,32411927678238.883,35547949661.59642,38637094953.63869,31886922996906.477,36926583637.39922,37105548092.433266,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2700,13550740886686.07,94945295812281.1,139438239997593.53,70479564733.76935,425992355479.50653,580343575591.6055,37299292820058.484,122806483667485.73,224549945753152.8,242475053492.85208,667533080025.3605,1190905737035.4453,38983965893223.54,40577215370.48578,45972039293.59866,37627798100626.03,35425413077.61361,44672315803.576546,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2800,14647034618323.148,96658135708980.88,143687881358728.06,76399411015.53957,452202416687.5019,609110974273.4967,38325883889912.27,121729822065471.9,253021104580911.06,255057010227.41772,626500560241.5065,1326178994063.6829,38353714183427.24,40656083610.24582,54548946573.68551,40509399736515.02,39460490929.302895,58319708565.54607,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
2900,14028407606691.387,96387937651515.34,158083584860274.5,73910059486.1138,480658592139.8267,748911953989.6772,37644052605732.4,119801792736228.06,263046115831321.66,257426521603.53394,724100670250.8512,1439191656972.8254,40981458332752.09,44527708187.73199,63123071978.89227,40719935848212.625,46638602690.56606,63321070350.307205,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3000,14147350502198.184,97029745584992.19,157051796455070.84,77962660095.6946,504629526516.2207,773668742549.7334,37632365750124.48,122729381602113.62,282968229246063.9,261014684733.67023,739003813709.9802,1477668890463.476,42082785989002.164,45581931416.79593,59758000779.316635,40277238938821.33,47460809215.13601,68668752528.811584,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3100,14467652033847.75,95866386193129.89,155125228827016.28,81150247502.03369,473799715820.1074,812806514415.3762,37619939921921.03,122243893642494.5,286816124776634.56,259702506852.3258,802600682476.6163,1613673843419.3118,43035067124699.98,50648096463.91403,63961393357.582504,44607829258640.23,45803606011.85421,65675260798.934135,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3200,12928725543585.57,95934197090330.97,167834649700801.9,89708843541.33363,519090483931.3704,903836831783.943,37126793118830.48,123290810097011.83,285762645847267.2,278263092742.6515,814010134683.6896,1960382075969.8628,47063550902568.92,49313906178.83218,71878221592.72668,46145728774828.17,48529668793.36147,70021223767.23143,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3300,13405791309712.244,93727419044092.42,161998718475074.62,90362925936.56268,545741481569.0628,905383216016.6066,37407089666320.52,119877186219316.81,311001930299016.9,286306837618.55963,793533402934.7236,1885681442649.8499,47759238103056.9,51341382766.11865,79196693466.35385,51631071782869.22,54343663770.51563,81043007658.30528,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
3400,14068131785276.658,94542305505494.98,173239435058114.88,89251217133.63446,575608677069.4014,1011921967121.443,36910645641803.14,121727305812062.25,301846676796231.9,290048761455.05634,874341901248.2518,2035162809946.7969,49290445214587.984,54663043090.25366,85264102081.2536,53393502076324.92,56689834298.69832,84611592357.19348,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3500,12913469638740.969,93724120879927.02,175754519413173.38,94892885038.54967,591102347380.3717,1025928722733.5659,37524901242818.93,120726856453967.16,313220105799631.8,303061599870.1374,907851918492.057,2332518021227.3535,56175421527166.266,61323181938.52052,92219870187.9706,52090911177576.875,62158043773.305954,94830582977.05585,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3600,13717719985069.229,95139597505249.03,176910859738641.4,99468689163.93472,615206092606.1647,1117381025418.3872,37719420943607.18,124902185993027.53,342627321427786.44,320764361561.7871,931086856069.586,2258494820056.949,55401478587992.37,60028888858.87034,109152212382.63638,56443691792859.73,60103704508.31446,110357225355.24243,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
3700,14183210073723.896,94894203382739.84,185052576420454.7,102029570483.82263,630378018098.3253,1192438850628.788,36571744095457.71,122510075937172.36,331285284020983.8,319199998890.4795,933899891391.7555,2418491398307.6997,61518726573078.05,68090284635.67944,115756006067.9744,59853350512380.81,63824475405.39494,108661533260.42024,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
3800,13025267926587.523,94337033926482.77,192469269015208.88,103227356866.29811,680950001320.859,1204228753015.3584,36908550831652.164,122517754322524.69,334431297882567.25,324648641184.79584,974426877862.7789,2734093369171.3643,64540293466305.21,65567438308.92539,116489354645.10817,59241452153498.02,66042598932.152275,117171424301.41676,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.61,0.0
3900,12190741549568.154,94843272635366.44,195251633085600.2,103261370354.8177,675177942531.0596,1344325587945.863,37590144403759.8,125008636557580.72,370454700055003.2,334530224620.92065,1023495511249.5426,2702988395657.9795,64977608998157.6,68266722586.961945,125628462238.40863,63072477781179.71,71708398521.49385,128261481547.07928,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4000,12394686185385.531,92773301609424.73,200340065497608.03,109010944017.37584,689735329383.0605,1336131541233.0413,36308545744023.945,127576100110327.81,363563057767027.94,357759584048.9508,1017409165079.9609,2991855303356.8325,68336139506675.414,76217896018.14867,135550345109.23166,65205011091764.09,74022335120.02995,132299195500.90205,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4100,14151727881921.646,93874789061920.52,191071969432830.34,112368678425.20346,714171764482.6343,1368223043783.2954,37615736263587.09,121850289298651.7,381347365000082.06,354718910076.25287,1045389326489.8882,3055114101442.771,68276661895001.4,78787859137.68507,144478402621.69678,66675592749494.3,74966192999.88528,147991142885.23914,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4200,13218053832313.873,94895999543948.02,197967723758879.72,116593924915.89023,768596522781.184,1489616102309.8513,36105161088735.87,129141516490550.52,375824100081909.3,377964787201.32294,1069280329116.1436,3305796528224.477,69236123670850.1,79500471570.7551,157462224208.47418,70985470203534.84,78349539928.89156,160329896594.59512,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060605.9,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4300,13622852566072.422,95481758284809.78,200581579347269.72,117817718741.10948,762785242621.96,1549908544277.5542,36076379722946.55,126845577456498.61,405486479709774.44,364002099222.8148,1139423776802.5576,3396107023598.452,72081744542312.44,80160720066.85625,163374584017.85803,73337002331590.08,79810888135.69092,168649016900.6748,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.61,60606060606060.59,0.0
4400,12208015958786.81,95382702015213.72,209687823885427.4,119672482394.88585,808852527933.2313,1615252038642.2527,37085506782487.15,122378247136305.58,392076584981958.3,378692740057.3137,1123940170201.7205,3706743365551.1875,79685649850318.16,83576219994.40988,176562824347.94446,74493073616198.98,84674203096.61497,181001384940.48093,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.1,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
4500,12087004696963.46,93969264000277.69,207298617627439.94,121612810913.63576,818055864258.5837,1758762977547.1934,36868559861162.82,126234381354120.12,402782233513947.4,399505609552.0723,1182526541207.0684,3865418186153.654,80102509453203.72,91900287671.97986,184091754332.6276,78346067205296.33,91878470367.07407,192681284883.60037,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
4600,12262320624239.664,95321668422793.16,218822375525853.12,126171401243.9781,836027486800.3846,1799950106262.7703,37347404224361.47,127923044630623.97,427239275069179.1,400243444379.9799,1224839822152.8992,3944698686203.1733,83411108020970.17,90019408097.53198,199558694135.8797,81976137626454.42,90733761551.14366,192751033328.1596,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4700,13511016063708.621,96184696432712.66,216173445376621.47,132368085394.85548,882631679818.9308,1904023795031.9114,36806490092196.33,130007842367255.22,422325488422353.5,403817924259.9027,1279017267525.2446,4307896878992.795,87087608258171.31,96984543026.63257,205092445699.62494,82320050909235.3,94930828761.52893,212977679179.9949,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
4800,12993963719001.477,95577472638062.16,226808576576168.34,133811844653.97307,904768881638.0731,2009018664393.2559,36849247296084.55,125262287548667.42,449372038984488.06,403030157244.35187,1275615279117.0093,4296571377982.9297,90290336947073.28,97712601931.33199,221917048066.07098,85892405471447.95,97084800293.32039,221040561264.51172,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.59,0.0
4900,12636813957783.06,95305291563714.72,221229845679348.84,136306287437.73659,921032311468.5088,2103693101952.8242,36370776510881.22,123372407839971.3,439963458563220.9,430182824381.92334,1358637892970.4363,4520775752807.552,92964155386668.98,98248439942.66466,240035463586.81192,87680410604680.83,102339639906.6803,232730163162.7785,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.6,60606060606060.6,0.0
5000,12590983535258.969,93216372347388.55,220875142721363.97,142667015954.2683,922700759626.9744,2159928430355.7996,36826812301059.984,126404318310775.72,439763618979100.4,421413585711.09705,1374601930376.9944,4733838008399.242,91299915138292.3,101683761933.44452,239471348374.36035,93425265710002.67,105647927175.2324,252574186590.95053,6060606060606.06,1515151515151520.0,0.0,0.0,0.0,0.0,0.0,606060606060606.0,0.0,0.0,0.0,60606060606060.61,60606060606060.6,0.0
