milliseconds,Uninfected_tumour_cells,Infected_tumour_cells,M1_macrophages,Uninfected_M2_macrophages,Infected_M2_macrophages,Oncolytic_viruses
1600,0.0014070646476853506,2.1970567180497675e-08,4.10892714702159e-07,3.0043783658385264e-06,1.7305382959857007e-09,4.165610437628257e-07
1700,0.0014633967820715209,2.1432874011260612e-08,3.7333299159667194e-07,3.3962831740303794e-06,1.6954158367930576e-09,3.7584258973722283e-07
1800,0.0015868543676431429,2.1245551460485408e-08,2.9478043203409877e-07,3.6267901401073423e-06,1.6997667978328032e-09,4.240597692525888e-07
1900,0.001512724925590351,2.1231352689502428e-08,2.7867604418426434e-07,3.7098715507879564e-06,1.6842931743814546e-09,3.7412179214336743e-07
2000,0.0016260755102385522,2.0503925247702188e-08,2.433026422762142e-07,3.826529725908321e-06,1.6565453129109406e-09,3.711558253177973e-07
2100,0.001806128842095395,2.0152520861493554e-08,2.506940958529242e-07,3.985770079711102e-06,1.621183787981755e-09,1.491368545992801e-07
2200,0.0019960220125315093,1.987006729969157e-08,1.8540423817312326e-07,4.270717474228641e-06,1.5951819131735151e-09,1.9589118768439257e-07
2300,0.0021035342639351595,1.957135232277235e-08,1.817144427926599e-07,4.567269242494925e-06,1.5454049720535665e-09,1.2730244283430088e-07
2400,0.002185680239970403,1.9438196456299883e-08,1.4136350735143453e-07,4.704850645035347e-06,1.5199290691244146e-09,2.1344242436828666e-07
2500,0.0023234334093913418,1.876416517029195e-08,1.1273630197322401e-07,4.945022473422707e-06,1.4893929337005664e-09,2.590407529264911e-07
2600,0.002466935523160689,1.8649868905560223e-08,1.1546939902020627e-07,5.363677893596732e-06,1.4467166669848882e-09,2.0713216613289748e-07
2700,0.002781926631472947,1.8140665048470182e-08,8.041442808374886e-08,5.295887624610765e-06,1.4116463768421935e-09,5.811277132285119e-08
2800,0.0026930840822036294,1.783126325686341e-08,8.222696572730716e-08,5.527806350171191e-06,1.3694123601427142e-09,2.0185469680388095e-07
2900,0.003051025078037005,1.775402562721664e-08,1.008487251104599e-07,6.145867354434858e-06,1.3397136776602828e-09,2.1975828844620217e-07
3000,0.00319024088125702,1.70778135996328e-08,1.0414729779808837e-07,6.1631114961322e-06,1.3200888348016074e-09,1.4731159360878793e-08
3100,0.0035266876659652926,1.682433175825627e-08,7.937359304824276e-08,6.7198590906925675e-06,1.2912956025609538e-09,1.6260615885302037e-08
3200,0.003596540260181391,1.6731960715109827e-08,6.153918294571078e-08,6.992009054768732e-06,1.2532317179887249e-09,1.9502904370026142e-07
3300,0.0037450992703701082,1.653238076966786e-08,2.6111460411106878e-08,7.408341331042014e-06,1.2206352293050524e-09,5.614356524615312e-08
3400,0.004013503950918802,1.6338858357091534e-08,3.309706363036542e-08,7.425978846670062e-06,1.217144353009271e-09,1.6103604925227434e-07
3500,0.0044153031325058975,1.578005974135349e-08,5.595780565881365e-08,7.709359516368548e-06,1.183467149521564e-09,4.3669005279349286e-08
3600,0.004690602924360162,1.555204745754375e-08,6.677145806947926e-08,8.318602049296241e-06,1.1723850556210178e-09,1.0638269266073364e-07
3700,0.004814249068236802,1.5569007434999664e-08,6.052711673674086e-08,8.646450872449739e-06,1.1317814280347534e-09,1.350570576271106e-07
3800,0.0051713431699262485,1.5433809122807217e-08,4.1084000780749336e-08,8.943983975636226e-06,1.1248940566378873e-09,1.5120882942897558e-08
3900,0.00569341388189737,1.5237133345304527e-08,4.6426573297686615e-08,9.270430025752926e-06,1.1057035137874395e-09,6.528149420112995e-08
4000,0.005870616277215383,1.54038550637044e-08,4.5519762620243506e-08,9.827039288001369e-06,1.0783646771314573e-09,1.0158281514252419e-07
4100,0.006365480141671504,1.512756498765683e-08,5.5205928673293336e-08,1.0456320890947375e-05,1.0619936093050292e-09,1.8095467348809797e-07
4200,0.006695637071921046,1.511419051359294e-08,1.6746864468081147e-08,1.1037600876426931e-05,1.051752204127185e-09,5.632748994177703e-08
4300,0.007313620400069464,1.5249338304665325e-08,3.932864843450919e-08,1.1203829081229047e-05,1.068396832799179e-09,1.7954758788949304e-07
4400,0.007765114943550881,1.5204138109337623e-08,1.5048836834329496e-08,1.170935639761769e-05,1.0565671812079652e-09,1.1934220328887932e-07
4500,0.008087117457760267,1.5184393215362264e-08,1.858830657249115e-08,1.2311257688244184e-05,1.043291248714991e-09,9.317429155125228e-09
4600,0.008823476079170669,1.4957679079264712e-08,4.423308112808853e-08,1.2935815701675119e-05,1.0351212595466273e-09,1.1823830174453218e-07
4700,0.009202784758994838,1.5260806037635108e-08,2.0362464101616196e-08,1.3456551351714563e-05,1.02266768129006e-09,3.8697119077465425e-08
4800,0.009829757133062104,1.549717334827955e-08,3.1877043354137837e-08,1.4031912221167428e-05,1.0231318909549243e-09,4.951958111908425e-08
4900,0.010416852272703938,1.5429014418859136e-08,3.6145273401198474e-08,1.480926704929798e-05,1.0383264078430947e-09,1.0560219986348476e-08
5000,0.011151013449500478,1.5810097276282198e-08,-3.463356608117971e-10,1.537373148475802e-05,1.0355398128640617e-09,4.1863059680552133e-08
