miliseconds,STAT5A,STAT5B,pApB,pApA,pBpB,nucpApA,nucpApB,nucpBpB
3200,57.19165796017224,30.773632260112016,16.59774199337388,6.026992441438669e-05,1.6874450786604752e-05,108.16126813216827,1.226596895446617,25.334888682666147
3300,57.85260505941397,29.77109062506686,16.77475853152776,5.910351786198566e-05,1.7148562460142754e-05,109.56767513586455,1.3189938641535346,25.451440115170705
3400,55.767234584486125,29.560262621501426,16.86095560674991,5.542371257543075e-05,1.6213987617358746e-05,110.07672521103709,1.360221985171253,25.482714653478816
3500,55.03369480774533,29.036408317090032,17.200419633321435,5.277214459495626e-05,1.5170366880069616e-05,109.43915840595452,1.4481768551275869,25.82660939454694
3600,53.331699726915915,28.76952865631055,17.223914671995495,4.978499793011592e-05,1.5644933936677853e-05,111.43624757212905,1.4951333950239643,26.193482658229644
3700,53.217394061826276,29.0065102141624,17.490068499659138,5.067078505035205e-05,1.4488664749507018e-05,114.42170590883273,1.563785872174815,26.70012994260657
3800,51.46616402320025,27.92777152149707,17.93733732382511,5.292469372364044e-05,1.503455017267917e-05,112.35928059797449,1.6067216728567009,26.873640252638985
3900,50.79858588190207,27.959092206231904,18.01833982515247,5.1599622935734536e-05,1.3445697209637764e-05,113.35624931693495,1.6930184430061432,27.02640267020677
4000,50.92811308380639,27.41286718777831,18.090971108725924,5.132443715624832e-05,1.3734669430873223e-05,114.01232740269064,1.7557035559399847,27.222072918852447
4100,49.30587553603903,26.838693117104786,18.035210620738454,4.933870562696792e-05,1.2597249995796308e-05,116.12551896159131,1.8575873220007622,27.490804780291214
4200,48.408768727388264,26.3412028642981,18.546615157849484,4.754419595503239e-05,1.2239029520150663e-05,117.47282387169919,1.8758937211567996,27.691605456036395
4300,48.82276518371983,26.166548384984583,18.7728447880576,4.4820283678674546e-05,1.2854712506235528e-05,118.48288921111578,1.9548379488362195,28.518254803946053
4400,48.80894299570966,26.44066393235005,18.857303358329183,4.56940087577551e-05,1.2954434660954014e-05,117.98893597279866,2.0155453908566208,28.529773247312338
4500,47.24006453441114,25.368009291744038,18.717917749662234,3.8981769074291066e-05,1.2540319341048863e-05,120.98151774539882,2.0819597736965654,28.26372633329333
4600,47.21715756352534,25.274478055325602,18.776189683065546,3.941812807214042e-05,1.1820099002485455e-05,119.26602876160906,2.1685960236466673,28.50746599155593
4700,45.03718050299831,24.996899005526206,19.213585060493916,3.5289156444082895e-05,1.0733929414970131e-05,121.2049173875506,2.214921618021807,29.095775840218135
4800,45.567980071089345,24.578970724503932,19.27312730929647,3.463075936140379e-05,1.1443775990799174e-05,122.54021546684453,2.3442666986338785,29.528482218432302
4900,44.001149540130434,24.893137376135783,19.47924550190986,3.7771724200191936e-05,1.0765801595044608e-05,120.59756364916603,2.415021755497654,29.170031556960076
5000,44.23458238486481,24.19017799119916,19.299146704016398,3.612783289545869e-05,1.0743531187703229e-05,124.1540342796329,2.462821606099562,29.73667573544892
