milliseconds,s125,s127,s128,s130,s132,s133,s135,s139,s152,s159,s160,s161,s164,s167
3600,6.185152102668019e-14,5.551809728092189e-14,2.7731412503385296e-14,6.416826314231306e-11,3.88531487579785e-08,9.037255833080511e-06,0.05999579543266083,1.0393947135817895e-22,2.4950960078445477e-09,7.50202076750236e-23,2.6465427069818317e-14,4.149019095553005e-06,1.0237794249722199e-07,9.670011915849483e-17
3700,6.26284393989561e-14,6.155117697429303e-14,3.221484549220165e-14,7.748361371923328e-11,3.846062673704783e-08,9.084609974915241e-06,0.059995637800028465,1.5759345578145403e-22,2.6059574120310152e-09,1.4142705913384913e-22,3.184319827778797e-14,4.329224793951605e-06,1.0708297142675e-07,1.2228034271032558e-16
3800,6.96400430565389e-14,6.7103517727672e-14,3.317653123549417e-14,8.62089106274089e-11,4.1415286283890294e-08,9.646676901193816e-06,0.05999560962841213,1.4777157268394532e-22,2.819390932847852e-09,1.397058247053656e-22,3.1215309573909975e-14,4.384607129943515e-06,1.0378031398941833e-07,1.3048197099473624e-16
3900,7.377298986816407e-14,7.77701320129763e-14,3.915261609231475e-14,8.899188683539263e-11,4.36239184491901e-08,9.547147256548206e-06,0.05999547503970444,1.93776731971795e-22,3.1806717736045625e-09,1.7825788518375576e-22,3.5356534508938686e-14,4.749615090058e-06,1.1111280458839453e-07,1.5246097355480038e-16
4000,8.378169708131113e-14,7.601567229031196e-14,4.263696016036732e-14,9.859568502632493e-11,4.752346601129375e-08,1.0009506132877763e-05,0.05999526637806872,2.1944187324333656e-22,3.4996933181706126e-09,1.8662977978915104e-22,4.3133155117410316e-14,4.732201581287578e-06,1.1458049974540327e-07,1.7664075525813453e-16
4100,8.703865881053872e-14,8.148414402942153e-14,4.673786629994909e-14,1.0086231625187471e-10,4.859387640014695e-08,9.981751143881112e-06,0.05999514316560073,2.8942428901931966e-22,3.7960056088739405e-09,2.208935462935502e-22,4.6782994729001005e-14,4.752003357801634e-06,1.2489182170837057e-07,1.8000788463771832e-16
4200,9.076485021687723e-14,9.089360426254293e-14,4.9318746524422294e-14,1.0967183177690758e-10,5.2204033871722915e-08,1.0332763907679679e-05,0.059994853888250876,3.058316058285008e-22,3.794987870022327e-09,3.2359380885236558e-22,4.659502141543407e-14,4.967595864933943e-06,1.327650585153288e-07,2.2533306691383123e-16
4300,9.889726982874884e-14,9.92001815201928e-14,5.227798136036955e-14,1.1610458087476528e-10,5.324686653003605e-08,1.0976580813992807e-05,0.05999471201159584,3.6650986628242064e-22,4.130057773622198e-09,3.814066842858987e-22,5.200888078699883e-14,5.1042029249369804e-06,1.3555029344314746e-07,2.372114343932268e-16
4400,1.0799043412467769e-13,1.0559014714938759e-13,6.034611688430686e-14,1.2699247259240344e-10,5.477924403873613e-08,1.1056974088961248e-05,0.059994711557754946,4.429458168881621e-22,4.554595257647999e-09,4.490953838892794e-22,6.026937086989196e-14,5.260792480485806e-06,1.4831493870421835e-07,2.691832400153961e-16
4500,1.1373905900413255e-13,1.1812373160001013e-13,6.657813945146508e-14,1.3150932748379253e-10,5.759686078307564e-08,1.1034915509466797e-05,0.05999443366695062,4.832289316506253e-22,4.606938211999971e-09,5.017679897705663e-22,6.452000657464795e-14,5.2602316805391794e-06,1.5265211049117163e-07,3.0669958045615074e-16
4600,1.1806301539829892e-13,1.2155154337536925e-13,7.194935948846888e-14,1.4208116710382026e-10,6.13983703225618e-08,1.1573699902162877e-05,0.05999455515752123,5.594806276350842e-22,5.155931204433698e-09,5.728885360329515e-22,7.174343873968128e-14,5.565414271233052e-06,1.5552285161817332e-07,3.235971688617762e-16
4700,1.3391587007016338e-13,1.3003918278025935e-13,7.532365950823903e-14,1.5108879867726192e-10,6.498465441712349e-08,1.1800209139630693e-05,0.05999434581535716,6.58120788159093e-22,5.254354404182044e-09,7.168019997269187e-22,7.458155521842705e-14,5.65314335387532e-06,1.6090403839467559e-07,3.6867469119524425e-16
4800,1.3862758331327103e-13,1.4032384942772304e-13,8.237229980677822e-14,1.5967399686072693e-10,6.742532748112274e-08,1.1668753332514829e-05,0.059994218838816775,7.439726880587959e-22,5.902694756601591e-09,8.06819036921479e-22,8.133871193987625e-14,5.864518856659192e-06,1.679799879902353e-07,4.256016312024732e-16
4900,1.4542872587616349e-13,1.4818714106712686e-13,9.01180008162801e-14,1.7297676300648135e-10,6.655610046854841e-08,1.2488333902192523e-05,0.05999399861189178,8.508080083584807e-22,5.891643457670989e-09,9.927126947218869e-22,8.984931901139227e-14,5.918286108381606e-06,1.8274553030343217e-07,4.480182092039366e-16
5000,1.5354997542449425e-13,1.5479763454434067e-13,9.637175942391237e-14,1.8176513870973927e-10,7.178498280273247e-08,1.257062031531629e-05,0.05999392188715623,1.0119573228192248e-21,6.299905230991174e-09,1.1514892509934154e-21,9.830416373726166e-14,6.024164700082591e-06,1.841956587958253e-07,4.95057153601588e-16
