miliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1000,1.9983199884211078,0.03093244879444376,7.258370128288313e-06,769.9999899474974,1.0521395665036079e-05,1.4657341137696633e-07,309.99999273844196,2469.9999861499614,1.248215251898996e-05,6.03751637970373e-06,7.584633921813776e-06,-3.1262818773490606e-15,4650.0,1.1916473541774948e-14,3.2643571140404917e-15,-2.573465305731288e-15,6.799999999048316,2.6755411826956882e-17,-1.0374509310755496e-30,-1.8309199076613615e-28,19.99999998987936,-8.108214170354264e-27,4.298766664877109e-09,3.7801813322550105e-10,-8.669552347202061e-35,1.705770344233076e-35,259.9152149411081,0.0017225391411280597,-9.188326848136351e-33,9.33259670114493e-14,1.0002234758079819e-05,-3.247104069477647e-13,5.590727900871918e-15,4.868792796480824e-09,0.0,-7.104938564920486e-36,9.605460161770665e-10,0.0,0.0,0.0,0.0,0.0005
1100,1.9980444799143247,0.030882473240840196,7.169407923088548e-06,769.9999891886075,1.1769651174126924e-05,1.780378986050961e-07,309.9999909679421,2469.9999857953444,1.3671695917392592e-05,1.048353806100913e-05,1.048960306025418e-05,1.881108297229922e-15,4650.0,-3.671284216115486e-15,-3.6144931995618125e-15,-9.523731594097748e-16,6.799999998495027,4.619350596194424e-17,-1.7223597747006797e-30,-2.54968762369934e-28,19.99999998870768,-7.626023170372537e-27,4.405650336087355e-09,4.054043308871826e-10,-1.5746049404131061e-34,-6.386351957486627e-35,259.8951349282902,0.001822075008816212,-8.697130896375676e-33,7.52662857686971e-14,7.516882252234026e-06,3.071734205594951e-13,-6.860622449877923e-16,5.551683724603151e-09,0.0,-4.9465253183963325e-36,1.0038814075628024e-09,0.0,0.0,0.0,0.0,0.0005
1200,1.997898890198869,0.03076545403047296,7.266998437987434e-06,769.9999861991394,1.0340307839704546e-05,1.816096294771836e-07,309.99998683814556,2469.9999847298996,1.5761858974738527e-05,9.471651881199663e-06,9.596064202710239e-06,8.783044166810677e-15,4650.0,-5.927219033936792e-15,8.986047100372418e-15,-1.7324621500687316e-15,6.799999998234865,9.169809321345568e-17,-2.8068906785443506e-30,-3.194957584318251e-28,19.99999998755834,-6.957732298228331e-27,4.515187234225917e-09,4.3236163833462586e-10,-1.798102344205479e-34,-6.827771109258904e-35,259.89335614185933,0.0020392771469296897,-1.3086057387425271e-32,8.191186302816263e-14,8.616104339955807e-06,1.2188449732808326e-13,-3.5207679873922463e-16,6.4179131857907316e-09,0.0,-9.020012535743464e-36,1.0090003982866358e-09,0.0,0.0,0.0,0.0,0.0005
1300,1.9976835473089385,0.030442823419656217,7.262247658740722e-06,769.9999887376703,1.2732312327914118e-05,1.9363656518095224e-07,309.99998911760287,2469.9999823488984,1.6033287288294754e-05,1.2367972264532366e-05,1.386150864743176e-05,6.906138003164139e-15,4650.0,-1.9980639239890814e-14,8.656367889660495e-15,-2.4138147647330747e-15,6.799999998420826,1.7631292504532642e-17,-3.7040914585798994e-30,-3.8315654155383056e-28,19.99999998753601,-7.133303887296251e-27,4.627774211122333e-09,4.64695849238069e-10,-2.000938360157266e-34,-1.1404780819036843e-34,259.8761564966683,0.0022572061431671776,-5.167661217009393e-33,5.330618249841759e-14,1.4136284824950598e-05,-4.4483912916096905e-13,-1.060329008763783e-15,6.856839698939863e-09,0.0,-1.8121418098364415e-35,1.560977209335724e-09,0.0,0.0,0.0,0.0,0.0005
1400,1.9974703239672644,0.0302858287648201,7.27902302572247e-06,769.9999839006524,1.6644864082893916e-05,2.2810518070541368e-07,309.99998741214534,2469.999981793146,1.829982520308254e-05,1.4478802398789364e-05,1.734988909630143e-05,9.192855046971953e-15,4650.0,-1.5587685041748722e-14,-6.79745439674615e-15,2.470406739645503e-15,6.799999997711546,6.917471160317146e-17,-5.460660064165886e-30,-5.019094236139995e-28,19.999999985111028,-7.836915517302696e-27,4.628531440251864e-09,4.958449504927552e-10,-2.380031050703271e-34,-1.681397928180239e-34,259.8732238223851,0.002323203107800228,-2.580709207688629e-32,-8.729874695613448e-14,1.600745022430314e-05,-4.102185697326171e-13,-5.643024488663952e-15,7.352943709828744e-09,0.0,-2.2906887049186169e-35,1.8663954852052232e-09,0.0,0.0,0.0,0.0,0.0005
1500,1.997307296902528,0.030092151124345573,7.293705929656081e-06,769.9999818830443,1.5015060596565962e-05,2.4729079209200265e-07,309.9999803936445,2469.9999808096354,2.0129686854283278e-05,1.8065515881560378e-05,1.512066430525477e-05,4.246908608877628e-15,4650.0,-2.4124433121960306e-15,1.817716685628555e-14,3.3493849447601404e-15,6.799999997853391,5.155907383606227e-18,-6.318333077822753e-30,-5.243181508369316e-28,19.999999985357867,-8.448481282781137e-27,4.661946426371594e-09,5.176381353330265e-10,-3.0571405903058656e-34,-2.591102163994251e-34,259.8665905014776,0.002480206481752318,-2.2032762531590146e-32,-8.957158788864651e-14,1.8539878827192236e-05,7.275732831050309e-13,4.17089602335617e-15,7.978787422539047e-09,0.0,-3.118520463758066e-35,1.8783091507367983e-09,0.0,0.0,0.0,0.0,0.0005
1600,1.9972720753121938,0.030091002512066957,7.262386773702244e-06,769.9999800851871,2.2546783617199887e-05,2.8291076094954266e-07,309.99998023144263,2469.9999785921527,2.0827564230877497e-05,2.0256918875339953e-05,2.0956222103621973e-05,1.5251890058992936e-14,4650.0,-1.0784937218851204e-15,2.0684140949593794e-14,2.390969464963854e-15,6.79999999756369,7.860980516647743e-17,-9.017050808341327e-30,-6.332120527550661e-28,19.999999983957608,-8.849299069588013e-27,4.783844745264604e-09,5.352491431176804e-10,-3.5506282846957743e-34,-2.7075729495482824e-34,259.8616217128072,0.0026270955726899175,-4.377725086854746e-32,5.302506035012268e-14,1.9892173462980513e-05,7.613026009376275e-13,9.389702414871451e-16,8.796141846071563e-09,0.0,-2.6448913322158577e-35,2.006754944985102e-09,0.0,0.0,0.0,0.0,0.0005
1700,1.9971377926959222,0.029734066452638937,7.221153889198547e-06,769.9999768307678,2.121617541962564e-05,3.2751823773018853e-07,309.99998037084674,2469.9999781600936,2.222804876134898e-05,2.1550371106899932e-05,2.0170176352846387e-05,1.384540813296644e-14,4650.0,2.209582721774997e-15,6.088324120702572e-15,3.5286995899283245e-15,6.799999997237921,1.8553450336888387e-16,-9.914523216821485e-30,-6.499905042563597e-28,19.999999983286543,-8.611008806180973e-27,4.8200974306442276e-09,5.481923055565484e-10,-3.921885077542732e-34,-3.367588561212431e-34,259.8398205229154,0.0028400382041159525,-4.6266106117121276e-32,1.6814690866985112e-13,2.4189578310341494e-05,1.2380439000150137e-12,9.192288178008744e-15,9.120931430903894e-09,0.0,-3.280476045615277e-35,2.697773711645369e-09,0.0,0.0,0.0,0.0,0.0005
1800,1.9969544165332787,0.029773216665425303,7.2823333069493825e-06,769.999976172339,2.2957388850108522e-05,3.2223378409184014e-07,309.9999744561267,2469.9999764608456,2.3914133412999508e-05,2.6118978412188822e-05,2.592273323521916e-05,5.239933454189401e-15,4650.0,-1.3625821638281863e-16,1.7330872711222958e-14,8.988713769515173e-16,6.799999996548126,1.7475197033067064e-16,-1.2034017815137792e-29,-7.532442260295482e-28,19.999999980946505,-8.346149189690933e-27,4.790714479456752e-09,5.688856742323312e-10,-4.157577788423375e-34,-4.3266997356091534e-34,259.837039560513,0.0030967954438314207,-5.70031527198368e-32,1.9261494719957883e-13,2.3320862963260936e-05,4.1575873319288213e-13,4.216194048638726e-15,1.0052295467877329e-08,0.0,-4.544988868825035e-35,2.7966053671990533e-09,0.0,0.0,0.0,0.0,0.0005
1900,1.9968008420130094,0.029528071592802976,7.29881547862547e-06,769.9999735656727,2.8311369135079234e-05,3.684966859331226e-07,309.99997125516273,2469.999974282897,2.4274729928541673e-05,2.547739060782248e-05,2.47201289118782e-05,2.3013660991427898e-14,4650.0,1.2557648930860077e-15,1.031739764488385e-14,3.080389201720631e-15,6.7999999960513,1.6266357650448166e-16,-1.348946330356769e-29,-8.30626127791306e-28,19.999999981054554,-8.064218332740971e-27,4.8870055098568085e-09,5.65053288617987e-10,-4.445506180134611e-34,-4.521819461094716e-34,259.83132334114913,0.003124103566948749,-6.531900449986454e-32,1.8659933942319488e-13,2.7268274977152912e-05,1.6222481422470746e-13,5.2675594708964174e-15,1.1152309168544319e-08,0.0,-5.990459576137945e-35,3.1286517723483374e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9965641912486622,0.029364111552547204,7.30981914513134e-06,769.9999678327706,3.4640964743698855e-05,3.807580876587414e-07,309.9999726208481,2469.9999738455294,2.5384128277785078e-05,3.143830317388363e-05,3.153378251947926e-05,2.0752945543031173e-14,4650.0,1.1880380937748389e-14,2.280432898823891e-14,-4.328385723177704e-16,6.799999996184254,2.5989883358233576e-16,-1.4390682125645314e-29,-8.656615755140665e-28,19.999999980181013,-7.88182648518164e-27,4.918379726666274e-09,5.843750652388247e-10,-4.9645040144773585e-34,-5.95353992700617e-34,259.8210460243478,0.0034659324773255117,-7.181858785971576e-32,5.543522622298228e-14,3.114424344222041e-05,1.4971266616520187e-12,1.3575948909063798e-15,1.1346056054734056e-08,0.0,-6.9944598256988e-35,3.56329290990829e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.9964267984863153,0.029087830418050877,7.3400019091386475e-06,769.9999666595114,3.609240024978262e-05,4.342503990796389e-07,309.99996931470724,2469.999972529547,2.7304354777595653e-05,3.19815965899207e-05,3.0459815155601267e-05,2.4598040106573048e-14,4650.0,1.4741178141731605e-14,1.2895102203662754e-14,6.933194642380902e-16,6.799999995486755,2.1642629051180628e-16,-1.617521707529301e-29,-9.05862858287136e-28,19.99999997904371,-7.573036901924581e-27,4.8543637493427745e-09,5.936421383846538e-10,-5.4911247781630945e-34,-6.648933387772611e-34,259.8143708254056,0.003477550199785175,-8.656182879616108e-32,3.0624094759935117e-13,3.1603447425851125e-05,1.6285750499392877e-12,1.1462504267471355e-14,1.1752256252373257e-08,0.0,-8.217117639203552e-35,4.111085157832933e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.996317201944378,0.02894291418472837,7.303389190638917e-06,769.9999589120442,3.8819231296792505e-05,4.4167286548607253e-07,309.99996501631847,2469.999971086421,2.8421786369203316e-05,3.499563085571684e-05,3.6265855475874695e-05,2.16345406945177e-14,4650.0,4.749679710959592e-14,3.5935709476075895e-14,2.3332672812126573e-15,6.7999999954045505,2.725955892828562e-16,-1.8401563615045918e-29,-9.453397516508641e-28,19.9999999775919,-7.316460523093915e-27,4.962450295182666e-09,6.107014492736743e-10,-5.636078495514372e-34,-6.917475147563152e-34,259.7982840809276,0.003609883993669916,-9.686849162773613e-32,3.4478678788028447e-13,3.999518877256664e-05,2.016891454314617e-12,1.1571821639505682e-14,1.306801325689752e-08,0.0,-1.052710343195705e-34,4.1619421107645075e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.996043515680374,0.028857815776194094,7.288727640774238e-06,769.9999597030726,4.046316856130284e-05,4.990984613972918e-07,309.99995815458993,2469.9999691115,3.081856436409091e-05,3.963147172624039e-05,4.106191893494476e-05,2.958183837631169e-14,4650.0,5.994040183911822e-14,3.051586584605366e-14,6.292393672824823e-15,6.7999999947700696,2.9495681784751014e-16,-1.9786205362909457e-29,-1.0279694645521632e-27,19.99999997677112,-7.07405279115318e-27,4.991819626400562e-09,6.174741847910615e-10,-5.988010094525518e-34,-8.07222473765324e-34,259.79121559798153,0.003970232650688984,-1.1544736167630888e-31,2.325282249700251e-13,4.0656208142307336e-05,1.6307023401166244e-12,2.1979004695768434e-14,1.3531940650971626e-08,0.0,-1.1206543251178127e-34,4.845909229232072e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.9960504611166088,0.02871890389441407,7.3562847150716996e-06,769.9999527034827,4.699378904745787e-05,4.926238126410808e-07,309.9999538318822,2469.999969084219,3.15465756036098e-05,4.622727801288925e-05,4.187393602846281e-05,3.730932050615478e-14,4650.0,3.762690440928389e-14,3.208415750869023e-14,4.4635640636689995e-15,6.7999999946705945,3.3360410441323657e-16,-2.1224874098867623e-29,-1.071048541931113e-27,19.999999975691622,-6.734325790630329e-27,4.902549682140292e-09,6.080513603139449e-10,-6.238843019363837e-34,-9.317109503841556e-34,259.7824234839469,0.004072830693589375,-1.2122169293560542e-31,2.434341098012942e-13,4.4441967278816076e-05,1.519078514434647e-12,2.446981735256114e-14,1.3967482797989596e-08,0.0,-1.2104574718632753e-34,4.996337493796136e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.9958882693975182,0.028611207447708724,7.340592016990826e-06,769.9999471903784,4.9921778177267516e-05,5.347754051341972e-07,309.99995309496745,2469.999967303267,3.213999351154879e-05,5.0169486923464026e-05,4.869179750092934e-05,4.169167200998986e-14,4650.0,6.51103177816685e-14,6.236585898410744e-14,6.166005443752507e-15,6.799999993850075,4.969269865713032e-16,-2.3069631725106827e-29,-1.096510769396598e-27,19.99999997517057,-6.567630977227733e-27,4.962599640302545e-09,6.114283445039275e-10,-6.512220366119302e-34,-1.1485559895214895e-33,259.778732365858,0.004147738182525885,-1.4336991225406694e-31,3.3584231760771975e-13,4.8355774958904164e-05,3.1491918203802432e-12,2.1366292693216762e-14,1.4546769467286511e-08,0.0,-1.475713906432203e-34,5.311860049432791e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.995729222431587,0.028387405125107564,7.3283186385588756e-06,769.9999466261738,5.4390578301475825e-05,5.694073989157647e-07,309.99994853113964,2469.999965721979,3.4917540848531635e-05,5.05976916781074e-05,4.8679695932147094e-05,6.035033016714522e-14,4650.0,7.052462841110928e-14,7.094275012126039e-14,7.682821197061432e-15,6.799999993228666,4.367447145061979e-16,-2.3864022181318541e-29,-1.1388532979881033e-27,19.999999973819072,-6.270449312227498e-27,4.972420786122225e-09,6.313548442351737e-10,-6.725954592227191e-34,-1.2860929514939247e-33,259.77049162018716,0.0043647464111661646,-1.5516290844266116e-31,5.676505650559839e-13,5.287441677020429e-05,3.659112938400441e-12,2.2825421972683886e-14,1.50134253834299e-08,0.0,-1.5909190200006225e-34,5.618836219739378e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.9954615519893448,0.028327329025187153,7.375072711088147e-06,769.9999405458659,6.044630954641786e-05,6.107894805589189e-07,309.9999464794663,2469.9999637758465,3.5858089415631835e-05,5.460843785838086e-05,5.4115545555778964e-05,6.08111893997192e-14,4650.0,1.0568940157015264e-13,6.683145565306331e-14,7.983199747846259e-15,6.7999999932862085,5.050167531678464e-16,-2.544369606017903e-29,-1.1442189453569414e-27,19.999999973120524,-6.184100147871439e-27,4.9496459693523025e-09,6.208453932535898e-10,-6.923679781729145e-34,-1.2674616228415564e-33,259.7619865912654,0.004550172254986186,-1.8023661693777205e-31,6.64639575655433e-13,5.9701563921249435e-05,3.938879728614217e-12,4.1180879512370384e-14,1.591900322913266e-08,0.0,-1.6354858369960475e-34,6.420773155547709e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.995391869658267,0.028165596026705854,7.394777821121146e-06,769.9999374836792,6.252639780311787e-05,6.495834566895586e-07,309.9999376221314,2469.9999620354474,3.681341209767968e-05,6.173571378107377e-05,6.140538145557847e-05,7.423339524309029e-14,4650.0,1.1834030102549e-13,8.042684273341757e-14,1.1075427560584819e-14,6.799999992668625,7.048686269289973e-16,-2.728095031046792e-29,-1.2070305114123445e-27,19.999999971641394,-6.177217102060391e-27,4.993891786925779e-09,6.38958592200671e-10,-7.3148764428097685e-34,-1.5121039319585284e-33,259.75085010760046,0.004718632147437851,-1.8288205703509189e-31,5.729597430604165e-13,5.922040854771184e-05,3.922147955833727e-12,4.0543085961453735e-14,1.6656425009551915e-08,0.0,-1.9221981029360579e-34,6.48919850654433e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9951104502138062,0.027852767213205124,7.332324116694793e-06,769.999934042011,6.78568654328268e-05,6.852945520755728e-07,309.9999342160373,2469.9999622701553,3.922553916898698e-05,6.66420953941836e-05,6.5816223474997e-05,8.152258828272485e-14,4650.0,1.474017629096946e-13,9.883732627258344e-14,1.4755994512517017e-14,6.799999992322971,6.882126154696527e-16,-2.8027237107774607e-29,-1.2532718738923006e-27,19.999999969644918,-6.1499645479239576e-27,4.99601035328584e-09,6.443724659255267e-10,-7.259662861079065e-34,-1.615720170740586e-33,259.73494639767694,0.004756716391122652,-2.063108446790069e-31,7.229598925391165e-13,6.471603890815642e-05,5.535971856759269e-12,5.0875515310291205e-14,1.6767484359163707e-08,0.0,-1.9511881639979994e-34,7.241172874339158e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.9950374500850432,0.027710326820425953,7.365460831764714e-06,769.9999277374992,6.870201997974124e-05,7.308378409119804e-07,309.9999294883695,2469.9999609086653,3.916416210931199e-05,7.116139265876708e-05,6.890306073712802e-05,9.550712780993915e-14,4650.0,1.7451869021131296e-13,1.0767596298553815e-13,1.6441864862139033e-14,6.799999991785783,9.164820973238622e-16,-2.8261925979708143e-29,-1.2448828443423373e-27,19.99999996993545,-6.155791251914664e-27,5.018035358755031e-09,6.346602413834546e-10,-7.632660320047441e-34,-1.7856532623741496e-33,259.7304966861992,0.005046848758530369,-2.1840062161614634e-31,8.307067899831325e-13,7.144476855684442e-05,5.7024019203269715e-12,5.2241657734736116e-14,1.7757360978631116e-08,0.0,-2.2266169699109647e-34,7.715605659500446e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.994798509859365,0.027619880964772445,7.353719391025994e-06,769.9999220803271,7.910042654991427e-05,7.826913362987385e-07,309.9999269893274,2469.9999589563195,4.138169126162202e-05,7.266484333889119e-05,7.505052846961608e-05,1.0761296337968027e-13,4650.0,1.6195565326929658e-13,1.3568115833752323e-13,1.915321638196481e-14,6.799999991505986,1.0573632519438963e-15,-3.0292071913625844e-29,-1.2750548701651744e-27,19.99999996855986,-6.07228706091494e-27,5.064798415417125e-09,6.401010946102937e-10,-7.942735355570014e-34,-1.9015468136330552e-33,259.71440475385407,0.005103148962979018,-2.427873302525447e-31,1.127126389535458e-12,7.399476274206976e-05,6.233205593223003e-12,6.328360160059186e-14,1.7513927433056576e-08,0.0,-2.4370583163132058e-34,8.420532509980619e-09,0.0,0.0,0.0,0.0,0.0005
