miliseconds,CRP,PC,PC_CRP,C4,C4a,C4b,C2,C1,PC_CRP_C1,C2a,C2b,C4b_C2a,C3,C3a,C3b,dC3b,MASP,dC4b_C2a,GlcNac,GlcNac_LF,LF,GlcNac_LF_MASP,PC_CRP_LF,PC_CRP_LF_MASP,GlcNac_LF_CRP,GlcNac_LF_CRP_C1,C4BP,C4BP_PC_CRP,C4BP_GlcNac_LF_CRP,iC4b_C2a,C4BP_C4b,C4b_C2a_C4BP,dC4b_C2a_C4BP,PC_CRP_LF_C1,C4BP_PC_CRP_LF,GlcNac_LF_CRP_MASP,PC_CRP_LF_C1_MASP,GlcNac_LF_C1_MASP,GlcNac_HF,HF,GlcNac_HF_MASP,X
1100,1.9981101799063972,0.030954233323008083,7.244295080838804e-06,769.9999882824258,8.462563623239295e-06,1.8418365595417663e-07,309.9999894982247,2469.9999846817154,1.3970825661954722e-05,7.289751150256178e-06,1.0609279492441587e-05,9.584850620627196e-15,4650.0,1.7723061988138662e-14,-3.3720521373076174e-15,2.7294516874173916e-15,6.799999998895242,-5.764633142606323e-17,-1.240671880857163e-30,-2.8139953805432928e-28,19.99999998859391,-7.50569354561362e-27,4.440064283075772e-09,4.0509642225939587e-10,-1.497448303594826e-34,-9.540592349508832e-35,259.90125538571385,0.0018397154626735427,-7.162699595769246e-33,3.564403287822483e-15,7.799920704565108e-06,5.019577227317405e-13,-2.0094754988726362e-15,5.362018648130274e-09,0.0,-7.326891914667594e-36,1.166904510060708e-09,0.0,0.0,0.0,0.0,0.0005
1200,1.9979774971064903,0.030586831389187778,7.202755728757797e-06,769.9999883645052,1.341063088615625e-05,1.9183333379515934e-07,309.99998979576435,2469.9999842386696,1.47494022356184e-05,9.55038015005203e-06,1.0327588870566622e-05,2.984152269465733e-15,4650.0,1.1309618759907702e-15,7.56498493485479e-15,2.969397070426024e-15,6.799999998201219,6.176415752966714e-17,-2.935190693324703e-30,-3.246108756134519e-28,19.99999998821635,-6.939126830657517e-27,4.526416663981736e-09,4.479767446474262e-10,-1.706949953969868e-34,1.3441067985389628e-35,259.89519711606164,0.002074063191779407,-9.196600688267525e-33,4.6140683505493286e-14,1.0930522104402645e-05,4.665509237017045e-13,-5.786065125369379e-15,6.040655559942464e-09,0.0,-8.488805650876325e-36,1.27198851971942e-09,0.0,0.0,0.0,0.0,0.0005
1300,1.9977425173555807,0.03051556541499608,7.240344664572484e-06,769.9999873470637,1.1275155331792464e-05,2.009584791198549e-07,309.99998950285965,2469.9999831895625,1.6741020241306113e-05,9.98522977260305e-06,1.146693753465873e-05,4.814933342048727e-15,4650.0,1.0776740252495016e-14,-8.060738797016457e-15,-1.3392088412767453e-15,6.799999998086786,8.475639367578811e-17,-4.17184877933211e-30,-4.396862425177229e-28,19.999999987087175,-7.224779334333852e-27,4.632625159520098e-09,4.687004447596459e-10,-2.2614663079892883e-34,-5.465767498927251e-35,259.8781922159827,0.0022079216295608035,-1.5019068121439436e-32,5.6498400461964503e-14,1.5228889643455501e-05,-3.817535263127968e-13,-1.6324222479631262e-16,6.8335245314793235e-09,0.0,-1.825830307220579e-35,1.1100661781990649e-09,0.0,0.0,0.0,0.0,0.0005
1400,1.9976007789543988,0.030457522159579378,7.223858380544825e-06,769.999985088408,1.8039470891620735e-05,2.397123131950253e-07,309.9999877971516,2469.9999817423545,1.761908807899677e-05,1.6150297978116885e-05,1.4735121713234012e-05,5.740385848747395e-15,4650.0,4.517542959392543e-15,6.02997542826009e-15,9.612171034790525e-16,6.799999997692568,5.5871552744723e-17,-5.2787339800311126e-30,-4.608539468198809e-28,19.99999998532271,-7.691040301998665e-27,4.67605020019423e-09,4.851490002232901e-10,-2.3383579014301375e-34,-1.9757027354626963e-34,259.87712017054827,0.002365954498733895,-9.636260448263385e-33,-3.192776234984663e-14,1.6537245448191758e-05,4.439017555196517e-13,-6.002375956733524e-15,7.2969985340359075e-09,0.0,-2.3700196445022378e-35,1.4375782443687504e-09,0.0,0.0,0.0,0.0,0.0005
1500,1.997434839829977,0.030246275950774684,7.265901158767352e-06,769.9999835410566,1.9154538484128913e-05,2.4262498124272566e-07,309.99998450329787,2469.9999798107706,1.885594467240311e-05,1.4647776631927404e-05,1.8071320554156587e-05,4.471986332506583e-15,4650.0,9.959276544435227e-15,-5.822036133137554e-16,-1.5910326324396656e-15,6.799999997598775,1.5942668933450924e-16,-6.977168277824083e-30,-5.24838899953762e-28,19.999999984357167,-8.277385265262356e-27,4.690415746042462e-09,5.015784093945469e-10,-3.129838811145673e-34,-2.557316718049005e-34,259.8692574586161,0.0025792475001218157,-2.597895144664277e-32,-7.20493906439056e-14,1.945595773501594e-05,-4.033600654650836e-13,-1.017614447104068e-15,7.72977390616921e-09,0.0,-1.8493646038237038e-35,1.9972579059915533e-09,0.0,0.0,0.0,0.0,0.0005
1600,1.9972713318321347,0.0299302972195176,7.304119468376801e-06,769.9999826439795,1.894516527444907e-05,2.6848528910203894e-07,309.9999777435038,2469.9999791386904,2.0044872597445703e-05,2.000959209864183e-05,1.670420668747861e-05,1.1021926001296231e-14,4650.0,1.291875964529892e-14,-2.5975996892121468e-15,1.9331135357722654e-15,6.799999997499401,3.6086087396673544e-17,-8.720932291373615e-30,-6.278588005010903e-28,19.99999998309468,-8.891032263478516e-27,4.7401643552051275e-09,5.353180757617265e-10,-3.6332671412418884e-34,-1.975534623819176e-34,259.85124034285064,0.002836243421914661,-3.135750173321926e-32,1.0845703883514531e-13,1.701878904578001e-05,6.811905564296937e-13,-2.7494891247294323e-15,8.969918072962055e-09,0.0,-3.326534597703304e-35,2.0843756623026135e-09,0.0,0.0,0.0,0.0,0.0005
1700,1.9969863182504988,0.029860481652037845,7.265146021476483e-06,769.9999758694747,2.4648361563387108e-05,2.995319239318197e-07,309.999979527829,2469.999977917348,2.154133464971537e-05,2.4454613151036268e-05,2.2836645868128554e-05,1.3287739409924453e-14,4650.0,6.46500113026931e-15,2.2201067322835765e-14,1.3031106559241924e-15,6.799999996895914,3.4198656110558495e-18,-1.057078503501867e-29,-6.5927414802614525e-28,19.99999998261257,-8.677226436155602e-27,4.793313846063742e-09,5.441620768783442e-10,-3.8041027678743852e-34,-3.645430665823796e-34,259.84351235954955,0.0029151224598172785,-4.3807019117098616e-32,1.6450415142628549e-13,2.409840964652352e-05,5.237983590296576e-13,7.525510386591705e-15,9.824368821790539e-09,0.0,-4.814318343501121e-35,2.6499125489106333e-09,0.0,0.0,0.0,0.0,0.0005
1800,1.9968252232030672,0.02958741192787423,7.3018167101979075e-06,769.9999754397996,2.724336529478842e-05,3.520252338004387e-07,309.99997737170236,2469.999975516091,2.3912549478381124e-05,2.5050412749587803e-05,2.3055457733418e-05,2.1337046097084912e-14,4650.0,1.2442274956442173e-14,1.859740926674502e-14,-9.970085318278034e-16,6.799999996839049,1.2386460719704338e-16,-1.1320649546368766e-29,-7.223102718802781e-28,19.99999998134204,-8.269712239659517e-27,4.832731502634101e-09,5.572174172158562e-10,-4.160683324316238e-34,-4.6258232719582846e-34,259.84010354657266,0.003045648736973896,-4.637232564033663e-32,1.544811468924936e-13,2.7957841842174008e-05,9.703968255810075e-13,9.931061929868e-15,1.0138241732405177e-08,0.0,-5.131444507659258e-35,3.0138305557124914e-09,0.0,0.0,0.0,0.0,0.0005
1900,1.996760725083148,0.0294489427425531,7.331910653352746e-06,769.9999693510065,2.6455421541842343e-05,3.4236854200701493e-07,309.99997221804557,2469.9999749212366,2.471529430743326e-05,2.7508973388800618e-05,2.563355259455498e-05,1.4373040439055325e-14,4650.0,6.024044855876261e-15,2.142004625661609e-14,3.893850352460684e-15,6.799999996425768,7.532346925717018e-17,-1.317050091748685e-29,-7.743647687533573e-28,19.999999980490728,-7.981087478984575e-27,4.910224123116531e-09,5.730795645922838e-10,-4.572290769398445e-34,-4.5741471211984854e-34,259.82168580693974,0.003329871300482133,-6.984284513920928e-32,1.6172233257899854e-13,2.798259361471975e-05,5.704686874246884e-13,-6.89256329524105e-16,1.042221303866945e-08,0.0,-7.155425329652207e-35,2.914111076128762e-09,0.0,0.0,0.0,0.0,0.0005
2000,1.9966035047119342,0.02927116531164027,7.325823076580177e-06,769.9999694340844,3.1592076432574196e-05,4.02774338875238e-07,309.9999706163785,2469.999974628356,2.5362045454286682e-05,2.829815420045185e-05,2.736833021150085e-05,1.6898966071618904e-14,4650.0,6.211756079220844e-15,1.4487184779321626e-14,2.7095719306447597e-15,6.799999996223903,1.844910665927273e-16,-1.492150811752228e-29,-8.52747985141641e-28,19.999999979087,-7.69877095313485e-27,4.9149257834582704e-09,5.799016809127033e-10,-5.031777923236561e-34,-5.495528057478805e-34,259.81921036756455,0.003290541796514442,-8.341747705878105e-32,6.179961742945781e-14,3.253513410879487e-05,8.507747910718555e-13,4.194455835749737e-15,1.1673770498875498e-08,0.0,-7.4439068559772e-35,3.434175317333946e-09,0.0,0.0,0.0,0.0,0.0005
2100,1.9963734483134465,0.029225411597359415,7.3465516833845e-06,769.9999647344439,3.667287500584906e-05,4.353201708233663e-07,309.9999687911186,2469.9999728243415,2.698038009351927e-05,3.321867585346562e-05,3.4979259573556346e-05,3.204663262868294e-14,4650.0,1.8997709866390474e-14,2.433940207980552e-14,4.267985717299727e-15,6.799999995351432,2.7291202663362884e-16,-1.6202405687339114e-29,-8.89994007045522e-28,19.999999978017204,-7.643673769703077e-27,4.91465148138111e-09,5.85664359903623e-10,-5.377684755508625e-34,-7.245646561709703e-34,259.80834511778403,0.003588328389041462,-8.308356254242284e-32,1.0124230043486203e-13,3.226897866520209e-05,8.914777631881077e-13,1.8017016605613423e-14,1.2058247544970495e-08,0.0,-7.886159401403528e-35,3.676235111407877e-09,0.0,0.0,0.0,0.0,0.0005
2200,1.9962010737980795,0.029135303071867725,7.273910742337581e-06,769.9999635319467,4.0170382605960325e-05,4.48929150815113e-07,309.99996130996254,2469.999971067788,2.977402653614147e-05,3.4623914572512575e-05,3.653544566218809e-05,2.091836216976486e-14,4650.0,4.285172806651716e-14,3.041135616479304e-14,2.302568427131446e-15,6.7999999952582675,1.8172577774655805e-16,-1.8781433477503806e-29,-9.500465204266424e-28,19.99999997787579,-7.19755796643074e-27,4.8863120790145405e-09,6.049153366500683e-10,-5.604788993019702e-34,-6.7730508029571636e-34,259.79699531266243,0.0037456685999720297,-1.1007559791948956e-31,1.1780037270047453e-13,3.689906845573541e-05,2.152400149758362e-12,4.868060877143152e-15,1.2474512706691373e-08,0.0,-8.917810155369539e-35,4.065810257783045e-09,0.0,0.0,0.0,0.0,0.0005
2300,1.9961922230956268,0.02886018147796631,7.3127459542376105e-06,769.9999587758314,3.977376815360466e-05,4.813755894694456e-07,309.9999593354221,2469.999968797782,3.053128377432736e-05,3.784579764984891e-05,3.899786188472559e-05,3.6815069625223744e-14,4650.0,5.5402927487322e-14,3.6306303459967624e-14,3.828736254976848e-15,6.799999994861729,3.3316808370365373e-16,-2.046469595156131e-29,-1.0283451961238922e-27,19.99999997723247,-6.870419465673618e-27,4.9712812919012945e-09,6.143365547092692e-10,-5.803152493400545e-34,-8.558961561427666e-34,259.7940074313385,0.00376515431374321,-1.2112322387819527e-31,2.878016202973854e-13,4.335514091142645e-05,1.4258743655166723e-12,2.0940450023768283e-14,1.370183224570138e-08,0.0,-1.0574533377891016e-34,4.850940886676561e-09,0.0,0.0,0.0,0.0,0.0005
2400,1.995841790673513,0.028647792046371794,7.355383911451862e-06,769.9999524826222,4.328642560191957e-05,5.267073041830233e-07,309.99995667931387,2469.9999681071513,3.214299877826516e-05,4.334278102053241e-05,4.4944955246320225e-05,3.8082737677574366e-14,4650.0,7.249428838289395e-14,3.466673926838695e-14,3.943599838168626e-15,6.799999994082919,4.247768328697021e-16,-2.1194196174057785e-29,-1.0333932301809925e-27,19.999999975553106,-6.799425828020934e-27,4.947574074846388e-09,6.233592884148547e-10,-6.126000688723524e-34,-1.0238541001665824e-33,259.78155397098493,0.003916063877553866,-1.2626406279613781e-31,3.6781307210920226e-13,4.4140633667947786e-05,2.1136130836070486e-12,2.3799860250010408e-14,1.3764463456478295e-08,0.0,-1.345393148524045e-34,4.808862393396996e-09,0.0,0.0,0.0,0.0,0.0005
2500,1.9958161736969295,0.028548777024161674,7.283213347573901e-06,769.999952287779,4.712129433346839e-05,5.458412182302094e-07,309.99995290574907,2469.9999677700616,3.339746848426205e-05,4.9924525629778274e-05,4.6639643918994695e-05,4.405954727669651e-14,4650.0,4.3568684721649825e-14,4.426307217201527e-14,4.017498684279027e-15,6.799999993789388,4.406245754232658e-16,-2.2629409160367498e-29,-1.0754828497753835e-27,19.99999997380055,-6.40350593884571e-27,4.962280496188587e-09,6.27996021175238e-10,-6.502359551912405e-34,-1.1082757799298579e-33,259.76984854213754,0.004267183443669989,-1.4700524958425222e-31,4.590949599050534e-13,5.013823024084107e-05,2.9224480744552673e-12,1.5588391466192327e-14,1.4499092508116994e-08,0.0,-1.412318077611053e-34,5.24477626718212e-09,0.0,0.0,0.0,0.0,0.0005
2600,1.995565820499948,0.02835219146854805,7.326440167574681e-06,769.9999456020711,5.651228319746489e-05,6.100234947767827e-07,309.99994727205205,2469.9999653847476,3.449342682027452e-05,5.266325560490779e-05,5.169663319760703e-05,4.700703067962986e-14,4650.0,8.764443282912355e-14,6.407719151453499e-14,9.843533563534084e-15,6.799999993787302,4.173267776203871e-16,-2.406275963526178e-29,-1.1086358019882555e-27,19.999999973314253,-6.227144327403953e-27,5.004280331242096e-09,6.280799419041898e-10,-6.620847324377446e-34,-1.2402417305774519e-33,259.76372899125954,0.004366525365062876,-1.637599942928208e-31,5.983462428188043e-13,5.05102003010098e-05,2.6582419303597306e-12,2.2003836771331808e-14,1.4860714027607259e-08,0.0,-1.4676959503950536e-34,6.1341462674154184e-09,0.0,0.0,0.0,0.0,0.0005
2700,1.9955607040201568,0.028301532225872103,7.308018259158489e-06,769.9999436489494,5.528480445156684e-05,6.280483129808113e-07,309.99994711989143,2469.999963665221,3.502630016335805e-05,5.3906890350369815e-05,5.311279859780177e-05,5.436191888348537e-14,4650.0,1.181004265939433e-13,5.888015544791548e-14,1.2001781161894319e-14,6.799999993268412,6.728544208833093e-16,-2.609914057396726e-29,-1.1766634315620914e-27,19.99999997261744,-6.145920058479616e-27,4.984052227310293e-09,6.327361013278159e-10,-7.005349118090665e-34,-1.3590986401558123e-33,259.7547795026689,0.004396621880944535,-1.8551515199168086e-31,5.949690625874399e-13,5.9569534644639696e-05,3.116107219378603e-12,4.035596661648305e-14,1.5711463779714557e-08,0.0,-1.7217817668105103e-34,6.150086175864213e-09,0.0,0.0,0.0,0.0,0.0005
2800,1.9954199190641781,0.028187371316564604,7.307943907307117e-06,769.9999366609602,6.23927032048832e-05,6.63497568262928e-07,309.9999422723445,2469.9999634667784,3.782304094327872e-05,5.6993278173054904e-05,6.187718842318014e-05,6.061438602863228e-14,4650.0,1.0206566939341093e-13,6.81970320655005e-14,1.4537964608241392e-14,6.7999999925700365,7.069368549480233e-16,-2.649187017808522e-29,-1.194266917160117e-27,19.999999971134013,-6.2350193470323835e-27,5.027829147398503e-09,6.371151797387914e-10,-7.0960467487841086e-34,-1.4778622332196971e-33,259.7489026751502,0.004559212148868349,-1.8353035938110865e-31,7.674073970399067e-13,5.986315384522852e-05,4.12798674622926e-12,3.302672821242974e-14,1.662295405437081e-08,0.0,-1.920833580260984e-34,6.8857066570513445e-09,0.0,0.0,0.0,0.0,0.0005
2900,1.9951039039834437,0.028013492530957085,7.347356641131524e-06,769.9999344380378,6.397529997166628e-05,7.166425588669461e-07,309.99993361070545,2469.9999621542734,3.8188214365011406e-05,6.661746380018923e-05,6.617575135673689e-05,7.605639332765949e-14,4650.0,1.3885785203368924e-13,8.848780624571695e-14,1.4672907251207472e-14,6.799999991904927,7.218179236728233e-16,-2.859985883828117e-29,-1.2462807562665251e-27,19.99999997053533,-6.167121726578549e-27,4.965501711797711e-09,6.401838169024039e-10,-7.422270150849126e-34,-1.5378027152331237e-33,259.73575538971306,0.0047787986042397675,-2.1587456062752336e-31,7.868834975264104e-13,6.56507077851078e-05,5.0827080979116504e-12,5.3595856229376165e-14,1.7019213285552614e-08,0.0,-1.9754540005028354e-34,7.49228723987008e-09,0.0,0.0,0.0,0.0,0.0005
3000,1.994889537749977,0.02780795893614438,7.405321908064433e-06,769.999925201426,7.4369297097278e-05,7.564528373790651e-07,309.9999311310343,2469.9999598659706,3.962380661277953e-05,7.070803543896944e-05,6.892018874027502e-05,8.498299374273289e-14,4650.0,1.6310057258558822e-13,1.200509906483583e-13,1.5898882845001378e-14,6.799999991642749,7.936756391588248e-16,-2.8591556927774297e-29,-1.2579658179082698e-27,19.999999969404072,-5.954464332208413e-27,5.029532086615173e-09,6.368422575129537e-10,-7.560225703298669e-34,-1.678608224424644e-33,259.7328373460744,0.004979364085843235,-2.329857548083895e-31,1.0039119712645536e-12,6.841029603565742e-05,5.151529947114293e-12,4.7733365621423855e-14,1.7285541899917402e-08,0.0,-2.2254888512115907e-34,7.48114262446139e-09,0.0,0.0,0.0,0.0,0.0005
3100,1.9947755871899244,0.027674083016937887,7.407883701703123e-06,769.9999236815552,7.708819414404819e-05,7.713305656114773e-07,309.9999297949737,2469.9999586757062,4.0528339236097454e-05,7.255234035316791e-05,7.425868798236175e-05,1.0178384175926232e-13,4650.0,1.8447725686846677e-13,1.384563511078808e-13,2.042889608073415e-14,6.799999991029609,9.916158079485496e-16,-3.035834970227709e-29,-1.2935349963107474e-27,19.99999996849108,-6.008322514421145e-27,4.992317230665442e-09,6.379933591810252e-10,-7.709827363968203e-34,-1.810402033741986e-33,259.71371969483596,0.005139365129125928,-2.423759653889398e-31,9.968889652602965e-13,7.296352716601844e-05,6.611769494056926e-12,6.9979099580581e-14,1.7854500453095188e-08,0.0,-2.321022596741247e-34,7.992208514136455e-09,0.0,0.0,0.0,0.0,0.0005
