milliseconds,IPTG,ia1_ActiveTF,ia1_InactiveTF,p1,p2,p3,pAUR1,pSLS1,pSLS4,proAUR1,proLACI,proLAMDAR,proSLS1,proSLS4,proTETR,ter1,ter2,ter3,ter4,ter5,ter6
3600,9899.605390984545,-0.47539086819542997,199.85961888984923,10.0,10.0,10.0,10.0,10.0,10.0,4.3159929227848135,3.2390332360434986,3.420258796798474,3.13015149155949,2.9963393409144254,3.6663070889507923,10.0,10.0,10.0,10.0,10.0,10.0
3700,9899.401713608688,0.4961149821929286,200.52306598799652,10.0,10.0,10.0,10.0,10.0,10.0,4.271022359217529,3.2312868316059657,3.373849198427031,3.2294749125587074,3.0495223471066524,3.6900305168923504,10.0,10.0,10.0,10.0,10.0,10.0
3800,9900.458537436554,0.6045434080505638,200.35857300849855,10.0,10.0,10.0,10.0,10.0,10.0,4.3146471677531135,3.316062750741806,3.4850471672190237,3.335715524175299,3.053546179023865,3.650459873309973,10.0,10.0,10.0,10.0,10.0,10.0
3900,9899.946733457815,0.6295181909933592,200.16037215619784,10.0,10.0,10.0,10.0,10.0,10.0,4.322136409346323,3.3072217218607696,3.4473242243059588,3.3957595295416896,3.0652844501883263,3.693426728793134,10.0,10.0,10.0,10.0,10.0,10.0
4000,9900.688937597239,0.32938254935426203,199.63075901577355,10.0,10.0,10.0,10.0,10.0,10.0,4.276359561603752,3.3338810721778764,3.487437175122723,3.491277444972025,3.1134784014359562,3.693544209383805,10.0,10.0,10.0,10.0,10.0,10.0
4100,9899.929961938384,-0.14533849931158502,199.40152708785342,10.0,10.0,10.0,10.0,10.0,10.0,4.215470087975617,3.376728808454341,3.544566423851322,3.592326997131126,3.154254581434695,3.7705665825337498,10.0,10.0,10.0,10.0,10.0,10.0
4200,9899.844172614668,-0.6757266077701864,199.95304557334507,10.0,10.0,10.0,10.0,10.0,10.0,4.195041972019927,3.4028779766061694,3.5592269583966316,3.667691173348941,3.1628377218731663,3.7262808022546636,10.0,10.0,10.0,10.0,10.0,10.0
4300,9900.195367515471,0.49282940823086835,200.6008768378332,10.0,10.0,10.0,10.0,10.0,10.0,4.270846134908389,3.348410200871606,3.570355654528582,3.7492041537705036,3.2018278197955223,3.8311989371402793,10.0,10.0,10.0,10.0,10.0,10.0
4400,9900.604469600119,-0.5436617255046913,200.44200632346715,10.0,10.0,10.0,10.0,10.0,10.0,4.16747177710067,3.409611013518843,3.6172513987607355,3.82022704525075,3.1976136954215937,3.823685793330867,10.0,10.0,10.0,10.0,10.0,10.0
4500,9900.42040256089,-0.40243340826393637,200.64807848812345,10.0,10.0,10.0,10.0,10.0,10.0,4.244766033458904,3.4404079346586034,3.6619338857969352,3.82561926486542,3.201920733103526,3.831890643577246,10.0,10.0,10.0,10.0,10.0,10.0
4600,9899.369977145567,-0.17009860697840823,199.7470721085924,10.0,10.0,10.0,10.0,10.0,10.0,4.123576736347485,3.4580832402647523,3.6220161933854538,3.9282734096559815,3.2294527676672904,3.8873240779744367,10.0,10.0,10.0,10.0,10.0,10.0
4700,9899.406683648327,0.19666634340270167,199.40306641329394,10.0,10.0,10.0,10.0,10.0,10.0,4.105583103234695,3.4606430072512855,3.6435256404729692,3.985705536902866,3.226693402643911,3.8511507204393047,10.0,10.0,10.0,10.0,10.0,10.0
4800,9899.805656950502,-0.6942633386740031,199.47033138513646,10.0,10.0,10.0,10.0,10.0,10.0,4.189503089373,3.47766713144305,3.7407144368410132,4.047707587576793,3.3069717217077237,3.914091277915016,10.0,10.0,10.0,10.0,10.0,10.0
4900,9900.023669357808,-0.3469036216968883,200.49961874780698,10.0,10.0,10.0,10.0,10.0,10.0,4.138940456286266,3.5039869027236477,3.7431413837426537,4.091303479358406,3.33528283682919,3.9245572884437547,10.0,10.0,10.0,10.0,10.0,10.0
5000,9900.334049204888,-0.5837501755495066,200.11606833432504,10.0,10.0,10.0,10.0,10.0,10.0,4.110619272489082,3.4838741841573637,3.7866511111815533,4.172209433274593,3.299226821699249,3.886089336174801,10.0,10.0,10.0,10.0,10.0,10.0
