miliseconds,s_glu,s_pyr,s_acetate,s_acetald,s_EtOH,x,X_a,X_AcDH
3300,14.996288623397586,0.0019758896290854445,1.079278579633483e-10,1.582954221926783e-08,8.886424863051781e-10,0.0024758907901813606,0.2846021272452178,0.00597572957256943
3400,14.996078363215807,0.002054087848142808,8.809510485146759e-10,1.8840121405767766e-08,9.186885739767054e-10,0.002503705516400673,0.29424879816533556,0.005896546230081033
3500,14.99603293730899,0.0022513504645578315,1.9010979307300635e-09,3.922201400521047e-08,7.461397313230087e-10,0.0025460364245348233,0.3031238282231089,0.00587267922665245
3600,14.995775253185185,0.0023433316943951726,2.620590468690168e-09,3.831152293869728e-08,1.2705824282925566e-09,0.0025749317707244273,0.3051338065196679,0.00577720314928294
3700,14.995647152946717,0.0024142675779046828,2.6428562304464712e-09,7.23910058809e-08,1.6888575901460252e-09,0.0026237452044337844,0.31187089005553814,0.0057707385650756894
3800,14.995327494336575,0.00255525863361402,2.790223282104954e-09,8.095449441889328e-08,2.089901055654447e-09,0.0026811847884696694,0.3211334858550398,0.005730305174261361
3900,14.995006931385127,0.002610397004585988,4.72636623331712e-09,1.0703019444772555e-07,2.9106051967179238e-09,0.0027305701839648363,0.32263878750531855,0.005679130287011724
4000,14.994743706760959,0.0027235024865785344,5.914365441398324e-09,1.2438692343170945e-07,3.3316555541070256e-09,0.0027675408747701103,0.3343115091496372,0.0056067570704996525
4100,14.994674554148677,0.0029118135267247164,6.981246786568413e-09,1.6211792449865424e-07,4.5998249585453865e-09,0.002827486410737994,0.3420709289800831,0.005558843657923137
4200,14.99442260061334,0.0031025209862847875,1.0037386440705543e-08,2.0699893871240545e-07,6.3602185701454715e-09,0.0028981194186749933,0.34395434252503676,0.005565549493983348
4300,14.994009045481768,0.0031662390118746956,1.3063791300024377e-08,2.4293041865422617e-07,8.239730980860364e-09,0.0029715006304386034,0.3510491845131072,0.005537368818729446
4400,14.993769875339948,0.003398633183787633,1.6353849507877154e-08,3.1902567834446263e-07,1.0903585818527484e-08,0.0030094302804662717,0.3566655037230581,0.005489745199778515
4500,14.993599248370536,0.0035486840520539942,2.2218743589645657e-08,3.8275563463860864e-07,1.3814511387498913e-08,0.0030872543079906176,0.36030912684306626,0.005436763288949768
4600,14.993359585933526,0.003698525063721705,2.873649885473732e-08,4.803806175216103e-07,1.7597052561504664e-08,0.0031654265617564285,0.3678842131076419,0.005381759125917749
4700,14.992983733586792,0.003831426798902312,3.562223460340925e-08,6.109614201245751e-07,2.2645626034088487e-08,0.0032118725186610726,0.3741310378524304,0.005364984087509457
4800,14.992637353954217,0.00398309386497899,4.6498239320562276e-08,7.451337596538052e-07,3.0355172994686445e-08,0.0033271673738924424,0.38123325309974265,0.005288254979771544
4900,14.992298819739041,0.004129319695271659,6.011941034721747e-08,9.180390197572471e-07,3.868154838829801e-08,0.003385417931455843,0.3888681141312685,0.005270938159624425
5000,14.991888353905397,0.004367210069488354,7.732219098908009e-08,1.1293375034554711e-06,5.027172544496879e-08,0.003483426622916023,0.39704068467518905,0.0052422455952127875
