miliseconds,s53,s57,s58,s60,s61,s68,s72,s73,s81,s83,s85,s88,s89,s96,s98,s100,s101,s107,s109,s111,s122,s124,s135,s142,s144,s146,s147
2700,0.2201220607046105,4.891278224498213,0.1075873259958712,5.0,100.0,5.117545446757415,1.1646190655657496,1.3242531175920176,1.7794775408139485,1.8135736202337691,3.200112707145483,5.0,0.0,4.433031874802849,4.435164793021721,1.3409552171378267,100.0,1.7768929010189274,1.8063605095010975,3.208788794444629,1.9802015458544204,2.0523134623185513,2.983826846068233,4.84325324829002,1.5165107709778145,0.15475456561252082,100.0
2800,0.23028938653110906,4.8909375538977375,0.1102978958358635,5.0,100.0,5.118025234248347,1.1449096132586118,1.3140655484969166,1.7927912165082067,1.8028479487562319,3.193401107730219,5.0,0.0,4.415669095694555,4.423779801714501,1.3862365597557242,100.0,1.7657518289368972,1.786231553592474,3.2204839091488653,2.035259108404252,1.979664305354971,3.0383208032529025,4.841487248303061,1.5024070887496708,0.15674758957006568,100.0
2900,0.22843781930807283,4.882167609082833,0.1178487218196015,5.0,100.0,5.114838615307269,1.1704127451559028,1.331482029878493,1.779071761576085,1.8057111254672775,3.193732812649515,5.0,0.0,4.3902637934352535,4.391308830301098,1.4037399574607181,100.0,1.7787077983510808,1.7740307817967578,3.2078955079827582,1.9949978883976767,1.9588290561748847,3.007601538577217,4.8404458255739655,1.4432607745447175,0.15902222954072426,100.0
3000,0.23417823852658493,4.88080953538989,0.11825508013258332,5.0,100.0,5.11696738495725,1.1814846222518502,1.3140162603167527,1.8003853756837724,1.794098204556502,3.2264892856007155,5.0,0.0,4.377529700765411,4.390369752621591,1.3931582861910623,100.0,1.7738172299889305,1.7740062767248053,3.218915571783737,1.9290790054244427,1.9155009037428434,3.0180935901340287,4.838969883215146,1.4523300514609794,0.1587579249558876,100.0
3100,0.23422151993772572,4.878692792553693,0.12544580429584384,5.0,100.0,5.115620774740269,1.1936466648373916,1.3259440938369749,1.7869027643429825,1.7975848994048893,3.183229097459871,5.0,0.0,4.360136066420398,4.358862633235188,1.3963779017811615,100.0,1.7804353790104774,1.7702927433921667,3.189704896423787,1.9537404210886316,1.9194990632855686,3.073100351461343,4.839351445676101,1.379973950655893,0.16044542793578645,100.0
3200,0.23763842571406385,4.8713290777400635,0.12588148529045065,5.0,100.0,5.114768309520329,1.2117118399517013,1.3254000253852216,1.7794197824471156,1.766642199391751,3.1937943327378306,5.0,0.0,4.35432351347427,4.34830731966192,1.3992179337942303,100.0,1.7701600890500468,1.7663791098263821,3.2299230889886057,1.9406783376331986,1.9563065390642986,3.112737468234309,4.837211437927015,1.437283669645683,0.16243894145138105,100.0
3300,0.24393740759636504,4.871978574845016,0.13045436685596765,5.0,100.0,5.113242390359468,1.2160913483200437,1.3335182179583465,1.804372630509129,1.8068716103488596,3.2079179575261554,5.0,0.0,4.334121117562599,4.319111181845523,1.431221567246931,100.0,1.7681450672432983,1.7864532218370863,3.1952114450935536,1.8896982037303676,1.8629300528132031,3.108967165323643,4.8349240316927045,1.4059188709337191,0.1654391938175555,100.0
3400,0.2439351700308074,4.866067816624246,0.1349983367233715,5.0,100.0,5.110326602197574,1.2374481635270633,1.3441407494219044,1.7667062945131036,1.7784891131925333,3.1891386387348764,5.0,0.0,4.311759514956938,4.300894575602752,1.413708601679788,100.0,1.7916344163598732,1.8115376650945578,3.21687107561999,1.8787868047246672,1.9287138269222837,3.0999990553440373,4.835625832981974,1.3873874787020817,0.16417713128180353,100.0
3500,0.2456110133201294,4.860492041635381,0.13982038462676946,5.0,100.0,5.110963203859147,1.237748190397667,1.3424641932356156,1.7830309748750215,1.8156242010086134,3.224358066957081,5.0,0.0,4.2905020524150075,4.294313353401287,1.4381587819394333,100.0,1.7731842775089823,1.7928217304746115,3.200930352472923,1.8783960985284498,1.8883039110358202,3.1359195364876067,4.83357321288137,1.393177439589021,0.1669271251573492,100.0
3600,0.25255434957053685,4.856797663208531,0.14284500763461233,5.0,100.0,5.109436010146458,1.2471186170158315,1.3467963016954574,1.7837118327117223,1.784806200330601,3.2009766099462245,5.0,0.0,4.286895301375516,4.263709922765227,1.4662535032520614,100.0,1.800643445416575,1.7922540806497502,3.2167611770382973,1.869853107102281,1.8934861950087016,3.09571342631658,4.832347762807317,1.3806516569597787,0.16851650453885533,100.0
3700,0.2493997520528449,4.8548234486377355,0.14556433175825118,5.0,100.0,5.10849739752273,1.2940718244695373,1.3640112208047788,1.7729003090913091,1.7981264671976676,3.2092419458041057,5.0,0.0,4.25561953885352,4.253763139377875,1.445702460625707,100.0,1.7733837898954754,1.7818854201692245,3.197164132163396,1.8515538405602245,1.8355643561350625,3.1064170907216453,4.831031586143844,1.3763113163681977,0.17048082913504037,100.0
3800,0.25523245383812515,4.848537254077883,0.14942726994665678,5.0,100.0,5.104516619331921,1.2977179443203044,1.3690618978988622,1.7923422196123244,1.8142534948421694,3.1988733923345416,5.0,0.0,4.254195914515236,4.23372057159908,1.4528609731475695,100.0,1.8071352692929235,1.7712699647346928,3.1900412363513317,1.890462306263135,1.8532866111572495,3.1718633850393747,4.828282784487149,1.4067390740248549,0.17263909070985659,100.0
3900,0.25381997245150995,4.848739741356055,0.15202168472974492,5.0,100.0,5.1024556353464465,1.2947480633336055,1.3730150936121441,1.779629240806968,1.769099404149935,3.221087021644681,5.0,0.0,4.2205174982043845,4.2368898860702995,1.4453070652788165,100.0,1.8009146588760943,1.8060152317470926,3.193292736432001,1.8572945702966526,1.8810305502070177,3.1686541307494793,4.826828203251856,1.3409778289112348,0.17219809608907924,100.0
4000,0.2557450767399855,4.842002849476576,0.1556066657113345,5.0,100.0,5.103353718832491,1.2889970176190002,1.3790859130671944,1.7899755866786446,1.809963661222396,3.1978013262827325,5.0,0.0,4.209576023755744,4.211238571509641,1.4719247336608943,100.0,1.7864463397631922,1.7742513956190142,3.1858375492525535,1.8053481777767462,1.8069176619461107,3.1338641108001775,4.8265044595919315,1.3592523141860087,0.1755008061871277,100.0
4100,0.2578078649263009,4.8382780088724004,0.15999685228042107,5.0,100.0,5.098719440245539,1.318898207687382,1.3716825319631738,1.780880661627355,1.7877536719135476,3.1839596284071545,5.0,0.0,4.206313920245702,4.184863999776825,1.489551635882268,100.0,1.7978357411148171,1.7939774098437373,3.1921505022267618,1.8364771315609645,1.8361343076919603,3.1781589904073937,4.824477277863114,1.3616546225478119,0.17634055646941463,100.0
4200,0.26321988460095475,4.837286474315419,0.16255490347128615,5.0,100.0,5.097887577970439,1.3078831427680666,1.368624533646801,1.8127423505896367,1.7751919462042365,3.188148427634153,5.0,0.0,4.186474611766398,4.165740885675245,1.5023818927454622,100.0,1.7689909897599971,1.7847182441949954,3.2193109834552494,1.827723948173881,1.8517443785974916,3.1530368581585533,4.820788490235525,1.392865070180418,0.17719128802654446,100.0
4300,0.26303318029137085,4.830776703686162,0.16792767381436255,5.0,100.0,5.094786287357109,1.3311921606441124,1.3731533280834152,1.8154052515650525,1.769674630159502,3.20101814633495,5.0,0.0,4.170942386276185,4.164701668372221,1.5001579959122147,100.0,1.79770748886267,1.7666480346795204,3.211292430273898,1.8217258201561692,1.8394721523083297,3.1605596433532623,4.81907791357054,1.3420912330107426,0.17975356231914347,100.0
4400,0.262019114959687,4.828431843732097,0.17470707085157797,5.0,100.0,5.094094118466401,1.33878164674044,1.3746239225824424,1.785192486214365,1.7777955826393281,3.2308705960261124,5.0,0.0,4.13302949966613,4.138302809118835,1.5020952559826595,100.0,1.795443410317375,1.8026356432450072,3.1836890072124184,1.7691571197941247,1.7864261296452708,3.140807455296993,4.819786060978386,1.3738686926258314,0.18270129756326764,100.0
4500,0.26926491886323994,4.825505974523375,0.17370915134645107,5.0,100.0,5.092116349828737,1.3487242167042686,1.3773214906035212,1.7796220002609922,1.8048300193355267,3.203591520120908,5.0,0.0,4.121572193593657,4.1434587652786,1.500572397289495,100.0,1.793471028221184,1.7876785470716006,3.2064827450378885,1.8442330472302562,1.7719360895819383,3.170273421866416,4.81552421316724,1.3461997570681077,0.18459745339962094,100.0
4600,0.26979251555936806,4.819314083470618,0.17884131877735504,5.0,100.0,5.088548571978197,1.3566582984310471,1.3959487920524563,1.8067100598608268,1.783947600097855,3.18591412462911,5.0,0.0,4.114893600837801,4.103821852214745,1.4856371458890545,100.0,1.7798082717037589,1.7987257084248065,3.2116491778176606,1.8173412514344598,1.8009212992283976,3.199863311435272,4.813203819283097,1.3684507745416665,0.18316995138652872,100.0
4700,0.2688322817082121,4.814321548859584,0.18541313046222963,5.0,100.0,5.085639475847208,1.3680373949254419,1.3841210820473824,1.7705777035472232,1.778700470870566,3.2203096056539424,5.0,0.0,4.087128662663295,4.105598220091749,1.5187645146386024,100.0,1.7915384050079803,1.7864551456822129,3.1905457323164774,1.7730609836809783,1.7913385960154908,3.1504521184321597,4.812411473275838,1.3734869277815642,0.18579207739037665,100.0
4800,0.2744867243544906,4.814113799882422,0.18653569976016687,5.0,100.0,5.083392697881186,1.361054452002957,1.405310781414985,1.8112056483861978,1.8000688701139376,3.226862605662994,5.0,0.0,4.079851934264766,4.090493334249071,1.5226908183237309,100.0,1.7805547608376489,1.765964445810447,3.2135100904153173,1.8449299806214736,1.7581325467772717,3.2234067977473377,4.812474724136683,1.3714754011135288,0.18561364280111378,100.0
4900,0.27058818187403644,4.8115392874047815,0.19328029170169095,5.0,100.0,5.081460209443886,1.3632124543308841,1.3994440407443574,1.8002672383277392,1.7707540570688358,3.2220086397258885,5.0,0.0,4.05967482470781,4.057443863862249,1.5045968317127947,100.0,1.7825963307175652,1.8026066281312718,3.224392314037221,1.758572459734954,1.7808700128459907,3.2229850024873707,4.810254952303563,1.3925620791700355,0.18770654008927734,100.0
5000,0.27420623825291884,4.804096818607695,0.19549408919565647,5.0,100.0,5.0819829385740745,1.3650720829563985,1.4188873475342345,1.7837218740085456,1.7709482519506596,3.228870868984014,5.0,0.0,4.065929278582469,4.054566578428027,1.5166482169444433,100.0,1.774483814015734,1.8052770538168152,3.195461043985523,1.7865323674963138,1.8355640632511978,3.172685784965758,4.809925043032767,1.3344394735428142,0.19178469647212273,100.0
