miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,3151218505.2441664,50590348245519.98,277605570734499.84,149469272397718.2,48813224676.68498,260873485805.11868,157523403979.9025,8709220130.565777,13282142181897.137,15962076444419.027,4150701.194423606,13021974560.697529,-5136397131.46716,220238800465.65088,518077050298.61884,485995459216.1946,396855531.51075125,1087998442.7152176,692047390.9891293,274165764.6609743,36018184849.418434,19005980621.34042,-479865.6556488697,-7794774.582617279,76687495.28270233,9781061504161.723,10930351935.380314,3546381952.616062,7589951691990.793,7882106888.496771,6046851866.9734125,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,3280110973.56235,49326843825547.945,293282687571011.0,219000024458077.16,51401953966.943886,336008255155.86615,331870034550.9472,9217468749.995289,15651593759507.666,4336014486715.8506,2479882.6139660426,5627684278.0667095,17388149812.616196,230568370864.94528,663637717576.407,588262480164.6711,441708129.769143,1175871473.788125,445645987.83525,278035378.04526937,42782896933.52473,-13525035530.067223,-422839.99122397153,39577550.98924467,56618814.39910391,13357902273711.477,12925956031.536995,4314261816.490237,12457489508515.883,9917286364.761642,10082261751.947857,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,3240431591.1384544,49022669486123.41,314328763846275.3,261958436487294.03,54456682084.548386,353326304787.10785,340831581422.925,16665018267.268007,19329813927593.887,16974663911052.912,13807409.52610451,22118767475.314507,23773292348.38784,239704951355.59348,720010085600.8081,455197528766.7759,580532348.3091042,1561622936.7342854,1973419438.6374907,125019836.75515655,53508470830.35029,89809874594.35593,710124.8566025386,44275835.618744716,164150745.65907604,14643328582664.275,7907129216.463219,983342390.3539257,14246670191778.19,14145786782.543068,5373849019.118865,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,4404659658.865732,48119380247646.55,321773633628547.8,286507199355869.1,59206663658.370895,436734749576.19904,265516328045.89166,20101868450.32318,24386273807499.52,16366752840513.887,19408255.45931869,16824145640.348473,837282801.3642387,260445193435.20453,753904296240.2463,577547235470.7834,630294912.580969,1432201545.1708522,2327547383.3099422,591292933.7112365,76194021683.10588,93183176286.20541,935921.871832089,67398315.76120916,56963358.035878256,11923158063231.36,10230982009.558018,14132586942.215359,13733920354076.23,10540522369.157978,12286469977.973022,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,4623662653.120227,47322044216385.45,337243005237025.0,288377176824240.2,60675017470.77599,452711757283.27295,513842464833.91956,20823756885.794067,27090311714940.348,16857223795879.686,15049620.247120228,16263544031.256832,7151560888.211958,266862151004.4215,867139334516.4261,853741991449.8127,655991739.7849572,1692559839.8461833,2482976219.6111126,688212874.1963694,84993292401.17476,115856617994.25978,1094555.0928026095,63845438.502148405,227061230.55967903,15227545173863.06,14144975693.77724,5877830432.325607,14574765539624.506,18665347495.32274,15193506194.168367,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,5803321832.838818,46375739043697.6,357783762886048.2,323575521300388.5,65589385840.26107,507358980949.12744,501031213092.13776,21360011600.437683,29483428691693.91,32180784411813.28,20169298.156414956,22958194724.068687,6451274115.400192,274805584073.65018,977301170777.7605,966217719888.351,748930992.49254,2363618061.984384,2786782552.9314127,709378160.9680345,79977222946.68474,113814878524.41,177847.71136816527,128090267.3118909,-6349869.2772488445,19835834699339.098,18324429072.44206,11611547576.53894,17918457641648.56,18274104873.48715,10983231255.909744,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,5904984083.312072,45473603452695.2,370677920803196.5,400590074060390.3,66625207040.28442,590947409590.3638,665964695549.6688,25621482481.548077,32457736059822.7,34392847688902.72,30793636.06149257,37267885510.008835,44749437458.166794,291141730464.63586,1018909658725.0664,1127099217540.2927,853794914.3615277,2352215954.1004353,2929435189.660807,699037205.8437711,103674942677.18228,83942738374.08502,1436406.0290235982,114634502.86204357,242092332.31394497,22257670860219.004,22931444063.06485,7935098985.611368,23725277492531.387,22683071524.872795,19594812276.573895,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,6606887587.624227,44974197480355.78,380151762552265.4,405554893737870.8,71033511050.70453,666681761747.5582,627818560326.8901,35003868492.04619,32881653386514.195,30435516358117.4,30487563.048915196,41957453136.273346,23734667508.37221,296048033239.1862,1072893907579.1299,1318613907634.5754,906009084.8274357,2744609182.1032104,3435246647.5944176,875225441.3559066,121829073745.98378,110901967926.89655,642314.4259310735,174843577.1532426,263130691.3192488,24152416887730.586,26768155420.619766,13931393724.780783,24288428616090.11,22031969590.733006,9899201558.237398,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7811752752.204826,44469352703973.11,395567245571157.94,452566092999458.0,71608399599.72882,674287747240.8422,704025237299.471,42344858706.03832,38519726917421.79,38774264627143.9,26452074.877729625,49577147046.81738,51453447749.84608,309965556800.5702,1176986831299.4128,1380494293006.1382,942774911.7430052,3406258439.633787,4966347601.461371,1322802734.2974238,125999388719.83922,136781087648.32455,1470968.870035255,226149373.9259055,378921718.55489796,27689871871035.65,24686749927.759174,14466877596.77724,28635653769097.17,27397318803.630585,22131275671.331932,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,8273354676.458401,43313542803814.234,409957272193997.2,502754196592843.75,74508168015.90097,731581332985.9015,969256403662.4747,41905286113.054146,42014021898770.06,49131987856847.555,49305189.2436833,53639146668.60255,46146495610.10085,311258805167.8912,1258316567835.1685,1689314163067.1406,1034431475.1851994,3500397978.047642,6056912145.276309,1270681467.8299506,143919765560.1619,202573336106.1639,1671545.7949335617,224573816.01765898,318111064.2092357,27486961949428.777,30431874909.42347,26570069658.061462,32263027012871.566,30370288305.13931,29016210857.18629,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,8691699179.020748,42315096480247.0,408221420186191.06,551141199479605.2,76630846920.79932,779428901493.7721,1026818947565.0562,49295876853.833885,44536363445304.32,62168774417215.734,41060384.55823286,53173068949.45957,62299955170.80267,324870268294.2127,1338283013187.2898,2065134662751.2483,1134703434.7159882,4075021655.9396095,6413242398.683657,1285603868.808237,176894241801.34555,262764930449.03445,2263187.837485088,311501390.9484283,353201617.4174042,31667003568011.465,31349184183.610126,19805301136.641495,31474201337850.977,31255192846.417908,33173187410.49019,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,10498110380.809956,42188885597574.32,424058453635052.2,598932782277566.4,80398221287.28088,835298214346.1709,1294196474096.9016,55096021908.27455,46517523150339.58,59874492788794.33,53207651.90925192,61696988500.55655,97076728657.06056,323686923864.4133,1370901163117.2864,2213208359927.0376,1195559736.6774042,4097325527.411422,7540156585.871723,1531260663.8193974,189953953290.06348,238721490015.52954,1935207.824805952,358728211.4223417,558210991.9722371,36095758286801.11,35166422861.320206,28761109984.450905,35928277603809.28,35983854775.07521,31577392083.89016,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,10894899881.028017,41221361614867.95,429332369125953.9,620646035146303.9,81581505121.4384,927203844042.2927,1423735605277.2756,68141456182.0727,50373295527650.33,66873028211701.13,77522502.53498454,80737737649.37038,84626937598.41103,329478738531.48047,1445457730530.1602,2469425700179.247,1304043635.5150511,4897788756.403796,7714413537.234412,2167088075.998865,196184979604.71768,279037659467.708,2806679.8905988815,404107401.0520318,437553024.37115526,37404234138848.0,37334083898.24581,39087199330.36896,43179922170493.22,40434943647.521194,31942677969.57704,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,12013615203.95906,40926562478032.08,436492914554727.0,629458501553322.8,83478425315.28696,975412236332.0043,1423325112378.908,79395850004.16267,54774211178827.484,88294320236097.38,83711882.93998073,83103351053.07394,125831943459.47092,342816664385.3388,1451393836871.1382,2703170962391.8887,1293870206.2205663,5280845989.94474,8892701367.878592,2092154487.1593013,231796090641.33426,403428029749.61017,3085008.8106944812,387691472.42604184,544292704.1720185,46012487004519.58,48161161560.2468,39118691678.01126,44047077783597.07,46555193925.70178,36312287363.645615,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12490001614.61625,39380639826364.836,445907555537781.5,679058915730999.9,84932939211.43793,1001015124452.967,1741611190647.5195,80572738236.70692,60476066211969.72,86185284457349.11,93790925.22580747,96870871590.93594,131051126602.2341,345431910246.6184,1546928744502.0808,2747962775936.6787,1421366415.7167947,5316053557.65163,10541478750.007072,2740496229.4664893,251776151605.85184,375274760352.94977,4365700.369248786,426438406.7543522,872061281.2117603,49474888645417.02,46496730968.4028,47670415184.77483,49978403615511.99,49192746806.94792,46355575623.92772,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,12909429673.24462,39193694571214.87,459674501170137.5,708105078339064.9,86101227550.88623,1102688510128.8616,1695659157708.0925,89709709586.46674,61075832756106.5,95363311844478.5,99665116.37375662,99470065108.35936,182276690804.38043,343900126044.5623,1565278554157.404,3033818227383.412,1479662774.1972904,5716149481.123465,11663076904.16046,3177229536.3484654,256457819644.2135,435347645285.7293,4618258.599707678,521616753.2750638,1036359423.5554997,51618172548672.66,50694736316.066765,58424247845.826805,50360858545518.24,50702958329.08102,56864792876.94159,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,13978142896.65831,38688872230621.984,460848354101698.9,766130327265459.9,90205856329.5446,1181148409453.273,2065283222738.6145,95369464841.94775,69015770279749.336,111443454415349.03,129229948.86024955,118180544032.22919,165996684923.15317,350771614094.596,1613710356068.8464,3301814489085.522,1560207955.8461535,6417583610.832497,14006791400.363043,3490589530.448148,287237934540.50287,585099779473.6488,5685381.905356795,574095216.0339278,1188828958.103019,55061766232088.93,56523715898.0147,54566503059.64102,57180492225221.6,61033401001.21782,66104623578.49004,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15672303862.582346,37624804636995.15,466107333377366.0,788502455161527.6,89044803421.08163,1220141512590.4565,2067511394277.9136,104114722547.23988,68973890618943.766,117729341309388.88,147286110.82972193,117456745089.69978,224644623799.29532,359202442431.6929,1705561305217.6965,3536269421324.3423,1598186609.7048004,6546500030.818816,14821052210.564804,3391693844.662862,314444442348.68207,580191069649.3235,5566431.3970028665,619393519.3328921,1327391817.4260864,64135851711276.28,61655373922.43477,68490168784.32495,59076840120012.06,61776899639.42096,63982269040.44887,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,16118054668.00576,37724671027163.91,469956988887315.6,835017220043290.0,92715547628.6382,1255558120106.0562,2444181304001.7124,121427116887.61565,74949310215132.06,135240475425835.2,161623872.70055732,134762915645.50974,257329733157.49847,354861745700.91675,1744938712093.2832,3675379568020.687,1692411299.684913,7083685616.172297,15983563252.062405,3878589584.6456094,314386568440.77844,694111155926.0054,6373993.277730642,666008461.7535317,1720966268.5200863,69789457824516.67,70932008089.76062,76640934938.42116,69539906524409.4,67981366595.21434,79801771462.64714,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,17492969702.702003,36456496050612.945,480037998025338.0,894060831711438.0,92839205951.65523,1321103278093.6582,2507596464744.9624,128468207881.87766,75975979229639.62,143043100610342.0,181908586.11569336,146532091572.97467,283384788441.4938,358394047733.7877,1813116063442.1526,4085442843327.0825,1737821570.9605036,7246772980.594412,18615967896.74673,4322699845.442211,341753251289.5753,758762224042.1143,7459163.044177123,729757302.1062214,1752068357.9908986,70481624836947.22,73002744157.58707,91638001954.06056,75618522152814.53,79410656026.12816,85112446170.05006,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17713429566.260998,36428681545897.44,488271105323068.8,915185941177491.0,93521366821.04422,1391057755543.9058,2620826132052.732,141342018575.06824,79857430810616.73,158445983379408.7,195743216.26226193,156304844090.13373,288174383913.0693,365862044038.89404,1795872511449.6672,4322663906365.9062,1755704450.473441,7614639322.868849,20387398463.897617,4886774708.072466,364036290688.24994,862138081026.8767,8192583.123983894,822032359.4032723,2059989551.8504195,77794954180055.58,79219148220.52596,97413665749.27826,75166332989232.66,82404914385.9931,96224881735.74706,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,19387684652.954433,35860541581366.46,494054378259741.5,960693582737376.8,94505351700.26752,1464850281331.8223,2833120249484.881,147299764164.39188,87612133771476.94,167224844717280.9,228454391.39513186,170160431524.3696,341763154999.4648,365502106484.2877,1889861469946.7678,4628462900211.505,1830016612.7907946,8479969487.429141,21278346917.72212,5304756552.22142,385364803209.95544,883037771683.5347,10378713.443014717,896837766.0234843,2326918163.9847884,83289988599664.75,84158051012.62128,102848243555.42253,85812794073048.58,88254069030.43346,99572879785.70522,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,19983073568.586575,34982420760347.875,497842759379048.94,1008064558418526.0,95361859112.15048,1457873135122.2385,3037301574453.046,169247810452.29337,90448737026351.17,182525556184029.25,233773965.1980303,174151536761.82227,357985580914.77264,367152717883.7542,1889176668295.259,4717522736775.402,1893288734.7437782,8802108226.87743,23164622482.636955,5743824398.532544,415853399180.33417,955059318973.706,10462981.63440837,966099985.8619812,2469142977.793823,87582734587206.42,94325089226.75685,123019143235.15822,91527550092589.69,93149204456.01126,117497695347.19681,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20595703324.699078,34351199735870.89,497910089127062.4,1036805247419064.0,97137733114.46227,1557590487778.9172,3330382821273.048,177566746333.00943,93866957429057.88,202001826853584.56,264278670.39358687,189608892332.76984,432982908823.34937,368405186387.52954,1942397063835.8135,5032666508664.796,1935216447.8941839,9186982447.664537,24201375660.200436,6258462013.455343,440711186660.26434,1078377633830.5167,11627957.646136716,1041236204.6006024,2793285257.7405424,92599751300168.81,100739916015.45209,124353950944.6501,96498810437296.69,97493891616.5542,129478695255.37509,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21519084032.758198,33582935388055.24,496811612760366.0,1078732632820110.9,99336956138.60101,1627711196688.9717,3489845296655.818,183893014413.2295,99167451890807.61,208733887854023.84,297332335.9493904,205440398958.66254,463267968521.61676,369425653288.215,1985931570862.7385,5566268119484.256,2035839731.1364722,9602663634.496754,26523625099.221287,6693164515.67173,440235401712.92993,1155467702100.6355,13962125.517639192,1152023144.6950643,3317249228.3683195,101075013515920.28,111441385334.84344,136473390039.66125,99700581904864.12,110169959777.37898,135198855922.57187,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,22873812657.593082,33620664361834.344,495289968262110.44,1137513587838726.2,100123497829.86824,1650857090286.2893,3825463745148.664,201794249614.47925,100137336594353.0,229433316645929.1,311484023.29063654,218144100341.64194,518014334881.55133,366522699591.68427,1995300222698.6113,5640793992612.739,2065837182.123819,10016935595.097765,29829193933.209774,7156337400.92486,482331631419.67444,1321011177538.0684,15170028.361845402,1196597735.8446558,3646330530.907883,106190329378263.69,116639008303.05363,149655200783.8685,109451443592722.78,116351601172.80922,159852293649.30606,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
