miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1200,4259815411.0171943,48880967051274.72,311240077645696.7,241279435882923.72,56575505288.61779,362584136969.4031,242527221180.77545,17431529069.624428,21194229338874.438,9415729582189.133,-275359.6287063407,21983771937.455147,11960626765.868351,248639358203.92715,704254781670.7811,477069319744.77216,535052065.4714876,1577533495.058691,1916273168.8422987,90887551.14854416,56314253134.28448,49820930686.57222,437107.91417906136,29390827.69656538,-11226540.287258856,14445408138316.15,9274549935.679014,3844123369.2134557,12958968458724.219,8379486862.575333,2119952750.6234474,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,4339124730.49586,47962697907045.914,329757963469655.7,253679823275357.34,58832194000.36061,425046317853.5076,231821339365.28564,20640814104.56434,23999902009554.902,25566736622998.14,519824.15172238275,16787228230.524368,-126034902.87726021,257956238395.17203,812060544701.3583,730267089431.4045,613185660.6016266,1532674797.2133234,1712149817.670891,382152414.3401271,56763805074.678474,98214685084.0411,888890.2894711746,44102054.72140348,64516677.377387255,14174394212770.707,9762221125.309444,13771097904.67788,11990701939709.664,16763773482.346275,8045317955.35271,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,5103648714.695275,47382132689643.88,339831394443620.6,283787568977018.9,61069973682.017944,449032976013.7722,476229988469.11127,24635719249.07745,23505721162352.05,27525892866043.656,2423821.64194775,27584194619.040493,21596757154.967693,272924186222.0243,891571940963.8613,805964296893.4695,667695709.5345062,1868001285.0342197,1402006061.0734646,273898301.8346703,81893295844.14963,75162497647.83765,546008.3881990265,134216698.58919464,20349602.899362013,18864978793672.39,18802685572.34257,4135479133.025199,15403641441096.748,14072435790.46435,9867941520.778442,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,5688731093.984869,46337358589701.54,355188633253460.8,363244499834871.06,63381326112.99122,514943488324.4708,622625054630.5084,27038519962.063786,26925687396103.33,27110547110374.88,22616827.19957268,30207099358.50619,7349245123.404633,278510313405.882,912349978370.9832,967774786567.885,794667817.4118541,2389302368.5152807,3349404591.7788234,666842856.2256038,100043254853.29292,45554862977.31006,13029.10475547344,125949829.81118712,239137920.09766847,21571683937564.098,14244873819.243397,5293666469.693363,19194944635829.56,15838360140.000105,9498858172.979597,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,6477677801.152089,45654559422438.945,375800329202492.9,384964628758888.5,66866594005.470856,554578086363.3866,585328366039.442,31323807436.56362,31793575684476.645,26481106955338.05,20997419.610836346,34464311818.283035,39677063283.32479,292021084307.4864,1045898794348.0765,1285965512945.574,849578585.0678415,2476243643.909556,2402729203.4409328,751578286.3734978,112692444850.64925,106235385959.20253,1060537.3962813658,159617338.93685102,281050174.155054,23827307668321.406,24141068341.274826,13056863075.524683,21436130732287.63,23596728724.032364,16298920773.244476,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,6744571465.660381,45208340211320.02,378869556065444.56,422280237955665.56,71355865024.07375,624614386143.129,727694755560.8413,35320424352.11513,35950700975220.69,43242335853711.26,13873509.159066329,39314140332.287254,44120062451.271484,296560120657.0687,1071149099480.4529,1242202589143.506,908371913.5538464,2879727922.077612,3491560186.041469,1029601181.8645865,108790666017.917,168985170398.1245,644606.1162809402,141481254.8429291,72144985.5774509,26575759387437.547,25801440577.59487,20930549659.948444,23491374813326.75,26157674762.42222,17221775529.486126,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7342311975.147223,44349268256049.09,396919654501016.44,433303900825829.06,72110119211.48856,721705511599.1993,788992488966.6539,34740938381.03813,39525890079339.31,50521007409992.625,37276181.19107832,42509791059.20558,41831845188.82754,301581131162.41565,1197547136938.6716,1412467453165.5134,962471668.8109486,3365387892.1728287,4307246731.79906,867052629.1485143,141328021855.1813,178424779395.22513,1033331.760581175,201056792.98253956,206059543.3648069,24067600042050.707,28554766418.82131,16166426516.548643,26433177110698.473,28079553299.06805,23535648754.92882,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,7791988640.136086,43080490927202.63,405499706451446.8,503072005557218.6,76128077451.73955,742167920417.0282,840582707947.8896,51262445048.82759,43578881471497.68,49019024246877.01,31793777.885132335,44767901834.082146,50440732332.77116,312957635989.6589,1237694700746.618,1764779114442.3618,1024841943.4389167,3720107690.235127,5294743714.588826,1490414059.7238815,161869413054.14243,175154979498.30545,2161285.0936918375,244626033.02502078,471260460.14632833,27041987245719.574,32023838612.007816,23174585473.827923,31175568380320.105,27222992954.003788,22702480543.348106,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,8871848481.366302,42585221917383.56,411080544659154.9,521044347819415.7,77684943891.02045,796110445259.2921,1112104803685.107,50352473040.966095,45081998347773.14,58086774387967.88,39460626.05821288,58725850192.79702,67133127475.081924,320183938729.6795,1287399600684.0847,1773802897658.2092,1124960713.3627257,3895118530.246889,5801802036.822289,1502827708.3024666,170815725224.83145,203431137088.9372,2469081.2866968676,235830794.50226533,415346204.0908832,33198694781840.51,34333996888.992573,27521403209.89865,36567052447084.28,30317155976.51239,30388836103.619457,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,9652715785.749691,41547753922663.836,419962224650233.5,592406875756591.2,80056345162.69606,843179883382.0665,1178951563679.257,58732420330.93269,46325306102661.38,66158321782419.66,46342232.241855636,60156874790.53682,70284296263.69933,327890226976.4432,1363523498409.6912,2146095060827.5967,1226313352.4659297,4410993704.693472,7766798317.973104,1984354092.8916285,175776917399.9517,281118959605.6167,2950545.4233051627,353188149.38780755,404043546.13208383,39243935732735.96,38805763775.826035,31808463915.066128,38929519062723.49,38032377133.66637,33072710196.023018,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,11063029804.784658,41577241017885.52,433979420443041.44,612962435651434.9,82727102120.28416,883724648486.2748,1312145543092.728,63745655455.68575,53067469960692.625,68716247184958.05,74461387.04436825,76160797267.71208,128371381595.07349,332556042871.1558,1420056694816.591,2287584163759.137,1284800616.9506044,4620644605.426085,8225531955.296115,2161905372.3258204,197171597592.355,363437562903.1427,3326620.0848503676,382242840.48526025,704825695.8878657,41553481475865.484,41176049388.31805,33098811784.073414,37643684943925.96,37876693870.00668,28853442329.568542,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,11043645321.378529,40143780742788.48,444738612669304.0,651373841748263.2,83704207595.84016,940052802504.0845,1539165187214.2937,72842072687.91464,55638656053325.18,79079133124145.23,71626018.17733967,84518773924.51341,121717050861.78833,342173205946.87415,1487649052724.481,2523793327734.024,1377399573.7472327,5049485210.231285,9605211286.856264,2426560669.672584,236629498242.14374,417806922693.30475,3006939.809029104,392174258.3537705,665048007.0780635,46118729703164.29,43241508502.60253,46349985601.38556,47270108826212.555,45501874118.79704,40769057898.95002,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12090635105.120739,39607438452326.79,448548148197388.94,702868142377567.5,84466539511.77884,1047451055965.6433,1756244119719.54,82717434287.83575,57279421979556.27,92782662952123.78,87677383.83942798,88218951470.68864,140259523349.92883,341267854111.66895,1523939572472.2021,2872331517250.544,1420373145.0139418,5471004426.679275,11261475870.456902,2575028589.476782,236800652397.9768,405228210267.0334,3338232.0725791007,460324544.22631437,1019644348.7576561,45744524204187.48,52536519079.700584,42566353443.648346,45804748536680.43,46566730645.52789,49327924643.0722,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,12941775827.339212,39460288067293.39,454144429180743.5,747493231312488.4,86641092627.24738,1129312883870.3928,1862565351045.8474,86093668353.10988,63814402081684.93,94458292136507.64,94266645.35789591,102655223624.6483,173499426540.46585,344095605666.99097,1604332052922.7393,3013032189860.291,1481651337.8861475,5943922451.859574,11309922943.394339,3140878535.610242,261012343816.47208,465303762245.29266,4817211.109875793,554192939.4602883,977195342.3771187,51941050405120.82,54767623625.195496,53624750576.16179,54550529475029.11,51542483984.58949,58222010341.3928,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,13788748765.445347,38085021341860.59,461438842354879.7,763998089129839.4,88807730032.31747,1125844955485.5444,1912711331481.9998,98301386814.77423,67491377153009.27,115244108237273.22,134340075.20194584,115734141847.21454,180828666720.60837,347545016887.5452,1611656804388.716,3452483608308.6304,1515636278.2347598,6300265675.908287,12048666113.11976,3229665424.6952577,280270218900.72235,494240673455.18176,5219122.981856402,537587217.5037264,1305978564.290062,58748231567962.64,62175830781.49368,57710288104.375404,54755950264816.65,60081334711.95628,66336805539.35613,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15053011718.236609,38084740203296.94,463707977056504.6,794222807858709.8,90192038850.84694,1246094507679.666,2273744951710.9814,102189451671.90239,70089966157684.8,117118715975699.2,138602659.96507657,119789985349.82172,208095638575.11475,351032218548.1942,1665232651666.8389,3470213548399.34,1585384699.2896163,6796045963.124787,15058475073.228642,3422849466.4864974,293917502510.6515,631249472447.96,6357587.699052107,628772400.130056,1419888138.5334148,63794987998411.26,65133530258.517715,70596177085.87749,59890338681018.03,64716257543.41953,69010785270.35158,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,15955058675.436335,37450996269888.86,477096345080102.5,828887009258371.8,90682612805.69135,1257622963364.071,2382045843604.3823,118183494370.0571,74299617963187.64,129898379035080.17,161349669.03352734,125682055476.45784,220857189354.21506,354455979436.1932,1747001506570.2585,3787557471849.7993,1693619235.2689235,7211796049.577553,15810412215.742922,4168634322.5555406,320048981386.9247,650042733352.2551,6886834.101333358,745268674.975189,1490406846.9960754,65336368953617.15,73511430977.10895,71503992403.01442,66054523718795.31,67995510028.50993,82486690458.22647,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,16618107709.12793,36374696764432.35,473978749555463.25,880593674950297.2,93468700171.92197,1329729244934.3105,2629956776269.4995,132166852725.39983,77550554758512.23,142123392617221.62,174030720.70979866,145738509458.57892,274996850751.08514,360104169781.2164,1809629001392.3694,4099736364242.399,1722698165.9754088,7417957657.274818,17545816797.901028,4604665011.643221,340919423796.43536,799493929282.253,8353916.317495303,732250295.8540466,1617651592.4507475,71220462951190.8,72635724087.79884,86105074861.07294,71150812727324.02,78254373079.77309,79704032045.13104,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17398444646.394867,35709637204896.81,487396598815609.56,913185930528079.0,92838707606.12277,1348018058532.1003,2730971806667.3325,141212704441.19876,83901797483328.42,157326603107587.8,186792821.53009298,163130294229.67688,309312194987.7935,364619681631.11224,1805969335564.3274,4230486090636.311,1745717877.0659246,8023897376.778008,19573489939.919716,4680713964.346939,352632462680.37695,859620676018.3523,8832145.961120794,808854859.6133946,1868608000.2942302,78497845033376.03,83679624151.93134,99599517751.01175,79493051655329.81,82441529341.17389,91627696611.53915,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,18415816329.962704,36013419782893.9,480627424423406.6,976563899381302.0,95825655828.8561,1411800591524.7236,2877566676105.92,156626765098.91153,84339722341606.39,173485656849055.84,209087680.20262128,166721000818.73135,347971452911.19244,362637078349.2313,1898978341882.6455,4741645588305.495,1836561780.4753656,8217244155.617818,20962113098.65818,5143794755.120632,381509986084.12616,914347517748.7148,9443179.705701401,937250123.8686764,2202532518.451271,83011701123107.45,85537291910.37637,98439398819.69084,83490759743749.28,85413219476.60564,110570392841.63959,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,20431909194.03044,34732410947659.527,493751050958539.25,991182749991018.5,95764614828.38766,1451387329486.07,3112385344496.838,164710540922.9742,90250960103072.0,179464564239304.16,237269744.40077972,174469121869.73334,386500367404.7474,363064170546.0567,1884422849532.0608,4751599225963.414,1912370758.5374136,8638887970.072056,23106398650.239708,5657141464.056326,407229364328.2858,1023075313741.0945,10867201.060482083,999071683.5357804,2681482531.8803453,87839237260739.9,96497717424.94548,121400584378.07413,87876565052256.23,96213146865.2675,109583761176.93336,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20531219606.004898,34383749964865.375,495514178958043.2,1060199277505798.2,97274817921.62901,1566832410617.389,3352234781228.269,172578396892.80853,93815045873519.5,191015511076456.22,264158715.92556405,197516061590.66138,394957528624.6777,364609694152.2188,1931702432481.4988,5198554475343.262,1995851748.552884,8999341646.363747,25236714895.745083,6248920436.623532,417261377247.5484,1086185515425.8668,11996914.731911775,1053491235.6353856,3028479140.2511187,98170764705585.55,98182454986.77698,125729667661.74232,92204338589444.14,101290994872.11522,133903508207.8639,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21824437521.65751,33783819118150.74,503034681823719.7,1067259879518499.6,100036223201.24756,1559304457161.3625,3519919076528.792,182336679030.05072,99500115469098.92,214647276980034.75,286548866.121898,207224820424.57068,448128298393.64606,366797823369.8298,1982750605066.394,5558087099153.047,2016314775.4732206,9266269379.953661,26999606833.17353,6696419550.205658,437251770482.2135,1213828890203.995,12761676.714783752,1182205310.8610733,3048567275.6013017,100479273135060.6,110760930774.33073,145802264043.3844,103031323868123.97,107203842645.404,135222252822.74081,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,22322030927.094437,33561292967164.43,506279689098744.0,1144126698983256.2,100811541971.62651,1627121638567.2383,3897938031660.3794,202341955529.16946,98674405607048.66,230481935419424.3,308840655.0264226,228061791861.0519,510688038979.9348,370517252318.02515,2010823320706.774,5566270565485.8545,2067350801.351686,9537311886.012848,29707655401.695244,7336728434.959739,473573367162.6728,1269545774779.1914,14409622.06489014,1267632370.8074925,3461652737.995679,107252248253116.55,112900857985.64519,153497300691.58444,107965196433518.73,118521396945.55252,150044746241.9658,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
