miliseconds,degr_Foxo1,cytoplasm_Foxo1_Pa0_Ac0_pUb0,nucleus_Foxo1_Pa0_Ac0_pUb0,dnabound_Foxo1_Pa0_Ac0_pUb0,cytoplasm_Foxo1_Pa0_Ac0_pUb1,nucleus_Foxo1_Pa0_Ac0_pUb1,dnabound_Foxo1_Pa0_Ac0_pUb1,cytoplasm_Foxo1_Pa0_Ac1_pUb0,nucleus_Foxo1_Pa0_Ac1_pUb0,dnabound_Foxo1_Pa0_Ac1_pUb0,cytoplasm_Foxo1_Pa0_Ac1_pUb1,nucleus_Foxo1_Pa0_Ac1_pUb1,dnabound_Foxo1_Pa0_Ac1_pUb1,cytoplasm_Foxo1_Pa1_Ac0_pUb0,nucleus_Foxo1_Pa1_Ac0_pUb0,dnabound_Foxo1_Pa1_Ac0_pUb0,cytoplasm_Foxo1_Pa1_Ac0_pUb1,nucleus_Foxo1_Pa1_Ac0_pUb1,dnabound_Foxo1_Pa1_Ac0_pUb1,cytoplasm_Foxo1_Pa1_Ac1_pUb0,nucleus_Foxo1_Pa1_Ac1_pUb0,dnabound_Foxo1_Pa1_Ac1_pUb0,cytoplasm_Foxo1_Pa1_Ac1_pUb1,nucleus_Foxo1_Pa1_Ac1_pUb1,dnabound_Foxo1_Pa1_Ac1_pUb1,nucleus_RNA_Inr,cytoplasm_RNA_Inr,cytoplasm_Inr,nucleus_RNA_Sod2,cytoplasm_RNA_Sod2,cytoplasm_Sod2,E2F1,Akt,SGK,CDK2,AMPK,IKKb,JNK,PP2A,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,2439049124.982989,50360586618445.06,273116679284640.16,190895381919699.56,48618899778.41074,241218871458.66626,97794708199.55843,10035403446.388494,12866707435695.83,13647150025853.98,-6167714.584127494,3999553858.993456,-6503001924.145225,214775682322.0566,549533955702.3533,240603779792.2133,379077520.7400331,674313128.0632043,1120623552.9752316,205450182.85674417,30793206674.326187,32167660087.591263,-407945.67657828494,73898140.00160447,186407714.71826273,11461658239669.277,7206926081.249554,1345813440.7016153,6349019602693.006,5208880680.849764,-2514960249.452344,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,3645708113.550158,50077770836376.164,295966923070084.4,198289791029987.53,52158478489.358734,308323367903.607,278292434995.30536,11837047850.00155,17404436281743.854,9113138079047.443,-6091557.920535882,18080277588.34844,1250682490.5746155,232639055811.78842,638099669724.7179,598209403216.3318,499938901.28559285,1197494617.7290754,661357229.3206339,292028479.51527536,53896325533.198044,59216923712.0358,54312.61124859158,38960557.970228374,86651447.01677704,10667475546841.059,10986848690.175558,806136380.5763512,13129986997891.488,5908885478.439719,-173680625.8335476,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,3388812027.354848,48923796839971.38,309901600487927.4,246327486942372.94,54603466877.887665,376004867205.4999,354338211220.0535,15173601951.17609,18935013887708.84,18360688374462.816,19205910.54057377,17808296495.6563,7308725368.895699,244073871858.89606,716286682372.8917,597933591421.6664,566466018.6215777,1504273215.1947017,727529195.4583435,196257847.90179282,52116379753.62334,49530921626.76416,116001.23215032625,32007519.648055714,-44872020.204154775,15711131106800.225,7646676364.946925,5413134936.235768,9379243323794.271,15123726144.565098,1171941172.4671135,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,3995300966.0696993,47971343454381.79,320702717813525.06,265960657908702.53,59413827333.45581,427079945388.6568,438055774439.10785,18886259277.45534,24521876256072.113,18927282197370.15,13003372.475921035,16399338236.329945,-6438487180.830179,255093283257.27347,810590934181.344,756181127387.9772,651046894.6931963,1852434791.412029,1823563881.4076095,182486301.474556,72783199243.24382,73988776779.03363,729601.6717368844,83031048.29592767,-96688435.6946272,14281297750171.15,9800182744.684607,3536516804.14058,16623215454377.836,12950633882.55118,12496459179.426697,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,5423004915.883408,47470383481075.81,345014041656914.3,303346526563133.06,61547610295.558426,471684540144.52783,501577245779.2265,15396107806.721584,24387427046878.164,18373898888977.594,15478579.902219431,19072155018.426117,28788918589.327354,273105611768.86115,853929305940.4346,793722686138.6769,658559605.0646591,1984592434.9038522,1637246686.327354,406583240.9878639,78135330287.96204,65313769557.55003,546754.6411661769,121447789.56816864,-1471244.8792526722,14295078080290.19,14028825597.244205,7120374319.765665,14286170441238.625,13000949064.464725,5245206775.519224,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,6072216561.103394,45837953305393.914,350845096903294.44,325353955578021.9,65634938775.398796,509320401359.177,510237630812.8362,25658740365.061123,26116932272100.746,33155823376326.223,18610648.533557445,32303160569.427124,41639757956.39842,283801155415.72473,915642533117.4583,930620903534.3015,791774218.5557364,2083096393.15504,2128701326.19157,733496425.2343636,100821882662.95178,53452909207.545586,871259.1894611777,149923738.5747571,6816455.377447709,17882908476599.42,16143473775.512243,8908923119.50481,15908879912912.145,17663253537.53803,17568090731.696983,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,6137823580.986792,45306984061885.766,372848761451276.3,373342867830367.9,68568335013.36621,537289402970.1844,492942389255.1732,30748077061.333485,30914235526260.203,26849212835842.664,31271914.798352186,26830643230.760307,52667314039.14051,289447829866.21136,1047856140019.563,1084172520823.8345,870004394.6037264,2357395952.7158027,2589882395.0013785,954850154.4143834,118838317593.19984,110652504546.77977,414134.76348572876,155438271.24201226,275802972.44171286,23565480731867.273,16766439097.478151,11079701177.99295,18064568106255.84,17977605337.119595,17046067267.4283,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,6498432478.109852,44791898383340.92,384897232705299.25,434097810525920.1,69245957621.13126,657862714034.1774,742409181101.8588,39100340883.778305,34609419553613.965,32292947275299.297,35810908.887928374,44323413476.537445,46375498243.60761,299506579727.90405,1096734418053.7172,1210005446662.4116,921916555.3617928,3097851256.3858395,3477147541.00457,787713060.6044626,131051419644.93716,178710313904.16998,425638.1976689829,212289395.60545668,163433714.62357908,27317341339664.78,23612779840.89761,17760546059.04777,26621656531808.496,24763091544.34212,12805834238.02621,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,7319467046.901807,44369362652616.16,399460758730781.3,444574573882437.1,73435071091.04329,700597019173.1191,866909466576.5339,45449411784.84492,38036617068135.555,48960640269140.01,43523474.51806202,41829804731.93503,52679136385.93971,301686459681.734,1194976289177.5515,1562841322548.3633,996534122.9508437,3156317672.761805,3393527246.2099986,852679113.7724812,125699275844.79282,131593917110.66211,886267.1246356466,161170829.94770348,230294699.22631806,24631469512399.562,25254713830.42736,21799977176.684505,26100688277172.414,28252358211.558746,20511168753.797394,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,7825876803.908673,42792000046076.32,400488322008477.56,515948534499407.44,74006059556.78224,748128664279.6732,804622235439.4456,41762767025.0084,42863348238878.59,57083351422825.14,31919336.356473386,48703416989.846436,58458224618.07703,318002289400.2616,1261590479520.5662,1784766004743.103,1044360584.7733855,3686430450.8061337,5499394604.485432,1509019041.0845873,159995055320.3443,244366615314.23358,1614915.7568142605,208487174.6527223,429970624.20510066,30173616962899.027,27021041432.734486,23078884189.538116,32211621769737.938,28865346902.51925,19552800115.997314,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,8847129484.466309,42500367424548.04,410535257202216.2,510803770238497.75,78824233188.08614,825234713475.7664,1009253083398.381,50939409586.72285,45102964818541.18,50633164156483.75,62235648.81195424,57527075065.11377,68102382669.06355,322329480100.3292,1328824088100.9812,2007167656316.1875,1095220295.6530693,3756703264.497086,6723096033.018619,1651639643.6715086,173706389731.6944,204321832052.87823,1674088.694056098,251945894.4284024,436012975.3384918,30503625313547.348,32547778826.79936,31743650381.46881,33799948037791.39,29565311404.662857,23114374276.326637,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,9638000596.825895,42178336102891.32,421284725924536.44,567042080076444.5,80720089160.48622,842667217988.124,1116678085673.8132,61702164165.28024,49585729419067.72,61148391486615.88,48429811.8427441,59423197504.33114,88019448926.36497,323816663950.48596,1388737592107.805,2207240419680.923,1151554785.671501,4467893379.454199,6055662799.340391,1785732257.8180416,195970477641.9167,322698630236.8676,2399196.262686419,331533663.66479224,617591224.4347848,36309542736772.46,33653088443.87593,29780531101.948563,39821656194284.25,37357762018.07625,37994652917.39405,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,10803260566.54845,40653488930065.8,430845646559288.44,633015269621853.5,82807265524.60495,903981137334.5554,1397721953091.5608,68832811391.30626,49977470474756.27,70644831343146.75,70680081.57969454,78559867415.91693,107170578484.93895,332452662149.06537,1456655526872.9155,2251795824586.567,1224896108.004775,4619684093.423174,7474736912.268755,1973538786.1740472,203511736649.82712,317690202123.69135,2553771.558220272,335358571.1738891,667416484.0115529,39283137268741.43,43365140793.03692,41255129934.075806,37883314856860.56,42716826913.475685,30268282131.974365,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,10966338134.008461,40820840805296.15,446317505138925.25,675758064014410.9,83637637431.44978,997746124349.9879,1588279290855.8484,78133660095.31282,55597731631883.6,85755882036354.11,92003310.32644285,75266984038.94627,118570533347.38022,343608402663.67035,1493525668397.888,2593950591562.9526,1335813861.2321908,5198623416.35838,9448251894.132174,2146866374.9382868,213069611395.5738,340269693901.4994,3700058.594215419,430441312.1231199,795830038.4021773,43394638708102.33,45921751880.49259,47331951503.765495,47844790439480.67,43696247106.49139,42898816890.847145,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2400,12943465841.224375,39940926614014.055,447061240374649.7,703301982571290.9,85812754840.20734,1034673019258.5709,1705413968705.8455,83649029999.45613,60213654681969.0,91187445913773.62,79864565.45368485,95724619996.53084,133561504162.55939,340181998110.47504,1549365415067.9329,2689197096728.7427,1422165376.7287505,5428480710.3225975,10754136320.384354,2521568902.6884346,230283025524.64337,391820938707.5103,3473311.5386753827,466656440.011153,779396718.3585993,48837271946584.805,49964656221.94882,52276600478.22716,49674094178513.76,47683750310.285355,51596483104.49427,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2500,13689028988.317894,38998278336042.37,462832793356078.94,713235440622979.2,86501393416.56769,1066157924424.9912,1885431668044.877,86579056872.61824,61875577967843.945,96496947464055.86,98481487.65956368,102309206626.87506,149428275769.16064,345737420371.6832,1621835658827.8254,3126972162449.15,1474603666.814449,6064754291.2146,11888656423.0137,2825341808.780851,249342076936.92212,435279817154.5134,4642290.545527066,529507728.9155291,912091727.8809546,54370856818563.586,57747787601.176025,55659499507.15626,54635614572359.8,55874697782.71339,54790099565.76818,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2600,13841927382.162985,38800079807512.016,458317922975628.6,779664303812981.8,89572041291.48926,1161254459989.4182,2081501480141.824,95819189505.84688,69029557228946.22,104956975386980.95,116897003.52863795,105312573639.90862,194074734163.21927,349200920437.5205,1653366753077.5103,3282406393531.075,1539635961.5281434,6156165533.791446,12513673883.438766,3513093590.5963297,273816205295.8389,517112303815.20496,5216331.445664646,571105358.6887919,1128113055.3106833,57728271079236.34,62591796003.29274,63772011548.07139,59522038609480.21,59989744671.15194,61940310664.14141,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2700,15408842704.629543,37782868085870.914,467505829374603.3,827704237656479.9,91501224385.47928,1200464371182.4524,2107723875095.8252,102671178577.45425,68495126806305.31,127163573664241.75,146270102.95897853,122159616062.00893,203533496081.48395,359744654327.6423,1714561964844.1226,3614033770289.9395,1565941179.1562529,6753785711.147041,14915925727.79895,3710403069.801578,312551952057.3294,567400335103.1063,6615739.694321902,675704299.162689,1371527168.0230258,61623326829143.96,63595963555.64089,72971561184.86917,64276506886810.02,67087901133.85768,62748710948.66077,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2800,16087236367.725227,37473035482369.0,467900610195251.06,865900066152281.4,90810760366.6598,1252041946320.1006,2224804347426.919,118044831927.18227,73185805553151.48,134568770355363.3,157221312.72559327,127287313351.93771,231577769694.13574,353402743303.32404,1728083589823.564,3865594963652.3535,1695290423.5293787,7186077169.069575,16361026235.398493,3969753719.5021815,314351628240.9894,632689592153.1802,6348057.426153906,691916944.5362787,1472209732.6084578,66289682973827.836,71531162294.8778,82088947060.55518,67114039777251.09,66363562630.0454,80114801696.35307,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2900,16933980918.543636,36437280788046.97,481011527604398.06,873929029839309.4,92675203074.22021,1311376314935.8582,2600144555108.274,133737762682.59387,78767438128862.62,145997536284265.25,161013373.40817308,141797011656.2015,268002678652.06384,362620141614.06665,1778716404990.4277,4061723659508.5107,1741001852.2933903,7256756305.278896,16812361258.777802,4599183870.709876,339280225115.5617,717645452361.5137,8100887.68816755,771324170.1468078,1700498696.2744458,71574109306095.36,77588081071.49431,87111518562.89325,73788882048157.8,76733399777.27922,89584625063.76854,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3000,17434888078.459156,36482208065837.91,476740908217312.1,915760432252627.4,93761768689.88585,1355367123127.1978,2649427847384.8247,138099746371.43265,82622435628501.5,161953746190931.78,200488375.26769006,151734427427.7165,319572282001.9079,360974186211.1846,1838077229728.6604,4452917529653.515,1792916597.278343,7693204356.841273,18933596051.925705,4622389038.662142,361501443497.1028,813732997829.8743,8495140.62650915,850224217.3967429,1915552196.6881697,76632793190589.67,79276305062.84743,93692418431.89584,77858687795146.97,79439812740.28484,100100683315.9819,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3100,19442719292.67528,35893226811532.37,481825527024633.25,964499411322085.9,93943612969.39648,1465315118973.3875,2849157246826.5366,150597447486.13013,87746720849637.84,167510122201183.44,225097122.48619106,170735931583.42853,354548866298.2052,362314889336.085,1852084662417.7146,4458735328277.095,1861054769.1835442,8384399146.424941,20811483236.92883,5226554968.877366,381181887986.02655,881487693814.9252,9549113.190777255,947245412.9262648,2361326769.7873735,83703783856940.4,90132373385.76463,109326114738.15256,83395373618453.67,85187594178.51903,112085396513.27635,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3200,19546219637.270687,34782812291846.812,485269257871514.2,1027235840036699.8,96514170090.73956,1511271312227.154,3222213264036.542,163819950730.0028,90088200341750.73,186515081530154.9,229874817.7086303,181156625679.05115,366920798497.78107,364243195004.85724,1884113115156.8628,4968226936215.615,1908006240.7043238,8614733269.3083,23472087760.396133,5821037188.908821,407797088209.59753,966059753714.5222,10718771.55148734,975850558.3323816,2514740604.8649755,89640279105434.36,93740992164.82767,117751208189.55515,92280597869736.05,96101415128.04729,117857926079.99648,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3300,20358896095.855766,34543442695440.676,500836435127312.8,1042055109684795.4,97124581256.95557,1523559508676.1882,3411052987564.13,183060702587.4218,93601614248282.66,191250202378429.88,272525463.35700977,199666247646.5816,435457184310.99414,370470355107.5182,1965031681818.3882,5168638501912.061,1962908159.5137293,9251723193.741528,24546934035.24411,6366811286.486926,437744116021.6371,1062847526089.8645,12604303.16462376,1078692472.6663182,2941230591.755275,93426227854322.78,104478657975.76714,129956792985.7175,94286240578763.11,102258375953.09271,128716488327.02351,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3400,21536920189.598396,33984299979609.094,498879817806384.75,1107221234938446.2,98260623191.2249,1630584433791.4583,3474644063043.3394,194083542931.9527,98029558230929.02,209708633652949.94,303362553.0542199,202723062504.7464,439806961257.92834,371122663458.8029,1960418598228.6577,5345763930427.68,2006362892.0913756,9293957209.883091,27099822802.411503,6874278443.66493,441889194994.0489,1172258199846.8647,13833766.727937635,1137880342.1331918,3041310491.745841,101751899604773.39,110530268827.48633,144262876437.98923,104652331049942.44,108778591752.14362,136840394405.02644,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
3500,23039003948.146904,33061290303514.574,493348841861942.94,1132017248424905.5,100850767302.85828,1634732926407.9417,3915075824843.0815,204320575164.94394,103210427935827.53,223091800419178.56,331206197.0594957,226435075419.1582,519943303290.72516,366815293510.85614,1985042769471.6812,5603034923669.487,2061876106.5210376,9706923669.391209,29142212505.41212,7205303955.523698,481288355090.6699,1329996995165.5298,15049979.809694566,1254335664.8285747,3512049768.612063,110905468852328.9,118225132356.42581,152489681887.57153,108910397266098.17,116723090593.25052,149257939118.8128,0.0,6060606060606.06,0.0,0.0,0.0,0.0,0.0,606060606060606.0,60606060606060.6,606060606100.0,0.0,60606060606060.6,60606060606060.6,60606060606060.6
