milliseconds,Hsp90,HCom,HSF1,MisP,MCom,TriH,DiH,NatP,AggP,HSE,HSETriH,X,ROS,ATP,ADP
1500,281313.65848897415,6000.465252563402,0.13990677054758843,0.0008570724758790646,18208.102896498352,-1.9235504859667526e-10,-1.2664827156130082e-07,5983999.912558679,-6.273230200311398e-11,0.9999999999953004,1.789028088922729e-12,1.532440739213234,100.0,10929.385815802501,77.27837352313473
1600,280756.2147782379,6000.3046433966165,0.938777396574199,0.0008528456462080516,19727.390094224374,-2.398538949918941e-10,-1.6065769696596213e-07,5980271.53132234,-6.495761420765476e-11,0.9999999999912086,5.151598843718984e-12,1.6613273391061303,100.0,10906.571184451195,97.40049135054399
1700,279228.46749804204,6001.344328187668,-1.2106345256180218,0.0008464000485479496,18450.09562950218,-3.0790385770628697e-10,-1.6044786018671976e-07,5981210.111589166,-6.808099494178662e-11,0.9999999999955117,3.445522932234739e-12,1.8324068922913372,100.0,10898.63621304308,77.14207458602772
1800,278427.8672677313,6000.360216159672,1.143741868498782,0.000863707245548821,21402.742558920574,-2.1250873665583885e-10,-1.9248840417153543e-07,5978267.124747226,-7.281976322523071e-11,0.9999999999914208,6.000804268064256e-12,1.924688450333738,100.0,10906.641207374847,79.18626817601076
1900,277316.4050319356,5998.6876091515405,-1.217794004771989,0.0008661729308511411,22731.810894971342,-3.546461984941906e-10,-2.0683423814988677e-07,5977361.145168092,-8.088495409772007e-11,0.9999999999999083,4.539599783480998e-12,1.860688258275072,100.0,10907.838419285205,99.60201811303638
2000,277416.22066567617,5998.831735376025,0.28820472855209167,0.0008645334040864139,22707.74353833806,-4.3950873555640595e-10,-1.983682272221789e-07,5978301.8621118935,-8.540551460833239e-11,0.9999999999985221,4.971316986124137e-12,2.0757147710083985,100.0,10911.617552260263,107.37456892729497
2100,277316.62049182924,5998.620067071952,-0.4144983024033091,0.0008587875253225231,22852.970798545928,-3.9610853705636043e-10,-2.253829916341537e-07,5976748.847765441,-8.28931530895577e-11,1.0000000000050302,-3.9627346208008365e-12,2.136553267522378,100.0,10896.39286900375,109.84696710999316
2200,274056.76979860343,6000.629556023026,0.8452472936167057,0.0008656536366855491,24315.099480301364,-6.157225217599564e-10,-2.237776477364231e-07,5974396.85475728,-8.647357460480895e-11,1.0000000000066185,-9.952513315534945e-14,2.05150916190457,100.0,10888.48220687245,97.14691635312235
2300,272364.99104601925,5998.674653829125,-0.3996509213848906,0.0008651569522034158,27329.424823164933,-6.314774593571312e-10,-2.432937578743738e-07,5975411.625194625,-9.689688230831752e-11,1.0000000000088844,-5.056456484154177e-12,2.180964035894151,100.0,10894.615940607895,107.74189852275742
2400,273062.3997480525,6001.1983468942935,-0.28477369285584414,0.0008748019006641253,28332.113317758773,-7.178451816175758e-10,-2.543703548291068e-07,5974294.896825947,-9.668409396470519e-11,1.0000000000066656,-1.6636744741861696e-11,2.4609691335716612,100.0,10888.408023724525,109.18585297284322
2500,272412.62376064947,6000.339598032855,-0.8840861595388101,0.0008750043899268478,28975.147812702755,-6.936908340924494e-10,-2.555448244940574e-07,5971961.496128631,-1.1097017641494985e-10,1.0000000000126037,-1.5173277040334e-11,2.573295051213801,100.0,10875.37749589404,128.5358715517946
2600,269521.41040154314,6001.150816780511,-0.5328667837884363,0.0008764440920625895,28848.094712809372,-8.090119287064874e-10,-2.7569851121379256e-07,5969309.026035107,-1.0958642547775735e-10,1.0000000000158593,-2.3071068781610936e-11,2.5422399147140244,100.0,10882.913289563465,118.08229777049597
2700,268381.62692887493,6000.829387607564,0.031094303444622308,0.000882318234896623,30158.384547904167,-9.562723074003388e-10,-2.8049144937431017e-07,5969129.06362482,-1.1882317779741798e-10,1.0000000000172098,-2.82675062592836e-11,2.775628853303121,100.0,10868.712262182313,136.000016899409
2800,267049.2469484941,6000.007127172106,-1.3873751247625348,0.0009006888367116291,31077.66437261676,-9.084234651278213e-10,-2.910130822634289e-07,5969154.155520696,-1.204438859930552e-10,1.0000000000229339,-3.236080455019626e-11,2.765983035172006,100.0,10875.19641664044,141.58152712806918
2900,268328.8028469648,6000.417935678785,-0.7725893736480987,0.000884483583831834,32339.792630553853,-1.029474103570197e-09,-3.041763612555992e-07,5966697.688037164,-1.2121250943433737e-10,1.0000000000269753,-3.1382148805022885e-11,3.0356330094355624,100.0,10861.84618329127,137.92216745677945
3000,266502.53959756537,5999.860401119532,-1.2203370672003375,0.0008904688502929783,33850.02506088134,-1.1389621507939342e-09,-2.895542343280529e-07,5966784.392338948,-1.2666875490430722e-10,1.0000000000382303,-3.256092870097297e-11,2.8903915693292657,100.0,10871.504854331773,132.30998703186054
3100,265663.53723402426,5999.548849906864,1.177413916852669,0.0009119236294724331,34515.52281484757,-1.1816620905082008e-09,-2.9646333330054366e-07,5965115.949779609,-1.3296529913020003e-10,1.00000000003673,-4.90216997460781e-11,3.1671323196235917,100.0,10866.752915088133,144.19062319052077
3200,264668.8352705874,5999.139258459431,1.0947014124451968,0.0009046271163983851,35268.0725160577,-1.3058220420098493e-09,-3.0285174462151023e-07,5963828.183856106,-1.301714535069935e-10,1.0000000000476479,-5.249115224496897e-11,3.1055429930631537,100.0,10853.9663695477,134.76755963932786
3300,262954.99424066977,5998.906522581451,0.055402768419594385,0.0009186245872196566,37579.70784487339,-1.3821372961523147e-09,-3.0886617460948153e-07,5962536.792498853,-1.397257472621362e-10,1.0000000000483313,-5.629689900261173e-11,3.419745799377897,100.0,10837.569275989408,151.62363825864696
3400,261146.0285528722,6001.13975976808,0.6284208665949363,0.0009010867591588404,37687.33261753909,-1.4720408202296917e-09,-3.2162617188316714e-07,5963311.511772218,-1.5122722203991445e-10,1.0000000000593743,-6.326329398735778e-11,3.504237618573095,100.0,10841.64171329652,147.12869579164553
3500,259766.39090097524,5999.108722522695,0.8568410665128648,0.0009216719145056807,39774.49804846054,-1.4790317139866679e-09,-3.2926599424655605e-07,5959672.925364367,-1.5486027909265093e-10,1.0000000000623177,-7.046089108579197e-11,3.5558973226774486,100.0,10839.860849343302,148.00958773315153
3600,260070.87364416572,5999.5666127421155,1.1090721138185324,0.0009246096188890499,38657.78171500242,-1.5714322820711482e-09,-3.2428260537280627e-07,5961364.80638523,-1.5559608298230364e-10,1.000000000076203,-7.001836136026967e-11,3.5033822115029594,100.0,10833.53591783341,167.25658287468326
3700,259589.61883784976,6000.590736817069,1.3769811638384952,0.0009274886393467332,40237.745744317996,-1.6525461357231528e-09,-3.464970998970054e-07,5960113.434415999,-1.527675709263926e-10,1.0000000000868945,-8.663933337219397e-11,3.5836035755325693,100.0,10827.67821757243,167.8432206140028
3800,259410.53684475896,5999.6175784929765,-0.0470889361747403,0.000916397580892265,40598.91698283229,-1.6238286843141504e-09,-3.632903439064439e-07,5957458.998042293,-1.5936021650467928e-10,1.0000000000869085,-8.346991447516807e-11,3.817243480376489,100.0,10820.299640594078,161.32516932985394
3900,255543.88059771573,6000.816512619251,1.275343126378827,0.0009210031483483987,41787.25800495414,-1.7347293586173063e-09,-3.4575705170335773e-07,5957156.126114864,-1.6274024348635401e-10,1.0000000000978493,-9.243120139915887e-11,3.755777759079558,100.0,10824.344551087703,171.6343390058727
4000,257192.21531586428,6001.183333337659,-0.19451149388817698,0.0009228533130536378,43366.38997087097,-1.8892407323917987e-09,-3.458507200781862e-07,5957509.676288411,-1.67877654423653e-10,1.0000000001112428,-1.1091301253613394e-10,4.120277328317034,100.0,10811.855731331607,186.25988989320592
4100,254881.92884408342,6000.097648110162,-0.44148685470667937,0.0009311505935165703,45141.183547007764,-1.8960266962624195e-09,-3.55530818717003e-07,5954654.834742689,-1.7988343465165732e-10,1.0000000001130838,-1.1078233213838441e-10,4.230285028623982,100.0,10809.745462404055,173.90776963999684
4200,252379.18731763604,5999.323408762595,0.11742866228175103,0.0009474119402609778,44286.74010942715,-2.0552497616101973e-09,-3.5878073457067405e-07,5953597.788718518,-1.756589441756508e-10,1.0000000001244225,-1.1740579701685847e-10,4.181217637047084,100.0,10825.234765303463,188.8330160346169
4300,253099.56657216855,6000.20710206222,-1.0034125746228728,0.0009316626141465884,46869.24839443004,-2.0214515738159224e-09,-3.790286812483973e-07,5952991.826945754,-1.8166212784470618e-10,1.0000000001376836,-1.3752899424685558e-10,4.393040963954057,100.0,10809.946951074395,196.2003907505111
4400,252859.9450039841,6001.04292819555,-0.8132958994382918,0.0009571448532693996,48385.38662223926,-2.1008854287638384e-09,-3.750569055529272e-07,5951104.544205385,-1.9327525598263464e-10,1.0000000001416478,-1.400600412706564e-10,4.292323260835831,100.0,10823.528586333476,180.1024332969396
4500,251811.97273788013,6000.618064704672,-1.2829767684181506,0.0009430839280249192,49845.65538272464,-2.1801687649651816e-09,-3.8899700964146457e-07,5951881.759881613,-2.0197337842217582e-10,1.0000000001504967,-1.451923791928194e-10,4.352027858497174,100.0,10795.774992234617,190.4834918496443
4600,250938.05842337062,6000.192622057122,-0.4387967139975737,0.0009548947799139491,51325.23608834091,-2.1586209554905234e-09,-3.975568901047904e-07,5951738.703877254,-2.0096273172632683e-10,1.0000000001665077,-1.668163721806781e-10,4.715440297518944,100.0,10805.882056182736,197.97066145713677
4700,250021.5266087535,6000.579204509153,-0.5074832810875772,0.0009493893021153204,49451.73765118795,-2.3493560580127053e-09,-3.825813417071238e-07,5948025.020258023,-2.0304587215264554e-10,1.0000000001754277,-1.6479041225805855e-10,4.646738433208497,100.0,10798.54977109596,207.49907039959967
4800,246599.24935049863,6001.382697677823,-0.9112232248971197,0.0009676664393477842,51133.82746514573,-2.4247852512492164e-09,-3.989304035406308e-07,5947755.221485062,-2.0901810022297316e-10,1.0000000001864797,-1.809831438165082e-10,4.783886803566431,100.0,10791.339356389739,197.9897972421689
4900,246859.02903663524,5998.785756395,0.8622872659568775,0.0009596634075313042,53843.79866334516,-2.500492014986023e-09,-4.1854348796072005e-07,5946019.289330181,-2.2167260304799093e-10,1.0000000001893992,-1.8646123640883305e-10,4.773065876817705,100.0,10796.747423634977,202.38597468376406
5000,245307.80930334507,5999.27119259406,0.25686901905771753,0.0009593515374233111,53922.85178243191,-2.4093174291296973e-09,-3.934578159650211e-07,5945337.766146281,-2.2329590097324347e-10,1.000000000204175,-1.982588489836037e-10,4.9561866853146865,100.0,10796.597700663879,198.530699670909
