miliseconds,Susceptible,Exposed,Infectious,Asymptomatic,Hospitalized,Recovered,Deceased,Cumulative_Cases
3700,9823743.108923046,49478.098338293436,1268.7535323035574,11518.787471012616,1503.3729974755352,53125.75369330798,32.11116424082263,3370.6861868662386
3800,9821282.261551172,49906.120746502784,1285.5428217111005,11840.291992123983,1551.8129874030267,54785.61819631513,33.90115874186393,3516.5414079703396
3900,9816269.173633605,50677.31146430858,1311.1605558757178,11855.23459117658,1565.795285748762,58222.37347952407,35.264504003923236,3663.0139837766633
4000,9815239.930884585,51003.10757247266,1330.4053575995301,12004.395301430151,1623.6944870226364,57891.86766526988,38.21811812927288,3728.9811405171376
4100,9810603.624716874,51903.91162589227,1337.3422360204227,12218.875632275232,1664.6356857327667,62252.32996141831,40.232762360801544,3827.1964707009256
4200,9807569.416613499,52691.32705518813,1361.7988161541068,12288.217079853699,1687.727850908348,62196.69339885039,40.92351000302729,3945.209094191155
4300,9806112.456152428,53111.851512043395,1383.33714111062,12417.699144505734,1745.875403207962,64666.96830400594,42.798231689318676,4116.571976790935
4400,9800505.441113925,54369.51235435847,1398.5015585780218,12793.15528958125,1767.6904774705667,66427.7745600296,45.245511693706085,4304.465176119651
4500,9797212.631070374,54978.134776187035,1425.9195165955289,12832.3642783373,1804.6755465084436,69075.65577272292,45.82382120119541,4324.108710570249
4600,9794607.410684329,55883.7323375578,1439.5876289567466,12980.705328347633,1876.201329572488,71693.98450137569,47.936569291356584,4593.654240161578
4700,9792763.222256161,56405.01766264162,1449.579083525581,13148.989408969459,1930.413554614506,75128.07512704999,49.90856472130662,4650.032231192818
4800,9789880.539852748,57049.505706597134,1467.5459044830598,13350.42278933078,1961.8269686526096,77140.50445974013,53.07506988911992,4775.834668253266
4900,9784860.75000237,58199.28374235612,1487.0549831136834,13642.332943802461,2011.4760347153174,78645.57320975793,54.48071588829517,4861.48440367518
5000,9782749.694987036,58441.96910927882,1523.874159192679,13671.639283999912,2038.5962940212332,81506.00653502469,55.98303045582135,5075.266499015267
