milliseconds,ADPi,ATPi,Cri,PCri,PCr,ADP,ATP,Cr,P_ii,P_i,tmito
2900,96.30753150709133,5568.692468492893,12209.90224802164,3289.174675055284,3288.0219359827843,158.68903588276123,5506.310964117234,12211.054987094147,3420.8278636265127,3426.025849302095,0.0
3000,98.90024486673364,5566.099755133244,12271.516640123144,3227.560282953772,3226.4170934956896,161.9975789137178,5503.002421086278,12272.659829581242,3485.648711694356,3490.8880896029223,0.0
3100,101.56067052347677,5563.439329476518,12332.01679512432,3167.060127952609,3165.926711724669,165.36185849545865,5499.638141504535,12333.15021135226,3549.4126947561404,3554.6924674220263,0.0
3200,104.29292722097458,5560.707072779009,12391.421775215495,3107.655147861423,3106.5318175729626,168.7881136617719,5496.211886338223,12392.545105503967,3612.1447972866617,3617.4640445948917,0.0
3300,107.09690021577529,5557.903099784272,12449.75610495807,3049.320818118906,3048.2078064744437,172.2753746048976,5492.724625395092,12450.86911660248,3673.8687144176474,3679.22651543706,0.0
3400,109.97392883027071,5555.026071169684,12507.041246544044,2992.035676532862,2990.9332182528055,175.82553627411073,5489.174463725886,12508.143704824122,3734.607728132082,3740.0031950350844,0.0
3500,112.92536306250018,5552.074636937519,12563.29855097487,2935.778372102074,2934.686674626088,179.4399247203908,5485.560075279601,12564.390248450836,3794.3845148327723,3799.8167897716144,0.0
3600,115.95199064180518,5549.048009358174,12618.549175582724,2880.5277474941918,2879.446998476104,183.11933272029106,5481.880667279704,12619.629924600826,3853.221035785757,3858.6892681910103,0.0
3700,119.05602641629254,5545.9439735836995,12672.812198529236,2826.2647245476896,2825.195101853023,186.86631625639708,5478.133683743596,12673.881821223906,3911.1388713182923,3916.642250282575,0.0
3800,122.23758594041938,5542.762414059587,12726.108396052665,2772.9685270242694,2771.9101797083695,190.68085650368127,5474.319143496311,12727.16674336856,3968.1588124401014,3973.69653066832,0.0
3900,125.49959539313417,5539.500404606831,12778.455199287933,2720.6217237889828,2719.574800930967,194.56614360299815,5470.433856396998,12779.502122145963,4024.3014320438774,4029.872712635394,0.0
4000,128.84148854665068,5536.158511453377,12829.872724798548,2669.2041982783994,2668.1688177834535,198.52176863868976,5466.4782313613005,12830.908105293473,4079.586436341618,4085.1905220157937,0.0
4100,132.26694382915144,5532.733056170806,12880.377146853942,2618.6997762229666,2617.676056245792,202.55118197376967,5462.448818026227,12881.400866831138,4134.033463910575,4139.669601035951,0.0
4200,135.77537898272575,5529.224621017307,12929.987119322988,2569.0898037539655,2568.077842879539,206.65460698566093,5458.345393014329,12930.999080197385,4187.661301651788,4193.328786904211,0.0
4300,139.36943258380524,5525.630567416166,12978.719399910784,2520.357523166127,2519.3574020079327,210.83368866747958,5454.166311332516,12979.719521068997,4240.488475487092,4246.186572820429,0.0
4400,143.05070418245833,5521.949295817562,13026.589407508183,2472.4875155687623,2471.499314074606,215.09135997008354,5449.9086400299075,13027.577609002323,4292.533168373116,4298.261214248858,0.0
4500,146.819757971033,5518.1802420289705,13073.615007655915,2425.4619154210204,2424.4856802379704,219.42710082471936,5445.572899175273,13074.591242838958,4343.8128739875465,4349.570167966945,0.0
4600,150.6811730415349,5514.318826958411,13119.808275892365,2379.2686471845445,2378.3044548222674,223.84662436032147,5441.153375639676,13120.772468254667,4394.345214252207,4400.131112171787,0.0
4700,154.6310996122957,5510.368900387688,13165.189842290672,2333.8870807862427,2332.934944149914,228.34543147277873,5436.654568527215,13166.14197892702,4444.146437185021,4449.9602857929485,0.0
4800,158.67594951819595,5506.324050481818,13209.769281439898,2289.307641637048,2288.367616315098,232.93090803284613,5432.069091967145,13210.709306761835,4493.233341075168,4499.074538951575,0.0
4900,162.81538730588184,5502.184612694074,13253.564157697032,2245.512765379871,2244.5848523249438,237.60130208317412,5427.398697916823,13254.49207075199,4541.621948276812,4547.48983922899,0.0
5000,167.0516892638918,5497.948310736172,13296.586307966865,2202.4906151101172,2201.5748232733945,242.3607630152313,5422.639236984757,13297.502099803534,4589.327999811783,4595.222029270334,0.0
