milliseconds,U,A6,b,Btot,A4,c,C,g,G,Ep,x
4000,5.0769499147154376,1.0493597986192131,1.0000577075352919,1.0000000138639957,1.0096946530304982,1.0000019890629392,1.0000116148255902,1.000032340124001,1.0001745183511517,1.0875516918132708,1.1672515657733307
4100,5.132791220408763,1.0520451231892423,1.0000624351498923,1.000000015373287,1.0101381477284197,1.0000022331583476,1.000012505781174,1.0000347035963184,1.000187907972283,1.0917398081885537,1.175542883305257
4200,5.186725407825074,1.0547904982288407,1.0000674218341887,1.0000000170046324,1.0105892068846238,1.0000024997142232,1.0000134385871493,1.0000371731481674,1.000201926447288,1.0959933362034573,1.1839795220397002
4300,5.238811367566401,1.0575943835674435,1.0000726750635687,1.0000000187646356,1.0110476935315615,1.0000027901146125,1.0000144138764502,1.0000397505159118,1.0002165832280077,1.1003098691327207,1.1925566104806893
4400,5.289105456201531,1.060455254204704,1.000078202350684,1.0000000206600885,1.0115134764899893,1.0000031057865144,1.0000154322573207,1.0000424374008956,1.0002318873866525,1.10468710447932,1.2012694417221128
4500,5.337663183869267,1.0633715956786098,1.0000840112449685,1.000000022697972,1.0119864288369607,1.0000034481988547,1.0000164943154752,1.000045235471772,1.000247847647925,1.1091228159080035,1.21011342672204
4600,5.38454193669951,1.0663418808062184,1.000090109330188,1.0000000248854573,1.0124664258729223,1.000003818861709,1.0000176006163368,1.000048146366663,1.0002644724223384,1.1136148097426266,1.2190840067710957
4700,5.429799654153768,1.06936458399308,1.0000965042254952,1.0000000272299074,1.0129533458244946,1.0000042193262981,1.0000187517051577,1.0000511716936746,1.0002817698075732,1.118160942218692,1.2281766933775862
4800,5.473487052296036,1.0724382527996505,1.000103203591764,1.0000000297388754,1.013447074971379,1.0000046511863447,1.000019948103629,1.0000543130286064,1.0002997475367739,1.1227592337046328,1.2373873090055474
4900,5.51565418575935,1.0755614523026074,1.0001102151261987,1.0000000324201068,1.0139475029443943,1.0000051160764025,1.0000211903142944,1.0000575719188902,1.000318413044735,1.127407767492313,1.246711781587518
5000,5.55636030278412,1.0787326365660748,1.000117546558581,1.0000000352815446,1.0144545160384848,1.0000056156706731,1.0000224788263306,1.0000609498872606,1.0003377735549186,1.13210451933924,1.2561457691166469
