milliseconds,TrkA,pTrkA,pTrkA_Akt,Akt,pAkt,S6,pAkt_S6,pS6,NGF_TrkA
3300,8.51962567279538,8.19901357364954e-06,7.015402688522137e-07,1.1559482682544686,2.5306551560034485e-10,3.552336030379913,9.146166929907393e-09,2.8921615529624906e-11,0.001017104181086828
3400,8.519563115172101,8.92766971608771e-06,7.873770917912641e-07,1.1559481809460177,2.907971144090254e-10,3.5523360289404504,1.0580063573849274e-08,3.4487265465452346e-11,0.0010789052955423044
3500,8.519498736182145,9.695982279014761e-06,8.806691778252263e-07,1.1559480860061024,3.3282353111603157e-10,3.5523360273282236,1.2185866356183275e-08,4.0911307271910865e-11,0.0011424825472777394
3600,8.519432538442237,1.0504762147614543e-05,9.81809798622317e-07,1.1559479830265245,3.794897364405133e-10,3.5523360255285494,1.397815721734184e-08,4.829474772166486e-11,0.0012078320421567725
3700,8.519364524564807,1.1354804193477144e-05,1.0911995464705713e-06,1.155947871590999,4.311573815700953e-10,3.552336023525987,1.5972267343915177e-08,5.6746954236043695e-11,0.001274949893283208
3800,8.51929469715804,1.2246886251064456e-05,1.2092469928734299e-06,1.1559477512745875,4.882029087637783e-10,3.552336021304426,1.818418666788228e-08,6.638847066036739e-11,0.0013438322209400723
3900,8.51922305882582,1.3181771803283147e-05,1.3363669886639283e-06,1.155947621645194,5.510217410253228e-10,3.552336018846889,2.0630765455401827e-08,7.734689792301854e-11,0.0014144751526695206
4000,8.519149612167768,1.4160209248872429e-05,1.4729811389816401e-06,1.1559474822631586,6.200268431235638e-10,3.5523360161355964,2.332964548145749e-08,8.975927133516762e-11,0.0014868748232186038
4100,8.519074359779234,1.5182932161448817e-05,1.6195176472955566e-06,1.155947332681404,6.956489155532623e-10,3.552336013151959,2.6299269654927125e-08,1.0377255313623901e-10,0.0015610273745239505
4200,8.518997304251329,1.6250659785757125e-05,1.7764110085015491e-06,1.155947172445714,7.783369790984297e-10,3.552336009876547,2.9558910409142372e-08,1.1954367420257624e-10,0.0016369289557057582
4300,8.51891844817092,1.7364096334450466e-05,1.9441024611604485e-06,1.155947001094346,8.685570353194949e-10,3.552336006289154,3.3128605595525004e-08,1.3724167136780782e-10,0.0017145757230293255
4400,8.518837794120703,1.8523928899000398e-05,2.123041316248995e-06,1.1559468181568773,9.66788511536508e-10,3.5523360023689614,3.7028987861286705e-08,1.5705221870242737e-10,0.0017939638398312568
4500,8.51875534467906,1.9730835569729854e-05,2.313679829007992e-06,1.155946623158705,1.0735370265012382e-09,3.552335998093938,4.1281898685378654e-08,1.791645234995019e-10,0.001875089476705942
4600,8.518671102420184,2.098547915443599e-05,2.5164771791640316e-06,1.155946415617571,1.1893241334318935e-09,3.552335993441323,4.590989554312789e-08,2.0378309933378757e-10,0.001957948811324874
4700,8.518585069914065,2.2288508932222897e-05,2.731898368190122e-06,1.1559461950445344,1.314689920738062e-09,3.5523359883874983,5.0936377222102565e-08,2.311256095920077e-10,0.0020425380284645024
4800,8.518497249726511,2.364055837951578e-05,2.9604156574880955e-06,1.1559459609427196,1.450189255656541e-09,3.55233598290817,5.6385403407435346e-08,2.6142733920622956e-10,0.002128853319955828
4900,8.518407644419112,2.5042251448388354e-05,3.2025046225804512e-06,1.155945712810789,1.5964013856815413e-09,3.552335976977912,6.228215685059141e-08,2.94932156768392e-10,0.002216890884758292
5000,8.518316256549278,2.6494198226002992e-05,3.458646892275894e-06,1.155945450140547,1.7539229544338874e-09,3.552335970570493,6.865260768134799e-08,3.3190025071705934e-10,0.0023066469288793427
