milliseconds,S_d,E_d,I_d,R_d,S_h,E_h,I_h,R_h
1600,32335592.413119774,327521.3152539938,467918.3462529731,2340793.8149070716,1307940026.0763397,183.93947681386544,206.5304627462648,39472.21384046695
1700,32025848.005979024,377492.6870580003,447091.2813797915,2379564.8554953258,1310508327.1401668,181.45461501062726,258.2289254892139,34456.47282558541
1800,31948813.813514154,359921.00056323933,510233.2526241985,2415010.7348153777,1310338902.4907558,211.61475312390908,275.00629940445714,33150.42911359001
1900,31802890.626414888,419093.7074150474,568214.8063313559,2449247.662336628,1311771637.125974,212.6695491057539,273.11105890543524,27940.714526457286
2000,31791087.09389484,450479.06819568813,607878.4472805248,2424970.3138645804,1313974780.8488677,248.6423040091904,316.1809335795648,28535.389065044877
2100,31486769.62389513,489247.60096509586,599791.0375575153,2475970.995476048,1314326497.9913661,281.97333943375645,305.87478799681054,26073.674529356766
2200,31486703.633911464,502780.2726599612,694194.8375945329,2472141.9448082945,1316140606.7469213,291.80190548212227,313.29502989521023,23954.462519566066
2300,31460246.547287136,506936.72599131154,728718.4239248075,2531535.347374284,1316205548.2097652,295.44198006182063,355.96977844901346,20729.425770342532
2400,31010742.886515398,572939.760804892,762261.4754474263,2497466.7343992265,1317857844.399704,308.02354932010525,383.42165928684705,17699.979252662557
2500,30981395.904521078,621413.948902119,822010.2658164809,2526460.2742207814,1318393432.6441872,349.04370875273537,387.8973661488589,17463.726775674575
2600,30898239.16232091,652638.9972980282,878377.7204205352,2521752.860172808,1319335929.5575619,358.7387416015945,455.53851798446226,13836.772583481097
2700,30615642.82483397,678634.830497378,913487.940702021,2580821.8411018616,1321309458.0939736,412.06106093865935,480.37932370093915,15122.157302132982
2800,30544057.705530602,705201.8837518991,1037280.3250561925,2564702.178485248,1322099393.3148057,424.26858932224076,502.08011139876413,11835.61225202653
2900,30350200.02670955,776861.9118026247,1020064.5705909354,2547576.130546186,1323941858.2975907,441.43720945431215,511.4315124186774,11617.65023852485
3000,30042481.219724637,824472.925988943,1106099.9594033211,2550425.8832452414,1324955973.2714396,473.97367596050805,561.9521350420026,8339.12672339849
3100,29903564.676259812,865223.7225668703,1204564.7946613487,2546287.6506323316,1325285853.9308739,528.9983638186144,590.442956776802,9932.947141506711
3200,29701790.330684807,905953.461150576,1238178.4033028542,2536521.393005633,1327008331.2162173,558.3881718255723,662.9100522354956,10091.642779159272
3300,29554944.132606793,925768.5665949708,1380448.977849114,2564634.354925742,1327323885.0798514,590.281029305348,721.9670214610552,9330.178777145507
3400,29125815.64340907,995785.8024663309,1406162.4586924943,2582931.664707485,1329835940.308257,605.8969455857302,739.4039461670578,5149.533015190455
3500,29013528.719697136,1030345.5115218821,1493849.0867544878,2533674.6570390686,1329670639.5555406,649.9340071325593,777.1022449605802,7099.217875987434
3600,28682122.05064269,1096307.0534130402,1636773.7003244516,2534865.9188168654,1331561714.1334808,674.7957662800151,862.0374403332222,6734.770505035907
3700,28400461.93673688,1173582.4856098525,1731431.6222579917,2536563.9649658245,1332912556.2699974,719.1893526211609,877.4771400261159,5821.90931776016
3800,28087174.42929452,1210415.4082234905,1782329.367855221,2508818.97259884,1334278122.5405617,780.446464476916,951.0938527640732,5222.069675957727
3900,27703280.11585421,1253032.9223667516,1866535.9008384924,2497116.6969149127,1335280583.605529,799.9213759729162,989.8275774964336,5335.788252128339
4000,27535263.605696063,1331488.348489458,1952497.7772310171,2528842.3900018744,1335453549.0341735,873.8071135257513,1049.1835184653035,5032.42879424947
4100,27067334.871231098,1364947.1304479965,2124359.494098061,2494026.1837514644,1336572085.4198775,910.6256194651431,1123.0680636829009,5514.9636530742955
4200,26954254.04747516,1414273.4203039776,2180961.7849759413,2509148.068447437,1338912132.1017666,970.155268770701,1184.7003680098578,5024.652871766497
4300,26686765.64342653,1451268.7735265696,2332795.2104097507,2457351.2875190247,1340090058.810766,1015.0042125606702,1257.2066445400542,1930.8990709828372
4400,26224322.43982149,1506743.6225930578,2389541.0422743014,2434849.521319044,1341344307.5786057,1034.5624238538974,1324.5796623428723,4289.69023415268
4500,25720462.831178714,1600327.1695446938,2552177.3996254303,2434777.178419343,1341946920.380635,1085.9804452064534,1439.8574910924697,4852.268130403589
4600,25567745.10340094,1617992.5250596795,2662444.5508118295,2431494.9894842724,1342633945.715666,1164.3585039846153,1502.2178075204652,108.70174434710225
4700,25195673.324122664,1700686.221628708,2709021.9672611034,2428468.600489556,1344584613.9186747,1223.3466231693603,1552.3493301587093,1812.3266882340984
4800,24856124.495971154,1750182.202938276,2829788.1196060097,2357904.627590317,1345477603.493886,1243.2655992727684,1641.5021511195766,3295.8742533882682
4900,24381205.63530212,1782390.6016069446,2927430.0165086505,2350239.8282642434,1347084012.0211468,1309.870313141455,1732.4485626424334,632.7961368137528
5000,24007021.88923189,1811787.9116639418,3074053.4761018995,2332218.473956989,1347445418.6403592,1358.9851437615725,1804.5401402206578,3508.283169005962
