miliseconds,S2_n,pS2_n,G_n,pG_n,S22_n,S24_n,S4_n,G2_n,G4_n,GG_n,S22_c,S24_c,S4_c,S2_c,pS2_c,G_c,pG_c,G2_c,G4_c,GG_c,R_act,R,R_inact
1000,28.51477917624449,7.816762580204227e-06,28.514787484605126,7.576824231646814e-06,-1.0533780210035138e-09,1.7926046008871352e-05,50.78093239249527,-2.3318395173527234e-10,2.194485647662601e-05,1.0708691162886292e-09,1.023986365466196e-10,5.784315635568896e-05,50.78081829219048,60.589630003813234,0.00024331921550031131,60.58962641081106,0.00020613771500008516,1.8109726667826844e-10,3.413248974698406e-05,-1.920972676397462e-09,0.005032281843662473,0.9954146263427096,0.0
1100,28.514778404197013,2.843252288241655e-06,28.514783009228516,3.866155199399549e-07,-1.14794650312293e-09,2.6034201401318866e-05,50.78093611008924,6.420843569761652e-11,-1.6704882383472958e-05,-3.9072446666089374e-10,-4.1159002052849165e-10,6.182256623003011e-05,50.780825106347635,60.58961879230378,0.00026015760126436887,60.58963425506205,0.0002945133245781809,-1.9291836586238986e-10,7.647411680740583e-05,1.2066751397065094e-09,0.005603266192167265,0.9949601999849927,0.0
1200,28.514778029380835,1.8065890594863007e-06,28.514777302661322,2.519238848566089e-06,1.4268661098941088e-09,-4.288727435177816e-06,50.780929338763535,1.6917792528065257e-09,1.6511476569991005e-05,-1.1111072209589713e-09,-1.9004701873121117e-09,6.0043864415730504e-05,50.780907954595676,60.5895031583522,0.00027101828378935767,60.589459189015926,0.00026283253719896804,-2.3132138682363324e-09,7.7824613936576e-05,-2.059971336931242e-09,0.005910206480598306,0.9943356797213972,0.0
1300,28.514784212427397,3.804832807022825e-06,28.514783649203476,8.739573626349246e-06,1.565995149560356e-10,-1.7538810672265493e-05,50.78094112723765,-7.508668103635805e-10,-8.979697984318909e-06,7.302576124399921e-11,-1.5309965330979525e-09,6.967521769271204e-05,50.78080782034386,60.589530676639164,0.00036324936428385255,60.58954105813367,0.0003614398544653684,8.4436534279723e-10,6.478177698123323e-05,-1.61842007343909e-09,0.005945682507987873,0.9939517693323765,0.0
1400,28.514775020831184,6.121150805173371e-06,28.51478608794086,7.387767747850458e-06,9.692604137884884e-10,-1.1001622679630033e-05,50.78093402355293,1.2314623097799155e-09,1.191442861315483e-06,-1.001064301419693e-09,1.7284536397563952e-10,0.00011802319182504725,50.78090202535957,60.58946268708649,0.0003644413279520234,60.58939097805378,0.0003882317458249572,-1.068062103732984e-09,0.00011414683704000923,8.217058471709213e-10,0.006962914347390549,0.9933888393541681,0.0
1500,28.51477936803877,9.402919179524006e-06,28.514779758307714,2.9407225843553047e-06,-1.6452120678673322e-09,-1.530246281390809e-05,50.780926100809545,1.0525501601617886e-09,-1.4319105072719e-05,9.203405934834183e-10,1.864849170277861e-09,9.033784559489558e-05,50.78081200315111,60.58936419701446,0.00040047079565844846,60.589341963142246,0.0004209532819729324,8.795773005373111e-10,9.206422514516462e-05,-3.5450699365748975e-10,0.007408690129628432,0.9930318800892532,0.0
1600,28.514783336231268,9.210436140173274e-06,28.514783971176396,6.228030160589326e-06,1.866391126435087e-11,-1.1196606229294628e-05,50.78093346459822,-8.859951126792089e-10,4.42302445286358e-05,-1.3588246490979435e-09,1.8164745642511137e-10,0.00010751116103226121,50.780864839622915,60.58941488450185,0.0004469893645741947,60.58929116017177,0.00045145008669818574,3.896596115754686e-10,0.00014276420533956998,2.5046897852166764e-10,0.0076885289949958436,0.9922870762322772,0.0
1700,28.51478073144231,9.999568146414965e-06,28.51478189578331,5.3701677202627535e-06,-9.024333889488229e-10,2.4815226842769807e-05,50.78092947635392,-2.57347351911711e-10,2.1005687423498783e-05,6.709218279928097e-10,2.176019407012887e-09,0.00011124147152710888,50.78080879579447,60.58934032136252,0.0004403795275258742,60.58937743464302,0.00046301332579280644,1.2425403394328648e-10,0.00010261233127017468,-5.316928317374935e-10,0.008245290736308506,0.9917070632546899,0.0
1800,28.51478039365837,1.03967372856896e-05,28.51478638811453,4.51930816873349e-06,1.5284340361478994e-10,4.0172778644244345e-05,50.7809376898258,1.34755527422485e-09,1.6442059644592145e-05,1.5576534316116314e-09,-1.146059075871024e-09,0.00013716768493150224,50.78066222332555,60.58928861784444,0.0005137689846576041,60.58931080266538,0.000521997318847515,-2.275717334420806e-09,0.0001216294824725704,-2.1216123150360557e-09,0.008564810839766195,0.9909993307475924,0.0
1900,28.514779585196088,1.1645155184284213e-05,28.51477807041829,7.173003260670364e-06,9.281357067851779e-11,-4.416871408106087e-07,50.780937101185195,-4.0895388020810684e-10,3.530943163383161e-05,-8.820302981578546e-10,-2.2986040574900385e-09,0.00014540526749108482,50.780793045655756,60.589276861165935,0.0005477236832944601,60.589279905694575,0.0005469803092765026,1.5367763859641192e-09,0.00016765070896553738,4.786112604584499e-10,0.009197820886934507,0.9906854891718423,0.0
2000,28.514788386896733,4.793616380162343e-06,28.51478755538352,8.08047608018385e-06,1.8210840997909193e-10,3.673031449257377e-05,50.78092732257017,4.146176287884434e-10,2.464710803444569e-05,-2.1048387758730303e-10,1.4078423073242557e-09,0.0001530487206181403,50.780748903350386,60.58911812742154,0.00054917559651115,60.58909330109068,0.0005394278565930032,5.013950972303648e-10,0.00014435997445613603,9.272507768074232e-10,0.009901025227028227,0.9902258784069953,0.0
2100,28.514786139991063,1.1884589855619979e-05,28.51478558088301,1.3427625102117186e-05,-9.915472033999728e-10,7.054279549071053e-06,50.78092864258044,-1.4377803251602022e-09,2.550651235908481e-05,2.0893754229747058e-10,-9.307576292762342e-10,0.00019128048616675353,50.78071868170998,60.589068731355226,0.000629192079309983,60.58911026281926,0.0006112202116827733,-1.3386572043200178e-10,0.00014293788817687617,-1.2727448049778075e-09,0.009913930120596276,0.9898324870584311,0.0
2200,28.514784170525747,9.965166982243261e-06,28.514787690924635,9.657347883683358e-06,-1.7319008228068458e-09,3.9777162907780116e-05,50.78093427385063,-4.933763753218909e-10,2.2710305272997542e-05,9.432221170500352e-10,6.673524653758142e-10,0.0001989278430961294,50.78065940316824,60.589025881439106,0.0006328287214543871,60.589145303193845,0.000602567908633949,-1.6874390731811885e-09,0.00019974326645201925,1.351968570000969e-09,0.010437881047590594,0.9894641754118361,0.0
2300,28.514779664490362,1.3700692766189704e-05,28.514782639174925,1.4400232209525498e-05,-7.631349995526607e-10,2.2562949313556128e-05,50.7809354026321,-1.1085656390594202e-09,1.9206064619961548e-05,1.7753010607183493e-10,1.6721509517498581e-09,0.00018991278376285738,50.780607293406646,60.5889904540399,0.0006741287197431111,60.58907697081369,0.0006562184125611468,2.004284550240727e-11,0.00018941108669524517,-7.39471963693144e-10,0.011226943956656743,0.988845353773837,0.0
2400,28.514787980819406,1.1336627130614791e-05,28.514782178256162,1.5280647414899007e-05,-1.0413441665194765e-09,4.9400890319908206e-05,50.78092329259549,5.811738820670573e-10,4.0881063278107415e-06,-1.1786939157235847e-09,1.7156592739345476e-09,0.00017387445071514638,50.78068311502995,60.58892153145327,0.0006994225032601357,60.58899008045914,0.0007249896873355718,-1.5949868978186055e-09,0.00017446004872647599,-2.257005606319402e-10,0.01140806024597549,0.9884789720200463,0.0
2500,28.51478165794705,1.4505973322556762e-05,28.514787580521883,1.1436971966316631e-05,1.7420285440564525e-09,4.4094497433117444e-05,50.78093028294866,-2.424508670419904e-10,2.2936068124994122e-05,1.142186554078158e-09,1.4382081792358486e-09,0.0002452738337127452,50.78053509367327,60.588890830679674,0.0007517384698110654,60.5889150117124,0.0007502249885074102,1.114372338914657e-09,0.000231104770571621,1.501345859612675e-09,0.01219455302703095,0.9877748521346738,0.0
2600,28.514777712152593,8.219787493628584e-06,28.51479184621566,8.16008872313713e-06,-1.6001746897083755e-09,4.650502124315076e-05,50.780933743634236,4.113899783060034e-10,6.934615206866612e-06,-3.9018475354565935e-10,-6.947114391911097e-11,0.00019632779917520487,50.780626064019,60.588905824867695,0.0007775231014101268,60.58890319354002,0.000744428579323143,-1.5693556260700414e-09,0.0002294635525963858,-1.4602469034424058e-09,0.012335896663417343,0.9872954067833511,0.0
2700,28.5147868172904,1.4367915219919483e-05,28.514788506480524,1.009646716998582e-05,-3.7828508531199487e-10,1.3247560573777132e-05,50.78092130270561,-1.1056099862741184e-09,1.7327154909150993e-05,2.4585635393106444e-10,1.2524956467066315e-09,0.00023161659881208003,50.780556812740635,60.58886112279698,0.000794050882806896,60.58888339295542,0.0007821898410041451,1.1944005984974143e-09,0.0002577808258461123,-2.125858799183962e-09,0.013013067212821297,0.9870196057578748,0.0
2800,28.514789218336514,9.945891939604773e-06,28.514787102135116,9.815141972307916e-06,4.3173614214772997e-10,5.944145843710067e-06,50.7809283892787,6.107964460368661e-11,1.3114903038507406e-05,7.905087455134222e-10,2.4615466390113835e-09,0.00022958399957902882,50.78044601774388,60.58885792875648,0.0008091989971298363,60.58878212123979,0.0008366668832203556,1.9032489441044547e-09,0.0002591738044086458,-1.7376077917175157e-09,0.013368752785638866,0.9868183640512977,0.0
2900,28.514783563434257,1.203296423539669e-05,28.514779307945453,1.8264635144500436e-05,-9.428421723866075e-10,2.9477791044462348e-05,50.78091986073456,4.053850126738097e-10,1.0542597831070267e-05,-1.9716770069582052e-10,7.23530341621769e-10,0.0002291677047781026,50.78050520365125,60.58879001175454,0.0008980475062371345,60.588723102455,0.0008634289325701136,1.5374144496876137e-09,0.00026084408999892236,1.1914845883649093e-09,0.013628763942328249,0.9857722680935623,0.0
3000,28.514792570453423,1.7730822521237076e-05,28.514777492612215,1.5019149733680685e-05,1.3521533431114487e-09,2.8606320609682497e-05,50.780917734909394,2.0785634467910792e-10,8.832057138319767e-06,2.5316206208799475e-10,-7.155994592677494e-10,0.00024295138653522588,50.78052482013957,60.5886510156992,0.0008926873917556564,60.58876737957478,0.0009420848920334303,-9.970331320984434e-11,0.00026166255925856715,-6.816204271906157e-10,0.014387644383000091,0.9853291524131262,0.0
3100,28.514782024368053,1.3023211810651755e-05,28.514782160714176,1.1515492753155828e-05,-1.1262679590032348e-09,2.7589872936490125e-05,50.780925495211406,-1.4137684899128504e-09,3.606261812994373e-05,-4.5358436873924515e-10,-8.534922674266979e-10,0.00029478111193894865,50.78041992589085,60.588670651940014,0.0009243943223136353,60.5887268694916,0.000931288811945613,-5.253552734238592e-10,0.0002953751491366878,1.6949224098568685e-11,0.015266195631015694,0.9853952628367076,0.0
3200,28.514790936055025,1.4922877257905035e-05,28.51477726476435,1.2986638412918698e-05,-1.7320351600894864e-09,6.497918418326332e-05,50.78092327118041,1.1561731084444754e-09,3.286647847409598e-05,1.269076583413112e-09,-1.8674231741909337e-09,0.00028722247397612756,50.78036795309723,60.58860458593763,0.0009781390907916362,60.58859676564783,0.0009611445404902341,9.247914146542364e-10,0.00027741557398489844,2.090011868475213e-09,0.015544369193144275,0.9847274723408508,0.0
3300,28.514780930053583,1.6200446244006717e-05,28.514780525919736,1.4753996634385994e-05,1.3534873260650753e-09,5.6104723638718e-05,50.78092814768714,1.1378164673721079e-09,9.875675908539736e-06,-8.606870805805753e-11,-1.5498711530928456e-10,0.00027465006580801814,50.780456194497155,60.58853880376374,0.0010402315457402806,60.588608852472625,0.0010215078526496263,-5.6428347385575316e-11,0.0002964068709596679,2.500878384277139e-09,0.01577391815848592,0.9838864372549552,0.0
3400,28.514785666897197,1.4166847297106811e-05,28.514783041032707,2.0686126400220458e-05,5.285350298698185e-10,3.4088241323507045e-05,50.78092632141213,9.54759122661577e-10,6.526372428952552e-05,-1.6698144689776365e-10,1.9738452457971866e-09,0.0003251723924341543,50.78040572869229,60.588503950765464,0.0010226617232126653,60.588548352702404,0.0010118246604603177,-6.967398999378455e-10,0.00032198939173233484,1.2014011097621467e-09,0.016536866856762592,0.9836098581634395,0.0
3500,28.51478144519845,1.5460392540832448e-05,28.514778706059026,1.40204178502807e-05,1.3369303683608041e-09,6.515057932657563e-05,50.78091467925823,-7.6533261282723e-10,5.3945253587839854e-05,-5.162687396127478e-10,-1.8466670508119947e-09,0.00033250921329993667,50.78030774594388,60.588479358522044,0.0010465916000100095,60.588535446844226,0.001090461949634484,-2.1652306121393806e-10,0.00034010380123227055,-7.68624478549508e-10,0.016703420545781358,0.9834593283921073,0.0
3600,28.514780759773746,2.00027983535569e-05,28.514780362903526,2.2176365669388323e-05,-1.0454938617479297e-09,1.9162684481742723e-05,50.78091364801619,-1.1618264244993167e-09,6.7161340673321e-05,2.4298691971504386e-10,-1.7789611558514957e-09,0.00032080990803557953,50.7803217759073,60.588437224817284,0.0010897092138115803,60.58847056050946,0.0011006111533691614,3.870070379137432e-10,0.0003478417740792402,1.5182612447055894e-09,0.017285952333900702,0.9826367950524496,0.0
3700,28.5147804141136,1.603351177129166e-05,28.514782112272783,2.1061328789867897e-05,1.772776103356569e-09,5.063873609403044e-05,50.7809270606476,1.6524811060772393e-09,5.2605634271864836e-05,1.1199682231723596e-09,1.042429515921342e-09,0.0003244873105532043,50.780339323771784,60.5884454318683,0.0011474347349520943,60.58835197202497,0.0011140297215984345,3.8746591246082736e-10,0.00033915459890421847,1.2598585330861704e-09,0.017687493096550162,0.9825037688395013,0.0
3800,28.51478947511208,2.3187232887946537e-05,28.514779323392844,2.0552735790667546e-05,-1.7076042458084261e-09,4.9604480594996005e-05,50.78092228311587,-1.3372907445579306e-09,5.631759465110033e-05,-1.74762636880876e-09,2.4296516470509323e-09,0.00033878695161526103,50.780299229979086,60.5883828878815,0.0011619664275517312,60.58839428013713,0.0011929356067583495,-1.3536005515337462e-09,0.0003251919432540273,2.3953836712634304e-09,0.01804227437019534,0.9813604741177939,0.0
3900,28.514744525565575,3.978605540466999e-05,28.51473324865608,4.33180586500934e-05,1.1554686656975078e-08,0.00019056233110800277,50.780879054041364,8.648328804435304e-09,0.00018566177135559796,8.686168695657709e-09,1.3221447962938128e-08,0.0004891323189511994,50.77980622250541,60.588073077973654,0.0012877429838112978,60.58797262239833,0.0013124319745392258,1.3642267938707326e-08,0.000519008855922639,1.507629367019837e-08,0.01862176767009682,0.9813981030645854,0.0
4000,28.514681485070273,7.302352096166608e-05,28.5146917366643,6.749266646073419e-05,2.2098927599580806e-08,0.00039473504501733806,50.780836124902265,2.1430607071510183e-08,0.0003777516082360875,2.2598360698557565e-08,2.7171753538740474e-08,0.0007083150519172849,50.77941234976077,60.58760479990107,0.0013646412184805756,60.58763995706789,0.0013741874823925617,2.9824244427412555e-08,0.000687007386737552,2.9064594881362454e-08,0.018984032229086917,0.9812081425688541,0.0
4100,28.514629474343636,9.35241190249679e-05,28.51463728931565,9.517006573940835e-05,3.3124150363180835e-08,0.0005666245278934397,50.78078566384764,3.111784463922813e-08,0.0005867532069790134,3.0987492210720935e-08,4.427071334604136e-08,0.0008685339197990019,50.77890138532834,60.58729458195762,0.0014955691834782343,60.58733897069286,0.0015207271823643215,4.4473107746105387e-08,0.000852690981799198,4.26528930491093e-08,0.019737626611201427,0.9806256191051826,0.0
4200,28.514586512274256,0.00012226609515701337,28.514586728301246,0.00012508882010297778,4.1940727540130716e-08,0.0007671652807359624,50.780754187083474,4.1957670335647564e-08,0.0007792888318479902,4.2118005119073746e-08,5.96935445925263e-08,0.0010609310885656875,50.778292880921484,60.5868591823175,0.0016465130837244805,60.58687907470877,0.0016334065344562976,5.9307051396362407e-08,0.0010372590446809573,6.018693333219501e-08,0.01971383513132121,0.9802286677814459,0.0
4300,28.51452622485029,0.00014939593178271875,28.514538294236573,0.00014856410217980326,5.285550860860409e-08,0.0009925686663409456,50.78070805479689,5.4522241702855225e-08,0.0010018587976876395,5.3406136318333834e-08,7.504919930404325e-08,0.0012166214830810372,50.777881295012094,60.58647915935553,0.0017604528609852046,60.58656719553389,0.0017482956439593906,7.225682454702382e-08,0.0012394209113675105,7.294061499246418e-08,0.020374171577083034,0.9796468496024759,0.0
4400,28.514480304247677,0.00017046815285558318,28.51448732742326,0.00017177075385491238,6.442672788158662e-08,0.001181557482262214,50.78065437258739,6.502041192234092e-08,0.001134396166659202,6.518470944889091e-08,8.873230371240757e-08,0.001395088240717146,50.77743743912065,60.58623540849922,0.0018426493363117291,60.586215130366796,0.001880079846824325,8.956293129592235e-08,0.0013862072337658578,8.760343620788691e-08,0.020638366150189335,0.9792624415600509,0.0
4500,28.51443363369195,0.00019970541136155045,28.51443307252797,0.00020248180900169117,7.723826536697553e-08,0.0013481797262509013,50.78062331042051,7.460947977583271e-08,0.0013277465506834655,7.777614783986895e-08,1.015670492826492e-07,0.0015582018525053998,50.77686037252062,60.58585819650977,0.001933597957576159,60.58588926890492,0.0019296458807488296,1.0172090339649138e-07,0.0015704362665858473,1.0322975402721277e-07,0.02114993030228718,0.9788281399666875,0.0
4600,28.514384420108396,0.00022557067354801226,28.514382679834494,0.00022727966551744458,8.834405783816878e-08,0.0015651703217779984,50.78057510270662,8.667124971703228e-08,0.001542665934110596,8.610565566092922e-08,1.1607298208617692e-07,0.0017432491200646547,50.776384290103145,60.585505187180026,0.002047361554030628,60.58547924665728,0.0020923002927586572,1.1609147649091014e-07,0.001751998485526385,1.1531709126406027e-07,0.021825658339993063,0.9786698836134035,0.0
4700,28.51433093091972,0.0002516996442221055,28.51433030822512,0.00025226508947477676,9.698358227161795e-08,0.0017438149244915291,50.780530936350516,9.959768143958496e-08,0.0017046049540562283,9.90286171245431e-08,1.3328078794618838e-07,0.001974449551094781,50.77596206050118,60.58509107046788,0.002216458125974413,60.58506426939997,0.0021792383490647467,1.3416073871186564e-07,0.0019501235777563575,1.29895991236742e-07,0.022306882663079466,0.9780747473966966,0.0
4800,28.514275869519427,0.00027719825268018064,28.514273978317625,0.0002774979598241318,1.1048859164198595e-07,0.001918958771866643,50.78048272749359,1.1021475480608048e-07,0.001896855594179461,1.1065729618426922e-07,1.4776567077449868e-07,0.002136622000102579,50.77532192423552,60.584713906135015,0.0022922729028018174,60.584681083621156,0.002296561807029728,1.4901620866376027e-07,0.0021239699088028054,1.479462323060458e-07,0.02252966783545819,0.9775127444765023,0.0
4900,28.514224881414435,0.0003089267916446218,28.5142169009235,0.000306820106300518,1.2011532939646887e-07,0.002119121508213911,50.78044605268373,1.197107365810463e-07,0.002077639779458023,1.1914972071530005e-07,1.6122985230620939e-07,0.002294435423180714,50.774909291770214,60.58428974923993,0.002406566098020571,60.58431903854228,0.0024114152012527992,1.6391657741515462e-07,0.0023334983242536958,1.6330608821207248e-07,0.022527530972068464,0.9771050698821607,0.0
5000,28.51416156903278,0.0003325194038166193,28.514172252520133,0.00032738681688711897,1.3165485694985195e-07,0.002319520360459478,50.780402474322706,1.3151115059710585e-07,0.0022677497817584734,1.3110775608612594e-07,1.7687321756844354e-07,0.0024631431197272642,50.774377779931186,60.583957296858,0.0025201635342575425,60.58401829828495,0.0025477138218774602,1.74801968251402e-07,0.0024629361706358737,1.7547258827264798e-07,0.023207666365856926,0.9769325054834116,0.0
