miliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1400,1008.7144906859461,0.9982362888623828,0.2432062006695433,1.6548377920482283e-24,6992.991779301572,0.006889425983473702,11985.803920057771,-1.7937464984228797e-12,3.290612063551801e-06,1.8104060918056187e-19,-1.1049643046267093e-21,82016.35692000594,1.3694888611124239e-14,5.2606174596531003e-05,8.621771427787798e-08,135031.8535398948,1.2560822504039693e-17
1500,1008.655970054852,1.0728949228069817,0.2830389885820219,-1.416668839155732e-24,6992.691092096498,0.009729859218532559,11985.375211754343,-1.3388148121434976e-11,3.0021787684448404e-06,-1.8718476514295531e-19,1.2508073056363154e-21,82017.67127539753,5.019689280891862e-15,5.737671201615285e-05,-1.3856858888911472e-07,135036.36794435373,-6.972290968313452e-18
1600,1008.6275291621546,1.0861793898715126,0.3264139140026308,-1.07209209178984e-25,6991.896386114077,0.01155294176591345,11984.059871054309,-2.1098368508590082e-11,2.0343860631036213e-06,2.0552301321670248e-19,-1.3646601967556416e-21,82018.46313571266,-8.15162580583095e-16,5.9187296332326354e-05,2.850610703938494e-07,135037.5072986611,1.1602336336881032e-17
1700,1008.4598373754231,1.1264767469872567,0.3608744595271365,-9.337530548002637e-25,6991.399656870993,0.012559496693228917,11983.415234443011,4.59683495933603e-12,1.677335102978679e-06,1.8782355652132564e-19,3.298119055363262e-21,82019.39750640078,1.3655082535948335e-14,2.0557667454222168e-05,2.2087065305125595e-08,135038.57927788034,2.8118926635438255e-17
1800,1008.3652656618667,1.1815281482045528,0.3687561532787692,4.0257564519959642e-25,6991.172991046723,0.01872330681401536,11981.828962439138,-3.2335694466882875e-11,7.473502733070345e-06,-7.160087981532215e-20,2.017179526579867e-21,82020.21866293917,-1.542652544414405e-14,6.430153117235791e-05,4.3458954125213577e-07,135041.99054789354,-2.8128701566108034e-17
1900,1008.3719792042639,1.2409026298152934,0.39597319292664884,6.513854709491656e-25,6990.50121978327,0.01662591944380672,11981.180538308387,2.1551481386554423e-11,5.973802473889897e-06,-5.81533220016287e-20,-3.1314099060645933e-21,82021.18704902325,-1.389004656850512e-14,7.132302767042426e-05,5.369290599731015e-07,135045.52649326605,-3.662801823660258e-17
2000,1008.1701341035418,1.3212081315856392,0.48522114038832703,1.3677501702075412e-24,6990.057895705162,0.02249849911613919,11979.497266757931,7.580688305495296e-12,7.592469629066328e-06,2.629294236182273e-19,-7.059245319926617e-22,82022.75246786063,-6.228199111096425e-15,0.0001191366085571548,3.442084609938383e-07,135046.3388954539,-2.6185315215332165e-17
2100,1008.1868235679021,1.3266709405677903,0.540324867787677,-7.977307308160865e-26,6989.956830450942,0.022088761565052375,11979.36690652774,-2.0868254442872165e-11,5.219563132565181e-06,9.513102443416426e-20,3.792473139096672e-21,82024.07166473576,5.4002821371775676e-15,0.00014658383124494897,7.427675813008777e-07,135048.6062021522,-3.6749246802494986e-17
2200,1008.1231302229261,1.3840987463901084,0.5841733226810746,1.303535739363851e-24,6989.441464800876,0.030351931596473525,11977.875214381538,4.3189062125944164e-11,1.1717331187797603e-05,-2.6346914166039873e-20,3.2515323413279188e-21,82024.49955917879,1.5901971351816463e-14,0.0002108437879294878,5.535203977344746e-07,135051.18782978345,1.714931953667319e-17
2300,1007.9567324748529,1.4172404802747858,0.5855810523014956,-7.622771885756749e-25,6988.795630469282,0.027705307193245626,11976.802709365335,3.8377136826325555e-11,8.877016170968593e-06,-1.1554775411623292e-19,-5.058248166140211e-22,82026.16430718965,1.681599260751914e-14,0.00024038583779995655,5.265580941764978e-07,135054.50185809052,-6.043599481909052e-17
2400,1007.938156560177,1.443989333290711,0.6437590724032157,5.5930614169108795e-25,6988.417980206128,0.03284838442678831,11975.981499975549,3.177192516590953e-11,1.3055135170577386e-05,1.1035677771853945e-19,2.0444831552369067e-21,82027.0693528563,-1.7265382608647787e-15,0.0002066189944593909,6.599819039983579e-07,135055.77535760868,6.785908525619786e-17
2500,1007.8596252068816,1.5350634204604339,0.6785821027054195,-1.544514082207388e-24,6987.937603139774,0.03650977998682973,11974.073751817728,3.217045084202816e-11,1.521477477541225e-05,-2.680090695176166e-19,-3.982781916232704e-21,82027.4903671471,4.671506643170835e-16,0.00028552463651090057,1.0502964851846752e-06,135059.62532315074,5.594410000225383e-17
2600,1007.6715444696769,1.5399901996923517,0.7218926996252157,8.1851465583707995e-25,6987.419207000427,0.04782620799858339,11973.237984121328,5.4758089247443644e-11,1.815040795171354e-05,8.402984426940436e-20,3.2055956620725428e-21,82029.5120620152,-7.758113164127873e-15,0.00036578603698778805,1.0412546350131501e-06,135062.13905744647,-5.279204193870011e-17
2700,1007.6187911644839,1.6167977075989612,0.7634922884575177,-3.1672054610238854e-25,6986.484504433952,0.05107044550469011,11973.19058307253,8.08110686414052e-11,1.9194396136707827e-05,-2.0795611640460874e-19,-3.7620639653053706e-21,82029.94010723343,2.1001605197035663e-14,0.00039957214557763984,1.6804238862847656e-06,135064.2514853267,1.6184053353290383e-17
2800,1007.540212783726,1.631495293172646,0.8584965426299395,-1.1332632352402453e-24,6986.352181282214,0.05696528085007582,11971.078620711973,1.0094985596060311e-10,2.5565455608672426e-05,-8.572018656469128e-20,3.70258851510823e-21,82031.87725536295,1.2430556043063284e-14,0.0004422507039857557,1.93698446631793e-06,135067.13047734674,4.8704590347430934e-17
2900,1007.5085022979108,1.6612132402805464,0.885975956456029,4.598865193879754e-25,6986.108807718577,0.06022389317656791,11970.560013728369,6.405778289327071e-11,2.761271488043641e-05,1.862700312752896e-20,2.226702868948652e-21,82033.23421232535,3.73625017584442e-14,0.0004629949046416053,1.7418971650512309e-06,135066.47342437963,8.776262105655905e-17
3000,1007.3088229277009,1.6613515864997708,0.9331749685255188,-2.7727482003323556e-25,6985.669171938512,0.06563298289418314,11969.886637445808,9.796230463792695e-11,3.278039276217388e-05,1.0310333996655223e-19,1.987479229563248e-21,82034.37169155866,4.165989515128731e-14,0.0005754404699475188,2.646406868665884e-06,135071.3995750258,-2.254994518349868e-17
3100,1007.2234482208042,1.6986086384109194,0.9858849802321059,-5.505859914811764e-25,6985.078358829843,0.07077752041022507,11969.086633272997,1.0590243975557215e-10,3.8806994429487913e-05,-1.4655491632155472e-19,-1.255867039004225e-21,82034.99837469541,2.4428538443291305e-14,0.0005772674863937143,2.3603879834824014e-06,135072.13401915636,2.2657582658228903e-17
3200,1007.2364062387849,1.744586828187505,1.0850186778642428,1.4564423103177947e-24,6984.448767663596,0.07956426320757091,11968.00816748985,1.7028826554660094e-10,3.942004193254456e-05,1.6844526637891075e-19,5.436209249346645e-21,82036.36914038127,3.179863048758134e-14,0.0006921916765180398,3.069514720280362e-06,135074.0183544063,6.352688547024943e-17
3300,1007.1197960624992,1.7724235208219425,1.1359603541871321,-1.354128992065287e-24,6983.831944455651,0.08775437945045951,11966.995556445409,1.9771876953241625e-10,4.641019917740077e-05,3.376473098687226e-19,9.256539460700328e-22,82036.23855220624,6.761071260089667e-14,0.0008187911190757429,3.5199573078219824e-06,135077.96229244288,1.03714506718763e-16
3400,1006.9507942799678,1.80821175586646,1.188642782025645,-1.2755312026447049e-24,6983.343287165827,0.09142066126745471,11965.67089724597,2.2700070544837633e-10,5.043400034115671e-05,2.74057439745523e-19,4.345942738313752e-21,82037.4794143782,5.769782525786036e-14,0.000836059033739619,4.5126290172352315e-06,135079.09938913386,6.231252171867625e-17
3500,1006.9006223416906,1.8585890192137864,1.205534871203461,9.219069344590059e-25,6982.566236104516,0.09867734428483083,11964.449027799157,3.016999627861919e-10,5.897521087500924e-05,1.9562983923611357e-19,5.434181066522466e-21,82038.77340931141,8.38870405278256e-14,0.0009779860735516853,4.725392150562985e-06,135083.0772927865,8.881418570920508e-17
3600,1006.8383604661641,1.8656216663049112,1.3280678186268238,1.3749953010917278e-24,6982.141145333917,0.11417896206417463,11962.774068902374,3.4889167147595777e-10,6.155182716827052e-05,5.833629136350993e-19,7.622888020275378e-21,82039.67373423776,1.0257911453989878e-13,0.00113241692146627,5.392198220421882e-06,135085.6824102451,1.4269625609113257e-16
3700,1006.7589816444797,1.9264380614849161,1.3250481992075083,2.3018906266192586e-24,6981.88674544862,0.1163050093052163,11962.998355879128,4.179739732115344e-10,7.001854771453469e-05,5.581332053339529e-19,9.16608524851115e-21,82041.78092900323,1.2958362731368946e-13,0.0011912687431522239,6.317014453848656e-06,135085.8428048484,2.8785489325797714e-16
3800,1006.6024338390697,1.8979114132176231,1.3934448028522795,4.023474464592414e-24,6981.041147434115,0.12672164001131633,11961.368952769231,5.212110394981847e-10,7.554291774332617e-05,1.0902534412846467e-18,1.2822140872380632e-20,82041.95261831088,1.7438480396477468e-13,0.0013354910309164626,7.080598892202926e-06,135087.1257643334,2.786283244644117e-16
3900,1006.5843658114765,1.9255030732237937,1.5013056777023666,2.117532263381418e-24,6980.993661362993,0.1389184406590439,11960.952669735241,6.112303567560325e-10,8.498084932303739e-05,1.2299163566252091e-18,1.661637584768402e-20,82043.38554732256,2.2047803169451243e-13,0.0014693732120578567,8.001168059988806e-06,135090.64779721256,3.958698478198949e-16
4000,1006.4481521025241,1.9991399477163303,1.513714502655321,6.61085841445143e-24,6980.4219966030505,0.14634355731539175,11959.080154269433,6.546708728613505e-10,9.21902028165151e-05,2.1298628870834924e-18,2.9193042139713175e-20,82044.83436928647,2.6714934184362223e-13,0.0015994349626544963,9.323535075373905e-06,135092.17032150153,5.507963881690863e-16
4100,1006.3615938200265,2.0268529118386125,1.6441986367081731,7.031242218851245e-24,6980.0292048379615,0.15891139600218368,11958.658718406736,7.8679004078497e-10,0.00010167882256727983,2.4055797863454978e-18,3.171956018041525e-20,82045.68204811405,3.223164025131916e-13,0.0017480580200709126,1.0693727688665358e-05,135093.97331260762,7.807539334927064e-16
4200,1006.3408073633631,2.027809402905851,1.7057722847642907,1.128559932714892e-23,6979.285215848297,0.16785423761054477,11957.10636011236,9.222456559524505e-10,0.0001163029905814073,3.505262400379275e-18,4.523955538202809e-20,82047.57750518346,3.829552367408131e-13,0.0018911481947163854,1.1952084138685753e-05,135096.86665134906,1.013044396873047e-15
4300,1006.2525830310233,2.064674230564714,1.75638276769291,1.8587129373107164e-23,6979.137901764025,0.18269189568298497,11956.195694892562,1.0952406649209035e-09,0.00012632911052492648,4.2743478184672084e-18,6.368731139034209e-20,82048.38382290516,4.3674729779048324e-13,0.0020964478683334403,1.348350618554293e-05,135100.2306966392,1.2454400468526662e-15
4400,1006.1269648964555,2.039842976463827,1.8089749210046682,2.317724473301262e-23,6978.301864027233,0.18899911046569778,11955.175760416181,1.2969265125020035e-09,0.0001385189279835333,5.5561656808525675e-18,8.412323279749153e-20,82049.35481601178,5.217307945424357e-13,0.0023204319986653487,1.4834382704768467e-05,135102.70746108342,1.7245333817230399e-15
4500,1006.0299360154062,2.0617704647258015,1.8547653528187382,3.596247681817577e-23,6977.83431830707,0.2011587197503128,11954.18130147931,1.4757050603948594e-09,0.00014999168467779767,7.452937230558744e-18,1.1963728758430708e-19,82049.73282950408,6.490901381352339e-13,0.0024975503649701317,1.6190952991959766e-05,135104.48055229086,2.1331026113227385e-15
4600,1006.0079875305454,2.1108066347199816,1.9210145012496818,4.827937946828642e-23,6977.74000444965,0.2125574555140342,11953.384319690675,1.7125638030739366e-09,0.00016311808348973194,9.698499425750163e-18,1.540642212903949e-19,82051.2876868208,7.485260815193366e-13,0.0027675768047379437,1.8355534548457527e-05,135106.9752443115,2.768723618479552e-15
4700,1005.8602515762598,2.1044501847474777,2.0149250566234516,6.628738685923518e-23,6977.094864433423,0.22801606179844086,11952.140116100825,1.942582885977375e-09,0.00017259963258434846,1.2667869111793141e-17,2.055956467371179e-19,82053.2088342215,9.021871688344169e-13,0.0029255874774517837,2.040705848211409e-05,135109.59780213394,3.4399635088759037e-15
4800,1005.8200565254144,2.151374935900654,2.068652018573694,9.524101045435178e-23,6976.553178746012,0.23921987711206733,11950.720766198217,2.2384644754236773e-09,0.0001873901960868966,1.633016631148453e-17,2.656752096561199e-19,82053.63463542532,1.04856816841333e-12,0.003186937102916167,2.231815619675792e-05,135111.15042663284,4.384350424049701e-15
4900,1005.6935645758731,2.1750374516081785,2.1198315854512795,1.2810473833492107e-22,6975.903217124955,0.2558739360183936,11950.3754328851,2.5208425300706748e-09,0.00020126167298009157,2.073426350894931e-17,3.451998478232271e-19,82054.93565525323,1.2114033695408533e-12,0.003415717574197513,2.465470983190068e-05,135113.3247000432,5.469339500569902e-15
5000,1005.5803228522815,2.178433967729851,2.2423691760766977,1.776025588206737e-22,6975.130234988489,0.26612744126004334,11948.872957808922,2.902459899906694e-09,0.0002182685413031751,2.6682788810687593e-17,4.514157947164304e-19,82055.78498236445,1.4412074972693692e-12,0.0037570941800366825,2.707003097651214e-05,135116.8738804666,6.742817071133054e-15
