milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1600,1008.6242198434403,1.0767252416756083,0.2763220008791158,6.761755822714926e-25,6992.326838862941,0.007270504171162708,11983.345213902887,-8.279849196084808e-12,3.5546464926075762e-06,2.4738041921368286e-19,2.465386279714125e-21,82018.06775441831,-1.2363825759045831e-14,4.0610525095693265e-05,4.4715300024680196e-07,135038.40662101694,7.134410548063476e-17
1700,1008.475214525659,1.1704613247169173,0.3589271171355748,1.5601216779331931e-24,6991.820369959948,0.01109484527861579,11982.6611221721,-1.892074505136349e-11,5.140128071348953e-06,-2.1710609402763777e-19,-2.870025195998122e-21,82019.12221124762,-7.24856561369585e-15,7.064937870372662e-05,5.029887900109847e-07,135039.24727479837,-3.2154223621574585e-17
1800,1008.4567025937134,1.2256250622242522,0.37597393941284685,-9.879107763800309e-26,6991.481793029933,0.01430838814859209,11981.903375748414,8.688425502864572e-12,5.646356240362558e-06,-1.4401293026586512e-21,2.25111276353399e-21,82020.10649921637,-1.4986708558824635e-14,0.0001154643547434351,5.031489529957851e-07,135040.50540034348,-6.039647023747056e-17
1900,1008.269143410929,1.2284577958318408,0.4060169942716652,8.0917604438805775e-25,6990.5243804865695,0.022167304838692097,11981.21470848259,-1.548650005060836e-11,7.868622380538377e-06,2.5562867313518825e-19,3.676648291072605e-21,82021.50402869006,-1.5554210901557334e-14,8.464430102628106e-05,2.599758764807176e-07,135044.1606725654,2.5907793745739835e-17
2000,1008.2047377458056,1.3297775313020768,0.4798127705078559,3.2791651888841956e-25,6989.9047778636805,0.023463571082963205,11980.061096843841,5.293918287624458e-12,6.886162632192745e-06,-8.841538946182735e-20,-1.9972851337547455e-21,82022.35431687017,1.2683222052550984e-15,0.00011425643651095515,5.081280132917402e-07,135048.37646401016,6.946554569387678e-17
2100,1008.121503695944,1.318385787503013,0.4890957801633108,1.4887354968589927e-24,6989.529346365531,0.025461521029287507,11979.08328092323,-1.630607847729699e-11,5.271590761887263e-06,-9.815665660855858e-20,-2.638072039753063e-21,82024.1104381159,1.4984300224070136e-14,0.00015823789000896256,1.7682251571637325e-07,135048.29623873485,3.9028222234716754e-17
2200,1008.10001935105,1.419523946179413,0.5796017202670454,-1.0618550247241606e-25,6988.861931668518,0.0240823211359067,11977.594180238559,-1.3867235714242136e-11,7.368388905105059e-06,-7.753149590628082e-20,8.468415748427331e-22,82025.38836351731,1.5164562677347475e-15,0.00014020462155592213,2.878441726728754e-07,135052.33427110183,-3.010507559227541e-17
2300,1007.9653918318721,1.4374985453406877,0.6308714606639337,-8.938395044287657e-25,6988.505126009245,0.03520710348810646,11976.135513906776,2.7824408668470043e-11,1.2177188845122249e-05,-1.5945002284256062e-19,-6.579121827780474e-22,82026.14032336495,4.529746696043374e-15,0.00015663648096248537,6.080322274290037e-07,135052.15697740868,3.530427378550289e-17
2400,1007.8535884867825,1.4533425259803285,0.6718709758537472,6.267182708511696e-25,6988.140012425237,0.03446468210728964,11975.354258422454,5.603836811234445e-11,1.3277995914020286e-05,2.597903373334951e-19,-3.5361779112467676e-21,82027.03574642511,-1.7099259640784516e-15,0.00020431762780543768,5.347970682397151e-07,135057.15685087076,-1.736585236369891e-17
2500,1007.8394678723274,1.513889312060425,0.7013507854771781,-1.5525933612487777e-24,6988.029751374394,0.04153046711687913,11975.270045503396,-4.774213889128326e-12,1.7966467264023742e-05,2.456017258879624e-19,-4.5192063034757805e-21,82028.045828294,2.3186299944205065e-14,0.0002186756606182244,1.063093948968335e-06,135056.9581137984,-6.762026135691904e-17
2600,1007.7152814778069,1.5538359556354824,0.7463103138409053,7.580794862666687e-25,6987.466982813686,0.04757159010688684,11973.739688183894,1.888908321062241e-11,1.9914118425837095e-05,2.0257389239381226e-19,3.397586582699979e-21,82028.58511313563,2.801374644266387e-15,0.00029290240262871774,1.342097487143252e-06,135059.2992599818,-4.681419820260048e-17
2700,1007.6225802958279,1.577753559922478,0.8244309527511214,5.369501394200031e-26,6987.022571293717,0.05015684537250718,11971.911024902909,1.6755662837482254e-11,1.8592947776641177e-05,-1.8302020591551776e-19,2.0021383842397412e-21,82030.81541297086,-4.3322770693123223e-16,0.00031865993370966004,1.3974550647676588e-06,135063.10404017108,-1.6234809876977602e-17
2800,1007.4959860990459,1.6048739006459418,0.8415615295019435,1.682146246222169e-24,6986.121410004512,0.051265849781296224,11970.90735977304,7.732800087381449e-11,2.54958324128618e-05,-7.537366574360159e-20,1.2451893924773228e-23,82030.67151006796,1.639187358373433e-14,0.00044751590821475985,1.7988857011645126e-06,135065.9037649146,4.6421918258714707e-17
2900,1007.4247814866294,1.6651297913460066,0.9246821615176247,-7.83082637967602e-26,6986.1046523926125,0.06345910178455247,11970.46096049501,4.830361454016254e-11,2.8584043617964434e-05,7.923280443197008e-20,-1.4915107235900268e-21,82032.03676567778,3.65336932913949e-14,0.0004272893368700469,2.24143951090947e-06,135066.11783739628,6.391742927839309e-17
3000,1007.3729362062379,1.6668454822888945,0.9729148779369915,-1.1846800517972788e-24,6985.0783298132,0.06596770555901588,11969.230420430864,9.029084842941094e-11,2.991104896321321e-05,1.124993290052715e-19,-1.3185359890773771e-21,82033.97658483677,2.8710436202892155e-14,0.0005758498169995163,2.468950468225706e-06,135069.20188211303,8.622350540706575e-17
3100,1007.2340113885455,1.6927289483228745,0.9730775563632013,1.7334176020837007e-25,6984.630561882254,0.07225475485903408,11969.252357347168,1.211833354800126e-10,3.814911885670172e-05,-1.8318437018110484e-19,-2.490725782440831e-22,82034.9556747578,2.945521125593343e-14,0.0006367866833825538,2.6594345789305853e-06,135071.01954233687,1.9484312498919095e-17
3200,1007.1727676953763,1.7688225861871163,1.0662606156100596,1.1280935646887914e-24,6984.118796088254,0.08058240355271976,11967.287429818089,1.7409640681476676e-10,4.283343674834453e-05,-8.807296091514759e-20,-3.024403019482963e-21,82035.30604383755,3.9784352788992936e-14,0.0007045345498922441,3.4294098378902407e-06,135074.53953604645,-1.6997062622234913e-17
3300,1007.1280649822206,1.777824375181232,1.0960323403188428,9.142295005906275e-25,6983.740005900241,0.08467559049235016,11966.88632836298,2.2860513171459499e-10,4.740461580043953e-05,-3.8709647492250386e-20,-4.891881242931375e-22,82036.7244074632,5.4671924435042094e-14,0.0008067077286967563,3.927915662056966e-06,135076.42794626355,1.1151722778422835e-16
3400,1006.9612524840066,1.7935827244848308,1.189848079750721,1.2539008417794238e-24,6983.229168479543,0.09733637196067237,11964.809598375887,2.2286898807703537e-10,5.391898859158835e-05,4.203892372978467e-19,-1.3706399029069565e-21,82038.48492030488,6.261372007992184e-14,0.0008413643886956082,4.135615781575134e-06,135080.70367324015,1.2077348226114249e-16
3500,1006.8922458860143,1.858336739467057,1.2388884964708704,7.295181275860387e-26,6982.624336553006,0.10428011889288678,11964.709212898768,3.1744415767795065e-10,5.997570102943702e-05,1.9579545733350685e-19,4.468112346656187e-21,82039.61346515418,1.0059685311472639e-13,0.0009339836435547051,4.67232904895272e-06,135081.10150058914,1.6258961398628964e-16
3600,1006.8321103528899,1.8402949394663908,1.2850130085112803,1.854829896179325e-24,6982.629350186533,0.11278303399589451,11963.605479783348,3.582678860919646e-10,6.0853403668397016e-05,3.2713907840342523e-19,2.167163584121483e-21,82039.59614651388,1.1023383408116116e-13,0.0011275473298069914,5.3779337335694925e-06,135082.31549927336,1.568093404476556e-16
3700,1006.8049419325366,1.87144600454664,1.3494710066744782,-1.3831928839482406e-26,6981.719779699425,0.11541915823203484,11962.085150147734,4.0918451369705636e-10,7.376890726846447e-05,6.781349933227041e-19,1.0861689995221689e-20,82041.74087320329,1.3752170295374565e-13,0.001161769857725557,6.461144613366599e-06,135086.60986324088,3.058029464759787e-16
3800,1006.6179433815328,1.9151234144254758,1.4023268141940406,2.2783019902665455e-24,6981.217913912149,0.13182463623758922,11961.876700836769,4.687648962562192e-10,8.060934995610216e-05,8.106663855300308e-19,9.089422389648728e-21,82041.7894666927,1.70752620872767e-13,0.0013774084777625312,7.287147214189684e-06,135090.1043871299,3.9906182830086055e-16
3900,1006.5406735680652,1.9217953593580572,1.4833411832187917,5.177405613418306e-24,6980.576002374453,0.13844742888651612,11959.82339769039,5.458524016423856e-10,8.89555102812847e-05,1.2329458220477175e-18,1.6343365306016325e-20,82043.414062716,2.045800355499229e-13,0.0014952707288436566,7.957296285753322e-06,135090.39271870817,3.9357204663658003e-16
4000,1006.495482587705,1.9588693611885786,1.565912684240982,6.242776140289652e-24,6980.077874202478,0.14354878471952642,11959.318841507764,7.102653221291103e-10,9.74601306049712e-05,1.7605812080973654e-18,2.602075622202056e-20,82044.21037579715,2.6931911315592434e-13,0.0016475325706530551,9.035941179262617e-06,135092.17115180742,5.825464957623833e-16
4100,1006.3849833922031,2.0099975397351155,1.582173324613942,8.322504653191752e-24,6979.901043706369,0.15820455897528796,11958.32153263762,8.285426279306041e-10,0.00010604822935519041,2.4849007070868918e-18,3.385707500200725e-20,82045.17048946982,3.185065023064075e-13,0.0017601282164552178,1.0289144098907702e-05,135096.7578885437,7.17226326116912e-16
4200,1006.2693878353143,1.99932918353126,1.6743260067091739,1.1763432546945564e-23,6979.188318753151,0.16836840176356827,11957.932254174852,9.175665273821074e-10,0.00011213110321741164,3.573582240352396e-18,4.426346298065507e-20,82047.37447065857,3.65469076928739e-13,0.001953864989246308,1.1418908635719078e-05,135097.53163239974,1.0239155260314166e-15
4300,1006.1828927675093,2.037354285212446,1.7309507929327341,1.5319418808994945e-23,6979.040950636058,0.1807604282616247,11956.622864131394,1.0835386821980843e-09,0.0001255542981600474,4.3717693950248676e-18,6.459335587662878e-20,82048.7808494514,4.3038597020182086e-13,0.002152470536164076,1.3120331487518446e-05,135098.70831234165,1.2992581474103123e-15
4400,1006.113340423397,2.0697906297626156,1.8301861736368064,2.4945762447256455e-23,6978.275728590625,0.19219960941293934,11956.165374083623,1.2582211013590046e-09,0.00013685795163521051,6.090621431908791e-18,8.494780419828545e-20,82049.00331739485,5.241374183901526e-13,0.002309465858709268,1.4714514594795e-05,135102.7824746142,1.6773747091933799e-15
4500,1006.0572460455231,2.1116842309941672,1.8955890569315015,3.329285405786339e-23,6977.969120870189,0.2050336633871142,11955.20568109767,1.4564576676923585e-09,0.00014538612346773583,7.684732253089875e-18,1.1679576329756398e-19,82049.96815301637,6.286096476123944e-13,0.0025189189018777,1.609612224386556e-05,135103.52214284334,2.2231518055193126e-15
4600,1006.0183602568188,2.1083029638675295,1.9455700569477457,4.706112949799912e-23,6977.571920711838,0.21188002193238312,11953.435272885159,1.669282036615961e-09,0.00016266227649971927,9.638869706566836e-18,1.5052780345372937e-19,82051.1925681456,7.435598689690585e-13,0.0027767397891413853,1.8046010866479008e-05,135107.8958676161,2.762489711040112e-15
4700,1005.844189818379,2.133611673931901,2.0047359291435627,6.82128949318858e-23,6977.205659366415,0.2300822132770178,11951.928630411916,1.953354942485929e-09,0.00017320234991467215,1.2712992803119743e-17,2.0135273824414995e-19,82053.11261959116,8.889825373793689e-13,0.002916213635263912,1.9789533243058897e-05,135109.32794153687,3.4670335329911026e-15
4800,1005.766408031535,2.126926668604789,2.08085916742329,9.590137454245941e-23,6976.533200405823,0.24237124547493782,11951.696808438943,2.2312315529089593e-09,0.00018596574378829174,1.6134269912343583e-17,2.6353233591891726e-19,82053.27211395162,1.0452510470721702e-12,0.0032274804079774214,2.1868622229896735e-05,135110.96576472468,4.326133277262157e-15
4900,1005.6366455754616,2.128306626553865,2.1225265707310714,1.2814600905598138e-22,6975.894122435418,0.25736482275232037,11950.055172196624,2.5149999233040883e-09,0.0002032194694061261,2.078012551151416e-17,3.455543611144095e-19,82054.51329247569,1.2266957951044113e-12,0.003455841624401567,2.4608250959356173e-05,135113.94207017098,5.470431424847831e-15
5000,1005.5913810729377,2.177978937549925,2.2429000788521423,1.7731345508851722e-22,6975.844909988139,0.26516764387521846,11949.270623731461,2.87664265382604e-09,0.00021876506371813631,2.649965466588053e-17,4.536416181400918e-19,82055.12419237295,1.423233008872741e-12,0.003716693280575465,2.660911073505577e-05,135116.5056636106,6.8215556156613285e-15
