miliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1000,1009.0611107157375,0.7707922038450533,0.11927741697978758,-4.419142377474179e-25,6995.402215725692,0.0031896407932561284,11989.789646082216,-6.922382163312128e-12,1.188840337174577e-06,1.9317139973177868e-19,-1.705166847223174e-21,82010.92611509375,4.70316346218816e-15,-1.6248223356443117e-05,3.657463064003804e-07,135023.53585092127,6.613143835440342e-17
1100,1009.0396146727247,0.8359357425248186,0.14798934292717064,8.859183360736128e-25,6994.411946269205,0.0071453362270327055,11988.58433914751,-1.5744842780160253e-11,-6.552293918606679e-07,-2.2675947236755425e-19,-8.943256100944896e-22,82012.23798279848,-3.5839486642676835e-15,5.211479984900315e-05,-4.1648513522881126e-08,135025.5349041027,-3.688985417444592e-17
1200,1008.9033637102211,0.8482110960221144,0.18677391751136324,-1.4772222167757275e-24,6994.437464777204,0.006406611089073443,11988.208136408039,4.715853488111679e-12,4.5044567191613133e-07,3.030015493526702e-20,-3.9014412974723074e-21,82013.30973389167,1.678613528060971e-14,3.9693211023727885e-06,3.223058281255304e-07,135028.10734165512,4.422469172755184e-17
1300,1008.8828771453987,0.9689271895968767,0.17804616610549326,1.3582770262514718e-24,6993.4567062064025,0.002475759398073433,11987.186654877898,2.0079431349633934e-11,-1.573947860024553e-06,-4.767168155618511e-20,2.2558664453205412e-21,82014.48512200326,-1.736779419170042e-15,-3.939552202473154e-06,-2.0957310229510953e-07,135030.76707894536,3.019189069311924e-17
1400,1008.756490907442,1.0139246278165168,0.258406049969369,1.0829698480551027e-24,6992.922302207377,0.010631865692168351,11985.75387150958,2.8483699835720164e-12,8.788988607815173e-07,-1.1048468122182677e-19,-2.6001605526227513e-21,82015.84898362248,-7.907823530981976e-15,1.8462066179275602e-05,-3.0511201769696795e-07,135031.56824950638,4.566317223292756e-17
1500,1008.6138281356107,1.0529892326922654,0.3057400984756698,-9.985128274613424e-25,6992.620606696122,0.012286413597897082,11984.468126375306,-1.603605043345944e-11,4.210671062291052e-06,5.181004620489116e-20,1.3973140356386005e-21,82016.9257814422,-1.617636266753569e-14,-9.501710351306154e-06,-2.590082283219198e-07,135033.5294387855,-6.155010236258448e-17
1600,1008.5562204550139,1.1347901579262667,0.28519640596747686,9.193963634940106e-25,6991.894766103801,0.012789127141865904,11984.019911115094,1.3111991622022826e-11,2.81698802784799e-06,2.3572703887353106e-19,1.4982367558192466e-21,82017.21063105197,-1.308020660356795e-15,3.7202191386672868e-06,-1.750344282849555e-08,135036.81866674597,1.595631579945905e-17
1700,1008.4876334502208,1.1619401361351618,0.32213164813115225,1.1751462474857774e-24,6991.970416388928,0.010233774611869903,11982.758407839712,-1.071141623669783e-11,9.728869548101234e-07,-2.222084304214638e-19,-3.180427827696519e-21,82019.0681953151,-1.0312192263496473e-14,9.647784117529055e-05,-1.1943857760656547e-07,135040.79275919733,-4.548735785167886e-17
1800,1008.3715053495314,1.172772264484416,0.4042924434023563,6.198771421138134e-25,6991.485003635204,0.015729232030750655,11982.185804366476,-1.1645442088268637e-11,4.764112869778896e-06,-2.6756633446562824e-19,3.6763836946788546e-21,82019.42881927878,7.417045327837649e-15,5.9674691803632106e-05,-1.2728900153281956e-07,135042.61445043722,-2.1703683572343565e-17
1900,1008.2687443770504,1.2784467620003253,0.42963892205442633,1.3644107692568097e-24,6990.71341730663,0.016077734195349008,11981.061536416715,-1.3422876271546971e-11,5.544070339093825e-06,-2.411985834890167e-19,4.304044372671311e-21,82021.53346498356,-2.070660034213965e-15,8.781590248711697e-05,3.946218296143086e-07,135043.27750209204,2.0738055299499267e-18
2000,1008.2802973761777,1.2873983191570466,0.4830970774987379,-1.1945176554680332e-24,6989.898758473169,0.022844969057874552,11979.340056427134,2.113491033609768e-12,7.048400533175077e-06,-1.5710513753714038e-19,5.16343459866049e-22,82022.82418515455,1.0782193389238272e-14,0.00014786773175035612,4.941165330225563e-07,135046.72428929317,-3.690448827982432e-17
2100,1008.1590906681073,1.317262223611595,0.4773657430878327,-1.0179807832908734e-24,6989.857393398943,0.022597503311813944,11978.956911562727,2.8711725605183218e-11,8.733963246696594e-06,2.5660743924939523e-19,-1.7328593403481072e-21,82023.6853625768,-7.41481513070623e-15,0.00012762640963772938,6.553343028131932e-07,135049.429912094,-4.456619703247547e-17
2200,1008.0831806190058,1.3679514692978176,0.5625990564738212,-1.6296225410682896e-26,6989.546399550009,0.02714418639519407,11977.366827666636,1.6833762803942074e-11,1.2534953920835574e-05,-7.519140698422766e-20,3.6431511602319765e-21,82024.79605855336,-1.1821863539297983e-14,0.0001384029263019643,1.5960701096488365e-07,135053.0168023825,-1.3439854636373901e-17
2300,1007.9098472634271,1.3994702793917293,0.6027593648767358,-4.71505247666231e-25,6988.789289973444,0.03237061532797528,11977.288660820188,1.7220482961158136e-11,1.3354310207713603e-05,2.6569738319825183e-19,-3.2019368776028253e-21,82025.5571543145,-1.0244105041593037e-14,0.00024343784274416684,7.80898230692382e-07,135054.02738386416,-5.364326251543434e-18
2400,1007.930250522186,1.478537321398285,0.6187785108229864,-4.819600830688848e-25,6988.566361869942,0.03935732547281387,11976.020250704703,5.0741969031422914e-11,1.6665000048194695e-05,2.4893876060695366e-19,-4.336320862360064e-21,82026.31256447041,1.409252887868848e-14,0.00018127378030099667,9.544021612652952e-07,135057.6656602032,6.129059662419221e-17
2500,1007.8005211358609,1.5027567271377233,0.6731779260266544,1.3198582915576089e-24,6987.828847461133,0.04210198920360712,11974.976265479305,6.451256906428361e-11,1.494564240477271e-05,3.9270070294654806e-20,-3.949097716189036e-21,82027.62572197308,-4.468381925062341e-15,0.00031847102932796065,7.457891759520559e-07,135058.92077730392,-1.7844944641952017e-17
2600,1007.7442706412082,1.5424575959629492,0.713809192794812,6.043704414977207e-26,6987.351775458663,0.044593598709887765,11973.727895217446,6.113867672312374e-11,2.0950923301756767e-05,-2.3882153563541737e-19,2.8639538286829226e-21,82029.0856750127,1.670778389476933e-14,0.00032676579377220483,1.5215249664281918e-06,135059.34548425244,7.410882476898182e-18
2700,1007.5629460256332,1.5969650473261074,0.8187137790433442,-1.2553768761285883e-24,6986.720256540761,0.05131386937123893,11972.329140091366,7.802001178671351e-11,2.143526187297155e-05,2.411363087950492e-19,3.8594321883086674e-21,82029.73642598385,-2.6334589325771528e-15,0.00040470753440185195,1.2729199746228294e-06,135063.0008586886,-5.343604594783804e-17
2800,1007.4987343556238,1.6393377473019919,0.828672096441003,1.6533007612337271e-24,6986.085823523097,0.05731031620282544,11972.103992480319,9.311736825219089e-11,2.1770705790173504e-05,-8.650117750740472e-20,2.5593841838710034e-21,82032.16488037273,3.3004600020608818e-15,0.00038571838529409785,1.6630780134828998e-06,135065.8466540525,3.790084794526518e-17
2900,1007.417547680019,1.6731454931376841,0.9230976794559236,-2.966252812703773e-25,6985.661747144613,0.06435050763986352,11971.128118217683,8.206574200572327e-11,3.037099576747455e-05,1.4766202427151707e-20,1.2462478739632957e-21,82031.87307010287,3.008133503815309e-14,0.0004504749894816381,2.1136133725765514e-06,135066.56522037424,-4.596434208509429e-17
3000,1007.3694058762048,1.714215425066076,0.9590616191157162,1.6768641123165062e-24,6985.646046886958,0.06843836701035551,11969.904694911957,1.1131958890873574e-10,3.0337437237380773e-05,7.244442482191724e-20,-1.2070990543750713e-21,82033.84141079074,2.9697498620708234e-14,0.0005928508176853329,2.0608470369964383e-06,135070.73072326838,3.651142707510211e-17
3100,1007.2703391662928,1.7079036514916752,1.0028456423686645,-1.1683001225759252e-24,6984.885639190097,0.07090740636815299,11968.042468953488,1.61874276403671e-10,3.869811665830786e-05,-1.8302497591986122e-19,-6.463542918669295e-22,82034.15504292904,4.872576852573669e-14,0.0006315101779290326,2.505664924201592e-06,135071.4077708443,1.5718108427772382e-17
3200,1007.1340186171175,1.7257275211237768,1.0368062539928506,8.872379896078314e-25,6984.303663327733,0.08209118641442496,11967.174679313292,1.5714966180170738e-10,4.144012867775157e-05,3.1706264264538987e-19,3.717038831793542e-21,82036.0770826615,3.382972576762583e-14,0.0006774032193647468,3.5218263967210808e-06,135075.8142417184,1.2206870211715192e-16
3300,1007.151302019592,1.7651791745747207,1.1172762322744358,-6.955930808554222e-26,6983.980762371064,0.0836727334096049,11967.236288909575,1.9656555535015961e-10,4.842000902125675e-05,3.155185103098099e-19,2.815267874417247e-21,82036.26751513392,5.737787308187969e-14,0.0007810524482288112,3.940962690676916e-06,135077.89843181218,6.622644037528074e-17
3400,1007.0511276189184,1.8461608243141108,1.1561455485077154,-4.914496394009793e-25,6983.06982838541,0.09098189746922675,11965.393871872151,2.251285708260197e-10,5.200794968492378e-05,2.2842721424859585e-19,-6.471187395960832e-22,82038.00758929587,8.802316212407349e-14,0.0008452683977945749,4.1313075062141795e-06,135078.64451189438,1.2493296591166402e-16
3500,1006.8719489151301,1.8666069794931213,1.2577289445255098,-3.492288597141793e-25,6983.011060939841,0.1051586598434137,11963.862629129268,2.5822204439191557e-10,5.6304702422335976e-05,1.2969031446545617e-19,1.4961785828386049e-21,82039.45327688054,9.45558609423207e-14,0.0009315136703369954,5.055864836893841e-06,135082.82707653425,1.016686746545318e-16
3600,1006.861060532106,1.892332487777413,1.3088477206762168,2.9222601125712448e-25,6982.373047837033,0.11375070215753397,11963.391306823101,3.321959450122639e-10,6.647747698087248e-05,4.480812029074819e-19,7.862946919681157e-21,82040.95721799169,1.0025514146179547e-13,0.0011010680493318227,5.301864705181408e-06,135083.8548345361,1.464498699815024e-16
3700,1006.7769230535528,1.9044398403582041,1.3358560923515164,3.1058282539910775e-24,6981.73765876528,0.11698136853759329,11962.737700512083,3.871769111807809e-10,6.932069231212215e-05,5.487070521497567e-19,1.1091995786541375e-20,82041.28408926903,1.3877257946621505e-13,0.0012018626219677015,6.430731864295496e-06,135087.4518949625,1.9938615104974325e-16
3800,1006.6530214687252,1.923487596370484,1.4027824316598747,2.5470582382991185e-24,6981.261814234731,0.12777205882024564,11961.136465057669,5.045833145487391e-10,7.558899515712425e-05,1.0043214356979886e-18,1.0176721828024267e-20,82042.8612138369,1.6390789792649212e-13,0.0013066977943085184,7.556706059843425e-06,135088.82285128938,3.493198402692382e-16
3900,1006.5557438461851,1.9410594737051845,1.4642930263349292,2.1925903475231863e-24,6980.895458123204,0.13380013872210345,11960.743736303732,5.762724743416011e-10,8.442670656321489e-05,1.2761502871203768e-18,2.0663463997333537e-20,82044.43934693215,2.2039255876774752e-13,0.0014139685236585332,8.260366865524513e-06,135090.3520927227,4.167694661745955e-16
4000,1006.4567853690498,1.9447682298479498,1.5409411101076411,7.136189789153019e-24,6980.190245662149,0.14588679667372756,11959.733868582554,6.89495161714421e-10,9.607007382556912e-05,1.830535672443328e-18,2.911381015054528e-20,82045.41511296213,2.4855192997757856e-13,0.0016183243992561615,9.021409232634632e-06,135091.84033495034,6.166629617245413e-16
4100,1006.3578412046915,2.0178687761951073,1.584513751025685,8.444505045018003e-24,6980.019041270188,0.15870049251119367,11957.752296613351,8.263073544372452e-10,0.00010141073910563197,2.2818169169539835e-18,3.7350598601680334e-20,82045.12724751749,3.2288673437955927e-13,0.0018150279653635203,1.0692547295454606e-05,135096.82688471655,8.228898880890837e-16
4200,1006.3235897100346,2.049984013372044,1.6797391909072328,1.27460041913357e-23,6979.647272203198,0.16553936682307627,11957.74187429663,9.469401259473913e-10,0.00011488253206065098,3.4901446759141756e-18,4.479981519314454e-20,82046.60986571627,3.623299856373901e-13,0.001970975733253626,1.1911275817825256e-05,135097.2672388153,1.0312752455344386e-15
4300,1006.1754706335538,2.0328386127768567,1.7086428484002045,1.8603916741295714e-23,6979.240539176182,0.17547632710709646,11956.271019939559,1.1180888974016051e-09,0.000121892834194671,4.48652144711952e-18,6.291307621627174e-20,82047.37051736008,4.402216001628684e-13,0.0021208482600109965,1.3458247308528456e-05,135100.62167860186,1.2645041363634928e-15
4400,1006.1922068772616,2.0513656900009125,1.8274200704166714,2.5938156550686526e-23,6978.305808837609,0.19222770114084547,11956.131457203097,1.2751896025874089e-09,0.00013537699648452176,5.952216219948911e-18,8.432312482840472e-20,82049.29782536376,5.421777589651391e-13,0.002263253472318542,1.4837990475156026e-05,135103.2296196032,1.6350738007427302e-15
4500,1005.9975387115502,2.093182797627631,1.9061003327404207,3.340387900655529e-23,6977.615761316951,0.20562385294145277,11954.74735964488,1.4268568575665598e-09,0.00014781614570514594,7.716401220247248e-18,1.1439931852982138e-19,82050.80046655382,6.255691770883274e-13,0.002523560108515661,1.632897784353061e-05,135104.8320732844,2.0887302474011418e-15
4600,1005.8998415189288,2.123122102039147,1.9706368663801646,4.956804861222471e-23,6977.187221983085,0.21240476876197312,11954.139865107842,1.6867684878951565e-09,0.00016162310704484354,1.002379922379998e-17,1.5302797638519345e-19,82050.79559977757,7.470777762280414e-13,0.0027365964738096426,1.7936977076742373e-05,135106.64326821404,2.7284807862089285e-15
4700,1005.8150819860234,2.146679278525708,2.0415729458979244,6.702372495955393e-23,6976.783740671681,0.2246207443860784,11953.104506276903,1.94070680466921e-09,0.00017212654007017243,1.2845593787632854e-17,2.028502188652813e-19,82053.22130529872,9.042748761164878e-13,0.002906079232272612,2.006819381319761e-05,135107.90251018296,3.4940726330220416e-15
4800,1005.8375818383754,2.140568760832568,2.0589038672575732,9.379896145814729e-23,6976.364371385326,0.2446106520578571,11952.086454996264,2.1760307660179727e-09,0.00018527915509661597,1.6669937527816814e-17,2.636664998537237e-19,82053.16294179487,1.0355522653330725e-12,0.003189593929267378,2.1985416863651746e-05,135111.69166075098,4.405047877231115e-15
4900,1005.6948730615635,2.1746469619609745,2.175884727907591,1.2952158229605852e-22,6976.203833941058,0.2575268309754869,11950.963245415523,2.5323865222419308e-09,0.00020094935044910904,2.1050924257027354e-17,3.489882663626118e-19,82055.37418391064,1.2422990557837605e-12,0.0034353561369683205,2.473214486193256e-05,135112.505092113,5.3607964197408494e-15
5000,1005.6155741307789,2.1981621584723894,2.2051702652721716,1.7733661910368988e-22,6975.542161947063,0.2656141665527305,11950.053897538312,2.863258394316975e-09,0.00021725001808308583,2.663935794960676e-17,4.462024581623036e-19,82055.70027686341,1.436670415712714e-12,0.003667130912359661,2.688075919590574e-05,135115.89280482347,6.812958992222678e-15
