miliseconds,InR,Ins_InR,Ins_InR_P,Ins_2_InR_P,cytoplasm_InR,cytoplasm_Ins_2_InR_P,cytoplasm_Ins_InR_P,PTP1B,IRS1_TyrP_PI3K,PI345P3,PIP2,Akt,Akt_P2,PKC,PKC_P,AS160,AS160_P,cytoplasm_GLUT4,cellsurface_GLUT4,PTEN,PP2A,PTP1B_ox,PTEN_ox,ROS,GSH,GSSG,cytoplasm_SOD2,NOX_inact,NOX,NOX_deact,IRS1,IRS1_TyrP,IRS1_PolySerP,IRS1_TyrP_PolySerP,PI3K,JNK_P,IKK_P,JNK,IKK,DUSP,DUSP_ox,degr_Foxo1,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa0_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa0_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa0_Pd1_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd0_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd0_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd0_Pe1_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe0_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe0_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe0_pUb1,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb0,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb0,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb0,cytoplasm_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_Foxo1_Pa1_Pd1_Pe1_pUb1,dnabound_Foxo1_Pa1_Pd1_Pe1_pUb1,nucleus_RNA_InR,cytoplasm_RNA_InR,nucleus_RNA_SOD2,cytoplasm_RNA_SOD2,E2F1,SGK,CDK2,AMPK,CBPP300,SIRT1,E3,USP7,SCF,Proteasome
1000,1.4061633065317143e+18,0.0,0.0,0.0,603794456693117.4,0.0,0.0,5411845800339704.0,0.0,10951332449851.975,1.2170617319368318e+16,6060162555880013.0,429475183752.48364,6060006114110307.0,587999181470.7623,1209068654072986.2,3040491886674.3833,5775784186416360.0,7.423754932347854e+16,6058000776641520.0,3.03030303030303e+16,631783239102249.6,2660035489936.0273,109911690138.40717,5834248622710.345,228180557158.94824,2522379181479123.5,6060606060606.061,0.0,0.0,6060317894471400.0,0.0,9886631912579.402,0.0,606060606060606.0,434647094637.8134,11044801507.67979,969259504948788.8,121201764946260.3,6053949844485621.0,6377619225647.148,2377985295.6412296,51144710714464.75,279563590325679.44,221500643836629.25,47455214401.093124,327264487940.1114,328523310772.25287,9904915776.340303,283147046734.04987,129041151194.32617,10242778.229780452,122098911.7466453,801534350.1289128,565206687.9359521,1421006170.517983,3643955652.020439,4186132.5027877283,11065994.440532219,33061845.434417695,154676.76060262253,1604474.8514655845,-19229236.800397508,3034.275115589997,183367.93350325213,172867.43903282742,126025692520.91505,314198262930.8895,206210042259.6243,247348315.9847941,487529516.09851915,275075865.7961296,33818862.97726714,248395047.01770294,100919373.41064824,94447.04114058071,394952.11571025784,855843.4798314506,1613597.821409547,1677237.9670158925,4127685.0602349043,24449.862410156024,15595.641994998849,14337.66581473588,690.7286928232113,110.96453953493346,374.3244581098277,-16.563117794770964,-121.48054965533582,-574.1673567549271,14105777365472.617,9390634645.742746,44887954674191.17,40235235389.06527,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1100,1.4061511996501486e+18,0.0,0.0,0.0,603513824699969.6,0.0,0.0,5352894414169459.0,0.0,11086544492435.463,1.217085777074462e+16,6060187206134384.0,401908270726.1398,6060053313674647.0,550607005494.9973,1208982152950637.2,3103718213341.022,5769381293674224.0,7.489216748508563e+16,6057603547624768.0,3.03030303030303e+16,695058206872698.2,3051206981353.466,109073870445.25497,5827645069813.785,232499536318.68713,2521758324782051.0,6060606060606.061,0.0,0.0,6061648847544607.0,0.0,10102442931462.43,0.0,606060606060606.0,462357635923.97327,11120244669.743698,969249924305197.5,121199885866324.72,6053897657091292.0,7242527611915.816,3129675256.4245987,49645515488971.766,315187017768038.0,203848025814075.22,52113269396.46346,327376041110.8875,405757793766.0676,10499305537.80276,285630071210.69025,122409937689.38757,9606877.397127619,290463948.3743553,613663246.5453117,649628139.8083508,3611938451.0613427,6679220928.441592,3489326.1203891425,7011500.206617277,59468000.89903134,136305.42680461207,6580850.34012034,20305113.612561688,-2159.39620731427,3563.6981898886625,-149104.04699255785,128398807362.25172,344807552455.7644,249263446556.89627,269155601.2235101,650781248.8013827,427041813.8132551,43812591.89619512,291211333.6458741,43623008.69891204,89446.71274630836,565793.6984501707,331298.21474156633,1714652.8132834772,1959245.782575304,5237730.585308991,41361.438988705806,21207.086789359553,153289.36868094382,1138.1802744141416,6028.218409516365,-5169.320220448128,31.3420689855825,-106.43567269277125,526.2192688912663,11091558916819.922,14149865406.163477,42101051222019.94,53997069976.63645,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1200,1.4061275478518853e+18,0.0,0.0,0.0,603441327204540.5,0.0,0.0,5312363799074213.0,0.0,11239115256875.951,1.21703451305716e+16,6060226390672371.0,377401593573.1312,6060072478759856.0,525873548339.8965,1208867053751653.0,3223483517944.511,5764461544472208.0,7.555062231380005e+16,6057377640912558.0,3.03030303030303e+16,725511111693728.5,3032139250002.464,109571628500.32411,5821333787364.298,238241380987.28857,2521453434044827.5,6060606060606.061,0.0,0.0,6062204609752283.0,0.0,10142880166316.842,0.0,606060606060606.0,485934923356.36005,12394300328.400524,969166951262099.5,121199099612049.84,6053072053472404.0,7953505148409.817,4176341088.5796757,48574186834830.54,326776903662538.0,246436194901068.44,54222149780.73003,403988843820.9373,433962813524.4705,12534144608.357258,410132194539.50854,267944668356.3314,12779326.149366502,208214021.77128485,71403738.57288453,882572954.4950953,3766299347.238694,5568886287.557583,6179154.813704645,46277353.29230854,56208432.445380196,175776.37808419354,-4272923.864254298,-8894621.288945438,5422.600712194959,12405.02411171567,-112.78864827833968,131790172934.48602,368934562008.69617,306697310206.4516,317509568.12012196,777540255.0810074,520888982.7611508,50500517.87956734,450375003.76150835,167289653.1334217,88232.93757866211,708216.4583667584,-231727.6388529191,2059323.8372046426,2281630.724255746,2748539.606431657,59471.16273287053,29132.06080681312,144675.42004085335,989.6913207043019,5526.158845525308,896.906220462537,-16.856769033758713,-22.35146674080694,-88.74150047959071,13604900869235.701,16375314811.426174,39737135266116.64,35832113427.04553,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1300,1.4060966806542134e+18,0.0,0.0,0.0,603122079760380.8,0.0,0.0,5300373264867967.0,0.0,11093994562822.137,1.2170443312508576e+16,6060249667698310.0,371145152320.22046,6060115436945710.0,499677692334.79083,1208777243556815.5,3294564126005.2993,5763136281711101.0,7.703472781732282e+16,6057193592581756.0,3.03030303030303e+16,776427078773517.6,3385559512175.806,108679412972.04868,5814178257346.52,246045771134.13318,2520746103482749.5,6060606060606.061,0.0,0.0,6062536161410551.0,0.0,10184815468659.64,0.0,606060606060606.0,536037054281.5717,13800808144.23879,969129683347281.2,121199111333443.56,6052674020309196.0,8178094346735.96,3854093182.7239733,48224550490019.63,351593462469296.25,304527193719591.7,58039347390.59929,471986762618.4582,477949783988.905,13056589124.432367,520372423524.6678,143474263873.547,18273919.848948896,555019965.1809887,610297944.465241,922229656.6098028,4364346006.981181,3099213228.971776,6387329.768497353,39065879.95543827,-42698600.24656285,386545.23350340466,-2083487.829726478,-8859841.988442518,6960.434268167511,179677.27587359998,-268707.66068748955,134991876146.87411,389194607678.8793,380269776567.2724,345533075.0677898,858932752.6543198,605085396.1173168,58086165.95144881,473299699.93381524,330863789.15645015,143828.3524119828,798126.1430224152,-11182.547339587589,2504803.6563921245,2850166.258655525,8125000.079384219,49193.95664996253,37418.872882369345,157528.2987766304,826.0464985697854,10200.326179556112,-6239.818177689697,66.19566209920984,296.0549286640246,-312.2709095351136,16022368769544.805,13635451040.29164,61136189735922.875,50557165468.28457,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1400,1.406098818793953e+18,0.0,0.0,0.0,603039221559327.8,0.0,0.0,5236373870266621.0,0.0,11264001531960.69,1.2170464899359392e+16,6060257374051803.0,348381784334.7132,6060159354717165.0,472041566134.5031,1208756865156741.0,3393963514511.077,5759349569052523.0,7.849363779598155e+16,6057125519692768.0,3.03030303030303e+16,799828406941985.8,3599293948824.1313,108797710429.62476,5815723876148.742,247989994148.67886,2520909006871158.5,6060606060606.061,0.0,0.0,6063798582013861.0,0.0,10205507389152.283,0.0,606060606060606.0,615221302444.3138,14556698579.859098,969124447004594.6,121197680934885.78,6051676163727359.0,8989062158721.086,4388671559.267521,47460855414745.18,372310896038536.0,319488075282681.7,60636671111.96695,456527158451.75574,421780592752.0059,14936207025.8508,532010585144.43054,318227340438.208,20157198.047774903,728315065.1749,158214585.51595414,1025756936.6615813,5327300939.869815,6641719299.809737,11749266.081125079,49320148.86782113,58693769.02297477,501567.81397490314,6500825.246089096,16455019.90275224,1243.3765861667912,243850.65611614188,-159966.65979195334,138181170424.61047,417073113267.9527,425766629591.27905,381405715.0689524,989509743.8013293,885963979.822967,66196337.51228069,606546230.257341,269234750.0939433,204726.40420450052,1125911.0591983816,1774032.1609383565,3037931.2114313184,3306703.702516735,7783427.038479952,79882.95324400862,41229.61663582518,52361.775990895214,1311.4288389910798,12643.075855282132,-268.82344636940707,0.2413913705360713,30.018275892260405,272.52770494491006,19261540738354.66,16062733730.37427,61707410649373.0,64772433418.14277,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1500,1.4060412140840852e+18,0.0,0.0,0.0,602881090520764.6,0.0,0.0,5213514799375547.0,0.0,10892835884547.71,1.2170863008929534e+16,6060274807530018.0,317541853139.07477,6060179572160957.0,418091920064.3695,1208656804689429.0,3485681409518.034,5755421777327037.0,7.862195181769248e+16,6056798895713160.0,3.03030303030303e+16,834746045234956.1,3826932254684.4814,109030604244.54395,5813566090368.693,250399115425.41385,2520184205687260.5,6060606060606.061,0.0,0.0,6065170903921418.0,0.0,10128847699709.568,0.0,606060606060606.0,632169321691.794,15903693519.231773,969056074085953.8,121196845100498.47,6050874948311859.0,9634424654999.96,5113071665.76628,46557835627073.664,379007762489966.4,406605404675927.2,63803413364.7879,546523864990.4628,527656407807.6088,15534880280.38329,598642151693.4694,332123779215.90247,22107101.659834072,1116941282.4390595,352346160.6983406,1218471374.219769,6820698268.93929,3562683980.680484,11758735.716166694,59556848.84714876,160783314.58755562,432838.50555354566,12407999.458788674,-11629810.51911736,3156.302533075777,197171.00130906067,452312.248205738,137258975703.3087,444248521550.3666,479208786672.0175,403833951.41078764,1141395425.608433,1067789748.458458,74064401.5681311,681118806.6333741,487478199.88852787,241276.56860006935,2009044.2947823603,2059146.5084816017,3496431.024155606,3574115.5349036707,9878318.840205887,78972.05765317306,45794.20285278746,288582.245404908,1903.50821695154,8600.651519216603,-4308.320294279991,23.055407827803272,340.364866551936,994.383850479493,20098717162979.51,23556580350.594086,70605608686286.38,68707840910.267166,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1600,1.4060407158063496e+18,0.0,0.0,0.0,602623284226648.2,0.0,0.0,5173913706918365.0,0.0,11444222433290.0,1.2170324457667702e+16,6060309727549083.0,296655104983.1732,6060194508538274.0,412680267617.768,1208680752509163.8,3518637543746.598,5749015690204528.0,7.94398518462484e+16,6056654903412880.0,3.03030303030303e+16,884946746224276.2,3960014525482.2007,109499967299.9049,5810042195115.784,249293262291.63162,2519482827538464.5,6060606060606.061,0.0,0.0,6065646806256922.0,0.0,10063287144300.1,0.0,606060606060606.0,652102195617.096,16132347684.18225,969002344220956.2,121194994163000.53,6050279803095671.0,10350122662248.127,6378836813.469051,45825542173519.875,391259722083438.06,414349764332577.3,68085680896.94937,632022178753.391,579723111141.3823,16628419357.631935,757093619471.0593,491942056349.7196,26050266.986394066,901809459.4775308,1096216074.976363,1221586423.3349328,7220205779.751876,5863897423.788382,14182789.698339228,84831192.44317153,125586029.09210402,532963.3406119709,10079639.611553572,-9388383.362492101,9762.383612229472,367446.5654409026,369844.7967291593,139758684315.34503,451323385068.4729,543092897325.4104,434505015.6315038,1255136494.4689958,1608304472.298315,84125468.30000165,837915456.3307588,633418840.1884676,248646.89958962603,1914797.9290185368,1040430.7947069358,3667653.8227616344,4025937.161218743,12564507.53058939,108541.71060086583,57223.902254721834,301918.0763629115,2546.9922877316417,17403.04460909342,14974.075280928044,88.04989134646388,328.42325620664593,-204.57386302782214,21823628409836.984,25004924393.59656,88610713610159.2,94007814310.79524,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1700,1.405983800091357e+18,0.0,0.0,0.0,602504988543819.1,0.0,0.0,5140841541494321.0,0.0,11062708685221.627,1.2170342783056888e+16,6060319902474545.0,287661984517.11884,6060234757489069.0,379883927744.72925,1208633858337403.0,3492034735683.0244,5746615360993094.0,8.09935814908668e+16,6056433188503362.0,3.03030303030303e+16,918955387555156.4,4335709055860.14,109755655703.56375,5809523169097.145,254099689602.26434,2518954931851750.0,6060606060606.061,0.0,0.0,6066869054449062.0,0.0,10094972549089.113,0.0,606060606060606.0,736641937657.4573,17483161866.522408,968965743497768.2,121194101029674.52,6049449643411559.0,10945610421832.025,6663163259.663707,44674009758184.555,409289057460838.1,445643560701888.8,70207175890.37227,665192480427.814,921395855889.7356,17592695886.245434,883110861034.9866,470330021896.7435,27016164.675339393,1620709340.171936,498876484.1335646,1411859849.8225844,8109628144.102974,10906049198.460697,16914167.2129621,87493086.49009773,147475606.44503665,790003.5488559946,21417729.958147384,35527038.36399534,11572.462105815372,353131.5836473919,698095.1935030002,139826600937.09406,466608637183.33606,574940926897.5602,454657849.8047427,1300210606.2575734,1646473443.4690993,92385517.44837019,929508429.5504634,715981062.4738024,311912.3015100754,2570498.755683212,1833266.0686350006,4056305.283096385,4566164.256835853,13757918.262981154,135443.31383459273,65974.85797182066,446943.8707536333,2579.9095074247457,14854.999036823861,26549.193477671026,72.08481083747643,276.38654118887507,141.8625242815429,25758982055352.75,27201632623.97207,90064184926521.5,80178874739.41574,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1800,1.4059874339791757e+18,0.0,0.0,0.0,602480373021630.1,0.0,0.0,5101872212026366.0,0.0,11544009414611.186,1.2170909139155384e+16,6060336388037018.0,278506926963.59686,6060250230344072.0,353361178537.8855,1208596469735483.8,3549876389220.4775,5743198988643970.0,8.11987444917783e+16,6056158678193415.0,3.03030303030303e+16,961499411154578.5,4442708180080.531,109977886590.0461,5808102576994.712,256585055219.25162,2518990107696926.0,6060606060606.061,0.0,0.0,6068131594096921.0,0.0,10027706434228.947,0.0,606060606060606.0,750681876994.0597,18257442853.133144,968946689653110.4,121193280801439.16,6048938160064940.0,11369236828263.994,7070111446.565757,43889261980040.99,422692867033142.6,522739379771598.8,73570046056.96297,737454876644.7305,806201389525.6064,18681485920.291134,875975734517.224,589810358704.965,30669272.898790542,1475929736.7039943,1353980431.3299704,1566429443.1703846,10631684376.783714,10598556603.659515,19793072.806480266,123074628.45332496,259031610.03317755,696328.3175614642,26580765.062890146,20483087.952767327,8222.869055583942,291898.2474406879,392373.5515019968,138154656725.7099,483794396416.31464,663418757331.565,479252538.7539001,1448416696.9566102,1895796357.5072825,97946593.93940492,996844007.2505499,748530161.2276268,327966.8245054038,3053596.9498994956,2564339.6257215715,4824650.260716722,4800167.349299902,16533874.186835768,150537.3116181352,76043.49738408891,479366.8197532821,2961.4379841108685,22512.328517978007,18415.489671234394,126.82423143296032,311.6903296382456,245.21380473294812,28420070243209.914,28657045304.12467,104893620653713.05,107880629901.33171,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
1900,1.4059260236483492e+18,0.0,0.0,0.0,602181650788439.9,0.0,0.0,5099464064395287.0,0.0,11463642758634.852,1.2170512650258612e+16,6060350197446202.0,247771475277.67975,6060267886707485.0,348929733876.0293,1208632913563903.0,3490646503427.2686,5739348127758590.0,8.224211782815371e+16,6056021711525473.0,3.03030303030303e+16,968835975801629.1,4692540884003.566,109906434191.81012,5806932412814.704,256994290762.2843,2518395502017979.5,6060606060606.061,0.0,0.0,6068369947625517.0,0.0,9805852507908.975,0.0,606060606060606.0,764685027191.3481,19355539762.967995,968896180295526.1,121191873958148.08,6048440519044070.0,11801333497176.055,7745328615.660642,43548683178398.805,437488061988483.75,595361031777137.9,74764829638.4994,859797462276.9874,1172621022212.073,19768300644.305466,993626902334.7163,751766829511.8218,34985666.34708255,1543123866.970208,1733187861.8280983,1661462213.0880752,12061030798.94181,19090326873.77969,23269649.37371952,117099579.2662019,243773889.8116629,978994.3338964565,34520565.8272114,26265718.301874317,17157.213338674366,548921.4964230806,-126885.8535740297,139740502636.8344,496600935154.7887,706518523046.4109,516264032.1947512,1599283495.1478746,2109748812.7698874,106937656.5257672,1115122177.643704,1044191427.3707372,418213.4890062142,3864070.870216511,2675636.0324919745,4901112.513670004,5267383.579311505,21649106.332692504,160903.35901118204,88673.46746320695,416953.23446600814,4511.930680560757,25441.65213254692,28567.024207268245,130.7958395079126,733.4645994454794,1399.532830067102,29849432818001.03,34408108581.84959,111798643384378.88,119737201621.13927,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2000,1.4059247368035556e+18,0.0,0.0,0.0,602023817222711.2,0.0,0.0,5050137869135774.0,0.0,11546959956593.205,1.217048949800031e+16,6060374104438851.0,241933841717.59305,6060288821298578.0,319654577918.1868,1208643694688296.0,3478735377122.724,5736675100008150.0,8.371437104258253e+16,6055735666318196.0,3.03030303030303e+16,1010171172826352.8,4946396359242.597,109288197518.45882,5800707302815.217,257970706344.1828,2517588194823510.5,6060606060606.061,0.0,0.0,6069519502663263.0,0.0,9696939736194.336,0.0,606060606060606.0,848088362392.7101,20873153506.265408,968847686334232.8,121191771875942.27,6048366190553953.0,12934383234956.15,8552948968.833422,42737120870335.35,452298237409763.8,607819364199156.6,79226059343.85858,864008492517.4899,1268651369029.421,21775069629.187935,1182698125814.202,1168748164182.7485,37911552.190611266,2369531964.8409986,1692361347.3125286,1864286485.699887,13164771475.979763,18037288322.255554,22618657.241213035,154727512.2668664,180805441.64708358,1079344.0093188235,32056978.87051652,25395317.42132435,14889.171898104412,364083.31005406566,332452.961809378,136824387849.66646,495702211420.307,774068834814.4338,522654360.3536595,1644678791.6492393,2448112331.824222,112746553.78683421,1318099442.2350016,1237895849.2019136,482848.1279768971,4080353.3096633106,4572355.773980377,5534409.641764901,5915789.058494154,27006699.78752295,199194.39645785114,93593.05442407363,707935.6804202967,5115.914562987441,33366.661580679865,35741.26896650345,177.85815171866716,776.7132294149717,1750.9276455910394,37647266546399.34,33953840748.60465,119326158403755.83,131969556779.03253,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2100,1.4059099347261798e+18,0.0,0.0,0.0,601942140546722.0,0.0,0.0,5044635905078967.0,0.0,10983400365831.467,1.217053863788966e+16,6060377566436880.0,220618447422.64697,6060299550036440.0,294052927832.87177,1208649736583071.5,3443772599867.19,5731346185642138.0,8.46390849688634e+16,6055512182578885.0,3.03030303030303e+16,1021162499661545.0,5193559370823.115,108856885028.31044,5802193387342.098,259002697812.89035,2517375586642714.5,6060606060606.061,0.0,0.0,6070812514238595.0,0.0,9746396419085.518,0.0,606060606060606.0,883421730251.1641,21712096747.382572,968832169727800.9,121190059356315.42,6047795239816434.0,12934560794386.207,9461546704.892338,42389764224993.336,472174938798312.75,694322898135140.1,79190245180.12161,1000153094843.7323,1534922581483.0542,22138579397.19287,1289849722354.2922,1153766755700.6072,44427988.13755444,2707829437.6685586,2363196082.2569637,1913340167.6298149,13958895087.89282,21820072929.759922,29217349.53768173,153484027.64805546,381460347.44337183,1227038.8225102013,46728865.39936126,41563819.18726384,17415.268241611117,610254.7187789996,124494.90471828083,134897393784.12466,506086009572.43286,814804249764.3982,546686594.5467471,1743107622.718719,2812730914.9422274,119387907.06965052,1398332823.952708,1279168370.6489644,492538.60677195026,4923501.4475224875,5041978.758680522,5761494.779600634,6103765.649199825,27379080.885600667,204838.4154606408,98641.73438933157,679246.6440033234,5433.306362697784,35222.17386083765,35570.85288933706,196.94344064754677,1199.78578991663,1860.7085265875614,41304705433251.95,42707720287.11307,126402948117721.42,135809415809.12607,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2200,1.4058707995141292e+18,0.0,0.0,0.0,601886216857689.2,0.0,0.0,5027587052617309.0,0.0,11334066094421.477,1.2170372778603504e+16,6060393209192544.0,213063522272.31833,6060324168828402.0,282282239209.58545,1208708587137998.2,3447871019484.5977,5730388281841319.0,8.584380131834299e+16,6055246885765538.0,3.03030303030303e+16,1055157105738773.2,5291112754667.612,108809622307.51263,5799713600587.004,256725413438.42938,2516963458909130.5,6060606060606.061,0.0,0.0,6072299895193228.0,0.0,9577699523001.035,0.0,606060606060606.0,918153942768.6345,22389470492.60035,968808915303218.1,121188979592742.47,6046694764161470.0,13919674789036.71,10565643711.865488,41226800233353.97,484242051381236.5,729164814616423.5,82788065147.88498,1042589022301.2358,1700293617536.5098,22561662272.453423,1323545949080.1765,1560911439497.0076,43862437.14758011,2665097439.8511,2354095799.1187096,2009532277.546439,14220081394.934675,30897119459.14949,29035187.337229624,175583026.5824302,283913918.33453727,1374856.9325227735,43126785.28397593,78433495.64696625,21320.625697378524,564198.7347164394,989313.4420185711,135138648583.994,509021239206.6335,889282504834.3247,566037014.8820046,1859479483.366061,3084588127.4351664,131305419.15524669,1547323972.1334853,1508621286.6332967,564750.0161154207,6032934.298618065,5058902.915599151,6410664.099647908,6599350.101114217,34845983.22935621,238959.9351954475,114652.40809306964,1039629.8734641325,6336.483448400856,47927.54417884753,51205.20043462172,232.92037988186854,1031.0434212309133,2449.064313532874,40704112706261.89,43086642659.18776,141087869614852.3,164888401368.1562,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
2300,1.4058250837706698e+18,0.0,0.0,0.0,601780248388484.8,0.0,0.0,4993750972439412.0,0.0,11536182206941.418,1.2170768850939276e+16,6060402319211933.0,209514641874.23697,6060342855126848.0,248115079047.7824,1208665103746261.8,3390184988789.6846,5724442387433391.0,8.650716628820536e+16,6054992725343455.0,3.03030303030303e+16,1051436518418702.4,5596301390437.712,109402076593.28795,5799617910017.496,257592600956.8436,2516095106839454.0,6060606060606.061,0.0,0.0,6073373815140916.0,0.0,9406865201385.574,0.0,606060606060606.0,963697447307.9348,24398122661.71046,968747944474042.2,121188008255863.34,6045800475975862.0,14213217758393.139,11237260106.716986,41236287904172.625,487181119038152.75,769358510305122.0,82657936301.90495,1129309838327.8235,1759244966700.5422,23724299699.963364,1477516697279.1025,1520794560793.5105,50839492.443923935,2982314021.5841784,3161490883.9200096,2247383570.19188,16313867020.27851,34397082191.699005,33781305.01221043,205114287.8291075,495593031.27324486,1711615.7617613033,61283364.91857573,55887036.63903118,29674.860191056225,626873.0894413402,463104.82272363076,134008202393.93164,507929880301.1303,904957733515.296,591118189.1036314,1938143499.6345692,3562382573.0543675,134863321.20450547,1689190386.7103124,1837792160.529769,624827.4777032343,6422647.779370354,6166120.827656313,6621947.18481011,7021873.704303166,37488672.49282048,253303.3565697987,121255.68350001563,1119600.9930057672,7300.669056000898,50476.41054220825,83390.9781030144,303.57879570879055,1341.2199588547833,2471.8243158093555,44570646571665.1,47396057925.47312,163960242683257.38,158122898497.04935,18181818181818.18,0.0,0.0,0.0,606060606060.606,60606060606060.6,0.0,60606060606060.6,60606060606060.6,60606060606060.6
