miliseconds,H2O2_p,per3_p,coI_p,MLTH_p,coII_p,MLT_p,O2minus_p,H_p,O2_p,NADPH_c,O2_c,NADPplus_c,H2O2_c,NADP_c,O2minus_c,H_c,MLT_c,MLTH_c,coIII_p,NADP2_c
1000,1.544996612647627e-07,299.79689044881286,1.6626656818932638e-07,299.9997836113764,0.0012189682576058925,0.0003822371907845222,0.00010426392681503977,-9.710780385231547e-08,10.234458013617274,24.97132424943803,10.430838288029031,0.01285558552186151,4.101220781033723e-05,3.405925772093873e-07,9.226035947935804e-05,-0.0001271415797676965,4.845513698456128e-07,299.9999995859362,0.24326550159993943,1.1079928392789172e-11
1100,7.555408911670468e-08,299.7108967694298,3.2798206651022187e-07,299.99983220647346,0.0010430180763578358,0.0003696106411325208,0.00010107029035930526,-3.2768613419884294e-07,12.117274287256034,26.46258989601242,12.775697340044566,0.0052718227230438355,2.6625565558359696e-05,4.25546744700818e-07,8.189110316770506e-05,0.0001786148878780572,7.290189967464737e-07,299.99999933483747,0.10201085760603656,8.559024693731317e-12
1200,1.1385840161869797e-07,299.61059672647957,5.015268853909849e-07,299.9995599853096,0.0002527565697351774,3.6761112568242145e-05,0.00011419545897816057,9.018169504046771e-08,12.757064998082036,28.61024055162077,12.845759098788054,0.00840845138016305,8.803053585793647e-05,3.2043650131124585e-07,0.00010892622067699466,-0.00018345929305490708,6.447733856196412e-07,299.99999896783316,0.21249556509292805,-3.018841566349608e-11
1300,3.022626908281889e-07,299.6226002971419,6.415545815969309e-07,299.9998772652911,0.0011254796667297356,0.00043049194595637223,0.0001430538436083426,-2.676205704143433e-08,14.00957235132433,31.384215987014706,14.374450410528576,0.013791863968897495,4.994761670663301e-05,3.280324860073737e-07,8.79184426156267e-05,-5.435659860560255e-05,8.070056611056405e-07,299.99999882727127,0.5723692985935372,8.2725214355857e-12
1400,2.4594225403124203e-07,299.4686784481955,1.129435744112384e-06,299.9994163124515,0.001252882874313778,0.0006333856329014422,0.00014441193129725307,2.1266651936380892e-07,14.525623330846038,33.98827456917066,15.460163152996056,0.02212392278594315,0.00012286566258604115,4.169999159895082e-07,0.00020946393258911103,-0.0001505804262499811,1.0827223430045677e-06,299.99999896247755,0.46695311127432426,4.1145993484120096e-11
1500,3.437230772481852e-07,299.53203762930775,1.2499608180893656e-06,299.99955516676624,0.0012333503956131716,0.00022325474298712667,0.00014903109115815732,-4.7594898352209887e-07,16.49021653948571,38.590380613186625,17.020342015533704,0.02384051694942727,9.709401197293713e-05,5.99701606158697e-07,0.0001928201616670808,1.0699281831356818e-05,1.3055915542088295e-06,299.99999863072577,0.4314199226293864,3.73558630828659e-11
1600,3.6396819047918384e-07,299.2307709003022,1.6914347360619963e-06,299.99952133058986,0.0016973982905400887,0.000519532878561935,0.000175322164166443,-6.027655445015866e-07,16.63902600189716,38.27070098897121,16.893902032246537,0.02622178048714987,0.000109233008699263,6.64568468430275e-07,0.00018075919165021215,0.0001087651223751412,1.6017170631443996e-06,299.9999983762593,0.5469274986456466,5.343139045303301e-12
1700,3.7966071929774e-07,299.2571745957658,1.5309370656807215e-06,299.9993929385434,0.0015336361464418707,0.000881157638393583,0.00020067716030376258,-6.136284924301845e-07,18.408509379819108,43.819971320630444,19.13978992372233,0.03513701312777742,0.0002310487084853249,6.23763736653019e-07,0.00033909506112416604,0.00016707324061797493,1.6037489777142475e-06,299.99999849653324,0.8045595629469469,-3.822007165675219e-12
1800,3.8544501864743464e-07,299.09218070258663,1.6775811206493333e-06,299.9992973524522,0.0015142718694699,0.0008062362939336121,0.000222816969279694,-7.121049007667646e-07,19.653598252480606,45.44897970110377,19.850329744077,0.04911035117839833,0.00017583576340249603,7.939107576416142e-07,0.0003917229294983283,1.3939969313550757e-05,1.6250957671658515e-06,299.99999834352303,0.8576840215427969,2.2525662231437192e-11
1900,4.839607007093768e-07,299.1166888127556,3.0089018798055476e-06,299.9992467968915,0.0031735517399109764,0.0008564186662709124,0.00022622067259626065,-8.634937493289865e-07,19.70428153984183,48.6524419053809,21.325839376944234,0.05919919248744336,0.00030343949901103813,9.60624571967524e-07,0.0003823702439108132,0.00016631946305618075,2.0250377468434792e-06,299.9999978574852,1.076833060379787,3.464959645457208e-11
2000,5.6213712084702e-07,298.66877728180515,3.010398349713368e-06,299.9986740412048,0.0031166379594843776,0.0009761425716160852,0.0002566302203718108,-7.721917754230723e-07,20.84378434383797,48.69945401271923,21.69599454058517,0.06675164906893782,0.0002253178440082,1.0680366660543067e-06,0.0005325620512927618,-0.0001533164893951593,1.9809359127359376e-06,299.99999775109796,1.1088044635913958,5.0543189491172926e-11
2100,5.470305648231258e-07,298.51130631705155,3.002516078258299e-06,299.9990210262662,0.0033887960724177796,0.0014331323857402604,0.00026827806406587386,-6.49257248720947e-07,22.13319086054864,50.58501406989092,22.927993843286973,0.06364299361845631,0.0003590116454253088,1.166729008177554e-06,0.0005953545592493048,-2.8836546464786202e-05,2.4728279484868233e-06,299.9999974834811,1.2206827353020957,3.3634336619555894e-11
2200,8.553466770610876e-07,298.49831201541633,3.6518962603870523e-06,299.9988249571514,0.0033103300446820734,0.0015460823352497614,0.00028559040646799035,-8.648652914003829e-07,23.48348983061542,54.315654558938604,23.770264500976214,0.07215087974215251,0.00031099790674801297,1.116685102972457e-06,0.0006932468658760115,-0.00011469205841481811,2.513095535371659e-06,299.99999726713924,1.5094516787126973,6.991800300839642e-12
2300,9.585180535894741e-07,298.1151096251271,3.654424353216311e-06,299.998670064762,0.004277442723548975,0.0015649035223584777,0.0002986358419831141,-7.896465813025924e-07,25.0683730693195,59.24640349851021,24.726147558569334,0.07828286456406348,0.00045343592509781814,1.2407653274747511e-06,0.0007685856356795665,-0.0003394581926389804,2.984333508713023e-06,299.99999731839074,1.6489990651397168,5.997471651207413e-11
2400,8.966790762176947e-07,298.130172655884,4.923528151291211e-06,299.9982824062813,0.006327852264514789,0.0020815187280819056,0.0003301592197178951,-1.5222264701605285e-06,24.987244310687213,61.609560060217454,25.481591197807813,0.10638822783842788,0.0003977831713397485,1.3969225317377801e-06,0.0008943366309818807,-0.00017576122044272665,2.8942939016403287e-06,299.99999694697686,1.7123897853496446,9.03467379908216e-11
2500,9.929434488282344e-07,297.88828224151854,4.691866908741704e-06,299.9977981184998,0.005343131095120497,0.0023201028167698936,0.000342685712773113,-1.340645137908619e-06,26.925103059672747,61.49289812685982,27.379961174504984,0.10576881678444314,0.0004905047872068293,1.509496005781613e-06,0.0009342994578236075,-0.00038864126884311,3.1856743479652966e-06,299.999996600744,2.1481019931904832,8.679536443214835e-11
2600,1.1855143116594175e-06,297.68147967401666,6.218991795596089e-06,299.99765764938763,0.006513208140132644,0.0023997029607914122,0.00037305099667187447,-1.6069069949645164e-06,27.59823507572218,66.16611229071462,28.419015892402335,0.1253905599640294,0.0005937435389359081,1.6193488357083935e-06,0.001094162268778278,-0.00034138580946207017,3.5950319651763676e-06,299.9999966724618,2.490500013776364,6.646792617141846e-11
2700,1.351703999437486e-06,297.4877495293182,6.371958231270638e-06,299.9972331674567,0.008635711491697975,0.002381558621964258,0.0004049958997151995,-2.189845075889694e-06,28.830659145353373,67.53763197898394,28.36956966231135,0.13388864696190042,0.0006725717589830559,1.7526651622010805e-06,0.0011780670136258362,-0.00040781254466018844,3.865982001378562e-06,299.99999607049375,2.4618351224085666,1.0861415617153439e-10
2800,1.4083864623687155e-06,297.38741727334974,6.848378021004039e-06,299.99722387989766,0.008890536618953726,0.0031163798276602228,0.00043337050292007893,-2.2000990352571553e-06,28.825095614176597,69.0948191066078,29.997022993841796,0.13606455710291415,0.0007456194626461965,1.9014168628519336e-06,0.0012615053294405226,-0.0006794136899415093,4.303178533645027e-06,299.9999958929438,2.8331964102056286,1.1253473368257854e-10
2900,1.6346071250312914e-06,297.07729292821625,8.467428664091853e-06,299.99663427130946,0.009505598930547924,0.003150827810058472,0.00044941287040947735,-2.766091357975313e-06,29.866819729157523,73.09264633547389,30.165311435096687,0.15588463872595631,0.0007576469267976891,2.06045966402431e-06,0.0014182248234778784,-0.0008339334913215726,4.268010635620956e-06,299.9999953000052,2.8894051372763006,1.7175080127444e-10
3000,1.703547445970715e-06,296.6294011366076,8.853357726705444e-06,299.9963130477631,0.011608777411757611,0.0034828565596275026,0.000478222490803918,-3.5729905805443576e-06,30.997685377498232,74.69581404496651,32.18518411886878,0.17305195848501756,0.000847658234568228,2.282223571066599e-06,0.0014371989143829916,-0.0010558487158964173,4.679335865953028e-06,299.9999951175984,3.473711037219687,1.9081886689782892e-10
3100,2.0660461293811586e-06,296.26354232167324,1.008218989841116e-05,299.99625304877196,0.012959367916284813,0.004103615940114259,0.00048651820422766746,-3.6784902624746862e-06,32.83081164316091,78.20895846493815,32.07114707117884,0.18198084908227616,0.000938251638757522,2.538964427316607e-06,0.0015792071029126903,-0.0012866813433990926,5.076812557945534e-06,299.9999949110627,3.6136758981271457,2.0980998465576073e-10
3200,2.2046217453825603e-06,295.94498033618345,1.1228716296582746e-05,299.99549679629115,0.014785685194310963,0.0045791101664900665,0.0005275651116955346,-3.846589112824901e-06,33.42115049072921,79.74136839599423,33.81466012656993,0.19957393278224084,0.0010758567956797743,2.680293227648723e-06,0.0017415601983108158,-0.0016068431305997282,5.3360002925862815e-06,299.99999453621956,3.9696119327920885,2.700074667156505e-10
3300,2.3824698697745468e-06,295.76377172589906,1.1664326446257943e-05,299.9951638068152,0.015109365395033736,0.005160339850495861,0.0005529675795878909,-4.92270519481115e-06,34.945244474752755,82.66748559001738,34.86888911232667,0.2167010356566175,0.0011096131980440752,2.7519063929366424e-06,0.0018539736932128626,-0.0018419275069026697,5.893255079874702e-06,299.9999939882168,4.24256230217054,2.700062501573145e-10
3400,2.548445518088614e-06,295.280139240634,1.24434366744914e-05,299.99471355823925,0.01803631622325052,0.0054009274992653285,0.0005666265317601237,-5.661172913935332e-06,35.54808824930507,84.38057750028534,36.389903118588,0.2443584514151336,0.0012265796433081025,2.9518110061217476e-06,0.0019715995011609644,-0.002421848121440175,6.4866746824000625e-06,299.99999381140196,4.520023474434629,3.490891079290777e-10
3500,3.0043248191063087e-06,295.05496057155324,1.3650774440961526e-05,299.9938734872766,0.019313855808731697,0.006089347169381176,0.0006059851935400068,-6.3855898183225065e-06,35.74307329625402,86.28117554015573,36.394861616136126,0.24648692259841065,0.0014297608278927253,3.24459280087083e-06,0.0021319831124607487,-0.0026365215094087966,6.99471807827077e-06,299.99999300409985,4.795912935630009,3.9830666710904656e-10
3600,3.237207447267806e-06,294.86022547968093,1.5029721947023493e-05,299.99350339797724,0.021013377382056317,0.006545648399230131,0.0006426565024193851,-6.953815368985945e-06,37.27021679709726,90.90184850384969,38.10789802050293,0.2727712200442956,0.0014827531999315614,3.564127666291953e-06,0.0022010094593541336,-0.0033117292211286655,7.1204291128059715e-06,299.9999929033042,5.1777562776023816,4.938024268751624e-10
3700,3.450580576997618e-06,294.2935692438465,1.6255374682789446e-05,299.99261913414824,0.022467839572666078,0.007388452667637248,0.000663810135675821,-7.711023078419517e-06,38.245277399860946,91.10653474987556,38.98925287774931,0.29601685281795787,0.0016181176059955637,3.618424444080139e-06,0.0023269371202948776,-0.003732036193832243,7.606882081944229e-06,299.9999923884876,5.573318591515057,5.817184433377302e-10
3800,3.6410195362085383e-06,293.90335666227713,1.855161142540225e-05,299.99192562125904,0.024642894967449324,0.007989733901053,0.0006808652050609475,-8.804738400628953e-06,39.144170911982265,94.32260270009344,38.80995093301266,0.32244043856309973,0.0018358501161058656,3.850122290017879e-06,0.0024476826804992824,-0.0043534891386941095,8.125403276798654e-06,299.9999918819228,6.075049466473557,6.22032176055457e-10
3900,3.960947597905596e-06,293.70064467250404,1.9876007270921103e-05,299.9913282338315,0.02716156022402051,0.008769452876258715,0.0007314020279395245,-9.409455619762666e-06,39.274531875532865,96.94300904602794,40.65839747023771,0.327410814533502,0.0019906733206698224,4.205376419401479e-06,0.0025680061479825427,-0.004922479979149056,8.636056728384577e-06,299.9999911771138,6.571353945959188,7.207578455952613e-10
4000,4.270853036894835e-06,293.08682314525817,2.109880068539437e-05,299.99090883858986,0.029664135707897523,0.009236927924778251,0.0007415142333677035,-1.035477430869279e-05,40.87954681272581,100.08526004482897,41.454959651050466,0.3646638437572537,0.002148502100572561,4.474800008926069e-06,0.002804364357926426,-0.005536659768767387,9.451330958904276e-06,299.9999904981283,7.012428795095064,8.732154360145115e-10
4100,4.716183274765754e-06,292.7692886133074,2.3249259439476284e-05,299.9898323662366,0.03366336115115089,0.010055965515214071,0.0007842223766982308,-1.1519038227107399e-05,42.53860093155081,100.62970555541803,42.958841335282436,0.3893050784545534,0.0022381717895969652,4.677957490452913e-06,0.0029160619108628137,-0.006390301855381466,9.956678367742738e-06,299.99999004075437,7.2165981232997956,9.879558461734158e-10
4200,4.983713480689855e-06,292.267115714064,2.4222263657243847e-05,299.9893846424221,0.03632274493376106,0.010654663720335777,0.0008293195163552159,-1.2930537169834492e-05,42.027566777706475,103.61910985633936,43.182666211482186,0.40570286379153936,0.00248061634987511,5.127441478984573e-06,0.003032180510874944,-0.007076309659702934,1.0345929383293987e-05,299.99998950699666,7.867750057229953,1.1510795417398643e-09
4300,5.383902944111015e-06,291.77731630646855,2.5952583732020286e-05,299.9880116855151,0.03872617061885615,0.011500920720508514,0.0008673304262149335,-1.4116670151365473e-05,43.607005962702345,107.49797538439198,43.84235509913966,0.4320907261509978,0.002562822110014107,5.257839993498463e-06,0.0031826569902962546,-0.008339065808066188,1.1025874130293282e-05,299.9999889576132,8.446295109213656,1.2727108186548418e-09
4400,5.981182852091795e-06,291.0481111053999,2.8397222189751823e-05,299.987142168252,0.0420846955639974,0.012574575083205619,0.0008921354109676666,-1.5870013598624768e-05,44.20648684027853,111.08503300654424,45.637393910585324,0.46859421896496856,0.0028267422530669755,5.640151232117156e-06,0.003281017065385876,-0.009209400680013717,1.151158792124223e-05,299.9999884922744,8.710894645971363,1.4759827336726431e-09
4500,6.243820126727208e-06,290.75508942789355,3.068629854655528e-05,299.98644640922436,0.04636253405735767,0.013834915367820987,0.0009349813870952594,-1.77623702238381e-05,45.95034329518172,111.76955354755466,45.985366875837784,0.4789992952224953,0.002994948532543909,6.024742430125581e-06,0.0034033005101399266,-0.010203120269094071,1.2058874056990858e-05,299.99998795818146,9.443239905844544,1.6269436586364977e-09
4600,6.760641758921779e-06,290.0288886792661,3.2191847883604226e-05,299.98546873830765,0.050081239224677866,0.014486673884115665,0.000950919479344129,-1.9541089164186225e-05,46.25712868979875,113.59725071693086,46.274439923537344,0.5223160054148204,0.0031744314037245084,6.196069914849253e-06,0.003559729800967973,-0.011460864887182969,1.262753815591476e-05,299.99998720463935,9.833658345712399,1.845785601267295e-09
4700,7.229338474372686e-06,289.6254292850044,3.449272835167983e-05,299.98438505869433,0.05287176544050414,0.015887088098783746,0.0009937683340786152,-2.147066939983511e-05,47.741379938339406,117.24279685997142,47.09289666160972,0.550140358777425,0.003380113982214889,6.654040972056138e-06,0.00370616349479262,-0.01293828024094499,1.3264952821793862e-05,299.9999867374641,10.587367588919662,2.1216805387060174e-09
4800,7.652829353534901e-06,288.91225204338855,3.6233369250942116e-05,299.98296503212816,0.057281302320165886,0.01697659412046786,0.0010315082878325952,-2.3673937089225294e-05,47.46338640773709,118.69658789149868,48.043210070771565,0.5818291166563301,0.0036172064938396354,6.813025662034617e-06,0.0038818086105440576,-0.014376423383357262,1.402368217164594e-05,299.9999857542317,10.932153424582186,2.4024911388632203e-09
4900,8.172117673862258e-06,288.204178070708,3.9253548992727145e-05,299.9819857679765,0.06221148519132936,0.017840747171013763,0.0010712426531115165,-2.5818853376400302e-05,48.42078242288021,121.41298341685038,49.71821388888859,0.614010579356809,0.003920581147780261,7.211625641726908e-06,0.004013475705346817,-0.015982036298779458,1.4609540515701247e-05,299.99998518660755,11.534320293226852,2.690546769834462e-09
5000,8.648242081256112e-06,287.82024750902013,4.17418471254342e-05,299.9810358699159,0.06699536305547694,0.019264646090046997,0.0011005877390757113,-2.7701732176417695e-05,49.95291853790524,123.97446823732191,50.763469607502834,0.6376178375613653,0.004089101256130588,7.647370394089468e-06,0.004176109653023446,-0.017579737275795378,1.5606035074146833e-05,299.99998452350565,12.121524380855025,3.055203745210556e-09
