miliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.0405275801967809e-11,9.950946266851048e-11,4.139901096148654e-15,2.0740760741068523e-13,2.0536509264593692e-13,4.161776846911464e-15,8.112216062666362e-18,8.524016453675203e-18,1.8907743248779802e-19,9.936614605016244e-17,8.512192307841692e-18,8.121181023373172e-18,2.5105852083875766e-22,3.2981422559552322e-22,3.2916706161783793e-22,2.5688828389465194e-22,1.2502877604185089e-27,4.834217484930898e-15,5.826916038504807e-14,4.718405336470602e-20,3.993305798469166e-20,2.785880179714154e-17,1.9557985921086732e-19,4.801131685793713e-15,1.9497136558367907e-19,4.0725867900173333e-20,4.0977839821546126e-20,2.5014838446046546e-17,1.2053676796926476e-27,1.2670060248938557e-27,1.1677942785310124e-27,4.432635435453167e-25,3.889183445627012e-25,4.0267848667512452e-25,2.1821686361277754e-22
1100,1.0401981411418022e-11,9.95022864100281e-11,4.15831251474005e-15,2.0757651118566306e-13,2.0619733196283263e-13,4.113097429103458e-15,8.077494280144953e-18,8.559600217385984e-18,1.9098116015172143e-19,1.0632815310076095e-16,8.577137303943994e-18,8.081720080371423e-18,2.6611591472693217e-22,3.2936282315485164e-22,3.270001886954804e-22,2.7656728617906677e-22,1.2681270483433361e-27,4.8521821630992344e-15,6.295025092067201e-14,5.1252037406488465e-20,4.47532186405665e-20,2.8057812534240156e-17,1.9792858381944363e-19,4.836343529821584e-15,1.9678014238070988e-19,4.4651740568665977e-20,5.0025733970839547e-20,3.1687423845694003e-17,1.5019906621418661e-27,1.3293490367347261e-27,1.2946147795311061e-27,4.416332138626741e-25,4.5454812462915245e-25,4.0020091153714312e-25,2.659732137861913e-22
1200,1.0386341299976395e-11,9.95048475518281e-11,4.136530819136387e-15,2.0725245670028254e-13,2.0525715504860046e-13,4.141124371234366e-15,8.088397381408266e-18,8.50047804254594e-18,1.904428491268145e-19,1.1010570892992152e-16,8.517489784351606e-18,8.049845980737296e-18,2.93250491943759e-22,3.2616819067544074e-22,3.310487119135116e-22,3.0253438905326797e-22,1.2980429105333e-27,4.816971993140519e-15,6.668091800821978e-14,5.291424585865962e-20,6.08238595813605e-20,3.313314689247951e-17,1.9494198959485379e-19,4.865657061472129e-15,1.965575864943016e-19,6.115060799654259e-20,5.930238323654091e-20,3.5055509504321356e-17,1.6141515532909923e-27,1.518606731105178e-27,1.6106539991532119e-27,5.102947824965566e-25,5.764506832605735e-25,4.680354750076366e-25,2.8899235077459177e-22
1300,1.038127219172474e-11,9.950182362981686e-11,4.1201399289741905e-15,2.0656070293850105e-13,2.0623235779306074e-13,4.14088018592656e-15,8.157729179133013e-18,8.514389200822705e-18,1.931654040430851e-19,1.171749554802919e-16,8.577149911548528e-18,8.101600628510189e-18,3.0812880111001974e-22,3.273142235352564e-22,3.2590459488766015e-22,3.2340900736385663e-22,1.3848716537347094e-27,4.8678273934844765e-15,6.899359860409637e-14,6.824789956470654e-20,5.87763831498328e-20,3.561589325654869e-17,1.969177840671939e-19,4.865626721874095e-15,1.9489424411868227e-19,6.710915018649405e-20,6.544423838412989e-20,4.112776139861215e-17,1.6054459852349788e-27,1.5538014642379441e-27,1.6174910342713154e-27,6.411191999995864e-25,6.107645846715582e-25,6.163453835979995e-25,3.575034301734175e-22
1400,1.0377207458751717e-11,9.949872231166733e-11,4.124123669253503e-15,2.052745534511194e-13,2.0614149447807865e-13,4.148800778369554e-15,8.178201585424788e-18,8.513183094550547e-18,1.9208906031891604e-19,1.2524177429230489e-16,8.489793589312359e-18,8.175975481429452e-18,3.476191457558544e-22,3.281811169187537e-22,3.26602196384682e-22,3.370746576530249e-22,1.3803932876159603e-27,4.884363951593393e-15,7.33494005141704e-14,6.845940768572426e-20,6.903363746923155e-20,3.9227777679687314e-17,1.9719390058983442e-19,4.847171367009545e-15,1.9735892883702247e-19,6.795225397408122e-20,6.943528661691877e-20,4.183082704555949e-17,1.787086010942839e-27,1.7938385843594605e-27,1.8279843737813464e-27,5.983499959098089e-25,6.056826865080941e-25,7.007791880516175e-25,4.092000314447741e-22
1500,1.036644423991894e-11,9.94953566755142e-11,4.122572697613463e-15,2.0597925316258264e-13,2.0510843823990062e-13,4.132152974186207e-15,8.108661361702524e-18,8.52950733233171e-18,1.947690477527426e-19,1.2999020317991806e-16,8.453108101039349e-18,8.13538160663425e-18,3.6024384883622557e-22,3.288521752293586e-22,3.300022868858937e-22,3.715755334644262e-22,1.4355414091975958e-27,4.888437862217115e-15,8.057257560167815e-14,8.10846537182151e-20,8.1275634230695e-20,4.562930717801005e-17,1.9552237190932627e-19,4.864745836653298e-15,1.9548809986080515e-19,8.059757310132252e-20,7.544104157775171e-20,4.482688687638399e-17,1.813317085746292e-27,1.843977211989918e-27,1.7896651771473888e-27,6.4435150490497365e-25,7.602088248363926e-25,6.798229929853023e-25,4.568545295950727e-22
1600,1.0365736971086546e-11,9.949089430149135e-11,4.140177047316176e-15,2.0450251082340473e-13,2.070499727581373e-13,4.100384893003895e-15,8.154758690177712e-18,8.465095975460981e-18,1.9388241792354172e-19,1.408036848712272e-16,8.510870450557142e-18,8.144376503091744e-18,3.7176755676626717e-22,3.2677260041330678e-22,3.270086713169423e-22,3.8806084491892657e-22,1.458579599976886e-27,4.858398990734571e-15,8.428741579850109e-14,8.057370078781204e-20,8.907167200867264e-20,5.150576276196826e-17,1.950886340192445e-19,4.8775825527715194e-15,1.9484425717734233e-19,8.540650146705621e-20,8.203890407793081e-20,4.949208073373536e-17,1.9716883190090936e-27,2.1094830319254796e-27,2.0167115605967595e-27,8.006097905900176e-25,7.293481030406445e-25,8.120175073028938e-25,4.918679916504803e-22
1700,1.0353805746597134e-11,9.948833688701528e-11,4.140886557687419e-15,2.0498730003941815e-13,2.0525535338418589e-13,4.099288679731675e-15,8.13133155939809e-18,8.4843501326224e-18,1.9674273441140156e-19,1.413799856308511e-16,8.53335487416528e-18,8.157944281290343e-18,4.1177906293844224e-22,3.2505092992758594e-22,3.278300823793573e-22,4.1286479658253276e-22,1.5269194743729362e-27,4.889306949873288e-15,8.395152064968393e-14,9.187467933517327e-20,8.762605023649409e-20,5.3528948891032475e-17,1.9607778924459009e-19,4.8833359921015634e-15,1.9533560084452574e-19,8.900800957352038e-20,9.426616547606279e-20,5.2543100364023484e-17,2.2113923654426788e-27,2.036357108830617e-27,2.14266171554888e-27,7.626562104161246e-25,7.771865682005438e-25,8.506809182001642e-25,4.875796751391653e-22
1800,1.0340748851679434e-11,9.948244941519257e-11,4.1214605847837665e-15,2.05556867594472e-13,2.0649646241504466e-13,4.092514903099665e-15,8.18773297377011e-18,8.490586104738038e-18,1.9718424172517548e-19,1.471680412864279e-16,8.460986780782258e-18,8.164830760191867e-18,4.240655406933697e-22,3.2563212571433117e-22,3.2808605099282346e-22,4.136831328467453e-22,1.5562905702009433e-27,4.855855456797605e-15,8.998618176082651e-14,9.712327804199152e-20,9.5754313942018e-20,6.074645662318925e-17,1.9697336374526782e-19,4.894686417590485e-15,1.9680121587949655e-19,1.0203488957152005e-19,9.993486100019352e-20,6.143917410040269e-17,2.332568404047883e-27,2.2348649135478136e-27,2.292322581125335e-27,8.450806413931544e-25,9.21067408229807e-25,8.365572953224094e-25,5.385821115471055e-22
1900,1.0332725455193209e-11,9.94805553517968e-11,4.127959673012569e-15,2.046465159554364e-13,2.0413557597490874e-13,4.1009262108230494e-15,8.138424190189929e-18,8.402382780070203e-18,1.9684751590164946e-19,1.5481536821528766e-16,8.485204376819932e-18,8.126765195868255e-18,4.569460125114057e-22,3.2758665018066834e-22,3.28656228380047e-22,4.375446410500982e-22,1.6245896912116468e-27,4.898803345282313e-15,9.312863460832906e-14,1.0664627427445408e-19,1.0533506942143224e-19,6.563888912931804e-17,1.9381139960532818e-19,4.902705336559463e-15,1.9482639808385186e-19,1.0919974874314567e-19,1.1004201932733509e-19,6.14256268101835e-17,2.4444545059319342e-27,2.3488401147286387e-27,2.405441935710611e-27,9.911388624687717e-25,9.672206291894507e-25,9.004207164543717e-25,5.822410700040896e-22
2000,1.033236976061257e-11,9.947370184777006e-11,4.123892530570697e-15,2.0496846619948676e-13,2.060387275294352e-13,4.128453059241908e-15,8.195309076400133e-18,8.452423402551964e-18,1.991017338584913e-19,1.6421752318781548e-16,8.423201468475631e-18,8.260620658941461e-18,4.732066567981235e-22,3.2579058176922556e-22,3.2809496080681676e-22,4.678535329024246e-22,1.634162274573436e-27,4.907030358185979e-15,9.89918479604048e-14,1.1301219958855152e-19,1.1562831619254584e-19,6.750199112401928e-17,1.95869986054968e-19,4.903096571306115e-15,1.9516477100856155e-19,1.097329972514282e-19,1.1460866932485736e-19,7.12535618735977e-17,2.58086465655305e-27,2.487296982195807e-27,2.4520409098460834e-27,9.842709136163083e-25,9.712588411784298e-25,9.951300258740086e-25,5.86055912379808e-22
2100,1.03289917753568e-11,9.946960715385778e-11,4.130576573342648e-15,2.0487449831982928e-13,2.0439567465131368e-13,4.1301381880067016e-15,8.145532343764887e-18,8.465566510462036e-18,2.0143496180689247e-19,1.6880705946924195e-16,8.44248789859088e-18,8.207297901887815e-18,4.7353001856400105e-22,3.259159907607648e-22,3.255722400308148e-22,4.827263084483983e-22,1.7102440741412706e-27,4.884904382113835e-15,9.983685200742606e-14,1.2596788557863038e-19,1.2211599488049988e-19,7.106992692332925e-17,1.9493026556394537e-19,4.907413266211868e-15,1.9580023127681438e-19,1.2458055331924752e-19,1.256434159010817e-19,7.025916646858307e-17,2.6189098340714393e-27,2.681563484964961e-27,2.7032984344049215e-27,1.1320034873826374e-24,1.0857959095895044e-24,1.0939013341074608e-24,6.155219102734063e-22
2200,1.0315454643087222e-11,9.947020255200254e-11,4.093573159959831e-15,2.0613986069472892e-13,2.041779139447851e-13,4.099540850567709e-15,8.195067636102244e-18,8.442595000767621e-18,2.0022160541394838e-19,1.7844120586744716e-16,8.405971488995018e-18,8.244026634874343e-18,5.025480130621381e-22,3.234998693762944e-22,3.2806631445320935e-22,5.151626840401152e-22,1.7206978013579055e-27,4.9518588249468404e-15,1.0500452661048074e-13,1.2351076091210443e-19,1.303012887025073e-19,7.537773557620965e-17,1.9353333525878942e-19,4.91812901985846e-15,1.9479914566844141e-19,1.2598262471569964e-19,1.2422507280603562e-19,7.896547875827147e-17,2.780293692427934e-27,2.7070777362310575e-27,2.7418038327315774e-27,1.1607189177912307e-24,1.0995106183501443e-24,1.1323867417369655e-24,6.943398227341522e-22
2300,1.0306145030094125e-11,9.946486637131501e-11,4.099998828798822e-15,2.0580734126951222e-13,2.051466577936051e-13,4.08275290504478e-15,8.16579751538315e-18,8.391979942971469e-18,2.0352714753157365e-19,1.7839668992611004e-16,8.371431640750714e-18,8.199449721474213e-18,5.300059490753377e-22,3.2576079246531964e-22,3.240929948299325e-22,5.282345661121175e-22,1.7459440443098596e-27,4.930096316983966e-15,1.0894917472977106e-13,1.394825158959208e-19,1.4126735982023068e-19,8.11301755333856e-17,1.9581123513543175e-19,4.928739801478531e-15,1.9489411123410637e-19,1.3695325783901414e-19,1.3675498070640692e-19,8.194546754870528e-17,2.8432294683754417e-27,2.9752916088989432e-27,2.8606163790817855e-27,1.2110346328194086e-24,1.2025932386968976e-24,1.205984858543934e-24,7.221276353482482e-22
2400,1.030392996546553e-11,9.945613455860286e-11,4.08625160061426e-15,2.0605223933416645e-13,2.0420362350682043e-13,4.0917013204854236e-15,8.233782287636155e-18,8.437631692366209e-18,2.034826511015132e-19,1.8713142170356826e-16,8.343084743786581e-18,8.265214657690173e-18,5.392804897747863e-22,3.2747284484443477e-22,3.2599733424823906e-22,5.4768777444619305e-22,1.77939493147496e-27,4.924722015745538e-15,1.1081056232826872e-13,1.4010587060481397e-19,1.4892702762828824e-19,8.512974297398156e-17,1.9350227340431775e-19,4.9724432018711025e-15,1.9364302284095825e-19,1.4470188673144075e-19,1.4359349209757923e-19,8.893678598171173e-17,3.021509466196143e-27,2.9682562192437852e-27,2.986635050354864e-27,1.2979846243627554e-24,1.225576912927687e-24,1.2011356018189544e-24,7.408098812628976e-22
2500,1.0289537746006108e-11,9.94532612837947e-11,4.118492784769491e-15,2.0352435074588365e-13,2.038433193217849e-13,4.089635932050495e-15,8.20543309982923e-18,8.347366408763832e-18,2.059003050952124e-19,1.9034211361201244e-16,8.404763385204005e-18,8.20606568681816e-18,5.59859857772744e-22,3.2398152624501667e-22,3.2389856374985006e-22,5.792367321684366e-22,1.845111544773442e-27,4.962678368491846e-15,1.1593826646255194e-13,1.5642168149453946e-19,1.4784063830986825e-19,9.26318198225811e-17,1.9340505304573427e-19,4.9126842229967445e-15,1.95237490149234e-19,1.4908728800959436e-19,1.4614532477720045e-19,8.827874985966378e-17,3.0563898880322348e-27,3.207473066118066e-27,3.232184004743214e-27,1.2707698295064137e-24,1.3589611754375141e-24,1.2792267326740266e-24,7.951131621272476e-22
2600,1.0288451291709213e-11,9.94501180943351e-11,4.070377282491248e-15,2.0380305487568247e-13,2.057927262267375e-13,4.075569182007016e-15,8.257250050504282e-18,8.379370407806707e-18,2.0468234107899667e-19,2.0156376334187303e-16,8.378634029723303e-18,8.317317911252309e-18,5.9633818120749e-22,3.2352947454451227e-22,3.2397606332864987e-22,6.019644758033324e-22,1.894548944533555e-27,4.934112579190626e-15,1.1992847098680735e-13,1.6121320411460016e-19,1.585546284773505e-19,9.718870097563479e-17,1.934006883793683e-19,4.913011378167391e-15,1.9416179266341233e-19,1.6323849546816703e-19,1.550109999854944e-19,9.756793520425303e-17,3.143468961875268e-27,3.3214198049857735e-27,3.1780404616395762e-27,1.3367153736930043e-24,1.3391813761835132e-24,1.332661291011254e-24,8.059474594110392e-22
2700,1.0285372312851144e-11,9.94521651912343e-11,4.104600344921177e-15,2.0488212939432443e-13,2.044385369346055e-13,4.114294995926719e-15,8.275810234109343e-18,8.364962212023028e-18,2.079034925753602e-19,2.031178794477036e-16,8.351485041717737e-18,8.254324898766703e-18,6.115876001291185e-22,3.219765925871343e-22,3.223157010477322e-22,6.063769200918862e-22,1.924193671326865e-27,4.9373107055494704e-15,1.2475907387400815e-13,1.6847216364982065e-19,1.6087912577269319e-19,9.929172435665253e-17,1.9466682905144337e-19,4.933728621711323e-15,1.9481504355682665e-19,1.6776222901826538e-19,1.6273628806370125e-19,9.655386512245389e-17,3.391951146362537e-27,3.441231187130246e-27,3.429241366443389e-27,1.4440559202199984e-24,1.4097827826758408e-24,1.4365611724435232e-24,8.264279737840524e-22
2800,1.027199335586765e-11,9.944892748686461e-11,4.063301736680622e-15,2.051144258094311e-13,2.0360941447419718e-13,4.077018828708558e-15,8.265719887280793e-18,8.293654580486021e-18,2.0618261441769129e-19,2.1014779486373747e-16,8.375449338205592e-18,8.340493659095496e-18,6.254928424280124e-22,3.2310150679063545e-22,3.2328209206593627e-22,6.454892977131668e-22,1.9537261287717955e-27,4.93894533578862e-15,1.2724366763991692e-13,1.6746564884702103e-19,1.6765623795292502e-19,1.0196121183842485e-16,1.9317437325416974e-19,4.9695792184471154e-15,1.9563819508001617e-19,1.6945104744186829e-19,1.7200728992235997e-19,1.0624066388938782e-16,3.553061440166408e-27,3.558209442153339e-27,3.575720836988852e-27,1.539753868369652e-24,1.5320298842677946e-24,1.5402031719545736e-24,8.795024730880497e-22
2900,1.0261670833890047e-11,9.944135281802507e-11,4.0607295042899756e-15,2.0486438441507883e-13,2.0530072591824549e-13,4.1041518275292726e-15,8.327719535506799e-18,8.284568690630491e-18,2.0820132151879264e-19,2.21432110937817e-16,8.36908882134542e-18,8.229391468129502e-18,6.571823122684781e-22,3.256770394442886e-22,3.2614575755313427e-22,6.469587112401653e-22,2.0153179131176218e-27,4.936960836716256e-15,1.3223014325458878e-13,1.798648268418749e-19,1.7570159361920776e-19,1.0520734228448557e-16,1.9463171691951168e-19,4.964634430819743e-15,1.9567755794954723e-19,1.8139773814157389e-19,1.7410150170563925e-19,1.0780193774664576e-16,3.543793274854973e-27,3.600754823391853e-27,3.6042201181832e-27,1.593998501187887e-24,1.5103771555382412e-24,1.5965777747993397e-24,9.45146221309546e-22
3000,1.0261994156782769e-11,9.943671717023093e-11,4.08613671283644e-15,2.0474116109354396e-13,2.0346059281279956e-13,4.0814580868973495e-15,8.341598666609855e-18,8.327578245469525e-18,2.098789363407425e-19,2.272295420825626e-16,8.34148370029252e-18,8.252594763631115e-18,6.625301881781269e-22,3.2381616121147147e-22,3.249118742890779e-22,6.814784271233635e-22,2.079281127007773e-27,5.007351366208967e-15,1.3379359828193167e-13,1.8440958458244772e-19,1.8965604870440142e-19,1.0937356100744761e-16,1.945462737466917e-19,4.9495152270665774e-15,1.9538475716785352e-19,1.8974644301711254e-19,1.8512492566650885e-19,1.131767332180792e-16,3.6895545125889724e-27,3.626376590095528e-27,3.656532413715493e-27,1.5977427399414118e-24,1.5708095631142492e-24,1.6102675974455622e-24,9.82087720779297e-22
3100,1.0258302468633123e-11,9.943822032339437e-11,4.05507281689515e-15,2.037834372686647e-13,2.0402080200200274e-13,4.1038273181086144e-15,8.259249068138783e-18,8.359416736532175e-18,2.1037897813502707e-19,2.2892042878280986e-16,8.272221495286722e-18,8.336196230480142e-18,6.975761612478628e-22,3.208443824815134e-22,3.237842590902156e-22,6.853186474760973e-22,2.1136279375552998e-27,4.9560835979711176e-15,1.3434554658825096e-13,1.9847887955843647e-19,1.961072145728022e-19,1.1638685362281263e-16,1.9493980542243309e-19,5.005542091600367e-15,1.9460245954249593e-19,1.934852988175011e-19,1.9012739462687564e-19,1.178645640578216e-16,3.880576029999238e-27,3.877312728409707e-27,3.876125977387089e-27,1.7387989667522263e-24,1.719698243525071e-24,1.6865814764379195e-24,1.0656133110720127e-21
3200,1.0249914787272391e-11,9.943652443224033e-11,4.075763746509065e-15,2.050328092353973e-13,2.0460353799462892e-13,4.104223351673283e-15,8.287269446112097e-18,8.355303761836557e-18,2.111438725586888e-19,2.3174044290704416e-16,8.314524557024106e-18,8.23874162914172e-18,7.128249397672216e-22,3.253179695147273e-22,3.2135160850089577e-22,7.015499796899062e-22,2.108153062317508e-27,4.9363918374445855e-15,1.3636363745469274e-13,2.0754185141630246e-19,2.0989747122849628e-19,1.214173700761084e-16,1.9306461477392097e-19,4.969170058706165e-15,1.9232052057082932e-19,2.0618710709466774e-19,2.0107972031803967e-19,1.2507142393640615e-16,4.27169545950489e-27,4.294925025345131e-27,4.095016692347179e-27,1.9113115037819466e-24,1.8810363555391727e-24,1.88833124512971e-24,1.1416828453711291e-21
