miliseconds,TF,TF_VII,VII,TF_VIIa,VIIa,Xa,IIa,TF_VIIa_X,X,TF_VIIa_Xa,IX,TF_VIIa_IX,IXa,II,VIII,VIIIa,IXa_VIIIa,IXa_VIIIa_X,VIIIa1_L,VIIIa2,V,Va,Xa_Va,Xa_Va_II,mIIa,TFPI,Xa_TFPI,TF_VIIa_Xa_TFPI,ATIII,Xa_ATIII,mIIa_ATIII,IXa_ATIII,IIa_ATIII,TF_VIIa_ATIII
1000,4.8376016882425005e-12,1.5083176123431853e-13,9.999862485281624e-09,5.081607711687905e-15,9.999150667602221e-11,3.2364950309686646e-14,1.1628438157181041e-15,2.58442890736415e-15,1.599999657732899e-07,7.358663625543139e-16,8.999999522991387e-08,8.739516539468325e-16,3.690745489432123e-15,1.3999999990722289e-06,6.999999529440873e-10,4.985623838732736e-17,2.5087581347508017e-23,1.310161273613139e-22,1.5381024147379804e-18,3.3950811972720795e-19,1.9999998669416157e-08,1.5670343856380738e-15,4.459432190657852e-19,2.717675670478287e-20,1.4878463461749042e-16,2.499998438996495e-09,2.511576754473204e-16,1.47179468083465e-15,3.3999999983140686e-06,1.1747607096204745e-15,7.177864070627867e-17,2.4648707184848006e-17,1.0472305743952752e-16,7.664342936328159e-18
1100,4.8215922835047325e-12,1.5911266342274707e-13,9.999842331490337e-09,5.21650203564344e-15,9.999213469779682e-11,3.4860945852303355e-14,1.0362385131321544e-15,2.763286613888217e-15,1.5999995358089701e-07,8.051551833950409e-16,8.999999484936523e-08,9.492124992133953e-16,4.674279589671147e-15,1.3999999988258672e-06,6.999999548709198e-10,5.532430637578861e-17,-8.093092953047941e-23,-9.547123721606202e-23,5.485354318923806e-19,1.504409253909871e-18,1.999999839594358e-08,1.3136251164734564e-15,-6.510840841448648e-19,-1.842889652445739e-19,-1.458674261615448e-16,2.499998086064335e-09,2.475120597848413e-16,1.606529700656616e-15,3.399999998512765e-06,1.5849120785443696e-15,6.296771998823792e-17,2.88097770563475e-17,8.402476776161628e-17,9.074799157231934e-18
1200,4.808529203983187e-12,1.6547227821010706e-13,9.999826654290846e-09,5.896905377006089e-15,9.998981739328063e-11,3.757651742736475e-14,1.1373236424230415e-15,2.7635945180949774e-15,1.5999995229051482e-07,8.424378525932075e-16,8.999999384948942e-08,1.0651997698305593e-15,5.443795794341181e-15,1.3999999985150019e-06,6.999999471591324e-10,4.231986746769595e-17,7.155300357879979e-23,7.895738015388734e-23,4.279181471075287e-19,2.277918929846609e-18,1.9999997799000716e-08,1.6588985417807798e-15,-3.6909907009390056e-19,6.81130765417998e-20,1.4749498140464499e-16,2.4999978635333736e-09,3.089966536186547e-16,1.681105580741627e-15,3.3999999982361484e-06,2.0523975489392282e-15,-6.152360643844423e-17,3.2587825384835655e-17,1.0601675868178386e-16,1.078566656502675e-17
1300,4.798954703386208e-12,1.906792274602995e-13,9.99980105335258e-09,6.033437316970129e-15,9.998790854019366e-11,4.881706027205677e-14,1.479858903653767e-15,3.2328804629905233e-15,1.5999995038704708e-07,9.02195242583343e-16,8.99999931045199e-08,1.1480851014106547e-15,5.160297618848299e-15,1.3999999979444327e-06,6.999999513061865e-10,7.958117244805722e-17,1.8125510962762533e-23,-5.018683405753097e-24,1.8489351372243683e-18,2.523448652120916e-18,1.9999998835784452e-08,2.0062032113380812e-15,-3.3577836977384816e-19,-5.216726163517654e-19,7.781269920272101e-17,2.499997509822252e-09,3.9019756893855566e-16,1.9928552171457118e-15,3.399999997810914e-06,1.8869138815216064e-15,4.76287764936061e-17,2.917079704233765e-17,1.4547371887500521e-16,1.2384003600630641e-17
1400,4.781567919614619e-12,2.079379393851291e-13,9.99978587186612e-09,6.8255266753699285e-15,9.998955392083889e-11,4.829395854654116e-14,1.787426692876033e-15,3.3750365558740614e-15,1.5999993742277216e-07,9.57171269608324e-16,8.999999222057608e-08,1.2466675510178144e-15,6.441709892775519e-15,1.3999999977977136e-06,6.999999341425998e-10,6.961446661285804e-17,-1.7662102447694577e-24,-7.978269144815627e-23,1.6114449969223882e-18,3.5477548900165085e-19,1.9999997913155604e-08,1.840736143509232e-15,-2.291920744984154e-19,2.5977525540461953e-19,1.3906414172123366e-16,2.4999971970025096e-09,3.6629922988320564e-16,2.0707814689582656e-15,3.3999999970396313e-06,2.648234220627468e-15,5.702131849314841e-17,3.214661264980167e-17,1.6218364898291465e-16,1.2939027609861859e-17
1500,4.7674573135611205e-12,2.0827014600287627e-13,9.999786776272978e-09,6.831607058722488e-15,9.998836842597062e-11,5.515875217208707e-14,1.7041963317629844e-15,3.525816421320036e-15,1.5999993639734438e-07,1.037347845275581e-15,8.999999233857139e-08,1.2569053229143437e-15,6.214406855738182e-15,1.3999999984898194e-06,6.99999912717849e-10,6.62049152973712e-17,-8.767718474670922e-23,2.9041812424098614e-23,2.448980427959738e-18,1.566028045981829e-18,1.9999997276683858e-08,2.7270738904317365e-15,5.817489781266467e-19,-4.1502472192751206e-19,1.4834497809159396e-16,2.49999717614289e-09,4.0914908198004494e-16,2.5961511664889718e-15,3.39999999734269e-06,2.9114769218500625e-15,4.1379803866812494e-17,3.749407544422336e-17,1.3152788913723727e-16,1.38112525749085e-17
1600,4.760179531124107e-12,2.336577766094218e-13,9.999767677753411e-09,7.52102833143997e-15,9.998828226452036e-11,6.004178954666069e-14,1.991935252796603e-15,3.747780658059133e-15,1.5999992769504438e-07,1.093771263364163e-15,8.999999168762642e-08,1.4110277913937904e-15,7.118793377484069e-15,1.3999999978547859e-06,6.999999037567126e-10,8.324430956734492e-17,-1.7460280040945556e-23,1.202759598991344e-22,2.5765764666674e-18,2.486397151216456e-18,1.9999996662084603e-08,3.2041224736848017e-15,5.582059980513746e-19,3.235620361335193e-19,2.652798764504975e-16,2.4999968289168655e-09,4.2028164126921103e-16,2.4739696596974244e-15,3.399999996538919e-06,3.0255642309884544e-15,-4.2676939212311774e-17,4.565745149813516e-17,1.462112414369388e-16,1.5996547032261483e-17
1700,4.745125906480236e-12,2.507249996254246e-13,9.999755340205289e-09,7.80395120049565e-15,9.998738378445515e-11,6.666259837312966e-14,1.932753185214499e-15,4.016229966917169e-15,1.5999992508757595e-07,1.1545450960714988e-15,8.999999063208615e-08,1.3944251802229458e-15,8.249750066801534e-15,1.3999999978033036e-06,6.999999067270559e-10,8.794568444468254e-17,3.7319136349607755e-23,-1.2169435725122068e-23,1.5925385123369162e-18,2.0864666721999985e-18,1.999999711944071e-08,3.529148402590754e-15,-9.03169246195139e-20,2.4525634564680077e-19,4.322038323739122e-17,2.4999966982649124e-09,4.920022465945735e-16,2.720555281570919e-15,3.3999999965446126e-06,3.4073314898991376e-15,5.848962536167516e-17,4.493121119353837e-17,2.058970373808579e-16,1.64483028003625e-17
1800,4.7299789615254e-12,2.502875126426703e-13,9.99974610052607e-09,8.3931811428159e-15,9.99834030642406e-11,6.920734537541063e-14,2.2218386144638867e-15,4.257389336448498e-15,1.5999991739030317e-07,1.2274121555753933e-15,8.999998981129677e-08,1.4764161695076918e-15,8.145021005065993e-15,1.399999997475357e-06,6.999999057800492e-10,1.0841842142514912e-16,-9.142871043293115e-23,-1.293836966321182e-22,2.3129474597275243e-18,1.84360120484681e-18,1.999999736546444e-08,3.939742875813594e-15,2.1362403370843232e-19,3.3632946585831697e-19,7.661699304452885e-17,2.4999963086736146e-09,5.245554154416827e-16,3.2096761379160954e-15,3.399999996629483e-06,3.1248804237457837e-15,1.126551515984497e-17,4.269689996942269e-17,2.0912465946645837e-16,1.7705781672727088e-17
1900,4.712322340585093e-12,2.809361105579921e-13,9.999733118446051e-09,8.534797635643879e-15,9.998243107692971e-11,7.142294971585157e-14,2.5922701747422048e-15,4.37712635440707e-15,1.5999990894098668e-07,1.2771634662467643e-15,8.999998902646485e-08,1.6233459966013302e-15,8.888908226379931e-15,1.3999999977118592e-06,6.999998895764528e-10,1.1654167809511108e-16,-9.681555708751431e-23,-6.767088221724067e-23,1.969890808478918e-18,2.1413915883356365e-18,1.9999997131930758e-08,3.039231135970704e-15,-2.0492506703740744e-19,-4.0256573404455754e-19,-5.257195365776719e-17,2.499996155764591e-09,5.51432750420773e-16,3.093706345206176e-15,3.399999996410598e-06,3.458133905657878e-15,-6.951990201674964e-17,4.9141354862323266e-17,2.0978974354344155e-16,1.8749629420997067e-17
2000,4.692955731529806e-12,2.9250784126218585e-13,9.999720689258562e-09,8.666966250168166e-15,9.998309809663145e-11,8.047750348293637e-14,2.7688537982145184e-15,4.780704515320056e-15,1.5999990486890193e-07,1.369709723302435e-15,8.99999886289142e-08,1.7565265439609465e-15,9.712000132467803e-15,1.3999999971523408e-06,6.999998997622294e-10,1.3233804983544584e-16,-9.01273319312812e-23,1.602333150809273e-22,1.5615821092714512e-18,3.5311735780189875e-18,1.9999996670608772e-08,4.284670918156743e-15,1.4658956442237192e-20,4.451021383965159e-19,-4.468168037645364e-17,2.499995799639335e-09,5.900265564830849e-16,3.53507891680593e-15,3.3999999963450715e-06,3.6108067953875474e-15,5.670720480042787e-17,5.879031826032288e-17,2.498015478561238e-16,2.030349210535798e-17
2100,4.681870321979109e-12,2.9533297135321e-13,9.999688995656448e-09,9.261615401502077e-15,9.998358637014496e-11,8.245768291361142e-14,2.9001754047053515e-15,4.889670441881159e-15,1.599999004061042e-07,1.5003089225448747e-15,8.999998817295948e-08,1.7384345350675929e-15,9.855017694438905e-15,1.3999999969345e-06,6.999998469759735e-10,1.4397532203728965e-16,3.8437470747523146e-23,1.071946634540492e-22,3.413013255917445e-18,1.89071966382501e-18,1.9999995425559827e-08,3.2887911717880275e-15,2.717323941132478e-19,-3.5059876436866456e-19,3.858023868724324e-17,2.4999955366670995e-09,6.3528598456185e-16,3.523749714869222e-15,3.3999999953410546e-06,4.256769018436814e-15,3.2707661850029515e-17,5.413633696134574e-17,2.50545095053667e-16,2.333734819520701e-17
2200,4.669999914095429e-12,3.2006495870838894e-13,9.999689900931244e-09,9.562336451884918e-15,9.998360436986178e-11,8.951749429997528e-14,2.951811142167432e-15,5.090221790434603e-15,1.5999989370566782e-07,1.5166559307937976e-15,8.999998738505177e-08,1.8624497786302655e-15,1.106007163487898e-14,1.3999999963884848e-06,6.999998446215747e-10,1.5124621004938776e-16,5.653809936579452e-23,1.3306780340485677e-22,3.508234326213611e-18,3.937233490433369e-18,1.9999995221324953e-08,3.82498485920003e-15,-3.819693213157571e-19,-2.111455892489975e-19,1.17609383720395e-16,2.49999527679186e-09,6.809378586947846e-16,3.999585075876612e-15,3.399999995171804e-06,4.322813848709142e-15,-4.982526447960371e-17,5.774947600575149e-17,2.4763010918872393e-16,2.3560215901041008e-17
2300,4.65335065326331e-12,3.287061726307985e-13,9.999671339670746e-09,1.0128018210901847e-14,9.998074241002941e-11,9.623447995605825e-14,3.0970107680147488e-15,5.300201888152861e-15,1.5999989180913413e-07,1.5793107581824764e-15,8.999998646019697e-08,1.927278631053572e-15,1.0989048180464436e-14,1.3999999969531775e-06,6.999998713756399e-10,1.257981000097905e-16,-5.196077317627921e-24,1.5878636124048153e-22,3.269198855725405e-18,3.4464967239478537e-18,1.999999666313337e-08,4.433206835523097e-15,-4.686048444999423e-19,3.2800658843506295e-19,1.6287771242893163e-16,2.499995230303717e-09,6.883348308077521e-16,4.01898775950635e-15,3.39999999486462e-06,4.610310789044957e-15,7.382355061257693e-17,6.02033285806065e-17,2.760078854643964e-16,2.5541583701533048e-17
2400,4.6270402951616544e-12,3.4592847723290843e-13,9.999662057165641e-09,1.0491604879003056e-14,9.99791986909025e-11,9.858401363549204e-14,3.177953490916368e-15,5.652425134433584e-15,1.5999988689957142e-07,1.6548493734048313e-15,8.99999861841303e-08,1.9855541931387925e-15,1.2339418885773706e-14,1.3999999961943144e-06,6.999998216024784e-10,1.612689652238615e-16,-5.649675916475063e-23,1.150727231723435e-22,2.516524840748049e-18,2.673849784564467e-18,1.9999995816276015e-08,5.098437159935609e-15,-5.96275729925083e-19,-1.1039348373031843e-20,2.794898540602241e-16,2.4999948802604833e-09,7.161700549024447e-16,4.416380747636827e-15,3.3999999953299402e-06,4.733637802505315e-15,-1.1123394758321773e-17,7.177203694243629e-17,2.7528329499855925e-16,2.6893159949699196e-17
2500,4.624862097395123e-12,3.5675231588201794e-13,9.999634269271722e-09,1.1000738964233474e-14,9.998058503554861e-11,1.0037061507792029e-13,3.555592775834056e-15,5.966429705158253e-15,1.5999987620848194e-07,1.756792819617303e-15,8.999998524788689e-08,2.1017226432153344e-15,1.2561666877311545e-14,1.3999999968431647e-06,6.999998331116904e-10,1.4642419038386238e-16,8.980805526385236e-23,-1.7181602574645988e-22,2.436451953140541e-18,2.9080574844641035e-18,1.999999529323173e-08,3.960723387182896e-15,-5.093282589751355e-19,-4.305838816491991e-19,-2.6762673705939113e-16,2.4999947670028373e-09,7.374145914683467e-16,4.435471073412277e-15,3.399999994889207e-06,5.012418382716486e-15,-2.537724698334118e-17,7.336927403763115e-17,2.8849211975328286e-16,2.6467019063234512e-17
2600,4.608457428710054e-12,3.632810894716819e-13,9.999619274848041e-09,1.1369171984974202e-14,9.997745338842797e-11,1.0497918744036437e-13,3.452465093847306e-15,6.061263677107637e-15,1.5999987002177286e-07,1.81012885429195e-15,8.999998500876542e-08,2.245389279282497e-15,1.280455341689341e-14,1.3999999959605407e-06,6.999998227497178e-10,1.5453565160372576e-16,7.944344594667896e-23,-8.368171635898738e-23,4.641909893267515e-18,3.2438391010408568e-18,1.999999482894835e-08,5.094843549081255e-15,6.55349709826451e-19,-1.958923179388364e-19,-8.344293378472567e-18,2.4999945025228735e-09,8.524701080991136e-16,4.746507109494903e-15,3.3999999942750776e-06,5.125395519019516e-15,2.879444538990723e-17,7.119806952928641e-17,2.843075469853754e-16,2.803559256264574e-17
2700,4.578954409430613e-12,3.940874689688997e-13,9.999599114748681e-09,1.1748489020918391e-14,9.997866134104477e-11,1.129522513555888e-13,3.905655002676854e-15,6.194477790451745e-15,1.599998710936337e-07,1.8859395686655938e-15,8.99999839983781e-08,2.3307488663112774e-15,1.341787236911646e-14,1.3999999963057653e-06,6.99999801473746e-10,1.8896058127088372e-16,-7.126868537710694e-23,-1.7828269452394827e-22,3.952932139667192e-18,3.4784299597448786e-18,1.99999957804451e-08,4.395575004910827e-15,4.657828712849205e-19,1.535991810601597e-19,-1.5257484306416817e-16,2.4999944150985748e-09,8.150107699074363e-16,4.8718326185757066e-15,3.399999994421571e-06,5.146608412045979e-15,9.012374444901894e-18,7.61538405991954e-17,3.0434464197738166e-16,2.941505236763691e-17
2800,4.562607052491999e-12,4.0626384853277e-13,9.999584682957216e-09,1.2222348929217479e-14,9.9979332821215e-11,1.1812171006492062e-13,3.9480445713233324e-15,6.588672451875078e-15,1.599998616299174e-07,1.9815758318247364e-15,8.999998341879865e-08,2.4377295926140823e-15,1.4057351491911147e-14,1.3999999952519328e-06,6.999998154590438e-10,1.9565085930645906e-16,-3.4699148774682545e-23,-1.9357695157711613e-23,4.265120919211605e-18,4.9948428597686184e-18,1.999999491233354e-08,6.04336301466275e-15,5.599536740332061e-19,3.1940337130075484e-19,2.7949141127346267e-16,2.4999941370970204e-09,8.827071614406629e-16,5.069763539313209e-15,3.3999999936102944e-06,5.904443467964948e-15,-5.687601564425477e-17,8.469345010709191e-17,3.5775700265151106e-16,3.040034868674733e-17
2900,4.558037740822241e-12,4.0727863198980014e-13,9.999585439599143e-09,1.2371395194838406e-14,9.99785134756811e-11,1.19087063410075e-13,3.989140862019606e-15,6.842436007786079e-15,1.5999986124045238e-07,2.049498142145843e-15,8.999998219632899e-08,2.455436123334701e-15,1.4991786888181114e-14,1.399999996045435e-06,6.999997864428002e-10,1.912109140098248e-16,7.44787191299937e-23,9.74115745900472e-23,2.9739572871997927e-18,3.0824071620208075e-18,1.99999945560041e-08,5.1850607908390346e-15,2.1865811112972267e-19,3.426740434942663e-19,8.111386684974128e-17,2.499993534799993e-09,9.055978935974573e-16,5.37408295944863e-15,3.3999999936679295e-06,6.04490920335373e-15,4.6621905563791317e-17,8.77936580033402e-17,3.4590970173924925e-16,3.264249376957091e-17
3000,4.54506101771959e-12,4.3128479021228574e-13,9.999563502460574e-09,1.2911339517694498e-14,9.997540162205961e-11,1.246599659941432e-13,4.189636368191137e-15,7.109695382803279e-15,1.5999984885517527e-07,2.084964985107512e-15,8.999998204552494e-08,2.5835787065280677e-15,1.5779218213459348e-14,1.3999999958829984e-06,6.999998033360122e-10,1.857896228283018e-16,-4.457665974397648e-23,-1.6022070050805076e-22,4.308116265835544e-18,3.485341617376599e-18,1.999999400976482e-08,5.415810287358702e-15,6.183117467264911e-19,2.6057002616731524e-19,-1.034298740262573e-16,2.4999933817087644e-09,9.942174814540746e-16,5.493892919486785e-15,3.399999993168745e-06,6.3425882963076e-15,3.2292120593599956e-17,8.602259197068854e-17,3.5967258088842276e-16,3.4576636420451587e-17
3100,4.536760254620589e-12,4.3147449734152567e-13,9.999544299753339e-09,1.3479232206703749e-14,9.997593060090399e-11,1.2819155268470413e-13,4.491499225451261e-15,7.281713794679012e-15,1.5999985091072428e-07,2.147947405199926e-15,8.999998161345853e-08,2.6093345580316947e-15,1.5981097110914152e-14,1.3999999951639094e-06,6.999998099368778e-10,1.8160733975667286e-16,8.795551206169965e-23,1.7234337477175044e-22,3.630077382412447e-18,4.025375316664516e-18,1.9999993993592155e-08,5.21768127084581e-15,-1.569467362963579e-20,-3.5624118172743647e-19,3.0354340297721103e-16,2.499993363792353e-09,1.0313486060326376e-15,5.691067739981543e-15,3.3999999928066215e-06,6.05106718293575e-15,-6.081611308802369e-17,9.188482671059099e-17,3.9036230757076573e-16,3.541000960139132e-17
3200,4.518686005417416e-12,4.578025188036386e-13,9.99954873061037e-09,1.382852582875616e-14,9.997504371299329e-11,1.3829429294708532e-13,4.619396119330048e-15,7.539285110668356e-15,1.5999984181536843e-07,2.214643539185995e-15,8.999998043183588e-08,2.743979302034334e-15,1.643773626472602e-14,1.3999999947538353e-06,6.999997873838076e-10,2.1686948449251726e-16,7.06695101552285e-23,1.098075581461983e-22,4.247127377000362e-18,3.207660365769631e-18,1.9999993338531787e-08,5.300393066342178e-15,-4.114723206035047e-19,-2.5163321492174213e-19,2.234704923580863e-16,2.4999931407141055e-09,1.0932865430821293e-15,6.021021181206936e-15,3.399999992678678e-06,6.457551346128777e-15,-2.1575817156308223e-17,9.970169123428016e-17,3.5986198831017995e-16,3.711962793274307e-17
3300,4.497381241459042e-12,4.700607026794737e-13,9.999518544501758e-09,1.385631187149898e-14,9.99743469765962e-11,1.4104246285415493e-13,4.693405414160183e-15,7.670947407200063e-15,1.5999983507436654e-07,2.2584255779911246e-15,8.999997947359559e-08,2.839535370862196e-15,1.7040981292731927e-14,1.3999999947872097e-06,6.999997801101985e-10,2.009175626838592e-16,3.5140821388074185e-23,-4.614006255951774e-23,5.210479741639911e-18,4.833391390722764e-18,1.9999993681763837e-08,6.317285174480668e-15,5.345895236827831e-19,1.7049220212855984e-19,2.9009867688029623e-16,2.4999929069863863e-09,1.023607634917049e-15,6.218500615529236e-15,3.3999999924785254e-06,6.866723593468486e-15,-5.5509814771225867e-17,9.897206132015888e-17,3.618981048278664e-16,3.727079394540328e-17
