miliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.50747071724644e-07,5.2672697144558675e-11,1.816460920596896e-07,6.365536449984236e-07,5.104107993909721e-11,4.195934660899206e-07,3.415452555059527e-11,4.368397550022094e-07,7.724447834080084e-07,4.783123017465119e-07,7.787287829613006e-10,6.081411284535194e-14,7.720876064374192e-09,6.043383831751845e-13,7.648185306248124e-07,4.1622038525005115e-08,8.939356436514693e-06,1.057475483264092e-06,2e-05,1.7858986062638969e-06,2.2645927667532682e-07,1.63e-06
1100,6.121863816106555e-07,4.9807732531004196e-11,1.277781762353532e-07,6.332580468595093e-07,5.140136998754488e-11,4.110297721156245e-07,3.420680123741047e-11,4.0208100956209675e-07,7.802440012302025e-07,4.6454018810836113e-07,7.113541748786665e-10,6.068255356179411e-14,7.135524185898708e-09,5.429017539603607e-13,7.979717778599395e-07,4.3271140375573816e-08,8.877564549546414e-06,1.1157039720403685e-06,2e-05,1.7262499338389608e-06,2.5521001881416927e-07,1.63e-06
1200,6.016024023854414e-07,4.905653277043721e-11,1.5962700600475064e-07,6.369866468514289e-07,5.233642458420666e-11,4.092463951957057e-07,3.318548366239557e-11,3.827365250559236e-07,7.844419222254447e-07,4.5250129813427664e-07,6.854116349734285e-10,5.738524715620333e-14,5.981008883199784e-09,4.735949883296225e-13,8.17838643219415e-07,4.637168166309331e-08,8.841111491775717e-06,1.1883173698428197e-06,2e-05,1.6980299610165024e-06,2.9531661390936337e-07,1.63e-06
1300,5.893294942137778e-07,4.765853611223589e-11,1.4581045241755795e-07,6.342624992751829e-07,5.2521400700404835e-11,3.967009792399582e-07,3.278460404921607e-11,3.7508409090579793e-07,7.89122433205194e-07,4.432731440914392e-07,6.814706599602592e-10,5.5981550976758615e-14,5.903737832369403e-09,4.924750620293341e-13,8.488725466897949e-07,4.786542716961844e-08,8.789020468944741e-06,1.2054150178759795e-06,2e-05,1.6626251250955264e-06,3.2494558722072047e-07,1.63e-06
1400,5.565501550110832e-07,4.653382583335589e-11,1.1066341198765107e-07,6.337990868570906e-07,5.3302370653961106e-11,3.867777638917156e-07,3.2300863835606844e-11,3.6263887417172875e-07,7.906159898896058e-07,4.365220434284836e-07,6.380025158057015e-10,5.463174636709861e-14,5.462563363642344e-09,4.1919342951120417e-13,8.72345841660193e-07,4.8824834913307236e-08,8.742987636556487e-06,1.271685535765243e-06,2e-05,1.6181410936993982e-06,3.7446134114724675e-07,1.63e-06
1500,5.271452861589424e-07,4.597833096190652e-11,7.255531279025928e-08,6.458203057328387e-07,5.396549549814303e-11,3.729044480536262e-07,3.142942828921375e-11,3.4504534426838205e-07,7.98689819666551e-07,4.2851675169599156e-07,6.133963139085604e-10,5.3040269066437344e-14,4.477468589570493e-09,3.6469044179025417e-13,8.90867718459614e-07,5.0259322385561765e-08,8.703362556634669e-06,1.2939851251979628e-06,2e-05,1.604998456084687e-06,3.8903637330186425e-07,1.63e-06
1600,5.306823325740742e-07,4.516319220383816e-11,6.878850351422795e-08,6.501001992979759e-07,5.49213137360214e-11,3.682918016734858e-07,3.0744743923775805e-11,3.2901735130150915e-07,8.009897252563487e-07,4.1701672320543904e-07,6.287116351270235e-10,5.2132216906997786e-14,4.108807389038391e-09,3.7845886910391197e-13,9.118971109163289e-07,5.0825834723975056e-08,8.697154302627316e-06,1.3100675613584763e-06,2e-05,1.5604093069136508e-06,4.5065398369843195e-07,1.63e-06
1700,5.098042997850928e-07,4.354037809587964e-11,5.98443873860693e-08,6.559822084662143e-07,5.5355046509037695e-11,3.5533869905496947e-07,3.064450918560254e-11,3.2626611329069356e-07,8.05151189876499e-07,4.0936116320409184e-07,5.903869118912294e-10,5.2182719673642943e-14,3.806755838533836e-09,3.77060409705814e-13,9.250799283733578e-07,5.2231368180497696e-08,8.671405992769926e-06,1.3240466833975045e-06,2e-05,1.5130464461970098e-06,4.6191608055030594e-07,1.63e-06
1800,5.114778665925703e-07,4.2014674325220264e-11,6.573074056072065e-08,6.562141289880212e-07,5.563280507351219e-11,3.535364979526415e-07,2.970414450408483e-11,2.960129826398689e-07,8.119199485766693e-07,4.0012844866412323e-07,5.781905070990334e-10,4.9598761400262173e-14,3.4160543819169266e-09,2.9325010400829146e-13,9.188305326612706e-07,5.3928933671751504e-08,8.631163701134434e-06,1.3693719745967372e-06,2e-05,1.5025071739314437e-06,4.965778815163964e-07,1.63e-06
1900,4.973870625512402e-07,4.145921438189924e-11,5.514977389200748e-08,6.621750238623419e-07,5.6823722398830484e-11,3.4301427108395307e-07,2.9077914069602827e-11,2.716323653473504e-07,8.225213098810013e-07,3.9425206396644246e-07,5.6765074204428e-10,5.0109787449923537e-14,4.1874046808365625e-09,2.813053069067214e-13,9.413860216433164e-07,5.3671998134261384e-08,8.620229106381186e-06,1.3872889387269035e-06,2e-05,1.482482827181327e-06,5.241359853130522e-07,1.63e-06
2000,5.027571902674881e-07,4.178342063882125e-11,7.039553881252291e-08,6.730910907082639e-07,5.6705390993510476e-11,3.3773729555343337e-07,2.8771168047735957e-11,2.73345284574489e-07,8.246707531811272e-07,3.915795655984694e-07,5.74109039062835e-10,5.0355238553629726e-14,3.75925301313596e-09,2.8544267802604355e-13,9.496703899023325e-07,5.563154417857322e-08,8.611964676501159e-06,1.41041264951692e-06,2e-05,1.4336404670238462e-06,5.566656876569581e-07,1.63e-06
2100,4.747356808440531e-07,4.032624795615248e-11,6.057586954547338e-08,6.743416532605404e-07,5.801713776033325e-11,3.2603624745196113e-07,2.822977281776651e-11,2.714313660633966e-07,8.381901923847455e-07,3.8375748811815743e-07,5.608882290109531e-10,4.7855045566220666e-14,3.15321366559661e-09,2.5156436225812927e-13,9.568090272371802e-07,5.5333391348556273e-08,8.558793942080316e-06,1.4053313601210105e-06,2e-05,1.4037042261676902e-06,6.021519707313721e-07,1.63e-06
2200,4.830023156916154e-07,4.0476373251114856e-11,3.5908339966517584e-08,6.8057395363692e-07,5.804608316002203e-11,3.184884364350653e-07,2.755701412197122e-11,2.446387737542522e-07,8.364524146027866e-07,3.8098898823314784e-07,5.407925054490205e-10,4.6461104242744575e-14,3.4357062744032677e-09,2.55234300093735e-13,9.781071609783384e-07,5.6808601337283806e-08,8.583588837716516e-06,1.4288650722945971e-06,2e-05,1.4005221586014276e-06,6.032472657719239e-07,1.63e-06
2300,4.573796316630324e-07,3.9770116821956965e-11,1.9820536869404722e-08,6.839499805413515e-07,5.885318542327167e-11,3.1323561221268514e-07,2.707409388678935e-11,2.6297067479826713e-07,8.476410786057497e-07,3.741498323149625e-07,5.473215813518546e-10,4.5943410330419694e-14,2.759264393985542e-09,2.2570245739463628e-13,9.85395040398186e-07,5.714259201600918e-08,8.56914247773049e-06,1.443125493778431e-06,2e-05,1.361921961782834e-06,6.43592022247191e-07,1.63e-06
2400,4.4588327396037234e-07,3.96996364213827e-11,3.83555782147588e-08,6.953306402975789e-07,5.923804992523549e-11,3.109390494748809e-07,2.6224832454290612e-11,2.601255224253632e-07,8.478963164850057e-07,3.69636785996692e-07,5.503250240224493e-10,4.7193680007829936e-14,3.4233217679815117e-09,2.5501110134090094e-13,9.831261952172172e-07,5.757930883264164e-08,8.530016246183572e-06,1.475070722783798e-06,2e-05,1.3379614178323147e-06,6.640115375160178e-07,1.63e-06
2500,4.413840263705583e-07,3.875734293949597e-11,2.891887080944997e-08,6.92801269212614e-07,6.008012109033073e-11,2.9880113696194667e-07,2.5774218800181932e-11,2.2996801139280232e-07,8.553609639211931e-07,3.586118323343726e-07,5.404105223281166e-10,4.724210546937408e-14,2.7271076741273495e-09,2.5856703185652537e-13,9.736905186501287e-07,5.870961510136013e-08,8.543202921289715e-06,1.4602193451642871e-06,2e-05,1.300474108726769e-06,6.936945227745017e-07,1.63e-06
2600,4.5849326814380647e-07,3.8194143769181345e-11,-4.272099239514582e-10,7.043516791577462e-07,6.029802497707407e-11,2.9932391610855434e-07,2.5389119838807047e-11,2.3384224149702926e-07,8.536263602648863e-07,3.582751721265107e-07,5.352994606644646e-10,4.606333115979382e-14,2.7578967880924824e-09,1.908500526559001e-13,9.926097616459066e-07,5.909427084984477e-08,8.519455013928595e-06,1.49233656953389e-06,2e-05,1.2858328188643997e-06,7.013785726197058e-07,1.63e-06
2700,4.412959553946825e-07,3.872974727519607e-11,3.5697833083884375e-08,7.071908095702002e-07,6.083607433810417e-11,2.938942478581187e-07,2.5036954577422627e-11,2.3566811984077647e-07,8.647247124735118e-07,3.534820347320133e-07,5.324000009336391e-10,4.5055831568967694e-14,2.6924269214949204e-09,2.5731313362182967e-13,1.0085893851074837e-06,5.832506505784576e-08,8.52351998133672e-06,1.4812434603873005e-06,2e-05,1.257581750343115e-06,7.29858038505019e-07,1.63e-06
2800,4.3797087858539903e-07,3.730308844217536e-11,-3.914535290270538e-09,7.151995127822778e-07,6.103306327535699e-11,2.833915552953591e-07,2.4731203602168378e-11,2.1178217239424317e-07,8.637227237694382e-07,3.538481524724735e-07,5.122561055576487e-10,4.420779475353385e-14,2.0211158709634393e-09,1.9088920668824833e-13,9.923714423801486e-07,5.908823505458902e-08,8.51452796062183e-06,1.4779099511395746e-06,2e-05,1.2499673972213463e-06,7.588740427443679e-07,1.63e-06
2900,4.3695857375051384e-07,3.806835217543369e-11,6.59601570009428e-08,7.164805912607933e-07,6.172175068448942e-11,2.8010741603202084e-07,2.412370301494607e-11,2.0790754649782589e-07,8.667256531577444e-07,3.5126347336355775e-07,5.188961436292749e-10,4.396753491385246e-14,2.0558596818781287e-09,1.8303973617667303e-13,1.00955433390868e-06,5.9588212279731445e-08,8.474320884633264e-06,1.5254589017829553e-06,2e-05,1.2359289416057962e-06,7.479832650650647e-07,1.63e-06
3000,4.2514486227789093e-07,3.73104927702279e-11,1.2083093470303119e-08,7.143153183176042e-07,6.221446053524817e-11,2.790312000331482e-07,2.3955659858977466e-11,1.9952326314450282e-07,8.66792440093097e-07,3.417876779305928e-07,5.223609289142615e-10,4.535894942056408e-14,2.5248207380483467e-09,2.0241372920546035e-13,1.023056010770069e-06,6.06649051081625e-08,8.482890513904637e-06,1.5034493071808025e-06,2e-05,1.2217487531669477e-06,7.924605538540846e-07,1.63e-06
3100,4.1165186923653566e-07,3.764411848412327e-11,5.01991863102607e-08,7.207452921508336e-07,6.270741882980137e-11,2.696872754161616e-07,2.3391048478289514e-11,2.143056883286478e-07,8.663570040212179e-07,3.3918910871495447e-07,5.235528813726167e-10,4.463960703514374e-14,2.5136452598062837e-09,2.0164900478069672e-13,1.0180638599215478e-06,6.09507321186744e-08,8.496276341087323e-06,1.5070826138892324e-06,2e-05,1.2075350363050495e-06,7.964232045505128e-07,1.63e-06
3200,4.1115840388020886e-07,3.7464793000644296e-11,1.9724431665179437e-08,7.258173238476847e-07,6.351612543015235e-11,2.7009809746101224e-07,2.31594925745846e-11,2.1334126019002416e-07,8.707092282671135e-07,3.382790873647465e-07,4.891700909401082e-10,4.515908256717e-14,1.94075244268054e-09,1.8970655964713292e-13,1.032231395870847e-06,6.026147484660083e-08,8.485517181021334e-06,1.5117729187982986e-06,2e-05,1.188292795212187e-06,7.96973836200989e-07,1.63e-06
3300,4.317953333168421e-07,3.6793176421015055e-11,-4.423829958489386e-09,7.297123774217014e-07,6.345702737709336e-11,2.6354765381881914e-07,2.2964883240063248e-11,2.0354992838433995e-07,8.673035930434771e-07,3.4123874589247595e-07,4.901770592933668e-10,4.309414315383327e-14,2.1687642069050254e-09,1.8278286568303612e-13,1.0249026675951448e-06,6.102496276339061e-08,8.466850169078767e-06,1.521952920768662e-06,2e-05,1.175237945682403e-06,8.238257236472922e-07,1.63e-06
3400,3.9896439049001196e-07,3.616585430310947e-11,-1.0525426885763896e-08,7.304619671483233e-07,6.385002450367928e-11,2.5944799141806844e-07,2.2764887142511533e-11,1.9570018530591902e-07,8.781245043714163e-07,3.3386772037647883e-07,4.953125067064805e-10,4.367248587541379e-14,2.1422786653773634e-09,1.676239123281072e-13,1.020035026065952e-06,6.10253648181363e-08,8.464684884545355e-06,1.5212960600332073e-06,2e-05,1.1722641974158962e-06,8.262635904374324e-07,1.63e-06
3500,4.0998603289696124e-07,3.60009478596261e-11,3.844252783259912e-08,7.375069733608746e-07,6.36779338568127e-11,2.5848446794765747e-07,2.2196860030503692e-11,1.8978270419455996e-07,8.75791527989961e-07,3.3181593428742955e-07,4.836970740829608e-10,4.25528527479281e-14,2.089633346286319e-09,1.727885656922834e-13,1.025766545781695e-06,6.064245404820007e-08,8.459818002127654e-06,1.5679218006623829e-06,2e-05,1.1399955853309274e-06,8.499947888038549e-07,1.63e-06
3600,3.97495327940825e-07,3.6143377743019284e-11,2.5852125497074663e-08,7.33867030302523e-07,6.436510358014504e-11,2.555556127078997e-07,2.2484527546406877e-11,1.7808008395270158e-07,8.809297384633201e-07,3.355164750339801e-07,4.815189787039358e-10,4.378476647438729e-14,1.5818452379867135e-09,1.894296523394552e-13,1.0430849222583423e-06,6.071472822600318e-08,8.436912465314561e-06,1.5628993350750733e-06,2e-05,1.1361227498826465e-06,8.682383258540857e-07,1.63e-06
3700,4.0689301138733946e-07,3.5100358755189585e-11,1.7795243287834772e-08,7.442087118003617e-07,6.489924254373719e-11,2.478643803796644e-07,2.1909595181886875e-11,1.9427611268598355e-07,8.721986711590644e-07,3.3379594287723865e-07,4.951491048888338e-10,4.153135996588262e-14,1.679200207841532e-09,1.3818276746596137e-13,1.0324362984239123e-06,6.141576520537167e-08,8.439679395991368e-06,1.5412416752366685e-06,2e-05,1.1243905580580339e-06,8.865417615225267e-07,1.63e-06
3800,4.0459019291207534e-07,3.600834944684227e-11,2.119652870268675e-08,7.392683946143361e-07,6.543639887934007e-11,2.5076911965446747e-07,2.152636697240824e-11,1.963680154809478e-07,8.825064380322317e-07,3.3039223852726504e-07,4.852909310717948e-10,4.3392894846261026e-14,2.138400538244032e-09,1.530546740182179e-13,1.0432013880567347e-06,6.163150553490695e-08,8.434375272391093e-06,1.5481034985715808e-06,2e-05,1.098600428813681e-06,8.99632330082005e-07,1.63e-06
3900,3.854530112697633e-07,3.599585523868523e-11,5.8365807180535606e-08,7.419480603066388e-07,6.47025912041803e-11,2.409972329758404e-07,2.1301732117935655e-11,1.9515100346663848e-07,8.809421852226429e-07,3.259567956776436e-07,4.716931764079538e-10,4.324019320443464e-14,1.8014543848089972e-09,2.0223606858012885e-13,1.0410091839876337e-06,6.296609131259584e-08,8.447543635597522e-06,1.5665205165558699e-06,2e-05,1.1092922323643452e-06,9.127415091048489e-07,1.63e-06
4000,3.8731698047164463e-07,3.476825704697917e-11,4.1060838290653765e-08,7.475731965983134e-07,6.594841216709106e-11,2.439331435760482e-07,2.1279093461066586e-11,2.0609705736122773e-07,8.790085924815746e-07,3.293064680888791e-07,4.698016709743475e-10,4.0958527962080406e-14,1.6602476640722332e-09,1.5973567438508347e-13,1.0551814229068799e-06,6.212763436943393e-08,8.4301393514633e-06,1.586493274891983e-06,2e-05,1.0866066903892834e-06,9.009311511322094e-07,1.63e-06
4100,3.916397599860288e-07,3.484464336802931e-11,-8.967357782898e-09,7.511427080473458e-07,6.520326731710625e-11,2.386964191054445e-07,2.0647434761620613e-11,1.7420323351488614e-07,8.789516620158494e-07,3.2251092611663767e-07,4.827542062814495e-10,4.139255102489129e-14,1.884927412039879e-09,1.8832510037448887e-13,1.0344713793905712e-06,6.219338485199534e-08,8.411864828645871e-06,1.5833963726113483e-06,2e-05,1.091649763457759e-06,9.134860978085334e-07,1.63e-06
4200,4.0833372373971626e-07,3.4204799204196165e-11,1.574385413182414e-08,7.540361413309524e-07,6.626185857276277e-11,2.3609057863237714e-07,2.099449291580532e-11,1.861768874941696e-07,8.737824971170905e-07,3.247792381287434e-07,4.651280126176895e-10,4.27503852123804e-14,1.6196551844080354e-09,1.88858605950235e-13,1.0513535527749624e-06,6.207576528576051e-08,8.44255069302342e-06,1.5999934034353796e-06,2e-05,1.078417290214979e-06,9.159831435893438e-07,1.63e-06
4300,3.8430296319716526e-07,3.4797893523818434e-11,3.327905861530087e-08,7.567936604976728e-07,6.571125006798397e-11,2.3228282289861972e-07,2.0584806907559495e-11,1.769230758901477e-07,8.756239222710268e-07,3.2568555443867536e-07,4.707830955203624e-10,4.069225326675045e-14,1.2853745103777536e-09,1.6916815133587356e-13,1.0432449035093332e-06,6.324055406697704e-08,8.400233185665577e-06,1.5680284152300348e-06,2e-05,1.055931644267937e-06,9.190147235428711e-07,1.63e-06
4400,3.8362385937759804e-07,3.394801591577418e-11,5.859606188405502e-08,7.597082901617685e-07,6.660102208546153e-11,2.3465508971681988e-07,2.0069770022860992e-11,1.880927116668245e-07,8.806037602020468e-07,3.220752859953519e-07,4.783158301942446e-10,4.096149698631321e-14,1.3376451613075775e-09,1.898858942401482e-13,1.0606901633271308e-06,6.365388981051097e-08,8.423236564686465e-06,1.5838116615628399e-06,2e-05,1.06779208298543e-06,9.406019516052751e-07,1.63e-06
4500,4.097038200271944e-07,3.480429092620776e-11,2.7302555566744928e-08,7.568812601479564e-07,6.707679315697297e-11,2.287806855000461e-07,2.030944465410287e-11,1.6916397548857338e-07,8.735401816841779e-07,3.220867929522549e-07,4.66416473223975e-10,4.009826155518832e-14,1.7004357462154668e-09,1.9086478926110965e-13,1.0399406959357142e-06,6.29148670336444e-08,8.415951093486377e-06,1.6008933632354893e-06,2e-05,1.0608614648361173e-06,9.367999739802276e-07,1.63e-06
4600,4.0755188489635057e-07,3.382978775800406e-11,5.774415706930675e-08,7.593880923750964e-07,6.65613633758551e-11,2.2731181933684486e-07,1.9601982923256328e-11,1.9081225213956174e-07,8.801415700498563e-07,3.2241391965833626e-07,4.6363706250513013e-10,4.093114338114032e-14,1.873312800781928e-09,1.2274016499206255e-13,1.0493780028980282e-06,6.275303959257192e-08,8.404519323377177e-06,1.5770815360075797e-06,2e-05,1.0362168008483754e-06,9.490749630055135e-07,1.63e-06
4700,3.792028966371322e-07,3.4175904903578373e-11,-1.7950542702461512e-08,7.674183749163432e-07,6.701434203774391e-11,2.2710447568458944e-07,1.968704535306673e-11,1.618531057021904e-07,8.746997345885755e-07,3.180384775761821e-07,4.833090353409896e-10,4.05838029177644e-14,1.8069538979598352e-09,1.5888301974413685e-13,1.0705390157876254e-06,6.327631446413919e-08,8.393687313952274e-06,1.576492020345898e-06,2e-05,1.0276120022379443e-06,9.450314427425966e-07,1.63e-06
4800,4.0563613245920194e-07,3.439631603132825e-11,5.802614100949687e-08,7.658674530760837e-07,6.706991950622576e-11,2.2506694004480448e-07,1.944204356137942e-11,1.6298575312007307e-07,8.807459570795551e-07,3.247395212696438e-07,4.620274332831447e-10,3.9504729716998456e-14,1.2784919405223986e-09,1.6782012132931066e-13,1.0452387355830591e-06,6.429181370615236e-08,8.38356599165564e-06,1.6136716937356263e-06,2e-05,1.0371338182778919e-06,9.532812751663707e-07,1.63e-06
4900,3.950581306607775e-07,3.486758025594135e-11,1.899390301418895e-08,7.637348189579049e-07,6.743280367418937e-11,2.1959375365086287e-07,1.9730631900211117e-11,1.709927181776088e-07,8.801565541368886e-07,3.184680349802336e-07,4.699324882882586e-10,3.9651048567793315e-14,2.183337832793298e-09,1.458597106658166e-13,1.0564810469842974e-06,6.351294937832416e-08,8.3828756061419e-06,1.5822013776592327e-06,2e-05,1.028736704372185e-06,9.86737293482309e-07,1.63e-06
5000,3.9981542442805293e-07,3.432187863352378e-11,-1.2849834351227101e-08,7.707496039216719e-07,6.765013076813569e-11,2.1933389599182663e-07,1.959145867409537e-11,1.7438254125199125e-07,8.839386031391153e-07,3.212236826946927e-07,4.552671420199583e-10,4.0823881833606943e-14,1.445893085748262e-09,1.7277718537495765e-13,1.0503950256185079e-06,6.296691028759077e-08,8.40233076107171e-06,1.5992852938425773e-06,2e-05,1.0277328930551451e-06,9.731775019573425e-07,1.63e-06
