miliseconds,L,L_RF,L_RF_C8,L_RF_FL,L_RF_FS,p43_p41,C3,C8,C8_star,C3_star,p43_FLIP,NF_kB_IkB,NF_kB_IkB_P,p43_FLIP_IKK_star,NF_kB_star,RF,FL,FS,IKK,L_RF_C8_FS,L_RF_FL_FL,L_RF_FL_FS,L_RF_FS_FS
1400,21.59607721646225,83.3510164116123,0.7105430085866052,1.6665306516995364,0.000680556956855275,0.031299774381709174,1.4434040014425376,63.37107092002628,-2.0957555008335036e-06,-4.1628973296942315e-10,0.13502873457632716,4.739284805613632,0.00013923611143406856,0.0004847782651160775,0.0003415809608765336,-0.2811050092150797,-0.04924314510865914,0.1373330425266802,5.772378129368868,0.23673527539019995,0.4669885820729197,4.705488332224166,0.000568748786093265
1500,21.65714284867342,82.77293594932307,0.7133451485235497,1.6263754787250022,0.0006763804448181076,0.03568131622095577,1.4434039979342606,63.291484332101085,1.2995144826333772e-06,3.1220617010556115e-09,0.14195285789443823,4.738937338949804,0.00018748729391391097,0.0005321309726602721,0.00017829003397339273,0.08668645005001321,-0.010262500172015293,0.12074463090335193,5.772273310698565,0.24266439501636183,0.4628675091727496,4.693139864537686,0.0005799046846556972
1600,21.432970787721434,83.27854814690824,0.7800717612099493,1.5620911945617386,0.0006785217826622195,0.046639217063733515,1.4434039954547881,63.197850201706444,9.499927451963069e-07,1.3266296157224614e-09,0.14507184292920824,4.738912924725208,0.0002078084177089445,0.000563413270020557,0.0005033242617401466,-0.43839095576763304,-0.026734829706302532,0.11803237553519805,5.7721935084583285,0.2518090100114659,0.4685346391495221,4.757169131803067,0.0005926511979049971
1700,21.446488821825906,83.54826812214563,0.8202715544989475,1.6094627949490825,0.0006747084352704909,0.05266140112271159,1.4434040010635238,63.16586598475873,1.5075371083102359e-06,-7.690475416863702e-10,0.14845679774487391,4.739028622508456,0.0002139039435514837,0.0005985294288724286,0.0005690628672050758,0.13746438692584942,0.016166114277960848,0.08510655413086622,5.772137803909318,0.2611743676310517,0.46547773622101873,4.74616426112959,0.0005868225537786998
1800,21.6245318723687,83.35475167049671,0.9313532202600177,1.5586327347081863,0.0006765162892206051,0.06002926043155281,1.4434040037962323,63.034510888521474,3.3473581955594993e-07,2.1125888867774063e-09,0.15661385745401316,4.7387015964421035,0.00027174361480559686,0.000718975011289388,0.0006444380478916123,0.1493898294250862,-0.01449851534603477,0.11044235676398273,5.772129759837713,0.2631804003725164,0.46341894846871695,4.7433383011933925,0.0005936797495188957
1900,22.29241541171087,82.5986185049959,0.9998086313369384,1.5261794779716615,0.0006719068277062577,0.06172999232541487,1.4434039983272655,62.98872867480801,-1.5096297670769546e-07,6.988710540996647e-09,0.16409504001267486,4.7387905567236475,0.00027328610705354574,0.0007710780604686095,0.0005788401269140864,-0.48163410713206994,0.011915216499461577,0.024080716992652376,5.772062673508541,0.26888558905120424,0.467696436603087,4.7204906789635634,0.0005949387922934074
2000,21.39314278830085,82.43253598706842,1.012243338800797,1.5481859131777505,0.0006779735656509381,0.0779068618158726,1.44340399280199,62.872054219886024,4.2219742929187825e-06,4.2885426255208655e-09,0.17094181503096403,4.738598411186388,0.0003112428878809145,0.000804653915139894,0.0006428479206349596,0.5228674001069853,-0.045382749024706535,0.07384855425712053,5.772024851851824,0.273317068875969,0.4636865521247535,4.792181162876116,0.0005996958497385988
2100,21.474102025781434,83.33291403773849,1.0849917505666349,1.5039936667140792,0.0006764559837423149,0.08982942850279059,1.4434040002012105,62.80115602858923,7.381384428873791e-07,-5.915473702711148e-10,0.1691754582062034,4.738444913681375,0.00031256693087339645,0.000892603809987352,0.0007271513982548925,0.41180201860165144,0.028911268716802777,0.028348610009397236,5.771921417194513,0.28123064725937136,0.4662924380220896,4.767542937704797,0.0006067475906087211
2200,22.36509157585331,83.09539411538393,1.1734381132040996,1.4930422225137063,0.0006647764459457728,0.09168736743968017,1.443404001185917,62.74154781227666,3.83468164491174e-07,-1.3654697919093131e-09,0.18284280130163288,4.738322464914949,0.0003447940232040367,0.0009352956046385756,0.0009298095201661899,0.24498323371096384,0.021854173201975653,0.034207447006549,5.771807019569049,0.28278966897773194,0.46364899430185913,4.76685177497494,0.000611076597939784
2300,21.504747402480355,82.38074711056272,1.2409169721793438,1.5287864271043186,0.0006687133704917012,0.10520947844423995,1.4434039959072953,62.6623924250105,5.15333796911272e-06,4.2279069548668e-09,0.18695011710545062,4.738145565579019,0.0004051691366344587,0.0009985391933084922,0.0010962780510906573,-0.2081876842299288,0.024506541643402643,0.054403140605491784,5.771762740094845,0.28559341708004343,0.46679841953236156,4.772953736285066,0.0006088110400876952
2400,22.155822601741193,82.2165507189599,1.2776621125303298,1.4704958852289545,0.0006674009462634762,0.11117328375425507,1.4434039982479805,62.59046477375713,3.977474753271324e-06,1.604902008992887e-09,0.1915954683057521,4.738020234479664,0.0004345860994191477,0.0010840393591379466,0.0012622669643775552,-0.06662855433743056,-0.046258456683951434,-0.013127192719966905,5.771746270385328,0.281072450272784,0.4677641925372597,4.804123903569246,0.0006087174273940876
2500,21.647266672292115,82.70735949264802,1.3716708456548627,1.5192942124068223,0.0006636305424072112,0.12608352780390866,1.443403996033873,62.52157618681816,6.668235070201952e-06,1.138237635879327e-08,0.19194538530507238,4.737477570142275,0.0004636714913808509,0.0012307534665502021,0.0014297075448498995,0.46217685801780184,0.01681501465149152,0.030361538526791944,5.771664382593195,0.28459994234050034,0.4631815143184501,4.768438139475629,0.0006184309097914159
2600,21.362212540247242,82.54670155183942,1.3745308688432691,1.504344653454207,0.0006592806854130867,0.1333106781845242,1.4434039956152143,62.49257023200382,8.065946691864242e-06,7.703939781759488e-09,0.2025386124010937,4.737559251114203,0.0004746246370648787,0.0012254299891284052,0.0016372490484015184,-0.48262331647657014,0.029586681487812082,-0.02915063017334905,5.771519232140589,0.28424071928270894,0.46541941742924464,4.799316721560523,0.0006115266642107596
2700,22.517256353732925,82.28740428815628,1.4661803556642765,1.4689613942658244,0.0006537949052614711,0.14217101188364958,1.4434039913248302,62.422150446488196,8.21865510133168e-06,1.1622347785770255e-08,0.2082064567681524,4.737360262380518,0.000510617098743882,0.001407070437166914,0.001691952447306712,-0.27605514513162616,-0.021557386176859417,0.04374304497101128,5.771503538901841,0.2886025934553503,0.46648978312030454,4.8255726221458195,0.0006093298484311641
2800,21.324791325578605,82.89598512556863,1.550588876271497,1.5014274974250148,0.0006536924640168173,0.15606003392451823,1.4434039908324088,62.36081422599259,1.2025213723433771e-05,1.4175592383439303e-08,0.2121537306149152,4.737150441560933,0.0005687654813290496,0.0013932565817985588,0.0020121186932723135,0.6216749416970202,-0.04804075638622136,0.00048585630129583876,5.771305123679032,0.2933529486520251,0.468230107139609,4.778479693885232,0.0006082467135260632
2900,22.387767966377645,82.34880797904556,1.535849047335057,1.4920584345702348,0.0006496917585984723,0.1609104001690975,1.4434039786769892,62.235207819528284,1.0615901147625587e-05,1.2760689994380709e-08,0.21660662422159152,4.7365948151223005,0.0006088058405149,0.001489225519024985,0.0023258513474849274,0.5853312756572223,0.043757243985566206,0.03181207662892106,5.771297897875609,0.2872848466317552,0.46244896688686044,4.816573412497266,0.000613664050419837
3000,22.410279668819108,81.850092349084,1.632054528960811,1.4351646693212325,0.0006490594660507997,0.16749807452557228,1.4434039823564102,62.139218137999215,1.4684534776799768e-05,2.476337993239034e-08,0.22126021510398947,4.7363469791949555,0.0006361044778559451,0.0016154592767231748,0.002332200707344806,-0.5296911318929883,0.03795594476029864,0.025073750715103423,5.7711503209592445,0.28940379456086374,0.4673240077029087,4.782534500688892,0.0006091237020170708
3100,22.562834429964095,82.43497271277487,1.6758526379731022,1.4638939242526292,0.0006514390858195153,0.17964983919674657,1.4434039752491472,62.039285380749085,1.7805879147692508e-05,2.563333310065433e-08,0.22745163616310154,4.736069762814729,0.0006696601438525459,0.0016798127327115639,0.0025328476847905506,-0.20068500132370695,-0.013309653208253315,-0.013024496769601629,5.7711215072832625,0.29089958738412247,0.4634312431516038,4.805835160493774,0.0006073445325985213
3200,22.24428702846192,82.45903881690518,1.7407574552319534,1.454514904441286,0.0006434761933402698,0.1967117125801941,1.4434039656289033,62.02947725328783,1.6981518728392826e-05,2.8115263459260137e-08,0.2296031175219233,4.73577292918795,0.000703217021128513,0.0018384651554717586,0.002983377173242098,-0.15546338958351605,-0.012206323487486414,0.018505405335518848,5.770955074302588,0.2961421665966901,0.4634339098971973,4.757836317526934,0.0006165660034533943
3300,22.564293219137454,82.25105158921367,1.8019849556254879,1.4680732144977473,0.0006494176711112275,0.20935280575761023,1.443403957187522,61.949452029372004,2.1875376949808444e-05,3.845581515512796e-08,0.23918094377362054,4.735689438605984,0.0007616377648719263,0.0019292251681898968,0.0031060523396877556,0.5784065790913946,-0.050367621920856864,-0.036706365168557555,5.770854307340606,0.2895637727488254,0.46622869766123287,4.781163206700491,0.0006195060398877832
3400,22.473213430015402,82.19693788420834,1.8652667422398586,1.4547947570121365,0.000645496689310985,0.22928181748953078,1.4434039560259277,61.80137762833887,2.4433144783427073e-05,3.9978921339943486e-08,0.24496382560388794,4.735140007854372,0.0008005324766627974,0.0019834984703196103,0.003543665945310365,0.5813741547892828,0.04974584123157977,-0.04539629763579523,5.770809332284682,0.2968168763214542,0.46653395542972875,4.791920116236335,0.0006121279794348216
3500,21.771019549294035,82.20032060216023,1.8914618102513696,1.451408270574015,0.000641720211047182,0.2403376691429556,1.4434039443797018,61.81061736139996,3.175972513303844e-05,5.110014981646137e-08,0.24558844532554744,4.734753350498117,0.0008602431789126269,0.0020556194279617965,0.0036408966113677587,0.061191706082287786,0.03248919155683211,-0.002761141573343914,5.770709402568535,0.29648902621653483,0.4659012842493315,4.749005498861858,0.0006172666340099646
3600,21.32448014443555,81.41302343554237,1.9544403329830056,1.4065478664549418,0.0006409649112958031,0.2576048738372824,1.4434039284478444,61.746855137614205,3.5633728731071136e-05,5.985515277777882e-08,0.2520095373063601,4.73460828726001,0.0008626758504015487,0.0021995706104736557,0.003949940348948178,0.5286238938170186,-0.008086090502810334,0.036776999352419036,5.770583793123355,0.29068753264653113,0.4636175081903465,4.768260148973896,0.0006174310237652341
3700,22.073745720253434,81.32705660131826,2.0273730121876943,1.4091941653318785,0.0006301879261802418,0.275730621656566,1.4434039145625102,61.593647543646746,4.211521080848766e-05,7.112715554210006e-08,0.25450212191488947,4.734248997369337,0.0009254745425630335,0.0023149582764479923,0.004291007400961968,-0.5503097477860357,-0.037109864189194354,0.03860815376766465,5.770518009587858,0.29341223837670505,0.4631389200085681,4.820565982823573,0.0006076514426493127
3800,21.604446864446526,81.43225591742835,2.1202255313879195,1.389339739989211,0.0006341994068350114,0.28628782050343893,1.443403900587386,61.5245696519563,4.786426826084577e-05,8.572111092530796e-08,0.26258922858993966,4.733918249726049,0.0009811315372974202,0.0023280946536689386,0.004624809614516491,-0.14577775737508614,0.03759225289169058,0.03796215677071315,5.770385362237673,0.2939588707557181,0.46358806346275516,4.805104213243601,0.0006193754753260118
3900,21.523488386248516,81.80875363037809,2.1452073458435676,1.3995609200344528,0.0006295215152846712,0.29463617949119614,1.4434038947150345,61.459117682129715,5.174448885387765e-05,1.0126040795795231e-07,0.26571451213439407,4.73336271567204,0.0010221490273939569,0.0024819630427188114,0.005212924700880865,-0.4026845699797957,0.0033503834843700256,0.04031069872503334,5.770254079183361,0.2919650433870515,0.4643973904757195,4.7504140633657626,0.0006090279499610421
4000,22.296262948485634,81.96421760893946,2.234638007583128,1.4003770532594695,0.000631610269249674,0.32117475466750284,1.4434038743317796,61.35566466475085,5.995054637614507e-05,1.1806773190566917e-07,0.2734005755442922,4.732820052835401,0.0010698036471412963,0.0026293973377871493,0.005662420481176579,0.1217183882640871,-0.044544154897470635,0.011969698888008286,5.7701155276279135,0.296041494483079,0.46547095368526165,4.758932538872491,0.0006101827509033506
4100,21.42173187987667,82.00143308533329,2.286059344868896,1.3629282052203227,0.0006296778144560866,0.3288132824304586,1.4434038519368468,61.28252368035817,6.815015446885808e-05,1.4179090171915613e-07,0.27766630162327033,4.732590022784249,0.0010999913997601768,0.002655307030190804,0.006030015128358615,-0.3824911436963328,0.026453222464246497,0.03242018855438176,5.770039341236804,0.29075934100433076,0.46318583419332293,4.772426282903987,0.0006168416531752582
4200,22.374910882286276,81.46936118226905,2.2771051805089426,1.4195193201639071,0.0006229518549736511,0.35198050054601315,1.4434038204164699,61.2469704018847,7.938765919649293e-05,1.5410263106382001e-07,0.28366884373421136,4.73216633265614,0.0011709632872355918,0.0028381892055526995,0.006331057669793902,-0.41459769178887945,-0.0350022359812927,-0.036523917806478554,5.769915449316564,0.2928489842227944,0.4680821044057715,4.78773608552133,0.0006206405533229853
4300,21.60199170375887,81.81410037451317,2.3361670569587054,1.355999385169979,0.0006164192310983477,0.3598403787061181,1.4434038051330795,61.205804365719146,8.919604496382802e-05,1.869782096255686e-07,0.288618235627465,4.73140961446258,0.0011944023606134727,0.002921241207808212,0.006739090268241461,-0.6378485127577467,-0.0027348364705063535,0.023827565505326283,5.769837994004578,0.2959987521311809,0.46581922460550007,4.752515447046273,0.0006214776703778242
4400,22.407293990315306,81.42855700019044,2.4487765270028725,1.4162523705942112,0.000622844164124706,0.377232159101138,1.4434037701244455,61.10270551467509,0.00010143737077856552,2.059098548034802e-07,0.2953686380901338,4.730963133509133,0.0012856687679048137,0.0030844551840587516,0.007176602831788035,0.06416739386519157,-0.03957327572722197,-0.014233676110595613,5.769670252646649,0.2962429415262764,0.46344364937165433,4.778742331784401,0.0006221986730514564
4500,21.339780593589197,80.81253206677414,2.4624178633113174,1.3440051400892088,0.0006125684988432402,0.39816454078007546,1.443403736014571,61.043660005663234,0.00010921086487290732,2.4057943013564475e-07,0.3012899333199483,4.730521237432417,0.0013325156328959666,0.0031873619609478505,0.00765405540318947,0.06405996336641546,0.027840842622865285,-0.03965587677537727,5.7695987195884815,0.2926330547810851,0.4654306973439212,4.790672402786101,0.0006142213870881882
4600,21.505073910713122,81.60210071247357,2.545110213448315,1.3938223968905914,0.0006135496456684063,0.417705952925975,1.443403695186507,60.88063017160038,0.00012298487213802039,2.7738817975017117e-07,0.30442893336697474,4.729882191547939,0.0013587726803694275,0.003314875257892132,0.00807534463544385,0.057718848701056105,0.0485224441203945,-0.023057409919466473,5.7693740942467135,0.2947276303403558,0.4685621092109439,4.765837980873574,0.0006171176147209258
4700,21.346897662190216,81.5477335497151,2.5575886918986495,1.3659201956793103,0.0006166984212763993,0.43070601812226383,1.4434036493035904,60.88042205035724,0.00013717746417388443,3.20249856401679e-07,0.3105298463331698,4.729426445321984,0.001433291814070157,0.003393768852468179,0.00860698694613401,0.0562663430794275,-0.03499947047719352,-0.010036955915177673,5.769251269199578,0.29158266801418287,0.462953364942191,4.755378278337641,0.0006103634251528277
4800,22.148171260821357,81.2864403504683,2.600653446486616,1.3660345646022847,0.0006159389937696038,0.46178765457278115,1.443403611503515,60.76843664465652,0.00015318341225048878,3.6165424112648906e-07,0.316357868427522,4.728936149283833,0.0014924909263342582,0.003488615046856625,0.009111796743567593,0.15601706361141746,0.02165716280408564,0.004223267345395146,5.76919442573178,0.29643790998037994,0.463418709971366,4.8212816850892555,0.0006109218221310737
4900,21.6652510532701,80.75361209904615,2.7121489041429125,1.3856637989117768,0.0006067267764328907,0.46755893162700174,1.4434035517313097,60.70941904858236,0.00017299985793699026,4.0781013997573846e-07,0.32174166234746215,4.728132375422834,0.001529514977643757,0.003680915183872599,0.00988298834253841,-0.6213844467459071,0.046448879242455866,0.026983657557092217,5.769013974571621,0.28988270494393586,0.4655034635462532,4.808090436081217,0.0006158813447019665
5000,21.34492134853962,81.35747597050224,2.7231701520409772,1.3330650379454405,0.000602207115230473,0.48926633478304943,1.4434034986420798,60.55872988204509,0.0001903955964700488,4.608040303062405e-07,0.318787609203671,4.72754709566876,0.001588524550484124,0.0037398354530051516,0.010296594189671162,-0.15478853240519883,-0.04158143247353717,0.019251231379793322,5.768925282611934,0.28905322417774015,0.46558621587480653,4.796065907021162,0.0006178925506015906
