milliseconds,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts
2900,-2.2534543557611702e-13,4.077625488914315e-14,2.9905008271150567e-16,-1.4564835748765655e-13,6.248289211502576e-14
3000,-2.2597576456990222e-13,4.18736975321359e-14,3.167144901017074e-16,-1.4590270200852954e-13,6.596999567078089e-14
3100,-2.243121931876393e-13,4.12774212714763e-14,3.030146497647192e-16,-1.4478274218234318e-13,6.560763078592567e-14
3200,-2.2260967278228244e-13,4.0652386701440294e-14,2.8878226371571735e-16,-1.4363944751027134e-13,6.517990428521373e-14
3300,-2.2090715237692554e-13,4.002735213140429e-14,2.745498776667155e-16,-1.424961528381995e-13,6.47521777845018e-14
3400,-2.1920463197156866e-13,3.940231756136828e-14,2.6031749161771367e-16,-1.4135285816612767e-13,6.432445128378988e-14
3500,-2.1750211156621178e-13,3.8777282991332283e-14,2.4608510556871183e-16,-1.4020956349405583e-13,6.389672478307794e-14
3600,-2.1579959116085493e-13,3.8152248421296284e-14,2.3185271951971004e-16,-1.3906626882198402e-13,6.346899828236602e-14
3700,-2.1409707075549802e-13,3.752721385126028e-14,2.176203334707082e-16,-1.3792297414991219e-13,6.304127178165409e-14
3800,-2.1239455035014117e-13,3.690217928122427e-14,2.0338794742170636e-16,-1.3677967947784035e-13,6.261354528094216e-14
3900,-2.1069202994478426e-13,3.6277144711188267e-14,1.8915556137270451e-16,-1.3563638480576851e-13,6.218581878023023e-14
4000,-2.089895095394274e-13,3.565211014115227e-14,1.749231753237027e-16,-1.3449309013369668e-13,6.17580922795183e-14
4100,-2.0728698913407053e-13,3.502707557111627e-14,1.6069078927470093e-16,-1.3334979546162487e-13,6.133036577880637e-14
4200,-2.0558446872871365e-13,3.440204100108026e-14,1.4645840322569902e-16,-1.32206500789553e-13,6.090263927809444e-14
4300,-2.0388194832335677e-13,3.3777006431044256e-14,1.3222601717669722e-16,-1.310632061174812e-13,6.047491277738252e-14
4400,-2.021794279179999e-13,3.3151971861008257e-14,1.1799363112769546e-16,-1.2991991144540936e-13,6.004718627667058e-14
4500,-2.0047690751264302e-13,3.252693729097225e-14,1.0376124507869354e-16,-1.2877661677333752e-13,5.961945977595865e-14
4600,-1.9877438710728614e-13,3.190190272093625e-14,8.952885902969175e-17,-1.2763332210126569e-13,5.919173327524673e-14
4700,-1.9707186670192926e-13,3.1276868150900246e-14,7.529647298068983e-17,-1.2649002742919385e-13,5.876400677453479e-14
4800,-1.9536934629657238e-13,3.0651833580864246e-14,6.106408693168805e-17,-1.2534673275712201e-13,5.833628027382287e-14
4900,-1.936668258912155e-13,3.0026799010828234e-14,4.683170088268615e-17,-1.2420343808505018e-13,5.790855377311093e-14
5000,-1.9196430548585862e-13,2.9401764440792235e-14,3.259931483368437e-17,-1.2306014341297834e-13,5.7480827272399e-14
