milliseconds,AA,AAp,W,WAA,WAAp,WWAA,WWAAp,TT,TTW,TTWW,TTWAA,TTWAAp,TTAA,TTAAp,TTWWAA,TTWWAAp,Y,Yp,Z,B,Bp,SetYp
1000,6.248834696510686e-07,5.064775252788089e-11,1.3091253072570275e-07,6.229053265248254e-07,5.179969971428606e-11,4.1964886964268805e-07,3.4793757992629253e-11,4.1882735460579043e-07,7.705223970961281e-07,4.7068635440943185e-07,7.553092543467612e-10,6.002014077914149e-14,7.65154640661948e-09,5.276049581485183e-13,7.499543537373963e-07,4.098430873297467e-08,8.976487062892936e-06,1.0164974549135655e-06,2e-05,1.7811749874206103e-06,2.3784140247502322e-07,1.63e-06
1100,5.972104565207911e-07,4.9914737779121994e-11,1.1678335726379185e-07,6.199404583371376e-07,5.1330411533129986e-11,4.1328456614593033e-07,3.4047820968190786e-11,4.2855797457753573e-07,7.704902471878013e-07,4.7055389836348523e-07,7.315030422266391e-10,5.836415559870737e-14,6.491199648786451e-09,4.770789735648109e-13,7.702658764836064e-07,4.475883714176986e-08,8.88367199411658e-06,1.0938516114481464e-06,2e-05,1.7461223856614172e-06,2.7385124637868477e-07,1.63e-06
1200,5.595819492763161e-07,4.771181549601899e-11,5.224870684216109e-08,6.417012328581846e-07,5.2689100095524244e-11,4.011736873741665e-07,3.399051788597265e-11,3.7954743380360926e-07,7.745124043369746e-07,4.5939409471608405e-07,6.901172233388792e-10,5.790224552395536e-14,5.547903682283239e-09,5.50592109939979e-13,8.287777154319483e-07,4.5030373798289526e-08,8.81368789958071e-06,1.1814323572497167e-06,2.0000000000000005e-05,1.717970179310765e-06,2.6971564591683417e-07,1.63e-06
1300,5.375451509404699e-07,4.7864939560653666e-11,1.6736783418610304e-07,6.365642553029514e-07,5.166834843988971e-11,3.9188073390355725e-07,3.346296835990327e-11,4.0888871726632956e-07,7.917147161846555e-07,4.4716405018318153e-07,6.669700606875728e-10,5.806633246093393e-14,5.680159455276031e-09,4.904428812261707e-13,8.165746572996773e-07,4.8026593881470584e-08,8.751725652213892e-06,1.2281062002819243e-06,2e-05,1.6328829578870086e-06,3.060118344373751e-07,1.63e-06
1400,5.199856342452282e-07,4.8059099302412725e-11,8.210814504190537e-08,6.288519889210499e-07,5.254668471642158e-11,3.9066169719997526e-07,3.202719791189589e-11,3.314622274122415e-07,7.914713737798951e-07,4.4350188370302387e-07,6.548282331227871e-10,5.295640803700019e-14,5.996103441799063e-09,4.93856612074161e-13,8.766491278952568e-07,4.852409287681657e-08,8.748768848173353e-06,1.2148239998333268e-06,2e-05,1.612564167778619e-06,3.8460063322544937e-07,1.63e-06
1500,5.654043473600452e-07,4.7167850148631344e-11,7.651030617233382e-09,6.344872005238468e-07,5.313585312155063e-11,3.8238732312038456e-07,3.1944145937577026e-11,3.517763929811826e-07,7.966887198404556e-07,4.356104948014672e-07,6.54303292299078e-10,5.2471711034994315e-14,5.581624097076589e-09,4.3058991312102875e-13,9.026284623856954e-07,4.982766666654797e-08,8.710481465259964e-06,1.2868213139168207e-06,1.9999999999999998e-05,1.5656088629957426e-06,4.265801770445095e-07,1.63e-06
1600,5.230452171641257e-07,4.40868434649166e-11,3.718118686327179e-08,6.449466720738414e-07,5.4385560932056634e-11,3.7429997894736515e-07,3.0881670303032786e-11,3.4238482557281064e-07,7.945536771874507e-07,4.124799107759229e-07,6.082886401487123e-10,4.968049028641181e-14,3.539349577449817e-09,3.9915964198098796e-13,8.872408842527911e-07,5.1749229673602666e-08,8.6428658512163e-06,1.3259117481128705e-06,2e-05,1.5562424613028922e-06,4.200877435571404e-07,1.63e-06
1700,5.017462332109038e-07,4.346160760134293e-11,1.1331593427056136e-07,6.621315944908793e-07,5.57386535893942e-11,3.511090146919956e-07,2.975162023461132e-11,3.015012385969295e-07,8.150199667130244e-07,4.084722476787844e-07,6.383484398893426e-10,4.851604327564003e-14,3.5909904294638053e-09,3.309967080769882e-13,9.193990747627884e-07,5.168159301530838e-08,8.690372522303445e-06,1.3573984429661181e-06,2.0000000000000005e-05,1.5116750266573765e-06,4.6040874984983005e-07,1.63e-06
1800,5.318407707105473e-07,4.116110770008218e-11,4.1558473377752557e-08,6.665574934056434e-07,5.661626648936367e-11,3.5090272428245265e-07,2.9620904602509675e-11,3.213609929788797e-07,8.172488449941661e-07,4.115095009297612e-07,5.953055481035885e-10,5.2822801529826515e-14,3.768156782594583e-09,3.061188592912019e-13,9.142561311497921e-07,5.382862299743056e-08,8.666512971309257e-06,1.3902272401920812e-06,2e-05,1.5197361376279175e-06,5.012660842155114e-07,1.63e-06
1900,4.835182475140136e-07,4.0527224196119885e-11,1.6219470226175e-08,6.551641482128234e-07,5.7403379871331845e-11,3.477222608105436e-07,2.9437611933653855e-11,2.4879323582260047e-07,8.102020370383876e-07,3.955200244843188e-07,5.775143787672021e-10,4.890210653754345e-14,2.62556604604803e-09,2.976106483118069e-13,9.152311409344731e-07,5.3037303609511536e-08,8.608414344799453e-06,1.3595097248222477e-06,2e-05,1.4902096352479e-06,5.29210206253522e-07,1.63e-06
2000,5.044555304316954e-07,4.213331498957066e-11,-7.067586040303437e-09,6.777933318935582e-07,5.703809039118936e-11,3.336619244375729e-07,2.920586833635674e-11,2.3486909941844346e-07,8.339016545932296e-07,3.9362412211278437e-07,6.116345458795366e-10,4.9298124415943174e-14,3.195378432344932e-09,2.8362248472201365e-13,9.409633815875595e-07,5.653688817234465e-08,8.562128217949133e-06,1.3587326848547647e-06,2e-05,1.4147326261774155e-06,5.296223319887115e-07,1.63e-06
2100,4.857300464107175e-07,4.199970314098842e-11,9.645897066914617e-08,6.725839839429455e-07,5.677276435405724e-11,3.2259158199420704e-07,2.8431594990229096e-11,3.008494631856309e-07,8.36030364212116e-07,3.8637145399462946e-07,5.369813970290181e-10,5.02479300095627e-14,2.3517367624415e-09,2.6402126607017755e-13,9.453533729386261e-07,5.53850532751985e-08,8.61702423663461e-06,1.3890281604508206e-06,2e-05,1.4160892683226913e-06,5.829562870215659e-07,1.63e-06
2200,5.001851332821799e-07,4.101969140003323e-11,4.220878368115749e-08,6.913531249701815e-07,5.824237606070995e-11,3.217746630921857e-07,2.7359142017209834e-11,2.34172346004411e-07,8.477697400961277e-07,3.72202749951611e-07,5.759763282467575e-10,4.557596972158983e-14,1.982044599972671e-09,2.1540896605425362e-13,9.632362649470264e-07,5.750659359092769e-08,8.598785093676164e-06,1.394010443825864e-06,2e-05,1.4020666615921645e-06,6.173718789801663e-07,1.63e-06
2300,4.6022211399658394e-07,4.107744554448329e-11,-4.2523926492871366e-08,6.876253777777661e-07,5.892330027321517e-11,3.108788724464877e-07,2.762313198429619e-11,2.837883739108467e-07,8.392060532733897e-07,3.6737943590789927e-07,5.551285142706626e-10,4.963696682530493e-14,3.3331222228418015e-09,2.2030740293010936e-13,9.674236912619791e-07,5.5366459005547396e-08,8.531562909520081e-06,1.4035374439822478e-06,1.9999999999999998e-05,1.3772497371958607e-06,6.53581059424621e-07,1.63e-06
2400,4.7678274469888176e-07,3.9481643624707104e-11,1.3330029292036374e-08,6.86393222772087e-07,5.898996440662701e-11,3.071840986041714e-07,2.7071557122550382e-11,2.8388161513267517e-07,8.520998664477886e-07,3.66229578087379e-07,5.197576651049056e-10,4.7474674264262834e-14,3.0959757440932875e-09,2.4427981835623774e-13,9.88016702162619e-07,5.833566694169906e-08,8.568973444980543e-06,1.4325283242274932e-06,2.0000000000000005e-05,1.3362209274124642e-06,6.811503963743339e-07,1.63e-06
2500,4.762503668556376e-07,4.041678863481297e-11,-7.297176207320663e-09,6.944436095855383e-07,5.898199801259792e-11,2.971964964057317e-07,2.5695255020675735e-11,2.4186379077666215e-07,8.606911698322003e-07,3.581547004034897e-07,5.656835571147735e-10,4.64459292055186e-14,1.9418615403731006e-09,3.2265411042575515e-13,9.780101668825285e-07,5.96486583893152e-08,8.566195559523726e-06,1.4929800346070399e-06,2e-05,1.2825441896226765e-06,6.71712130908287e-07,1.63e-06
2600,4.57965752054149e-07,3.764318914514035e-11,2.3580381177357882e-08,7.06447320709998e-07,6.069762064980643e-11,2.9267364500487444e-07,2.5420097014046983e-11,2.214130991765791e-07,8.471744788885494e-07,3.6283748914677226e-07,5.304861812819679e-10,4.7219384859990155e-14,1.7208172848729207e-09,3.0534944722375497e-13,1.0115266200705288e-06,5.8655275990025195e-08,8.478720980432104e-06,1.5209522122075906e-06,2e-05,1.3055770165839618e-06,7.131185388893155e-07,1.63e-06
2700,4.5316815142592913e-07,3.9250527907174174e-11,1.3153015612878885e-08,7.155350259847911e-07,6.101242085369494e-11,2.935587783632715e-07,2.482892642202679e-11,2.020387876957893e-07,8.510573169524896e-07,3.504232156707114e-07,4.971459779073531e-10,4.7176721584778945e-14,1.8558312281279917e-09,2.907163018705818e-13,9.72203862484164e-07,5.854578017110781e-08,8.485290002967088e-06,1.5327618915676094e-06,2e-05,1.2531984591384003e-06,7.09875516513724e-07,1.63e-06
2800,4.025803683450138e-07,3.750929371554497e-11,-4.690719497183825e-08,7.179328541548789e-07,6.193051276079011e-11,2.885784257244917e-07,2.5133280810720812e-11,2.0304977757671932e-07,8.638081134773979e-07,3.545663297341058e-07,5.412315931109479e-10,4.7175674436048403e-14,3.1801013671196015e-09,2.57012600672113e-13,1.0239929287165135e-06,5.7932347852329875e-08,8.502616464221173e-06,1.4626738677610673e-06,2e-05,1.2557110838482626e-06,7.60050631140403e-07,1.63e-06
2900,4.44547558303388e-07,3.8713486110861225e-11,-1.981972456211381e-08,7.055041321679436e-07,6.219267212100057e-11,2.8639255878568603e-07,2.4673829917757204e-11,2.5200099573932804e-07,8.662154153533382e-07,3.4116985291949966e-07,4.90764850999696e-10,4.51687746099922e-14,2.1705549839390357e-09,2.479342560073194e-13,1.0151457999953586e-06,6.072068312785649e-08,8.505777787989346e-06,1.4655692598650175e-06,1.9999999999999998e-05,1.2288341294613482e-06,7.472851503105917e-07,1.63e-06
3000,4.409757449172501e-07,3.655626421549096e-11,3.4149159351241936e-08,7.155981090564504e-07,6.279223439843423e-11,2.791581458927872e-07,2.4179160628030237e-11,2.177507824763347e-07,8.676554996347904e-07,3.4509490081203033e-07,4.972423801356159e-10,4.5833171669141616e-14,1.2958999084863098e-09,2.3509416686274376e-13,1.0393337004380965e-06,5.899559514334342e-08,8.46882102489409e-06,1.5484882373802607e-06,2.0000000000000005e-05,1.232017491599254e-06,8.019407440183409e-07,1.63e-06
3100,4.603627427155823e-07,3.827584530667941e-11,-2.8879348859083462e-08,7.216713827829505e-07,6.353588195329108e-11,2.7845714538258317e-07,2.397701820841111e-11,2.301614963041757e-07,8.71648295983339e-07,3.3364818045650093e-07,5.282479298836814e-10,4.2845006304428805e-14,1.883178926057898e-09,2.098892351467514e-13,1.0379989303208523e-06,6.163505298177649e-08,8.44715536201372e-06,1.5225725763144731e-06,2e-05,1.232892382467431e-06,8.032637894924366e-07,1.63e-06
3200,4.2163214271899506e-07,3.53777200625368e-11,4.09859782560835e-08,7.345549861410255e-07,6.291161543206722e-11,2.66953501302569e-07,2.3966748882894754e-11,1.6813731992542117e-07,8.694002779357779e-07,3.39324815351062e-07,5.38350494401346e-10,4.232119644136443e-14,2.1713100653448506e-09,1.4057345748992193e-13,1.0189660270899261e-06,6.126228718053204e-08,8.448444965215569e-06,1.5463323318139711e-06,2e-05,1.1612325467609106e-06,8.235580381101014e-07,1.63e-06
3300,4.2327288753425464e-07,3.789060972308151e-11,6.4329052436490785e-09,7.257752676084664e-07,6.295510208966501e-11,2.693954251147972e-07,2.3550942895161915e-11,2.296297592360966e-07,8.61912559768803e-07,3.426861991437788e-07,5.377796666930053e-10,4.545908482135779e-14,1.868029486859616e-09,2.2537320594916496e-13,1.0373621731412511e-06,6.012477640168989e-08,8.488926305048923e-06,1.494300921633052e-06,1.9999999999999998e-05,1.1763104829650424e-06,8.04260207140734e-07,1.63e-06
3400,4.4137394851414504e-07,3.486135851736525e-11,-3.7186761721044745e-08,7.353633895958892e-07,6.393852551513949e-11,2.6379661715148584e-07,2.2958230751773897e-11,2.1088745854976104e-07,8.700466591668166e-07,3.4341010533153615e-07,5.174720794870528e-10,4.2171830403250357e-14,1.0820743206595276e-09,2.1165947998543588e-13,1.0075157813863606e-06,5.986909819579561e-08,8.474758173201425e-06,1.532964484247526e-06,2e-05,1.1591231589022686e-06,8.455414612086026e-07,1.63e-06
3500,3.780706595855203e-07,3.457356947019144e-11,-2.3686483963278528e-08,7.303384580016847e-07,6.5002550308352e-11,2.5503001347123314e-07,2.2356985753503427e-11,1.683995024793776e-07,8.776395548780367e-07,3.407111482352032e-07,5.129282128996164e-10,4.0720222002920275e-14,2.4116560920637413e-09,2.5454572355437755e-13,1.0423454783816662e-06,6.141776618393351e-08,8.493824527292691e-06,1.5437097240622682e-06,1.9999999999999998e-05,1.16015047540954e-06,8.389883864066476e-07,1.63e-06
3600,4.235854397397822e-07,3.4367209185498255e-11,-6.430075262036448e-09,7.374771647305682e-07,6.4984209276926e-11,2.587017250690636e-07,2.2463986098246622e-11,1.9860282048099177e-07,8.751765164234331e-07,3.332735694174212e-07,4.970157784804145e-10,4.4635652802692325e-14,3.0921739040783545e-09,2.1664238697863397e-13,1.0569561340410192e-06,6.086510321657094e-08,8.474492858086795e-06,1.548548736792003e-06,2e-05,1.1171670206875895e-06,8.424765914214125e-07,1.63e-06
3700,3.9134742017600003e-07,3.471861288300775e-11,2.1524194305271763e-08,7.41773037065601e-07,6.525828807970658e-11,2.467673596698681e-07,2.179476900082781e-11,2.2578186800937332e-07,8.804905252307789e-07,3.3495212936385847e-07,4.56886025323157e-10,4.466729386421392e-14,2.8930984781337264e-09,1.5462868185413946e-13,1.0627931567919796e-06,6.035498072663901e-08,8.458926159695752e-06,1.5976994760261475e-06,2e-05,1.0922807855666434e-06,8.532283921410971e-07,1.63e-06
3800,4.2018666998152817e-07,3.694256412812332e-11,7.742813583112342e-08,7.398122182673757e-07,6.528267530450191e-11,2.4781864879876967e-07,2.127159031320826e-11,1.9862645018754698e-07,8.817662265436434e-07,3.329556753506688e-07,4.519810543753962e-10,4.13396592132494e-14,1.6403767893029163e-09,9.961779254393361e-14,1.0342094053799924e-06,6.184807717412573e-08,8.448291613883671e-06,1.5327336572714558e-06,1.9999999999999998e-05,1.100583895953702e-06,9.040141980236827e-07,1.63e-06
3900,3.679745866550662e-07,3.572842285024457e-11,-1.726639551570319e-08,7.516990737852587e-07,6.445426570386783e-11,2.4374168086540424e-07,2.1572820130443047e-11,1.5160501892120175e-07,8.838888605062977e-07,3.228484059036478e-07,4.5073062215006733e-10,3.973142670501961e-14,2.028171893541633e-09,2.0495366948079796e-13,1.0161628383250622e-06,6.290952769430243e-08,8.423646273151054e-06,1.552734834330065e-06,2e-05,1.1254926620028498e-06,9.159310560276407e-07,1.63e-06
4000,3.7684695943892164e-07,3.535307944841203e-11,-5.000448005913907e-08,7.50428935948343e-07,6.511910047025232e-11,2.4842600051130234e-07,2.1267382383413374e-11,1.8280222424194378e-07,8.751162270914233e-07,3.219627042654568e-07,4.691155506990163e-10,3.946967635571431e-14,3.0655307736706766e-09,1.7368754813281947e-13,1.022025570414638e-06,6.405482010885801e-08,8.388722543137648e-06,1.6033117178127372e-06,2e-05,1.0917243328024975e-06,8.935687546556701e-07,1.63e-06
4100,4.288096200349401e-07,3.564011952515866e-11,-5.4854614709585003e-08,7.497490173617172e-07,6.482466872915543e-11,2.311745103984806e-07,2.1202318772738517e-11,1.7004695936431702e-07,8.904903773835294e-07,3.266882284758423e-07,4.986207862920474e-10,4.352712916941843e-14,2.676190446730249e-09,1.949932245236269e-13,1.0450874335265627e-06,6.259264638548252e-08,8.44442083217885e-06,1.5895380169771665e-06,1.9999999999999998e-05,1.075012834147595e-06,9.181523954904314e-07,1.63e-06
4200,4.029603712688347e-07,3.604220334198613e-11,-1.657417323925802e-08,7.439814269487682e-07,6.5448107287682e-11,2.39266010118506e-07,2.1382862311993417e-11,2.223029355138404e-07,8.909095383562884e-07,3.298502802510796e-07,5.136325347507817e-10,4.14233358057842e-14,2.1660750672512062e-09,1.1271384238358826e-13,1.050900996056579e-06,6.14354232644003e-08,8.426865453208434e-06,1.557492528796703e-06,1.9999999999999998e-05,1.1065851182020656e-06,9.38841599126876e-07,1.63e-06
4300,3.944016062685324e-07,3.352973508230615e-11,1.0416882833808204e-07,7.533516719824501e-07,6.686435300620635e-11,2.3020667690110828e-07,2.0305380272463255e-11,1.6029834877509173e-07,8.763971437128364e-07,3.1923323412442513e-07,4.882567962142842e-10,4.008812425256255e-14,9.77417544086838e-10,2.02314396580135e-13,1.0601637920040168e-06,6.345044293855112e-08,8.424921173973354e-06,1.584812348276906e-06,2e-05,1.0845558150282006e-06,9.395006168555268e-07,1.63e-06
4400,4.0693622955475734e-07,3.5001195525277764e-11,4.223588109541293e-08,7.551272445367681e-07,6.680477573042974e-11,2.3587874550309638e-07,2.013613740335487e-11,2.1993159731760025e-07,8.844785827197548e-07,3.227159169024566e-07,4.3439036303890186e-10,4.0126740545364316e-14,2.270813199919198e-09,7.904824649248422e-14,1.0405257484122673e-06,6.42516270540413e-08,8.44335726377967e-06,1.6222720857272277e-06,2e-05,1.061426839912892e-06,9.57010217291571e-07,1.63e-06
4500,3.7144122432864385e-07,3.375673657415498e-11,7.288860786763445e-08,7.491884505295342e-07,6.675123465138248e-11,2.361964506952612e-07,2.0272267904857116e-11,1.759514102379659e-07,8.759185972489558e-07,3.223707954169525e-07,4.439264974131354e-10,4.3025461070315575e-14,1.2511914660908311e-09,8.838318495424656e-14,1.0385142829397954e-06,6.387750598113654e-08,8.393258436860891e-06,1.6292191350866308e-06,2e-05,1.071693529144282e-06,9.68309116767029e-07,1.63e-06
4600,3.729963212502359e-07,3.2896568807229747e-11,-1.4320086802261114e-08,7.524144918268574e-07,6.656553400062832e-11,2.3126485904728407e-07,1.991218643029178e-11,2.161166825691666e-07,8.890550095131596e-07,3.15337725273096e-07,4.3408312785448633e-10,3.8620885336995726e-14,1.933674694299713e-09,2.2239522768471872e-13,1.0549021191034301e-06,6.251638264466435e-08,8.37153404965853e-06,1.6092927210017658e-06,2e-05,1.0373856642105625e-06,9.812330300600868e-07,1.63e-06
4700,4.191943690012252e-07,3.471644491446215e-11,7.158456720458415e-08,7.53358999542367e-07,6.702046945409577e-11,2.2385056697721423e-07,1.9934096804207773e-11,1.5631148523283143e-07,8.820319522201758e-07,3.229914624339659e-07,4.538468628688795e-10,4.3516407611550454e-14,1.074156258957625e-09,1.7631880136285447e-13,1.0409640787910193e-06,6.474338828363171e-08,8.404790712146388e-06,1.5587610295450623e-06,2e-05,1.0628706800819462e-06,9.634936893305195e-07,1.63e-06
4800,3.564682930158096e-07,3.2536399088119344e-11,-2.8187410323974807e-08,7.545125753648972e-07,6.617214872243654e-11,2.170843945699562e-07,1.9744193614620577e-11,2.1190987775909306e-07,8.866974847760534e-07,3.1844410626448636e-07,4.513988347784585e-10,3.8544307040307227e-14,2.5082150447178003e-09,2.2392776499897453e-13,1.0404414638494044e-06,6.449486886573457e-08,8.445637999216793e-06,1.6360890970386794e-06,2.0000000000000005e-05,1.0291084039193057e-06,9.897358325136463e-07,1.63e-06
4900,3.844868690054664e-07,3.563997697102712e-11,-2.53446494518529e-08,7.617825265377845e-07,6.644518214748447e-11,2.2714985229842346e-07,1.892707769978766e-11,1.9884063463128746e-07,8.678529883234275e-07,3.1504907661024456e-07,4.493467495699718e-10,3.7989416161444526e-14,6.009678812220869e-10,1.9251235454957235e-13,1.0835148800893826e-06,6.222077043514582e-08,8.385120422158099e-06,1.6175653487088108e-06,2e-05,1.0168221843859484e-06,9.869714643094792e-07,1.63e-06
5000,3.567438215253585e-07,3.499225188868359e-11,4.0084847650569543e-08,7.740115454710733e-07,6.833110675738755e-11,2.2410540329126532e-07,1.9478750648409107e-11,2.038182332545502e-07,8.770438399743344e-07,3.183802700867187e-07,4.4809090306317076e-10,4.2797811576316913e-14,2.153903249469287e-09,1.9470607261398451e-13,1.0527614721526467e-06,6.290741287594304e-08,8.41895989860899e-06,1.6146945332170847e-06,2.0000000000000005e-05,1.0192488535664173e-06,9.490065832941518e-07,1.63e-06
