miliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.0003333101331759187,0.0003333095924416532,0.0003333110144416173,5.483032992395373e-14,-2.2112514854878953e-14,2.568509881319079e-11,5.653804285692459e-18,2.7706538060852675e-11,-3.981930459800608e-14,1.7878389944069377e-11,1.5258092557942984e-14,4.0657281665252544e-41,6.025902342141898e-41,2.3658204281837925e-41,0.0,0.0,9.9707985737709e-06,-1.0629584473420753e-05,-4.37217603587769e-09,5.01064355441398e-09,-4.822638981829562e-09,3.887604948238187e-09,4.064642316990371e-11,3.6191320254023666e-09,8.562616527804165e-44,0.0,-1.5157395885297683e-31,0.0,-7.410445742976829e-46,6.6459506990784644e-06,2.3415363584386792e-08,-2.0032178835112268e-35,-2.2090112528681224e-39,2.923114674015866e-50,6.646099519255857e-06,2.1273302793719163e-08,3.9203523330334666e-42,1.2407843308359766e-52,6.6456065126339816e-06,2.1587539728286786e-08,-3.776853923745547e-09,-6.086903498494631e-40,-5.392262753109515e-50,1.7394165063110638e-42,-4.47227302924307e-52
1100,0.00033331044888280275,0.000333307340854982,0.00033331046568771036,6.809253748292898e-14,7.289089136279918e-14,3.850935834383869e-11,7.127479962855118e-18,4.0323411686612655e-11,1.969618116237902e-13,1.74736316023922e-11,1.3226573297670307e-14,-1.4233562400974083e-41,3.011379358735525e-40,-5.869652897841037e-41,0.0,0.0,1.0389376661522905e-05,-1.1155834804125266e-05,-4.403963108738707e-09,4.7863226870954705e-09,-4.458653196496449e-09,5.107570293533909e-09,4.4574238271948956e-11,4.143664765407207e-09,1.5171438271438018e-41,0.0,-1.7072770911787998e-32,0.0,9.170954964717727e-47,6.640874540696014e-06,2.479703301330436e-08,-5.287150723072635e-34,1.6343061924714146e-39,5.907991393755551e-50,6.6415907310280084e-06,2.310000045944749e-08,4.8149252957910036e-42,-1.406514376734448e-52,6.64146467990125e-06,2.3907423506144722e-08,-4.112946872797109e-09,2.4329248621550765e-39,1.6259814568667064e-50,1.6427299106100228e-41,-5.684941130317266e-52
1200,0.0003333066171153135,0.00033330791161409386,0.00033330617208554006,-2.894515058087169e-15,1.0270859218215457e-13,2.7790680653452987e-11,-5.291890494816959e-18,4.546908644851168e-11,2.1381239221228095e-13,1.6818396795981988e-11,7.195108076509774e-15,1.3329908428583433e-42,1.866095271995829e-40,-8.179475287296172e-41,0.0,0.0,1.2109528881343313e-05,-1.2682618716494825e-05,-5.9002557346997175e-09,5.6368242910192386e-09,-5.483519545675335e-09,5.5328785330309365e-09,5.490870363782464e-11,4.2874051015592204e-09,-1.1509918076260278e-41,0.0,-1.5861709303145512e-31,0.0,-2.0338370594682132e-48,6.641099174156374e-06,2.7560150615582404e-08,-7.178961300606915e-34,-2.487484930048357e-39,4.572055710839884e-50,6.639336408183842e-06,2.7116966899970177e-08,8.000243528340948e-42,5.108479168192755e-52,6.638991718007618e-06,2.6014675377835756e-08,-4.118376447848283e-09,-2.4576130281059323e-40,-4.377072163907572e-50,-1.1734429533159873e-41,-5.3150362485880946e-52
1300,0.0003333040079983948,0.00033330389435789424,0.00033330460113195474,7.879834655680757e-14,5.614076493130542e-14,3.175037824788782e-11,-3.9753227359517354e-18,7.246403027983174e-11,2.535995165214285e-15,3.132385024096369e-11,3.5053818455601384e-15,-3.157920952062532e-40,-2.6424466273761675e-40,-1.867881210958844e-41,0.0,0.0,1.246342572563841e-05,-1.3477383046632084e-05,-6.3196093127595e-09,6.702587488889738e-09,-5.989087964894325e-09,6.5559628822268705e-09,8.115841492162437e-11,4.598738036144831e-09,-1.231338921933663e-41,0.0,-7.30546757642936e-33,0.0,7.407082585840886e-46,6.6370218265368015e-06,2.9242425579266216e-08,-7.966207123990851e-34,1.6427253287986472e-39,-1.430672938342043e-50,6.637841020909948e-06,2.735920695999685e-08,2.0197500030378317e-41,6.2618514736678324e-52,6.638122567037215e-06,2.8270067736064474e-08,-4.4010020381118345e-09,2.2191914125811834e-39,-5.391972017496117e-52,4.2856936092018755e-42,5.018204201082365e-52
1400,0.0003333025326356327,0.0003333033368000222,0.00033330164697795443,7.96668955657748e-14,6.928530879731698e-14,3.1111211099566054e-11,1.14501225370156e-17,7.847355462860974e-11,1.0133059943982456e-13,3.5531199920891516e-11,1.803318097836592e-14,-1.4521977254146532e-40,-9.438963249907954e-41,-5.453394122821482e-41,0.0,0.0,1.3346737718577192e-05,-1.3476275968213408e-05,-6.876517490115961e-09,7.076626077691851e-09,-6.800547611256491e-09,6.691808227941574e-09,9.036030463171034e-11,4.882736943676344e-09,1.772714530659827e-41,0.0,1.6090493703895026e-31,0.0,1.7521386555926935e-46,6.634126602380128e-06,3.1814039941506084e-08,9.61964162046848e-34,-1.4483849151774769e-39,2.330611246426989e-50,6.636493493566803e-06,3.15720687788552e-08,-1.4006883529422658e-41,4.279313436741611e-52,6.635529619766811e-06,3.228590131159326e-08,-5.01110751844136e-09,-7.983597780020674e-41,-5.386140238385543e-50,-7.721315905975175e-42,-5.227813423075477e-52
1500,0.0003333001044356814,0.0003333016133303112,0.00033329901847500067,1.456299472405706e-13,1.4323373230806904e-13,5.1506881890123546e-11,1.3235010041799515e-18,9.478152903449336e-11,3.0424998386672067e-13,3.8563157795545065e-11,2.228942881220388e-14,-6.76152296579554e-41,-4.846161226420493e-41,1.1419424447587225e-41,0.0,0.0,1.5014475012292149e-05,-1.4385045179739187e-05,-7.303079210555844e-09,7.918873226995839e-09,-7.499608144858016e-09,7.421214808118281e-09,9.688336707906805e-11,5.172152868981943e-09,5.4551482352692356e-42,0.0,1.067657203342656e-31,0.0,-8.59730980277308e-46,6.634990678815182e-06,3.295436206650156e-08,2.784117382929309e-34,6.738504097637222e-40,1.8388050211624754e-50,6.631864996003736e-06,3.3060149854279e-08,1.1419749305342269e-41,-1.585089039873815e-53,6.634622333339828e-06,3.2248600735868804e-08,-5.775884725367887e-09,-5.5079993682156065e-40,7.266629208234526e-50,7.063045850968042e-42,-5.099702868379798e-52
1600,0.0003332979238044454,0.0003332980079120592,0.0003332980800385491,6.790557797097147e-14,2.100273480579484e-13,6.479417844046141e-11,-5.974968032148138e-20,1.0812088102229865e-10,4.2704280082673145e-13,3.2447489233235096e-11,2.5004709630943014e-14,1.833385485727002e-40,-1.554685800357548e-40,6.852193213129517e-41,0.0,0.0,1.5859988690720133e-05,-1.5725824636377466e-05,-7.643979963665409e-09,8.150787121400643e-09,-8.734851772393083e-09,8.71956192338185e-09,1.0124437918193355e-10,5.649271119554143e-09,-1.8347193509535298e-41,0.0,1.818506651426523e-32,0.0,5.127244585749583e-47,6.629718534657521e-06,3.644205996451761e-08,4.2098867146535105e-34,-1.513328964949051e-40,7.176704652414588e-50,6.6302379384064045e-06,3.3873999849729906e-08,2.7054866660537715e-41,3.9850260532042074e-52,6.630987130414703e-06,3.618525237598884e-08,-5.780443105690647e-09,1.81955921631906e-39,2.5095750010866785e-50,-2.1264332723178119e-41,-3.987150370115728e-52
1700,0.00033329687615302287,0.00033329417736443627,0.00033329434703283957,1.5343232436282679e-13,9.411782857709566e-14,6.770892220953343e-11,1.4293973284375387e-17,9.773625350416249e-11,2.3114271246249396e-13,3.675005720400999e-11,2.658022837892151e-14,1.3271349977419287e-41,-2.4446501638784994e-41,3.524825462326231e-42,0.0,0.0,1.6675279407968342e-05,-1.6647188936976163e-05,-8.560007317674884e-09,8.63838967446347e-09,-8.210888961773535e-09,8.267141265549057e-09,1.3625548032471216e-10,6.31159585080048e-09,1.7902806367851693e-41,0.0,-1.1484969564785028e-31,0.0,1.5247593305132191e-46,6.6299136910340216e-06,3.821715446643736e-08,1.6067355461405198e-34,-1.735209903059004e-39,-6.627826549692748e-51,6.6303037464822325e-06,3.646993480300829e-08,-1.7618966554150993e-41,1.70069160505216e-52,6.62788252487757e-06,3.618410162387459e-08,-6.2811803880882945e-09,-3.032407121206577e-40,-7.284968555309633e-50,-4.259471439287957e-42,3.462438530761887e-53
1800,0.00033329242776481126,0.000333292203395695,0.0003332942727914962,1.381788358138296e-13,2.0893438086881222e-13,7.692416639384148e-11,1.8252657759262104e-17,1.3173579687375967e-10,4.901468311884539e-13,4.520201911433055e-11,3.8860701086487704e-14,1.5547429694137214e-40,3.0878295015479395e-40,-9.355010089246797e-42,0.0,0.0,1.8181912748653485e-05,-1.774448076765503e-05,-9.809405259234361e-09,1.0023331156853349e-08,-1.0030120927784065e-08,9.886886934364555e-09,1.5161980820745507e-10,6.450102862141734e-09,5.27994669990061e-42,0.0,-2.711314909554718e-32,0.0,-1.0038475784922125e-45,6.6262133481649935e-06,3.925959791825977e-08,-9.212968041193838e-34,-7.985713445860999e-40,-6.12944950062957e-50,6.6279852361739765e-06,4.0816682237386203e-08,-7.371872501278828e-42,5.827053779684837e-52,6.6257026328187795e-06,4.017427176432938e-08,-6.835446285470771e-09,1.44935509430859e-39,-1.4444681315004846e-50,-1.1496631402785523e-41,-1.5228071731764767e-52
1900,0.0003332927950533993,0.0003332906008038426,0.00033329063533975794,7.015780253637645e-14,2.189376904962521e-13,9.239597118855085e-11,1.3053656829270584e-17,1.2144404598110866e-10,4.2305243273880847e-13,6.747753574980274e-11,4.07278608111191e-14,-1.6871899955067918e-40,-8.143076349844594e-41,1.7287255795698623e-41,0.0,0.0,1.956666887497068e-05,-1.8818544667946604e-05,-1.0478550425591158e-08,1.028288448454244e-08,-1.0597650388341193e-08,9.872082591428649e-09,1.6365065258440513e-10,6.779250198825902e-09,-1.662886004462581e-41,0.0,1.4634482246262304e-31,0.0,1.6286150742366775e-46,6.626068420211652e-06,4.163888642909439e-08,2.163346198285298e-35,1.2436873801567846e-39,4.102645156438447e-50,6.624267147076688e-06,4.0984604749010747e-08,7.952147271796991e-42,3.953249719994701e-52,6.623975278203282e-06,4.1474791393736524e-08,-6.975771923050932e-09,-1.3301662028847212e-39,5.125908679301842e-50,-1.281572413107884e-41,-1.141568558055705e-52
2000,0.00033329056340845225,0.00033329014965572973,0.0003332887932160807,1.349226965204439e-13,2.1184053464436252e-13,9.277752291720076e-11,1.4642412636815983e-17,1.3986003939447817e-10,4.743542211716678e-13,7.731493988759735e-11,5.124158650736128e-14,1.0517495940446937e-40,3.209595301623054e-41,6.255739284972676e-41,0.0,0.0,2.0524541381735423e-05,-1.9929452046967602e-05,-1.0647460418559551e-08,1.066220905406153e-08,-1.1663768786473122e-08,1.1353474641504427e-08,1.7591898793140293e-10,7.229646167074277e-09,2.1245859149675225e-41,0.0,-1.367938000887024e-31,0.0,-1.851538562509502e-46,6.6211057786151115e-06,4.3945426225180034e-08,-1.1379038752201158e-33,2.470427442915105e-39,-1.9267781236059532e-50,6.623802440883669e-06,4.3590216267327686e-08,5.65697186349702e-42,4.677016399262354e-53,6.621794200549399e-06,4.383003170461271e-08,-7.301516201204249e-09,-7.664106969497768e-40,3.863731765680345e-50,-6.844318334226878e-43,-2.0238537336416873e-54
2100,0.00033328646775770986,0.000333285737789111,0.0003332869681394554,2.3259921389478074e-13,3.846154627159367e-13,1.1180615337358003e-10,2.992445573135245e-17,1.5564056142860407e-10,6.339664925301593e-13,8.589018837171374e-11,5.1803882651717954e-14,1.8188527583959661e-40,3.151714783354257e-40,-3.9576201947216103e-41,0.0,0.0,2.168841788524392e-05,-2.099278521451998e-05,-1.2444723825861595e-08,1.129721426360479e-08,-1.2413864826333852e-08,1.2045163362503599e-08,1.9695000986871664e-10,7.718040628162136e-09,2.2954105572858168e-41,0.0,5.763524743872027e-32,0.0,8.208452992546014e-46,6.6187909267571e-06,4.7125806981248625e-08,1.1758476895853394e-33,7.970885985552521e-40,-4.925141660513375e-50,6.619478030673432e-06,4.559874961611495e-08,3.6231880806673214e-42,4.0548083780340375e-52,6.621688653331623e-06,4.515951674072895e-08,-8.162065609791906e-09,-2.4739561478594945e-39,2.9126073392703695e-50,-2.726757080766891e-41,-2.96926526554014e-52
2200,0.00033328331918162257,0.0003332860041017525,0.00033328484565499865,2.403931993062771e-13,3.158087378567978e-13,1.0937618100494328e-10,3.0255486518419146e-17,1.7431406977708524e-10,6.922841505234657e-13,8.8457071450707e-11,6.728136789400318e-14,2.3800987217144958e-40,-2.6594342932385487e-40,-5.005612571116336e-41,0.0,0.0,2.2586240659943807e-05,-2.1709473723352648e-05,-1.2914047828692116e-08,1.250445389537656e-08,-1.2605217656957661e-08,1.2553239746387933e-08,2.2501881756313334e-10,8.061227410381204e-09,2.701955177421922e-41,0.0,-1.4419026151854257e-31,0.0,4.2055538256034616e-46,6.6172822158700965e-06,4.889829611110588e-08,-3.634434549826576e-34,1.0786675424605934e-39,2.0785836483778766e-50,6.618967259789173e-06,4.890481509236884e-08,-2.2879401402510253e-41,8.59347417675353e-53,6.6187806433425836e-06,4.758686414545527e-08,-8.169195489139995e-09,-1.7545448428927853e-39,-2.13963011229498e-50,-1.0337678539787091e-41,-2.703396830456182e-52
2300,0.00033328111114235904,0.000333282176544806,0.00033328182620569565,3.334027987201072e-13,4.235882942469227e-13,1.3228933619533683e-10,3.095400070487088e-17,2.0373708879498823e-10,7.428699864956829e-13,1.0803140923257471e-10,6.636301941169382e-14,-1.3885419160035856e-40,1.9599501832379218e-41,4.694763333780692e-41,0.0,0.0,2.3513547930014213e-05,-2.3378903678386965e-05,-1.3027906711193755e-08,1.3282851774015936e-08,-1.353261710498485e-08,1.3331414878783294e-08,2.3650292227346263e-10,8.691829932276172e-09,7.744536267047295e-42,0.0,1.7549319568753268e-31,0.0,-4.9062828580547474e-46,6.616930616052126e-06,5.100487406058022e-08,2.28004354164232e-34,-2.0938209784346366e-39,-1.579913241907597e-50,6.6145960821206185e-06,5.100157849261447e-08,2.0121547547812113e-41,5.811963138850054e-52,6.61701908595904e-06,5.185384355700501e-08,-8.748285013466482e-09,2.861944363492333e-39,-6.948353985624978e-50,1.7827691384634265e-41,9.19436203227724e-53
2400,0.00033328060448063485,0.00033328048899780143,0.00033328038258882665,3.846795381416114e-13,4.993316833601905e-13,1.6109261858437682e-10,3.593334993902392e-17,2.5701269988292045e-10,1.0413400477339055e-12,1.056756939628356e-10,9.432596885978506e-14,-2.2893990970884615e-40,2.7195092438892553e-40,6.2360008869359e-41,0.0,0.0,2.376746820689557e-05,-2.3658988478500247e-05,-1.4646078279713193e-08,1.3849619509888887e-08,-1.410236063512759e-08,1.3575953573545823e-08,2.471625335075212e-10,9.180737507418935e-09,7.359351879958522e-42,0.0,1.003790835064104e-31,0.0,-6.478933245020503e-46,6.614313701929233e-06,5.3972416065684575e-08,-8.138797220301953e-34,1.622894041889743e-39,-7.282151047746764e-50,6.614839678528358e-06,5.396372545543849e-08,3.0946927968240753e-42,-2.303853564995457e-52,6.612811488315218e-06,5.4464817366795895e-08,-9.107840330510621e-09,2.1031291670242704e-39,-3.2280901009582615e-50,5.982714654658016e-43,2.875543855051095e-52
2500,0.00033327748404390705,0.00033327864654417763,0.00033327705230707305,4.994368157583789e-13,5.382584305391103e-13,1.7263348972772067e-10,4.949961198900942e-17,2.4802346842355214e-10,1.2178942810168843e-12,1.2309268391682953e-10,1.0331657991853944e-13,-3.162564876807745e-40,2.6260298325045207e-40,8.484662164430348e-41,0.0,0.0,2.5348380098641752e-05,-2.4670897958007453e-05,-1.5770644193248564e-08,1.4485010337601475e-08,-1.58563925510291e-08,1.477824523710136e-08,2.8879155686647633e-10,9.43521867064483e-09,-1.249854054794931e-41,0.0,2.059837843709334e-31,0.0,-8.692117587147234e-46,6.612883533376253e-06,5.609806861173828e-08,1.2720339566861523e-33,3.2920617986977394e-39,-1.1309132900362035e-50,6.610567858052835e-06,5.5936554230728397e-08,1.464821438528273e-41,-4.564790161544154e-52,6.612664938786237e-06,5.368402975466958e-08,-9.96832750749753e-09,3.9195742974106644e-40,3.4852241360359296e-50,-8.030014908452324e-42,4.229983447445965e-52
2600,0.00033327465318625605,0.00033327621849351226,0.0003332746786286103,4.3072750564335586e-13,6.538804611018042e-13,1.821999588463041e-10,5.466741521431573e-17,3.015345984738681e-10,1.2623008179558774e-12,1.50171010017867e-10,1.0367712269185138e-13,-3.859411388065802e-40,-1.5786264504328035e-40,6.636303843608122e-42,0.0,0.0,2.592272964457829e-05,-2.60549524588049e-05,-1.6025436842868437e-08,1.6427516604720013e-08,-1.622449745860483e-08,1.6186323259716128e-08,3.079939431046892e-10,9.633574137115763e-09,1.387399154400379e-41,0.0,9.746421510892561e-32,0.0,3.913639694392159e-46,6.609687173633753e-06,5.871710436782195e-08,1.4756745230317162e-33,2.598523712442815e-39,-6.302545364949652e-50,6.610699167931612e-06,5.660793536865509e-08,-1.8231619402239362e-41,-4.75819172279201e-52,6.61059444797911e-06,5.895134331934876e-08,-1.0382202755308083e-08,-1.5773061397905538e-39,1.850959200086197e-51,-1.0862240924957656e-41,-3.84104840941757e-52
