miliseconds,s22,s36,s65,s93,s110,s113,s114,s117,s119,s123,s124,s126,s127,s128,s130,s132,s133,s150,s160,s165,s170,s173,s178,s185,s188,s189,s190,s191,s192,s193,s194,s195,s196,s197,s198,s199,s200,s201,s205,s206,s209,s212,s213,s214,s215
1000,0.00033331212141176876,0.0003333104659931127,0.00033331082964459686,-3.8010083884007695e-14,-2.912162371908458e-14,2.6068997617215987e-11,6.968821174116505e-18,3.177759970959669e-11,1.9179902752429739e-13,1.1734089595015e-11,5.452776419513667e-15,-2.22237196115698e-40,2.98168799966871e-40,5.235840665845061e-41,0.0,0.0,9.386098280290759e-06,-1.0200415811688708e-05,-4.274545983225398e-09,3.788751171791206e-09,-4.055381109187396e-09,4.205095733299406e-09,6.125344129048017e-11,3.707829391746002e-09,-9.788493987063034e-43,0.0,-1.452450149849172e-31,0.0,5.720266092073626e-46,6.642995838567644e-06,2.0615507792087335e-08,-9.840468580346428e-34,2.000684697874914e-39,6.747933671274822e-50,6.645231169623124e-06,2.337552814912439e-08,-2.503288297997759e-41,-6.154273370394297e-52,6.644005592071811e-06,2.3288559208175475e-08,-3.319164799394228e-09,-1.7181115089320814e-39,3.394239179960078e-50,1.9353330162441594e-41,-8.322204543563538e-53
1100,0.00033330893525173005,0.00033330811807061886,0.00033330973154771846,5.287464390046625e-14,1.1879062283516905e-13,1.5855547248370972e-11,6.391616341010168e-18,2.0796015193308166e-11,2.1015568443735497e-13,-2.102470230536074e-12,8.383872366783855e-15,1.3758528514245325e-40,-8.110926730839442e-41,3.0409216239337364e-42,0.0,0.0,1.1059667082552195e-05,-1.1382059801611997e-05,-4.658496010820801e-09,5.1456382129614105e-09,-5.545333977880654e-09,5.271363230076276e-09,3.995461966080242e-11,3.6654449651653995e-09,1.0270935373170679e-41,0.0,-6.66581844949983e-32,0.0,-9.250232132780358e-46,6.642237617015155e-06,2.4823335921317767e-08,-8.146963464817605e-34,1.0445571686103095e-39,4.255840700713293e-51,6.641444620044295e-06,2.2767444610887206e-08,-2.1782301238097564e-41,-5.015833018207812e-52,6.641184511716427e-06,2.4358788778784146e-08,-4.1005530823423215e-09,-1.5213374839042336e-39,-1.9293802006160632e-50,-4.322019147919008e-42,2.665719946665345e-52
1200,0.00033330568342042805,0.00033330767782231,0.0003333066544495117,-5.228067096466083e-14,7.421988174595426e-15,3.6996693348261325e-11,1.321503828450569e-17,6.656460560981416e-11,2.1623457072783856e-13,2.4399194879127278e-11,1.7016298169648561e-15,2.0780749089850593e-40,3.1210388791289172e-40,-1.9475186299445612e-41,0.0,0.0,1.2527949501391798e-05,-1.2292799351767398e-05,-6.021730152382997e-09,5.849194474159237e-09,-5.8845524363400674e-09,5.867316926295892e-09,8.034569166511681e-11,4.497615578034542e-09,-4.465939867066918e-42,0.0,-6.950781519884765e-32,0.0,-7.180500472155711e-46,6.638790798943868e-06,2.515423147618905e-08,-1.1492160461317907e-33,-2.56311912620125e-40,-1.6381816312397928e-50,6.640715490433952e-06,2.6698278557750924e-08,-1.2489934597146349e-41,4.980377639971191e-52,6.640657122954016e-06,2.71635489441159e-08,-4.242312924834607e-09,-1.8250685942009185e-39,4.87418461418559e-50,1.95139596450474e-41,-2.7607678983724808e-52
1300,0.00033330455722787423,0.0003333043217300127,0.0003333036525391878,-2.3706782538602974e-14,1.1429072895925247e-13,4.6365348375837144e-11,-4.481841601762378e-18,4.598251466183027e-11,-7.206159310159552e-16,2.440859603426883e-11,1.7862392696262984e-14,-1.4991226456700758e-40,-1.6867957089083004e-40,-8.323247633489767e-41,0.0,0.0,1.337229720387002e-05,-1.2858830099769541e-05,-5.7581650516993084e-09,5.951790508609873e-09,-6.796938063823864e-09,6.058738792742791e-09,6.252340490331913e-11,4.7359294805037476e-09,-2.4778917147089606e-41,0.0,-1.4607375646244328e-31,0.0,4.1287063777833025e-46,6.6371971198671635e-06,3.0130189771354276e-08,4.271624331515272e-34,-2.4735159586402976e-39,-6.234987331428221e-50,6.637654263313554e-06,2.9767538081370667e-08,6.03369995687687e-42,-4.993257782980006e-52,6.637061454693535e-06,2.957287800890793e-08,-4.4128936287844414e-09,1.982318263108229e-39,5.112330650378978e-50,5.547518200291424e-43,-1.3889657977747257e-52
1400,0.0003333025865953835,0.0003333025278146593,0.00033330281047053113,-4.924150920600017e-15,2.5801584103027803e-14,5.316926743683511e-11,-2.2725431617408415e-18,6.923578142055735e-11,1.2442942619884924e-13,1.0259997564299953e-11,2.956112199000685e-14,2.6478542580967205e-40,3.1947867191126245e-40,-3.654288696319601e-41,0.0,0.0,1.4720047075477798e-05,-1.4061318393513689e-05,-6.21845574084022e-09,6.168513283232641e-09,-6.676479966252963e-09,7.135154855092669e-09,9.091093979835084e-11,5.227924667871834e-09,-9.58580200030374e-42,0.0,-1.273348084033802e-31,0.0,8.092797448403037e-46,6.636583052224938e-06,3.027059832515119e-08,7.792987323533988e-34,-1.3744637898576215e-39,-5.990875650197685e-50,6.6360112938667526e-06,3.042050761269253e-08,-2.0543563371948787e-42,-6.2212133441503524e-52,6.6367465821085245e-06,3.217753269710728e-08,-5.261325950924001e-09,2.4571206757582587e-39,-3.6294320474722107e-50,1.0310792545181836e-41,1.111485356428062e-53
1500,0.0003332997028283424,0.00033330152644032264,0.00033329894385185886,7.879613939379334e-14,1.8199464766376576e-13,4.281968999976079e-11,-3.362921427082638e-19,6.756725368023848e-11,1.4962153040902507e-13,3.044265620889707e-11,1.49762297329439e-14,-3.060603307089561e-40,2.0866767972373107e-40,-8.479339898874403e-42,0.0,0.0,1.4768335456656525e-05,-1.5566341284897556e-05,-7.154584343344668e-09,7.813405974419966e-09,-8.100203520089891e-09,7.47603545473316e-09,8.064643502851726e-11,5.355895559819793e-09,-6.244096407996943e-42,0.0,-1.7206941645258327e-31,0.0,6.556282353390463e-46,6.63235333925678e-06,3.16326738122218e-08,-8.265827732860145e-34,2.534189788335956e-39,6.11023150524446e-50,6.633159449156988e-06,3.3726643858285314e-08,-4.299272904441961e-42,-5.098683399702375e-52,6.634808005280753e-06,3.1862946387520725e-08,-5.552673344868183e-09,-1.6959554786943883e-39,-6.204760439652078e-50,-3.1949523822281624e-42,-4.517830427223716e-52
1600,0.0003332973318969433,0.0003332972803959896,0.00033329789504875086,7.29552153937813e-14,1.7139669742761816e-13,5.363863767127726e-11,-6.488130141747664e-19,1.1303331695219242e-10,3.5987326932335383e-13,2.956719082909889e-11,2.511301140186992e-14,1.7134038128326196e-40,3.06078750448673e-40,-7.441982391425073e-42,0.0,0.0,1.5710320938501215e-05,-1.5297231476187833e-05,-8.61469967892179e-09,8.200199653371293e-09,-8.771469070164653e-09,8.321074940561952e-09,1.0022289235356235e-10,5.728254107134929e-09,8.622627778472705e-42,0.0,-5.8210400828361596e-33,0.0,7.6897695286268e-46,6.631346238368481e-06,3.643504011161999e-08,-1.0225661007909832e-33,-2.140623740557842e-39,4.281127922606442e-50,6.632313179400157e-06,3.535586389213401e-08,1.8273506784632507e-41,-4.205246510477745e-52,6.632298414277662e-06,3.5240221675960096e-08,-5.798485670009734e-09,-8.231049369585517e-40,3.8181360106994513e-50,-1.443107029584275e-41,-1.8611314391051202e-52
1700,0.0003332954699543575,0.0003332943074349382,0.0003332952524690423,1.990745260911903e-14,1.7257597826778383e-13,7.397883526440797e-11,2.1118972924393074e-17,1.1798247195697714e-10,2.733942292029712e-13,3.4899758380953074e-11,3.330302172664501e-14,2.83759956226554e-40,6.06572276638857e-41,3.3782106179356904e-41,0.0,0.0,1.7451570017102963e-05,-1.7518442759912657e-05,-9.236764028941117e-09,8.676744807535687e-09,-9.280104136598075e-09,9.389023727495617e-09,1.1381253074369685e-10,6.224968960974858e-09,-1.1284466950463795e-41,0.0,1.1245157467307843e-32,0.0,-4.919705586698809e-46,6.628652607910423e-06,3.856407481816625e-08,1.6452509985065275e-34,2.115217364443041e-39,-5.452491721699515e-50,6.628346587076121e-06,3.803380923531489e-08,-5.6281706227443845e-42,6.135738657093655e-52,6.628606724582956e-06,3.6557806268370054e-08,-6.573905167684449e-09,1.2314394013880247e-39,3.8757520398235864e-50,1.7320599101947577e-42,-4.352968713348761e-53
1800,0.0003332938054279489,0.00033329499038079033,0.0003332949109320962,6.590720030527957e-14,2.0356702916502496e-13,8.28394119714188e-11,3.0152267250605473e-18,1.0874606128859995e-10,2.663657494153921e-13,3.886604591583671e-11,3.1736598851565413e-14,1.0375131257491524e-40,-1.1376399146872531e-40,-7.236304856696384e-41,0.0,0.0,1.8652997772880123e-05,-1.765396281120597e-05,-9.098649210492088e-09,9.792566408727703e-09,-9.08587282380202e-09,9.589238748640624e-09,1.5588283730845693e-10,6.2538081847568226e-09,1.8437166812523563e-41,0.0,-9.823139508256998e-32,0.0,-7.147815245001682e-46,6.625567284145994e-06,3.844268874786226e-08,8.875712884338976e-34,-7.845483308321477e-40,5.473104987718262e-50,6.626324812023549e-06,3.969565844885975e-08,-1.3062633504850843e-41,-1.0180143757455756e-52,6.625214704746169e-06,3.91288411926201e-08,-6.4900457630773055e-09,-1.4585284863180415e-39,-6.152565924013786e-50,1.449083968550614e-41,-1.6253365098652413e-52
1900,0.0003332922933776175,0.00033328977882040055,0.00033329285266584446,9.935545579281004e-14,2.667162361485879e-13,8.772694888561776e-11,2.151659172094392e-17,1.310016369134567e-10,6.039068414309163e-13,6.180911777554963e-11,3.268700819181966e-14,-9.626954150353149e-41,-2.367245810956413e-41,3.4887958147448257e-41,0.0,0.0,1.882365518563944e-05,-1.9529895400902724e-05,-1.0475296754098371e-08,9.543570627726341e-09,-9.983813806755684e-09,9.665298615764671e-09,1.6634268194223925e-10,7.21568319636747e-09,-6.987514158137345e-42,0.0,-2.1280424443287e-33,0.0,1.7435194004962043e-46,6.625834811475418e-06,4.2003202784123017e-08,-9.507949196056634e-34,2.799593527309186e-40,5.369939355125341e-50,6.624272446774532e-06,4.3478207033198686e-08,-2.4283299398951382e-42,3.3325964882976398e-52,6.62568167200535e-06,4.168168913742406e-08,-6.888478310120448e-09,1.1660546664740692e-39,-7.228849231837097e-50,1.5921837546722771e-41,6.161436952817644e-52
2000,0.0003332883524515638,0.0003332906804837697,0.00033328762324085723,2.3963100562578114e-13,3.284508218983503e-13,9.67529269089593e-11,1.3416138206308331e-17,1.5272209215147436e-10,4.776559847027835e-13,6.868502685033222e-11,6.063808822278305e-14,2.8917814806195304e-40,-2.166646558614754e-40,1.8373257275514521e-41,0.0,0.0,1.9601731346205497e-05,-1.9354255880218687e-05,-1.095236690814941e-08,1.1414190806870083e-08,-1.0985044045920241e-08,1.0868705957047171e-08,1.8045157481250663e-10,7.495601849158358e-09,-1.7122610749855834e-41,0.0,-9.134851759376653e-32,0.0,4.552464935253033e-46,6.623223968496644e-06,4.3143274176997076e-08,4.4886951917945775e-34,2.4075156220249806e-39,-3.5238703152855684e-50,6.62091228582455e-06,4.510008666730472e-08,-2.496857391159496e-42,-7.168017208356469e-53,6.623792773609949e-06,4.366597110188894e-08,-7.823497088634839e-09,1.6766715406477097e-39,-4.1871748162172997e-50,3.9927251659741376e-42,3.3634296779012994e-53
2100,0.0003332880329620173,0.00033328535866616876,0.0003332883024182992,2.9523107685915634e-13,3.5605285428697446e-13,1.1185287932557049e-10,3.4227664267637576e-17,1.8893319776115957e-10,5.533683303277436e-13,7.864594052426511e-11,6.339053577171128e-14,2.642900610977828e-40,-2.6830310281870565e-40,-7.198377242910634e-41,0.0,0.0,2.0864214888307295e-05,-2.141721443008116e-05,-1.2324844389465712e-08,1.1278965742772047e-08,-1.1893800833723449e-08,1.1578318012940086e-08,1.9051816386377062e-10,8.056202766981729e-09,1.7211485622610827e-41,0.0,-1.3538621851206636e-31,0.0,-3.68637256448229e-46,6.619716241983541e-06,4.702814423723476e-08,5.341127380931438e-34,9.31605247225231e-40,-6.983777196989101e-50,6.62069002764872e-06,4.7041020696092567e-08,-4.095832539877593e-42,-3.589790289959017e-52,6.61942008241231e-06,4.644355792277265e-08,-8.094207905440896e-09,-3.4131882298064687e-40,-1.2920069177216592e-51,5.454229410483808e-42,3.302926559639301e-52
2200,0.00033328371914833845,0.00033328321158111165,0.00033328350504893895,2.137062579912508e-13,3.7133826221962623e-13,1.319595463464805e-10,2.3133209940623692e-17,2.0488119321636055e-10,7.083256318138708e-13,9.545829371310154e-11,5.673678328635012e-14,2.6025083401957565e-40,-3.330242752728975e-41,-6.351717584563091e-41,0.0,0.0,2.2155619053922308e-05,-2.2283538451585026e-05,-1.3178731267004305e-08,1.2839380347041421e-08,-1.2470988206228433e-08,1.2085959456594232e-08,2.320483610082605e-10,8.340006059081004e-09,-3.8100500881879855e-43,0.0,1.7864628089684488e-31,0.0,9.080404494267298e-46,6.616985486309409e-06,4.916080403072279e-08,1.3448993996281667e-33,-2.458243752724991e-39,3.244590736866436e-50,6.6170469451277595e-06,4.80709459911153e-08,4.963070357805184e-42,-2.468464660767925e-53,6.618792153376173e-06,4.9733344721393374e-08,-8.517063645155862e-09,4.121394941741243e-40,2.9085866218070767e-50,-2.6218453396238345e-41,-1.1977936876956565e-52
2300,0.0003332812424618505,0.00033328151670198024,0.000333281775280655,2.72314072982961e-13,3.930196012287401e-13,1.40365326005299e-10,2.608318349181763e-17,2.1086903401330682e-10,7.503592192791231e-13,1.0271013404561525e-10,8.469520092094927e-14,-2.9008558256102894e-40,2.7027618383055767e-40,1.1069674338856833e-41,0.0,0.0,2.3706815968625854e-05,-2.362767556155024e-05,-1.3467763460030372e-08,1.3619071196653142e-08,-1.414346308580583e-08,1.2881828615532648e-08,2.415424843039101e-10,8.549776483555795e-09,-1.9261677487564888e-42,0.0,1.7325282640126905e-31,0.0,-2.3901327927706162e-46,6.614849569624104e-06,5.0162216886093255e-08,9.70336166092881e-34,-2.990370605368301e-40,-6.105517648391032e-50,6.614291872309574e-06,5.0636284786167657e-08,-1.806419335439854e-41,-3.200249156879832e-52,6.614394132405775e-06,4.979508915117599e-08,-9.135423466894966e-09,-4.422971070738021e-40,1.6782013148273909e-50,2.708951649783999e-41,5.857387603974002e-52
2400,0.0003332796414196913,0.0003332794041388348,0.000333280111011928,3.689663781456092e-13,4.336972351041121e-13,1.484012286358373e-10,4.7170752971322134e-17,2.1656053579602801e-10,8.758095157335832e-13,1.1257473557913381e-10,8.585231870859319e-14,-3.820672230712671e-41,1.5777716059584135e-40,7.980831124007221e-41,0.0,0.0,2.3540082037915135e-05,-2.3279472365752347e-05,-1.4584388525161148e-08,1.3552356077945393e-08,-1.4302634739039075e-08,1.3951149228030732e-08,2.791647519136773e-10,8.930989417925436e-09,2.216866222770705e-41,0.0,-2.68225416151074e-32,0.0,3.146557392224857e-48,6.6123985827281296e-06,5.2223481963546665e-08,-3.7790254219004054e-34,2.7944600377842174e-39,3.8206889556564133e-50,6.614469347722106e-06,5.4615210390746434e-08,-5.5292666549818726e-42,-6.0731311219775665e-52,6.612705562071739e-06,5.3886054046156454e-08,-9.49657015811717e-09,-4.738674144842668e-40,4.452466078427951e-50,4.568390213097042e-42,-2.3329042126295335e-52
2500,0.00033327743403799396,0.00033327782671443675,0.00033327660811163773,4.920110060212178e-13,5.19869775892502e-13,1.5662258834625958e-10,4.312762015916424e-17,2.673717476821932e-10,1.0054225440575066e-12,1.3184008184739109e-10,9.01572901438114e-14,-2.27963791600495e-40,-1.860001385668666e-40,-6.736440531462269e-41,0.0,0.0,2.5006006695224918e-05,-2.5535799853260426e-05,-1.584796261167017e-08,1.4569323367040557e-08,-1.541387720524594e-08,1.48380092350566e-08,2.9600043765849127e-10,9.410479657572897e-09,9.738407025243375e-42,0.0,2.1216467471880014e-31,0.0,-2.0222115211904683e-46,6.610286981677987e-06,5.449583294015205e-08,2.1242034999120795e-34,-5.411290335990162e-40,2.0402197551014111e-50,6.610744446959502e-06,5.5933143787179645e-08,-7.87876254676796e-42,-3.140996084444563e-52,6.612434409908803e-06,5.472391320588594e-08,-9.900471105042027e-09,1.8041159625236522e-39,-1.5384384362754227e-51,2.3605822042041354e-41,-3.597624260076887e-52
2600,0.0003332747398039833,0.00033327600753973584,0.0003332752004763442,4.850425404393759e-13,5.537176598750096e-13,1.6746813151997285e-10,6.321572199994276e-17,2.840189030987771e-10,1.1963214217793375e-12,1.268949183219276e-10,1.0126458958868086e-13,-1.581167611339941e-40,9.651831388640101e-41,-3.3554446964088764e-42,0.0,0.0,2.6359849154732068e-05,-2.644783354495742e-05,-1.635309818661187e-08,1.5440162797111972e-08,-1.6311200153985604e-08,1.6432523539729056e-08,2.947088974460241e-10,9.55419897687367e-09,2.708714979195568e-41,0.0,1.0221765941043174e-32,0.0,1.687211291005766e-46,6.610287220192063e-06,5.814023786872795e-08,-5.705177105831931e-34,-2.7511031702983246e-40,3.188593362025852e-50,6.608546979086682e-06,5.725205545557281e-08,-1.9601541313533902e-41,-3.708175282429581e-52,6.609725653849684e-06,5.738032159916756e-08,-1.0016306065453608e-08,3.25785266518158e-39,2.9771373572554406e-50,-7.146881070638308e-42,3.415303012194986e-52
