miliseconds,EGFR,pEGFR,pEGFR_Akt,Akt,pAkt,S6,pAkt_S6,pS6,EGF_EGFR
4100,68159.54701357569,0.7337965219446047,5.049296655879124e-07,0.04330850999018823,1.2303396423019852e-08,3.5431674054221154,6.417925843278167e-14,4.543980005791435e-17,29.252463724188832
4200,68158.43262778907,0.7701473808630845,5.446579481417872e-07,0.04330846489228118,1.433614677346733e-08,3.543167405422102,7.599123076646921e-14,5.632051655352544e-17,31.6245755057041
4300,68157.15857475266,0.8059958239776364,5.897013031067553e-07,0.04330841071396476,1.557504025154202e-08,3.543167405422096,8.726765736651657e-14,6.621528351937907e-17,32.30982055106382
4400,68155.4913938346,0.8665909761850208,6.624156632717655e-07,0.043308342608843406,1.7733526669826163e-08,3.5431674054220808,9.855115198560463e-14,7.719726425522546e-17,34.22150590936286
4500,68153.39602131645,0.9221647014259049,7.18165418189259e-07,0.04330828729191183,1.9241277285342503e-08,3.5431674054220674,1.1351089373221625e-13,8.953172985013937e-17,35.416316604433206
4600,68151.69747089442,0.9977810011840916,7.722027534423542e-07,0.04330823270962045,2.143953465435805e-08,3.5431674054220497,1.2768123760135053e-13,1.0594060508736526e-16,36.48562456960988
4700,68150.37162039595,1.052046655496352,8.342664679466926e-07,0.04330815759697512,2.398280794843556e-08,3.543167405422034,1.4470644449638683e-13,1.1891153222551882e-16,39.13921345910394
4800,68148.88506626287,1.1374124463877724,9.208836448545312e-07,0.043308076878312056,2.6975096182743956e-08,3.543167405422015,1.633415837233616e-13,1.3851245609885574e-16,39.77849035157966
4900,68147.03415539693,1.182550669879253,9.886210683570135e-07,0.043308004740643384,2.991032644482711e-08,3.543167405421993,1.8636168650839254e-13,1.61743274806331e-16,42.40533830253102
5000,68145.97015377716,1.2461037243152484,1.0606309779465933e-06,0.04330791188124971,3.249869583752131e-08,3.543167405421971,2.0962569815297746e-13,1.8570851382441205e-16,43.855736063106036
