miliseconds,Bone,HSC,Ob_m,Ob_p,Ob_p_Tgfb_A,Ob_pro,Ocl_m,Ocl_p,Ocl_p_RANKL,Ocy_A,Ocy_I,Ocy_I_PTH,MSC,LOAD,MCSF,Ob_m_PTH,Ob_p_PTH,OPG,OPG_RANKL,PTH,RANKL,Sost,Tgfb_A,Tgfb_I,Wnt_A,Wnt_I,X,newbone,Bax,Bax_Bcl2,Bcl2,CREB,CREB_P,CREB_Runx2,Runx2
1000,2000.0,100.0,-1.6365043909537308e-11,3.0353077192336015e-07,-6.653962672284283e-11,0.0001864956586672094,9.035496124414473e-16,5.228587483882675e-05,-4.209616839792488e-12,0.29884244020510303,1789.703054102358,10.312598978213634,100.0,0.0,5.000496376528848,9.032630351577827e-14,4.827596957258204e-11,-4.883647985028936e-13,7.838986820496052e-20,160.19087431305513,0.0002620879525898382,1.268759186818113,4.999754221635608,500.0,5.918795639555633,193.80455795351492,0.011430771081456547,4.897586218770121e-17,100.0,2.3916631781459285e-33,8.275046293359275e-33,100.0,2.110671570129398e-29,-4.864131515439493e-30,10.004177709803429
1100,2000.0,100.0,-3.961659826773137e-12,2.1448852156213473e-07,9.25673279563182e-11,9.38318059855506e-05,3.6529764796330395e-16,6.282847414270949e-05,8.55956870751673e-12,0.4548731964616253,1788.5186401230776,10.850411091629251,100.0,0.0,5.000523594601321,8.967726891592932e-14,-4.574777366808483e-11,1.6741881509401445e-13,-1.3766184613175887e-19,158.45923193774965,0.00032559004448855277,1.5697821052078718,4.999716771791781,500.0,6.728585499736062,193.11763452988077,0.012671057402530045,1.5689301523644143e-17,100.0,3.955496403732418e-34,-2.6121802813404057e-33,100.0,1.766041531856595e-28,-4.7393126510751495e-30,10.004534611869182
1200,2000.0,100.0,-1.2912179840591485e-11,4.596124773002788e-08,-2.7150131609741153e-11,0.0005920688886726079,-4.568682125139437e-16,6.809016619079503e-05,2.9519657346668413e-12,0.6075683951951881,1787.301404954355,11.657888175435557,100.0,0.0,5.0005659581195125,-2.160590104207469e-13,9.450063946955743e-12,3.7267108454619487e-13,2.697902985064859e-19,157.8790586051227,0.0003356974783869864,1.6202006520642758,4.99971434936798,500.0,7.250097623908279,193.25756773783556,0.013515659987678346,-4.651065114232038e-17,100.0,-8.99061376470361e-34,8.435936812142472e-33,100.0,-9.540182016999779e-29,3.967034521366427e-30,10.004654025129664
1300,2000.0,100.0,-6.7793166752987515e-12,9.009100711932884e-08,-1.5906293002967235e-10,0.000268279985358197,-5.103433234507373e-16,7.38702774879107e-05,6.1729152499380245e-12,0.8135031058001562,1786.4472328919974,12.463577740984004,100.0,0.0,5.000668507437074,2.935322533936699e-13,1.8404075896498037e-11,-1.301623862601548e-13,4.367583921917712e-19,156.95294525577583,0.00036622247103464665,1.715306210227058,4.999659481661245,500.0,7.567365323365889,192.426528419337,0.015280106442504736,1.9540285508339034e-17,100.0,-1.9846422104867667e-33,3.7455826637792796e-33,100.0,1.6750876661224968e-29,-3.966976522550844e-31,10.005135341259312
1400,2000.0,100.0,-1.997411219569176e-11,3.3738117530295885e-07,1.3021932340255638e-10,0.0010903568610031752,2.1582378467051633e-16,7.598244349667517e-05,1.9990914416666802e-11,0.7037489647798058,1785.9687685922722,13.898215770537263,100.0,0.0,5.000707515675359,6.513431706173397e-14,-2.923513271398699e-11,9.889191193246066e-15,3.5847443975476767e-19,156.00017733225778,0.000388030352765316,1.848574736546222,4.999657722055362,500.0,7.955342913014253,191.75583710176963,0.017001768782750993,5.3004176790945784e-17,100.0,5.582796963450313e-34,-5.242081948297987e-33,100.0,-1.1822534017591175e-28,-4.5143323979002955e-30,10.005436662386966
1500,2000.0,100.0,-1.0554193152219682e-11,1.5414606184480215e-07,5.554879355295627e-11,0.001242518736293381,-1.1366852934038616e-16,8.10611568953557e-05,2.4890974487429864e-11,0.9000873032444334,1784.441007154601,14.804747562138548,100.0,0.0,5.000713575776313,-2.106148691403518e-13,2.9022552692973977e-11,2.711970141470592e-13,4.684203870220162e-19,155.14227716298402,0.0004164319642660103,2.033797285840684,4.999634167467259,500.0,8.487847638676113,191.47290416427364,0.01680086411816923,6.639035796322629e-17,100.0,-9.929704885865488e-34,6.467804132030272e-33,100.0,1.2536725219334456e-28,-5.0526488767368324e-30,10.005949126094283
1600,2000.0,100.0,2.154240339851874e-12,2.6401952110658355e-07,1.2997685854560733e-10,0.0013366796419887863,1.508164971953704e-16,8.721895810101013e-05,1.2967112541157199e-11,1.1032201194132445,1783.3434284904367,15.069263786435922,100.0,0.0,5.000789330974848,2.6508159051259106e-13,5.6107507878744844e-11,1.8913991765464797e-13,-4.2619085964787876e-19,154.35347473460953,0.00043249618864467176,2.2290726632466686,4.9995974488980695,500.0,9.664057525776954,190.41452314126641,0.01784686199735572,-4.6128681143602454e-17,100.0,1.6762585050820085e-33,-6.106621487277847e-34,100.0,1.424553389191258e-28,4.379111402103943e-31,10.006298906193633
1700,2000.0,100.0,2.6471906572896512e-11,4.5379971047223284e-07,2.243379460443303e-10,0.0013947310720183804,4.659715467188032e-16,9.580130228117761e-05,2.8312049298037796e-11,1.0929876215178025,1781.8780609183061,16.78198087180893,100.0,0.0,5.000860610244746,-1.7197594043588696e-13,3.901710874441537e-11,5.230485339928772e-13,-3.661572726062742e-19,153.2949640780048,0.00045461083793461014,2.2613793548399004,4.9995839019136605,500.0,10.296433532458936,189.80478651920956,0.019447037424193358,6.009655984330339e-18,100.0,2.0922026867199417e-33,-3.297590464923392e-33,100.0,-2.8390620103989104e-29,-1.9143619487412247e-30,10.006691573640332
1800,2000.0,100.0,2.2858598987443997e-11,5.548779066621698e-07,3.0291578746345214e-10,0.0021275682240712297,8.142230830142782e-16,9.670523265025672e-05,3.834334243337656e-11,1.3467028962052245,1782.0290829435437,16.848884775734266,100.0,0.0,5.000878706780791,1.3186118944248186e-13,2.615066713279262e-12,6.271374159758081e-13,-2.742281717930107e-19,151.88279079043127,0.0005233976968132943,2.485955283640768,4.9995551935993285,500.0,10.52174380053026,189.21634288751187,0.02131039590880333,-2.3324290207617803e-17,100.0,2.4541835229201728e-33,1.5877064181702342e-33,100.0,-1.657636592280153e-28,3.743643483896023e-30,10.007033476711792
1900,2000.0,100.0,4.0284871452662844e-11,4.235369159267883e-07,3.108519259082802e-10,0.0016689356549841698,9.885869353146337e-16,0.00010315420485544783,3.667147608846098e-11,1.5360551949718937,1781.2092536657806,18.532981126469217,100.0,0.0,5.0009387367377816,2.4565023449848094e-13,-1.8655258553693744e-12,1.7857421101749196e-13,-2.4219829325189036e-19,151.87728691593662,0.0005459148590187848,2.5964672812080893,4.99950793217352,500.0,11.44560890065194,189.1840201527668,0.02217056167019845,-1.6912503940221496e-17,100.0,-1.7893300425407334e-33,8.293439508312897e-33,100.0,4.87148272968033e-29,4.418479922626225e-30,10.007779604651041
2000,2000.0,100.0,4.423687789339577e-11,4.0749133962414e-07,2.498467338790033e-10,0.002733646898689009,9.640236176769105e-16,0.00010637107488454635,4.7821228870985055e-11,1.5957132726695944,1780.0736412900071,18.954947789882215,100.0,0.0,5.001002645317102,2.1499367685513521e-13,6.024650627201197e-11,1.0076529662598272e-12,2.935500112052215e-19,151.0674321463342,0.0005462054629479865,2.608745320065881,4.999500480879284,500.0,11.782395695110257,188.72577216951473,0.023389151781863893,-1.6599282178039383e-17,100.0,5.096309503198389e-34,4.332873968993098e-33,100.0,1.173903987817667e-28,-5.333847247482422e-30,10.007812561273582
2100,2000.0,100.0,1.3747646545124334e-11,5.632491054102947e-07,3.4660871495571923e-10,0.0025831574436270305,2.6105819534041647e-15,0.0001127741542988019,5.29316172966378e-11,1.6336830643216231,1778.2154028917378,19.917714134102734,100.0,0.0,5.001036230924566,3.31267049580989e-13,2.7997664669878405e-11,8.351562705628383e-13,2.8045492292343264e-19,149.19151193677118,0.0006048554361076672,2.760990752531442,4.999479117008563,500.0,12.111465282906975,187.8360164170101,0.024070628044112963,7.683330655270832e-17,100.0,2.3787626434525266e-33,8.208109032062412e-33,100.0,-3.8077575090199584e-29,5.984745153963444e-31,10.008463030632926
2200,2000.0,100.0,4.179829287406168e-11,6.869333989383473e-07,4.965207171600789e-10,0.0034039338852993976,2.104142986932036e-15,0.00011591114701244135,4.508678085132234e-11,1.9035152421132089,1777.04637494764,20.818894436682463,100.0,0.0,5.001062986410893,6.53605715676439e-14,5.191674458180999e-11,6.098222472294334e-13,-3.344541582098547e-20,148.635502887748,0.000602969385841504,2.866206439320433,4.999456000298832,500.0,12.84189340856157,187.43603196434705,0.02468913003229579,5.4216220633467564e-17,100.0,-6.474872056547083e-34,8.795485255684366e-33,100.0,1.3102929613530082e-28,-3.777435032879543e-30,10.008812672657504
2300,2000.0,100.0,2.238915940317353e-11,1.1759737628452977e-06,3.7911656845136487e-10,0.003606163816848521,3.342694222379195e-15,0.0001247864522975363,5.978642096276522e-11,2.088991658802598,1776.488296780198,20.992176869098593,100.0,0.0,5.001114216233108,1.4885454930001978e-13,1.470758227744908e-10,5.038895331333601e-13,-1.5299974484138343e-19,147.69974845088444,0.0006465264263245793,2.981213808943469,4.999436608545333,500.0,13.613635700040083,186.6450614343119,0.026296489111027832,-1.6083478881946474e-18,100.0,1.279866842393517e-33,-1.9555430656361958e-33,100.0,-1.076485036308942e-28,1.7245734479388913e-30,10.009392528079815
2400,2000.0,100.0,4.9806007776310894e-11,1.2889155510982855e-06,5.828224861723648e-10,0.004060035181657704,3.1189109007553176e-15,0.00012876205590920932,6.990922765057552e-11,2.185172471885995,1775.478126151129,22.553105821324607,100.0,0.0,5.001232456871336,2.9987786487962864e-13,1.5571015061249004e-10,1.5064975801879095e-12,5.749607747805409e-19,146.85400755304286,0.0006790328057661518,3.1659920123888488,4.999404109761276,500.0,13.944679707633924,186.25492709033995,0.028490224699556203,1.1344758183575433e-17,100.0,1.7676443137079745e-33,3.986298251313355e-33,100.0,1.4266923345961174e-28,1.5750905797086278e-30,10.009382567748997
2500,2000.0,100.0,9.694052864877828e-11,1.6522757239757646e-06,8.075680640043693e-10,0.0046104919578869,3.913971784952416e-15,0.00013265022644906848,7.515508667051529e-11,2.3466443077679284,1774.6866465191274,23.321490619373765,100.0,0.0,5.001284586423423,5.012036624940284e-13,1.1296251189860266e-10,1.057223642443964e-12,2.1646007561306124e-19,146.37772182214945,0.000699131675017398,3.392356523009931,4.9993629445553855,500.0,14.093104697129029,185.92066957025156,0.02837644787773737,4.982076873559509e-17,100.0,2.0318517077130177e-33,6.633898059394279e-33,100.0,1.7077787505136794e-29,-1.2809970225027299e-30,10.010101659300807
2600,2000.0,100.0,1.0730897246847045e-10,1.6890026650161596e-06,1.072140475124354e-09,0.00529466920347391,4.958147362989642e-15,0.00013777580591843128,9.541859563880291e-11,2.464659498253735,1773.96302020998,23.434784014813847,100.0,0.0,5.001291977609163,7.745671976760946e-13,2.0674640043737415e-10,1.941564363697161e-12,5.387327908448424e-19,146.0106945081251,0.0007252746763520823,3.542979581812514,4.999358378429442,500.0,15.107541325500016,185.27356419373746,0.03048719272627611,1.5255336242367834e-16,100.0,-2.1032246446125512e-33,-8.05158053189972e-34,100.0,3.317541237656951e-29,6.489418018027854e-30,10.010176554311514
2700,2000.0,100.0,9.000758826947472e-11,2.111275298001169e-06,8.460996182594894e-10,0.005211408032454999,5.019341787338991e-15,0.00015009687198560328,1.0317756773760765e-10,2.722032315574067,1772.149485493947,24.24604054142501,100.0,0.0,5.001329171584096,6.835980296288322e-13,1.7560435336972662e-10,2.4846822399797978e-12,6.718278474905709e-19,145.36373141936383,0.00073747623757355,3.5643297403987604,4.999343577388327,500.0,15.646686000276604,184.5173384603441,0.03195634672306958,8.064073836303311e-17,100.0,2.2961291667207518e-33,5.721145925637154e-33,100.0,6.370494357853727e-30,1.0117858780980527e-30,10.010531196213558
2800,2000.0,100.0,1.0344877494401034e-10,2.0154754116676994e-06,1.197993655818726e-09,0.005870000263237539,6.873138921398204e-15,0.00014929565254841266,1.0889426010955638e-10,2.951419262709333,1772.5497957261953,25.406539507602066,100.0,0.0,5.001411774238389,1.0544996279286049e-12,2.8294103165906214e-10,1.9824004941134665e-12,4.658673077817014e-19,143.69906481640786,0.0007846823760187717,3.7471908798787603,4.999299238402715,500.0,15.906328307511242,184.3091070947107,0.03227685690908241,1.1552081041710833e-16,100.0,-5.071712382839469e-34,2.3000032795925693e-33,100.0,1.7577914445745644e-28,3.1116506312892002e-30,10.011037146328997
2900,2000.0,100.0,1.2329790110656705e-10,2.4361929926465043e-06,1.5004514688152452e-09,0.006929159688547082,6.6404553853304285e-15,0.00015822106290258866,1.1485150931431459e-10,3.2963066975906434,1770.5957743472852,26.341364505198275,100.0,0.0,5.001420910745904,1.0910002694038453e-12,2.8135276805002867e-10,2.417696130877262e-12,5.9804515686656035e-19,143.66587096950317,0.0008212438281532032,3.9191602078328325,4.999292494568705,500.0,16.35674785298159,183.54968202497525,0.03331007429453546,2.4267911065360424e-16,100.0,1.457260402802316e-33,-3.4417707791864856e-35,100.0,1.6370844757731376e-28,1.8678441803789653e-30,10.011618486193607
3000,2000.0,100.0,1.958609505880405e-10,2.9086822954808996e-06,1.5604600563404372e-09,0.007486469652239988,8.999996238563865e-15,0.0001672535764039871,1.3475124134158492e-10,3.5087144255685616,1769.2642880688995,27.10219660794951,100.0,0.0,5.001526596395578,1.3511919399828845e-12,3.9373270341357145e-10,3.0889215634899702e-12,8.133266058686243e-19,142.28555510228452,0.0008367054609282168,3.895591238288634,4.99925232707124,500.0,16.91190342367029,183.08143428871048,0.035541186410461716,2.830341658822479e-16,100.0,-2.9359655850259085e-34,7.243837046692647e-33,100.0,-3.265763467517742e-29,6.843512953589424e-30,10.012070796433166
3100,2000.0,100.0,1.9898694203486792e-10,2.9968480347954307e-06,1.9081822424740587e-09,0.007755274790917163,8.542956561388334e-15,0.00016850119641365603,1.5701936405602953e-10,3.5876594600038216,1768.505977215726,26.907721915137746,100.0,0.0,5.0015566837592225,1.4618970508401921e-12,4.534896532337303e-10,4.3328975400379125e-12,1.4115183025529649e-18,141.90320070293356,0.0008511393344987353,4.139462887871948,4.999224151172043,500.0,17.577216373324962,182.00530423356025,0.03550678082818009,3.070102369336252e-16,100.0,-1.3560903606804034e-33,8.595557078867357e-33,100.0,-1.3461161662952412e-28,5.183197111824001e-30,10.012169961153635
3200,2000.0,100.0,2.1804170033618148e-10,3.6929744508617056e-06,2.120794519678943e-09,0.00916775008625771,9.916970572301929e-15,0.0001723298172446222,1.6470012780363335e-10,3.8157754299298348,1768.134468974948,28.123058331565034,100.0,0.0,5.001578190745388,1.7406061890836854e-12,5.155567751978441e-10,4.5289323348774084e-12,1.614028886851563e-18,140.54300389279618,0.0008793331034658228,4.235655538236672,4.999218414838907,500.0,18.15215924092556,181.60386322389877,0.037370231064190816,3.889863942469062e-16,100.0,2.0218558834852482e-33,7.371900210030285e-33,100.0,2.319441631574584e-28,-2.511405616745289e-30,10.012810719584332
3300,2000.0,100.0,2.7712750374321626e-10,3.934010636907518e-06,2.6068328143674968e-09,0.009656426567171547,1.138941367336637e-14,0.00017961303754091804,1.7790377880827144e-10,4.019273099292035,1766.5013387290396,28.302191114208785,100.0,0.0,5.001665505349849,2.2215479618490343e-12,5.252229003925301e-10,5.132868259970095e-12,2.146307041419143e-18,140.57124025183478,0.0009136653870264203,4.336908964960017,4.999162811120505,500.0,19.026628244517397,181.22333863298888,0.03811126285425313,5.228883507977031e-16,100.0,1.218001301403318e-33,-5.049766353141175e-33,100.0,2.0220933965452113e-28,6.534475479669435e-30,10.013143181067592
3400,2000.0,100.0,3.4097996156552707e-10,4.6646835443522065e-06,3.4349218622117974e-09,0.01017890684448349,1.3427974614678997e-14,0.0001845103873322906,2.0488230972481288e-10,4.366088216095954,1766.1927448826873,29.015120565931927,100.0,0.0,5.001720949674534,2.6301153519296503e-12,6.582566473289402e-10,5.8868665537067045e-12,2.560353498774569e-18,139.75881148799675,0.0009521074762253765,4.543822543116715,4.999154068018511,500.0,19.191320079862717,180.55933644102242,0.040027782517715646,5.774412217879585e-16,100.0,6.774583940447715e-34,6.62664448540242e-33,100.0,7.658093564945239e-29,9.090639853672187e-30,10.013487302507933
3500,2000.0,100.0,3.435199528892287e-10,4.933343764653303e-06,3.915351860672162e-09,0.011002863203282075,1.578810142323031e-14,0.0001946215026779713,2.1977403750502864e-10,4.579434111853537,1765.9905415182259,29.892824176078175,100.0,0.0,5.001786363263365,2.7116728520082175e-12,7.673726523947297e-10,7.313023967119872e-12,3.4511113090345468e-18,139.15831538284652,0.0009897374250335648,4.715588483457283,4.9991246428556675,500.0,19.66603943741165,179.8865646574277,0.04124946786970196,6.946810970923861e-16,100.0,-5.479539757564924e-34,-1.441881599306234e-33,100.0,2.638278478073218e-28,4.338691264053858e-30,10.014098428980589
3600,2000.0,100.0,4.346465406961909e-10,5.635860064880994e-06,4.442674944728423e-09,0.011865619165720716,1.742419981702219e-14,0.00019856607104215714,2.332941420198066e-10,4.8451679148675115,1764.316971905649,30.558507717680165,100.0,0.0,5.001766035104706,3.490733073139828e-12,8.1318436582853e-10,8.235246071811044e-12,4.684918738840027e-18,137.9136931959321,0.0009924450670118266,4.73200699307904,4.999107049256908,500.0,20.651765048618746,179.3419681130034,0.0417440668713255,7.442064478608506e-16,100.0,3.853636157746837e-33,1.532617528543295e-32,100.0,3.7669576356589694e-28,9.347182178481979e-30,10.014537299083464
3700,2000.0,100.0,4.790254374807344e-10,6.0912394660636994e-06,4.632033670579171e-09,0.013117234081233746,1.8927435544885768e-14,0.00020160034222913947,2.572043435553197e-10,5.042062138621863,1763.691560629495,31.36669378445509,100.0,0.0,5.00185715878005,3.754888803390835e-12,9.64997849093916e-10,9.30468295702626e-12,5.041605327840825e-18,137.3602925798793,0.0010346510618272173,4.838906799298327,4.999066232655034,500.0,21.02205732529251,179.52272569321957,0.04310127986596373,9.423005355009646e-16,100.0,2.756628675845569e-33,2.0279819038948068e-32,100.0,5.201589019356458e-28,1.2534720304494525e-29,10.01485316783791
3800,2000.0,100.0,5.191884444717611e-10,7.187391781600308e-06,5.218963189005003e-09,0.014156624234321721,2.175561310312155e-14,0.00020414054014805007,2.746455648027926e-10,5.359779284847378,1762.2075849607916,32.08425779615105,100.0,0.0,5.0018795081055325,4.565347597528057e-12,1.0756121997916994e-09,1.086865344100341e-11,6.33107226378598e-18,137.3034152210301,0.0010590337166385716,4.951828873882319,4.999053915639792,500.0,21.477017556554543,178.97908230767345,0.044412456616265514,1.1552359829686265e-15,100.0,3.476720339022356e-33,1.1222152805044697e-32,100.0,4.5705058229304425e-28,1.0563620862535305e-29,10.015114776769103
3900,2000.0,100.0,5.967187898867266e-10,7.448327331702333e-06,6.079562501586598e-09,0.01532502566833177,2.428355379555543e-14,0.00021189160663694694,2.9930892385036545e-10,5.5402563798346725,1762.3632972228029,32.36014925981038,100.0,0.0,5.001941819669198,5.310155040044564e-12,1.2836595266939033e-09,1.2741765850018424e-11,7.198564056458898e-18,136.10684919718972,0.0011108942307284104,5.085200356911891,4.999019706889229,500.0,21.561695315682154,178.06696768213598,0.04440767287024183,1.3219955423290917e-15,100.0,5.0907486223704575e-33,2.5240976053725055e-32,100.0,7.109263399100974e-28,2.8359937790369195e-29,10.015480216926344
4000,2000.0,100.0,6.867843551201505e-10,8.61487988140063e-06,7.061302433404291e-09,0.016542213121382834,2.5635969430078915e-14,0.00021767154295893642,3.253771402746441e-10,5.921153378503462,1760.761939641327,33.49011939600277,100.0,0.0,5.001977604435042,6.1028836059450585e-12,1.4054286567263752e-09,1.3527555221280132e-11,9.632478602652198e-18,135.71111167007115,0.001109360205786212,5.2327930569148435,4.999004319772219,500.0,22.539960465059714,177.2110413255028,0.04629067520594394,1.5230566788039058e-15,100.0,9.787386800736435e-33,2.856643222315982e-32,100.0,9.56151886070918e-28,3.214563116692652e-29,10.015730229257668
4100,2000.0,100.0,8.004036940036078e-10,9.197718456046999e-06,7.697355037368799e-09,0.017457710428318205,2.88491536396833e-14,0.00021943616730883423,3.551039395662952e-10,6.133821125256834,1760.2400592912823,34.03735226078824,100.0,0.0,5.002041840330566,7.097821511444294e-12,1.5763390871649255e-09,1.5445585851869582e-11,1.1251458118687468e-17,135.00189122674868,0.0011466897989798794,5.472013172460801,4.998958027110025,500.0,22.968979210359866,177.25226073008986,0.048260765463879855,1.7249250882253234e-15,100.0,1.4276537391435083e-32,5.400660167830116e-32,100.0,1.3614220617263313e-27,4.50200012387216e-29,10.016391814811714
