milliseconds,Sulphate__PAPS,GSH,NAPQI,Paracetamol_APAP,Protein_adducts
3400,-2.1732945965280678e-13,3.940309893628591e-14,2.6292242070597544e-16,-1.4321289386137359e-13,6.389818862908057e-14
3500,-2.147808880549623e-13,3.861089379220856e-14,2.471245311903569e-16,-1.3780791209893729e-13,6.40429901950453e-14
3600,-2.1337400248544405e-13,3.8500317486968917e-14,2.32709025842819e-16,-1.410483904046713e-13,6.285212770599584e-14
3700,-2.12118515850161e-13,3.741307949060114e-14,2.1568115563631096e-16,-1.3860768013804684e-13,6.181206106253113e-14
3800,-2.145985452584449e-13,3.710108852593797e-14,2.0402720155820968e-16,-1.3949300608752958e-13,6.29289245732295e-14
3900,-2.1093540296643121e-13,3.671650261005928e-14,1.9074160828419866e-16,-1.3276224839671798e-13,6.145851787340619e-14
4000,-2.1116863462150214e-13,3.57063092309503e-14,1.7476187570791358e-16,-1.3754683937830268e-13,6.261694635318811e-14
4100,-2.0766856212587696e-13,3.47855093333677e-14,1.61571068519261e-16,-1.359754140703264e-13,6.127750581925047e-14
4200,-2.0563481254394862e-13,3.4793025796013236e-14,1.439097800172111e-16,-1.3303314776209914e-13,6.20106360080419e-14
4300,-2.0525833013867075e-13,3.3328138438189346e-14,1.3087012222399924e-16,-1.3275337185252518e-13,6.15248968816659e-14
4400,-2.0265913763251619e-13,3.277004889207897e-14,1.1539815263920668e-16,-1.2991593779587723e-13,6.128145091457345e-14
4500,-2.020939356110278e-13,3.259913549721168e-14,1.0299676105062129e-16,-1.3109244928840198e-13,6.07789679899704e-14
4600,-1.972959094444519e-13,3.231128308314359e-14,8.786683992950955e-17,-1.2837841976423233e-13,6.000145499282415e-14
4700,-1.9495086406702545e-13,3.173831170123014e-14,7.820997220265842e-17,-1.2736162522949693e-13,5.757312987778097e-14
4800,-1.9752495687704085e-13,3.0586946211926744e-14,6.171832300203394e-17,-1.2742031918415161e-13,5.896411989532034e-14
4900,-1.9264211793436663e-13,2.9853978675990085e-14,4.800886897033476e-17,-1.2412980725773794e-13,5.811609894911627e-14
5000,-1.8937476458883524e-13,2.917397130065514e-14,3.332157918935258e-17,-1.2259128605463607e-13,5.6727943678282946e-14
