miliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
1000,1927.8202797546896,9834.439008505344,0.8072898521833405,36397.621041070124,84543.14048776282,2515.1438692237803,1927.8034885361628,84542.37016816733,9835.052998844116,43946.789367358564,43946.53095758796,4213.180831885889,11777.483991639492,27.300923839287595,11777.68037622262,45644.702170438846,4213.593482166166,36397.56424440411,96.32000000000012,45644.93700760637,96.32000000000012,27.301178457822868,0.8074686419785784,2515.1428357058485
1100,1927.7476856330109,9836.511270256267,0.807998356987513,36396.525078607534,84541.84261992716,2515.7645405618723,1927.74973275735,84541.79818327473,9836.636598999448,43945.844506385416,43945.86829037804,4214.0046611435255,11777.640055112624,27.306941002722077,11778.780081585943,45644.49233908789,4214.081085453879,36396.450416031876,96.32000000000012,45644.326694931806,96.32000000000012,27.307752151077683,0.8077195890163863,2515.6640883793766
1200,1927.6996197412996,9836.53717235796,0.8083913909314505,36394.95483972234,84539.97072039904,2515.970651534723,1927.6722624496124,84538.60038167129,9836.720619011136,43945.62041730421,43945.77129940841,4214.520740465629,11780.42513690113,27.31021680776536,11780.155018747664,45643.94363545427,4214.3679242140815,36394.9446260901,96.32000000000012,45644.175873060005,96.32000000000012,27.31068123627617,0.8082064749634386,2516.0620137265255
1300,1927.6278086049174,9837.37567217821,0.8086969764511248,36393.863657869944,84537.36861054171,2516.6521171838763,1927.6432615929566,84538.51644765843,9838.536331108235,43944.510468511995,43944.97343081284,4215.218766899021,11781.878697752734,27.318581768612038,11782.545747941576,45643.36770735701,4215.007197837979,36393.79347376946,96.32000000000012,45643.45361928236,96.32000000000012,27.314860197355312,0.8088136798378731,2516.5003357787564
1400,1927.585602938318,9838.676557803034,0.8092639172044113,36393.85716901743,84536.44994211744,2516.853181543475,1927.5717111718873,84536.55564102651,9839.702488694546,43943.93029487361,43944.11058952595,4216.165129902267,11782.503040145144,27.318887631279928,11783.384646734721,45643.16103381858,4215.8911629304175,36393.14077896522,96.32000000000012,45643.216123217244,96.32000000000012,27.32284634855161,0.8093623287171295,2516.7781396378828
1500,1927.5129936969051,9839.871032338964,0.8096532958525081,36392.675815378585,84535.69098861927,2517.344701966538,1927.5224522231101,84534.9980704939,9840.762842117832,43943.48419232036,43943.79131947498,4216.621324036414,11784.85889164641,27.324464981979546,11786.14771949328,45643.05408473491,4216.460229627325,36392.71252517662,96.32000000000014,45642.659977270414,96.32000000000012,27.323932902105252,0.8093928261798933,2517.5328613253564
1600,1927.4656172690673,9841.210144847115,0.80976323619385,36391.93552092084,84533.48951402609,2517.485049910948,1927.5077225284622,84532.74287063569,9841.268835272376,43942.56313450908,43942.99886431138,4217.320220714415,11787.013249114689,27.330650232757954,11786.320345733842,45642.49589320918,4216.780492848353,36391.557240591676,96.32000000000012,45642.61830589529,96.32000000000012,27.33234786968207,0.8100490306855731,2517.879063835104
1700,1927.4379726514353,9841.916069475215,0.8102751632792489,36390.40997149075,84531.92021265296,2518.0297854761934,1927.4360279232637,84531.67154126054,9842.155446816576,43942.39164266393,43942.13775905105,4217.633532956083,11786.922369302081,27.335379017856674,11788.781791176076,45642.04842151811,4217.395350803251,36390.567621408794,96.32000000000012,45642.3415979515,96.32000000000012,27.330854966483468,0.8101653044217068,2518.071162864918
1800,1927.3749801548922,9842.389228088636,0.8103724418077565,36389.16077755347,84530.37479747162,2518.0407280028617,1927.3508372731358,84530.0273761153,9843.470030626073,43941.83740624772,43941.90086289983,4218.069031397547,11790.328371373036,27.337587694858563,11789.230332278232,45642.02990320738,4218.049978546933,36389.05155513026,96.32000000000012,45641.67527780406,96.32000000000012,27.335725548589,0.8106900329876332,2518.3629239004467
1900,1927.3728582818746,9844.048981770888,0.8109386144913244,36388.77287440578,84528.5567628454,2518.3359563690587,1927.3609419715178,84527.9519815102,9844.400247588412,43940.87593109626,43941.34748029987,4218.287765561156,11791.29519863078,27.339818833089623,11791.052003593077,45641.66083359306,4218.888590008171,36388.98348500052,96.32000000000012,45641.30899076605,96.32000000000012,27.343120904350133,0.8106595231251648,2518.4997625099954
2000,1927.2758339273512,9844.38795837365,0.8109950220107658,36387.271834731895,84527.92713829201,2518.8720301367266,1927.3066458386706,84526.42568550556,9845.039618279045,43940.309546463446,43940.65855455625,4219.244190089858,11791.696201153596,27.342330774680786,11792.586333710811,45640.96246115393,4219.1383908803555,36388.096808604314,96.32000000000012,45641.26026957586,96.32000000000012,27.34797620277523,0.8110006813641779,2518.913725984313
2100,1927.2368160714157,9846.01807601537,0.8112895315560671,36386.56271651992,84527.38175322983,2519.014528940915,1927.2163035934934,84525.04012113824,9845.614397773063,43940.052744892186,43940.0346187127,4219.81600053084,11793.59684832001,27.348068751391185,11793.820419294641,45640.83521268764,4219.781964344954,36386.335433940105,96.32000000000014,45640.70684975895,96.32000000000014,27.351518655062907,0.8114987633685126,2519.470765692473
2200,1927.1763697015886,9846.974306670601,0.8115711613803164,36385.90831445031,84524.22061330533,2519.588003820399,1927.170330468536,84523.65236302523,9847.562151031954,43939.40883015735,43939.844875382034,4219.839837184087,11794.212395382587,27.349669933947037,11794.827799375274,45640.34101457877,4220.516407507465,36385.6611441613,96.32000000000014,45640.59057981299,96.32000000000014,27.355256152362575,0.8116923669388656,2519.7419475139873
2300,1927.1430417643369,9847.740203600271,0.8119651995998103,36384.76891766069,84523.4329785863,2519.781645957065,1927.119433872204,84522.10294974502,9847.690508509526,43938.894158159645,43939.66209677297,4220.822460836869,11796.14328134399,27.356624280259,11796.247864384382,45640.3301799158,4220.567533868112,36385.02879139859,96.32000000000014,45640.09599197245,96.32000000000014,27.354727212834188,0.8118553532597075,2519.9091983033004
2400,1927.0813878898455,9848.627158682957,0.8118794926229933,36384.45933371678,84522.01404572043,2519.8545722355984,1927.0919358354097,84521.56675793276,9848.302747675812,43938.87183931549,43938.56132286225,4221.282548329792,11797.033636179856,27.359826752138552,11798.405998896684,45640.09250801434,4221.013222802842,36384.10214688086,96.32000000000014,45640.10304618206,96.32000000000014,27.36249323326879,0.8121538985845482,2520.412164524408
2500,1927.0398429847737,9850.013218090127,0.8120295655394899,36383.89856954427,84521.57367389009,2520.1378731957334,1927.075116813853,84520.04361338344,9849.304609351922,43938.27023796805,43938.43571667319,4221.585468512487,11798.72125069664,27.362079147955395,11800.322950945716,45639.84231119654,4221.879577784332,36382.69045569381,96.32000000000014,45639.50181125507,96.32000000000014,27.360712765607275,0.8120749494216006,2520.7173606242422
2600,1927.0007543380375,9850.047024478958,0.8123645357960413,36382.340474373654,84520.30821647042,2520.6353104113923,1927.0017338885982,84518.50239006734,9850.08489138275,43937.377104549734,43937.8192122422,4222.269390659793,11800.8190418574,27.361433024241332,11799.899351606698,45639.22631843774,4222.387315074434,36383.008831464664,96.32000000000014,45639.38986670175,96.32000000000014,27.366206666394948,0.8124807673609886,2521.042877561444
2700,1926.9784345195376,9851.60656624545,0.8125401224431517,36382.22147635969,84519.00311369057,2521.012107843122,1926.978813648646,84517.77108098073,9851.50842906478,43936.96994831395,43937.10667462223,4222.363676775425,11800.586742873433,27.365125902720724,11802.269690615913,45639.25266630303,4222.546487820188,36381.704510260475,96.32000000000014,45638.9481360306,96.32000000000014,27.37179980538196,0.812428622039979,2521.0400769443727
2800,1926.9521568067887,9851.923119257977,0.8125357869876458,36381.40940971068,84516.84985754506,2521.1812892527764,1926.8869132295438,84516.60618717581,9852.353591292424,43936.55435105134,43936.90865635536,4222.96449517959,11802.175452776855,27.3677673455137,11803.206446381864,45638.84362099434,4223.007610873188,36381.20570357409,96.32000000000014,45638.64196260551,96.32000000000014,27.370498167268337,0.8127959856518797,2521.4913306667963
2900,1926.9211192021119,9852.551659562492,0.8125966019300394,36380.60527873513,84516.96577478692,2521.4699033082616,1926.883350273276,84514.65401353323,9853.34530491753,43936.418329032174,43936.44803039302,4223.295479547541,11804.073271420908,27.374612454284964,11804.998547775194,45638.41005339304,4223.708610529543,36379.975091971544,96.32000000000014,45638.77976496805,96.32000000000014,27.376062029428283,0.8127613479297358,2521.554990215508
3000,1926.8532162017536,9853.011779161272,0.8127036905234055,36379.45367449697,84516.1646307334,2521.8344794584646,1926.8115850062027,84513.65885652072,9854.523224518734,43936.1054512408,43936.312480480374,4224.224201973657,11805.04048595267,27.37444309386646,11805.266662186812,45638.37004110689,4224.008997350758,36378.64997861214,96.32000000000014,45638.40461125612,96.32000000000014,27.379008830317176,0.8130331281344141,2521.9288437078753
3100,1926.8294696456371,9854.741463527242,0.8128313596532353,36378.93892495578,84514.77601177353,2521.9509011740597,1926.7872810939548,84513.5179883213,9855.261087488905,43935.687192785306,43935.81105432283,4224.340757879091,11805.77264130113,27.379979080904356,11807.1538150413,45637.83503935829,4224.709795540258,36378.93862374245,96.32000000000014,45638.10774536648,96.32000000000014,27.379560090435252,0.8130112032735842,2522.1635856928583
3200,1926.7962283633165,9855.630953166496,0.8130748591154803,36378.45453327531,84512.65912934009,2522.2188757385043,1926.7566966816573,84512.36559573672,9854.934673641457,43934.76619716423,43935.593862000045,4224.419757047945,11806.254171091481,27.38130474372122,11808.176344489519,45637.5561527854,4225.038069282685,36377.49348827186,96.32000000000014,45637.91167955418,96.32000000000014,27.388011816072233,0.8131066004805746,2522.729843958737
3300,1926.7177354216237,9855.503755813148,0.813137286528741,36377.08502826603,84511.56435861053,2522.702464843622,1926.6971912333,84510.59414298763,9856.278792283398,43934.987040304295,43934.5848714208,4225.353193842894,11808.117205904844,27.386488673854533,11809.314577138019,45637.58525819183,4225.461789854447,36376.714670239606,96.32000000000014,45637.44058850568,96.32000000000014,27.384704307025174,0.8130798375871201,2522.8122532169014
3400,1926.6927920361356,9856.088313036442,0.8131304579415408,36376.1940624717,84511.80442041189,2522.8731042886484,1926.6932607038743,84509.34034303878,9856.78813088251,43934.25001591053,43934.62252653436,4225.356242493245,11809.031066982745,27.385695936384923,11810.28694752178,45637.25132950257,4225.4486429244425,36376.21842971343,96.32000000000014,45637.13340849045,96.32000000000014,27.392683451174523,0.8134167130976926,2523.2144700150975
3500,1926.6791535273242,9856.774733185395,0.8135936350378344,36376.00548976307,84510.45638837182,2523.191916955864,1926.6712018807389,84508.25248579668,9857.840021884873,43933.83459728955,43934.44358689557,4226.151981380945,11809.708273268356,27.38879563774031,11810.320908728898,45636.915525498436,4226.172066258009,36375.11716205081,96.32000000000014,45637.09502661258,96.32000000000014,27.396071634785596,0.813289561555217,2523.0486961028096
3600,1926.6229145159132,9858.438752853841,0.8132985756937587,36374.875762110394,84507.98918724894,2523.0776853870784,1926.5928390077497,84508.56356782248,9857.908505956006,43933.74440132979,43933.7301475159,4226.375965438121,11810.43799345221,27.393233384760947,11812.715468624952,45636.8436937015,4226.741666737637,36374.880956765955,96.32000000000014,45636.9684126413,96.32000000000014,27.394683038974335,0.813338460406849,2523.3422210835315
3700,1926.6084386392915,9858.555091348746,0.8135918160421239,36374.79356819473,84507.65309759116,2523.535845043664,1926.5896874476348,84507.72307952956,9858.780610352422,43932.97089993121,43933.698455985366,4226.4270272626945,11811.505139955476,27.399039035990377,11813.677282831142,45636.722189459084,4226.698958572499,36374.748518699635,96.32000000000014,45636.70085037051,96.32000000000014,27.39737630028664,0.8137397672707718,2523.609540908699
3800,1926.535410194775,9859.123390529843,0.8136740607292029,36373.76481597365,84506.79104970256,2523.7607974104785,1926.548675008067,84506.2921422232,9860.49319438865,43932.75511720558,43932.77556317833,4227.075645991456,11812.76916394524,27.398902056332187,11814.953239614106,45636.26178050544,4227.139494274499,36373.84755972449,96.32000000000014,45636.50136472165,96.32000000000014,27.39861642028107,0.8134404664495344,2524.185423871176
3900,1926.5127110440126,9859.810380073863,0.8136088061013969,36372.801440272655,84504.92886192213,2523.851636585395,1926.4939123487995,84503.9907650765,9860.553267686699,43932.68717083391,43932.96014124353,4227.502208098551,11813.79998623346,27.400942920321544,11814.392536655892,45635.94784749656,4227.479643917558,36372.330711907125,96.32000000000014,45636.13305899043,96.32000000000014,27.403483746825632,0.8136033254239468,2524.2248731533955
4000,1926.5011213109751,9860.717552077002,0.8137565667640594,36372.10386051035,84504.35310393959,2524.2755022755314,1926.4348270457458,84504.81080581035,9861.781225705407,43931.9712018831,43932.27206736047,4227.4900746072835,11815.26379210779,27.40568406992097,11815.340507364059,45635.83083460049,4228.098890491936,36372.59257702065,96.32000000000014,45635.86135964481,96.32000000000014,27.4079900412845,0.8135829745636303,2524.648117355409
4100,1926.474329510164,9861.839002684841,0.8137624292962982,36372.28155125962,84504.52723252072,2524.254267416045,1926.431350800326,84503.74195554359,9862.572593861016,43931.73359808488,43932.26219222504,4228.21746775316,11815.058619875059,27.40861566900166,11817.713169825087,45635.60123396272,4228.667398609519,36371.170417305235,96.32000000000014,45635.86424959119,96.32000000000014,27.41158571663331,0.8135983188673934,2524.568170105864
4200,1926.4073488867864,9862.16799186529,0.8137703074492008,36371.56864185063,84503.48750412297,2524.5214346574153,1926.3751735924984,84501.21383018802,9862.557790173181,43930.97471341562,43931.32390993692,4228.656059047865,11817.109301980425,27.41106642813071,11818.051132974495,45635.291766324845,4228.4949528449115,36370.48013390884,96.32000000000014,45635.342140414585,96.32000000000014,27.409690400688078,0.8139897198082412,2524.988839855552
4300,1926.3816699979761,9862.888866304362,0.8137147766384735,36370.494831133285,84501.77894015562,2524.83025872247,1926.3886436401776,84500.7823600322,9863.305579379039,43930.84816747312,43930.96649306484,4229.0336892392215,11818.241359673115,27.412610612456607,11819.459771876329,45635.40631165428,4229.36349834652,36370.167029111755,96.32000000000014,45635.24757435961,96.32000000000014,27.41106198360374,0.8140167559710901,2525.1053095031325
4400,1926.331798242447,9863.51327754405,0.8138749828750289,36370.24177955257,84500.94376130204,2524.7617081492754,1926.3567968826226,84499.70799465815,9863.740047711528,43930.70786877639,43930.572161247306,4229.364400274173,11818.053164909172,27.412047198342712,11820.489297413116,45635.06179589525,4229.677187717552,36369.87362762342,96.32000000000014,45635.04984620183,96.32000000000014,27.414394927183892,0.8141229696006335,2525.048043408065
4500,1926.3591680537338,9863.758267260006,0.8139139314036231,36369.54122020321,84500.02140045694,2524.973799209916,1926.2976528428949,84498.82357070109,9864.575242428355,43930.0177837619,43930.72401599796,4229.180183900767,11818.87016641396,27.41392585373486,11821.21585519644,45635.04602726859,4229.822554459232,36369.26273478622,96.32000000000014,45634.81254037358,96.32000000000014,27.42158333709456,0.8140591422414277,2525.5872371635164
4600,1926.323613557684,9864.563329476568,0.8141741906940766,36369.125250961326,84499.70315744643,2525.228279575034,1926.279582975002,84499.36194778199,9865.620388961062,43930.31591721959,43930.01794285077,4229.407247066121,11820.935373281643,27.418867830798725,11821.718979346999,45634.65658914367,4229.781477587009,36368.78984770752,96.32000000000014,45634.808469299256,96.32000000000014,27.42235679215768,0.8138056773987251,2525.7279273736526
4700,1926.2508755262327,9865.515607151767,0.8139781820270938,36368.178515780564,84498.99684178736,2525.553195767214,1926.2638430000104,84497.26646601023,9865.190915583476,43929.92878352213,43929.73977204477,4229.96744412387,11820.799958295047,27.422621606147278,11822.628862472437,45634.36159185829,4230.558774762051,36367.537923945674,96.32000000000014,45634.550631348524,96.32000000000014,27.422331724624318,0.8140416420579023,2525.7172880253397
4800,1926.2076375860152,9866.327152345311,0.8142195786570102,36368.13261370072,84498.30709086097,2525.8513365378276,1926.1857041332555,84496.71884231079,9866.579497399323,43929.58349558282,43929.50085141312,4230.074896658328,11822.187177002008,27.42476463318997,11822.26093462587,45634.50727045916,4230.627685351056,36367.73182619544,96.32000000000014,45634.133742527854,96.32000000000014,27.425628061949336,0.8141759084216634,2526.0558381629235
4900,1926.1800436555955,9865.986420306383,0.8141977029065779,36367.847766320076,84497.05722336775,2525.6714130812657,1926.1617021165096,84496.33149431631,9866.63722216679,43928.81705474557,43929.65861307222,4230.39393798149,11823.124356160677,27.426167912859377,11824.253121727337,45634.17759643558,4231.092736781104,36366.686110368275,96.32000000000014,45634.03491114759,96.32000000000014,27.429568575964907,0.8140667328204234,2526.1410496439275
5000,1926.1740787594474,9866.937413743222,0.814183655201866,36366.99222013709,84497.3231418842,2526.1904703418154,1926.1309149806248,84495.87094654338,9867.992879064112,43928.538136992494,43929.10342493226,4231.236321663389,11823.732757005113,27.42561824325587,11824.265871201325,45633.766597089365,4231.296571961432,36366.25415160759,96.32000000000014,45634.09451694635,96.32000000000014,27.432210176593614,0.8142820095677673,2526.518010925993
