miliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
3000,1926.8762099119144,9853.138931270652,0.8128988009506268,36379.04940046255,84514.95782452446,2521.53897430495,1926.8236724020728,84514.69276129553,9853.967649539936,43936.158879891984,43936.003161885295,4224.077621346921,11804.673370846094,27.375421635739137,11806.48446922801,45638.16688567775,4224.163566688558,36378.83925839003,96.32000000000014,45638.40762691296,96.32000000000014,27.378542541676403,0.8130619371134093,2522.170058118504
3100,1926.8426694194336,9854.026686200012,0.8129784605608619,36378.57622836328,84514.754948642,2522.096565194788,1926.7760060532937,84513.67964127219,9855.248529234083,43935.353004769815,43936.07064713983,4224.087017365132,11806.612058232857,27.380329224926847,11807.082059627972,45637.92710099838,4224.743931124652,36378.90746296414,96.32000000000014,45638.015995894,96.32000000000014,27.38188534781187,0.8131769900698603,2522.401324031709
3200,1926.7820646910877,9855.165462012701,0.81311525339242,36377.91149422725,84512.19454514346,2522.2773459812147,1926.735051983516,84512.59616653572,9855.82660125608,43935.085737500645,43935.41015489636,4224.552263585419,11807.184279307688,27.383555547151335,11808.780983486131,45637.871374147835,4224.6731427854975,36378.23356769071,96.32000000000014,45637.56804267946,96.32000000000014,27.387215144582857,0.8130312950019288,2522.443119460032
3300,1926.721933898111,9856.068788085298,0.8131860021812579,36376.90100877184,84512.47730947412,2522.4926399571305,1926.6880100378473,84511.25590027803,9855.714143444748,43934.28846047517,43934.607950223624,4225.04968265197,11808.724155461941,27.383257389081276,11808.465539124174,45637.683117094864,4225.225842457739,36377.44803385528,96.32000000000014,45637.670788785996,96.32000000000014,27.390400501709298,0.8132559220939735,2522.976701701727
3400,1926.7250822908688,9856.443409262281,0.8134354150405498,36377.15099987194,84511.24403447034,2522.512084056293,1926.673792924302,84510.618410111,9857.624822470276,43934.20680895061,43934.828638256244,4225.450426629682,11808.249746370278,27.388971137840254,11809.260186678976,45637.501663987314,4225.481482903709,36376.29202334346,96.32000000000014,45637.21500789754,96.32000000000014,27.39265850541906,0.8132724413063307,2522.9098482269424
3500,1926.661576712951,9856.944631715178,0.813428174224582,36375.47628035532,84509.67478476874,2523.162417121225,1926.6392985969114,84509.8897384303,9857.402477657875,43933.973305301035,43934.25389972717,4225.639705033943,11809.33114447399,27.39113383611632,11810.694128430458,45636.95551124421,4225.799976388195,36375.61373893963,96.32000000000014,45636.88188662558,96.32000000000014,27.392078279240263,0.8132220860160873,2523.3699554335303
3600,1926.59524768387,9857.633760595132,0.813392864385073,36374.6969155205,84509.65776153503,2523.236808400096,1926.6297924914877,84508.86637348759,9858.487142832078,43933.672332966846,43933.61792657274,4226.1462990088685,11811.044774702796,27.390753423219586,11811.409766474198,45637.022515463905,4226.793520730057,36375.07681261913,96.32000000000014,45636.99213624153,96.32000000000014,27.395427816579648,0.8135103655408289,2523.4781163204298
3700,1926.5590090418723,9858.831630618588,0.8135770766014524,36374.23934283915,84507.41464184386,2523.3329941703055,1926.580891448762,84506.68284289112,9859.37802801746,43933.37353451641,43933.49709266585,4226.89696382344,11811.733967947592,27.3944544950792,11812.242651983039,45636.50233595912,4227.083334466198,36374.01960302326,96.32000000000014,45636.51607478869,96.32000000000014,27.39876435289426,0.8134177485825244,2523.830124593648
3800,1926.539084403611,9859.637304370299,0.8136704104218985,36373.758499828815,84507.37429635737,2523.8309706495224,1926.5110135449281,84505.71333555164,9860.289972707344,43932.52874450255,43932.83048265491,4227.295038363238,11813.554814944902,27.397631303612368,11814.260644307626,45636.35172762168,4227.009368937441,36373.82339098272,96.32000000000014,45636.40478662781,96.32000000000014,27.40087370716955,0.813790357919526,2523.756805397738
3900,1926.5091681051326,9860.086462238529,0.8138679199287681,36373.09755871487,84505.79989209418,2523.790338870526,1926.527737115403,84504.50081459977,9861.239789668964,43932.340533460396,43932.70989614571,4227.3023114954485,11813.323297999023,27.401974858976672,11814.532876141213,45635.932448396066,4227.550451772063,36372.985236863096,96.32000000000014,45636.19644331299,96.32000000000014,27.406444995835976,0.8136721061574489,2524.077209294804
4000,1926.5182515634322,9860.26391550167,0.8136166508452706,36372.547487162396,84505.45509522421,2524.129069252696,1926.4502300344016,84503.34755143103,9861.324873523328,43931.62806436342,43932.24592047069,4227.636455270193,11814.414361610603,27.406625749773855,11815.710185074551,45635.941374032394,4228.350560395031,36372.20668014002,96.32000000000014,45635.95524077459,96.32000000000014,27.404120978389468,0.8136394460386323,2524.3065652776427
4100,1926.4631647547387,9862.065569825125,0.8136851117372013,36372.470833598636,84503.3747613192,2524.333588383838,1926.4510806272222,84503.51010185448,9862.146511155426,43931.3619296106,43932.14413020645,4228.387503050744,11816.15037650714,27.409012084065377,11817.622855275818,45635.841521821516,4228.530932920061,36371.82376658489,96.32000000000014,45635.55513379378,96.32000000000014,27.40719391720695,0.813849293511354,2524.6794080704476
4200,1926.4432206451575,9861.718629979374,0.813811174743491,36371.153445826836,84504.12290451254,2524.29498340552,1926.3758363357522,84502.53564762106,9862.187265283712,43931.07014910048,43931.58753093405,4228.06830445151,11817.572559562112,27.41068886277946,11817.251901747599,45635.28257175023,4228.374273704869,36371.34801034062,96.32000000000014,45635.50511634455,96.32000000000014,27.40923770024088,0.8138873189174661,2524.8545270692703
4300,1926.3888465052826,9862.335806796318,0.8140799756853515,36370.361868070395,84503.03858436081,2524.7029799446645,1926.348513224695,84500.86628165879,9863.426458852044,43930.682738361575,43931.429718985455,4229.04370839264,11817.160372779927,27.413527540380052,11819.48150346064,45635.22974158394,4229.23892233682,36370.244087817206,96.32000000000014,45635.08473223246,96.32000000000014,27.415734020620054,0.8140505752502358,2524.9953569507784
4400,1926.3633564258241,9863.47131053845,0.8138828941187172,36370.203476905626,84501.14678344941,2524.8424739250954,1926.3448662738829,84499.92722732548,9863.843153212674,43930.35812471873,43930.68798220917,4228.9607227692395,11819.376443580379,27.412407346748303,11820.367820926409,45634.98772102993,4229.685991149004,36369.832276535984,96.32000000000014,45634.996176490284,96.32000000000014,27.415183565938097,0.8137541181053783,2525.219121573798
4500,1926.3255470005702,9864.626504987771,0.8141285023967411,36369.81569952436,84501.45492842163,2525.076194512673,1926.277978803325,84499.19722733271,9864.573816998942,43930.36684281026,43930.27122475037,4229.499069129694,11819.419405869394,27.41734010636741,11820.603156072966,45635.07690334915,4230.059948764956,36369.78569034349,96.32000000000014,45634.90720151615,96.32000000000014,27.421285462363148,0.813935358174308,2525.5845594059833
4600,1926.2924997935202,9864.181400133693,0.8138405970151155,36369.19414871306,84499.72397736207,2525.1371752229134,1926.2665472936862,84497.76731785931,9865.713318191345,43930.11097776537,43930.499596083784,4229.665762704442,11819.655456311291,27.42090366395531,11821.39786794128,45634.820459519164,4229.7726083208745,36368.28884899565,96.32000000000014,45634.48569332402,96.32000000000014,27.42410588764119,0.8140265759405598,2525.8444249499635
4700,1926.2868003752387,9865.584594804075,0.8139693601887374,36368.607276392366,84499.38571244132,2525.654080856015,1926.2425345739537,84497.93327794777,9865.868906959617,43930.0024432892,43930.25499907549,4229.733841148481,11820.203244809538,27.4222803064338,11821.402847345764,45634.39969364806,4230.269953220407,36368.21063102255,96.32000000000014,45634.452999807836,96.32000000000014,27.426208583494493,0.8138788831251769,2525.7501735856863
4800,1926.2404437791554,9865.738902613266,0.813990008084488,36367.49147250493,84498.74717272872,2525.715090437914,1926.2101212782009,84496.7151402981,9866.778373232217,43929.42310095293,43929.71745576318,4229.9951022057,11822.291839023892,27.42339561732438,11822.254601949762,45634.17400475117,4230.899514501055,36367.513814695645,96.32000000000014,45634.46020888566,96.32000000000014,27.426487606148832,0.8140125282280734,2526.0894562371245
4900,1926.185498137989,9865.828689217264,0.8142540479778811,36367.744800403336,84498.09676015841,2526.0000270266296,1926.1896620371695,84496.31393528025,9867.44828090575,43929.31011653951,43929.168798539366,4230.809016453337,11823.477290081913,27.4258035762473,11824.056196536203,45634.174660197816,4231.253461538727,36366.953722328624,96.32000000000014,45633.913434269794,96.32000000000014,27.428643304625243,0.8140284470872717,2526.33006595957
5000,1926.1690944956829,9866.71034770596,0.8142388353514534,36366.80492776422,84495.69227320148,2526.023638669577,1926.1239909257283,84495.86386862963,9868.042562126519,43928.41879439372,43928.94692487273,4230.857904882258,11823.047847979899,27.42623816867849,11825.636303768113,45634.008303979484,4231.173274181839,36366.596200700114,96.32000000000014,45633.93344983364,96.32000000000014,27.432168269148292,0.8142565500500487,2526.289069192294
