miliseconds,PA_D_Cytosol,PABCa_D_Cytosol,h_D_ERM,PABMg_D_Cytosol,CG_D_Cytosol,D28kB_D_Cytosol,PA_Cytosol,CG_Cytosol,PABCa_Cytosol,D28k_high_Cytosol,D28k_high_D_Cytosol,D28kB_high_D_Cytosol,CGB_D_Cytosol,Ca_D_Cytosol,CGB_Cytosol,D28k_Cytosol,D28kB_high_Cytosol,PABMg_Cytosol,IP3_Cytosol,D28k_D_Cytosol,IP3_D_Cytosol,Ca_Cytosol,h_ERM,D28kB_Cytosol
1000,1927.8091953078092,9835.11948395262,0.8075567861579647,36397.536046015804,84543.41387026054,2515.243371117506,1927.8017544831148,84542.80338586522,9835.162785613731,43946.81218686277,43946.98624709116,4213.587417363371,11775.799794793522,27.302641249782294,11777.14848151176,45644.725396084126,4213.128530175507,36396.95184544979,96.32000000000012,45644.63613058702,96.32000000000012,27.30685618449951,0.8072470937005513,2515.187026130536
1100,1927.7669751895135,9836.557436635658,0.8077320295021202,36396.28522388841,84540.64780000954,2515.797616006002,1927.7249790916471,84541.24678813544,9835.730808297858,43945.73192400865,43945.85121551435,4213.796512159986,11779.071838968737,27.30961398953203,11779.357779428305,45644.20480076617,4214.324109688536,36395.896516164146,96.32000000000012,45644.31163172675,96.32000000000012,27.31046082636819,0.8077302946175865,2515.584702776605
1200,1927.685152389442,9836.607484281049,0.8082369852112182,36394.80681425622,84540.33698602041,2515.871886629981,1927.691891330587,84539.44657875512,9837.060089150724,43945.317551057116,43945.499811873946,4214.654638194985,11779.4860809865,27.31050040823545,11779.841487984992,45644.12180458415,4214.575057629234,36394.93052688234,96.32000000000012,45644.08632050389,96.32000000000012,27.314042315550928,0.8084518908704352,2516.1495044542303
1300,1927.6419278171034,9838.209892142791,0.8089211939802093,36393.91564032473,84538.50938093389,2516.497467073885,1927.6426856964326,84538.18878425313,9838.090897062037,43944.989735373085,43944.86129284622,4215.38789874861,11782.035218531391,27.315324102977584,11781.572948218265,45643.728563437726,4215.407263652694,36394.175424521454,96.32000000000012,45643.68826019218,96.32000000000012,27.31976489802914,0.808803388804968,2516.5655065425235
1400,1927.5994159171423,9838.46473901604,0.809058467931212,36393.53108407009,84535.99750138252,2516.7930108457813,1927.56278934841,84536.39327152613,9839.359084981706,43944.1302745181,43944.50747774973,4215.682798422408,11782.969185719841,27.323027070213985,11784.005714350173,45643.30058929212,4215.718352124405,36393.15341494762,96.32000000000012,45643.06561835831,96.32000000000012,27.32016249939836,0.8092591735811551,2517.0626733814165
1500,1927.5662674935777,9839.766290227426,0.809426555516898,36392.24561585504,84535.46144621502,2517.088806281173,1927.5253582590556,84535.14977363424,9840.483188433745,43943.329466249364,43943.79438621189,4216.400018330724,11784.464075289914,27.3213395290826,11786.37163655208,45642.91496979924,4216.652988269694,36392.75817054617,96.32000000000014,45642.76392135929,96.32000000000012,27.327966957035976,0.8097242717443165,2517.4637375321918
1600,1927.5036650282668,9840.94328294497,0.8100264705762549,36391.42242545207,84534.08499478691,2517.597672216743,1927.4591941034184,84533.40638392376,9841.246817734645,43942.79200252645,43942.71133015574,4217.275669505804,11786.226152662308,27.33116377289277,11785.957577447483,45642.57354419286,4217.127514395308,36391.08534156909,96.32000000000012,45642.69732358389,96.32000000000012,27.328672468212588,0.8100171856094924,2517.7065732849123
1700,1927.439495713503,9841.629481427688,0.8102770732575939,36390.7366860651,84532.71573076164,2517.659351931651,1927.4134665089275,84531.00382840435,9842.082120217978,43942.5707835657,43942.09968569671,4217.536770844193,11787.18842023184,27.334072106430934,11787.80544737386,45642.279417076985,4217.907493412318,36390.5163986305,96.32000000000012,45642.01253326243,96.32000000000012,27.334415502282162,0.8102682442001572,2518.0926767523833
1800,1927.3651502582481,9842.969765863189,0.8104997277040761,36389.86321443598,84530.01736114429,2517.960056645095,1927.347883190618,84530.64757863332,9843.07254193485,43941.54702050629,43941.991687921596,4218.341036639988,11790.132013405779,27.3389249574374,11790.81558775807,45641.82655175802,4218.436691139143,36389.213549070584,96.32000000000012,45641.76051095023,96.32000000000012,27.336796218616094,0.8105915615802379,2518.1306558429287
1900,1927.3154755316834,9843.960230496794,0.810859342810912,36389.246115042755,84529.72440889492,2518.717935617163,1927.3311295527362,84529.09554182949,9843.918814919336,43941.03480530492,43941.08628156278,4218.731542556598,11790.678403164515,27.340200494277628,11790.919730159065,45641.285021758216,4218.996423086544,36388.983184728495,96.32000000000012,45641.52909177879,96.32000000000012,27.34418691949961,0.8108949066835903,2518.8467482890997
2000,1927.2799201296812,9845.338846544639,0.8110644941795213,36387.95216768653,84527.72698165006,2518.9091408529366,1927.2524951929536,84528.17152702431,9845.528230917114,43940.86248234748,43940.7766749905,4219.004147095328,11791.598884685885,27.346295507951698,11793.401929823769,45641.24053461534,4219.673271555435,36387.932437313524,96.32000000000012,45641.29147250028,96.32000000000012,27.342431994820522,0.8110671917919183,2518.8245730763006
2100,1927.2579394026257,9846.284739019653,0.8115282370624477,36386.68338511547,84525.52966082304,2519.098876613724,1927.204824552046,84525.80957895343,9846.479286807027,43939.90940136545,43940.21873321539,4219.361030544775,11793.517511725351,27.34474446168224,11794.381361349318,45641.01981895703,4219.6786174370945,36387.29409554884,96.32000000000014,45640.87551517172,96.32000000000014,27.348454048548046,0.8114203211850952,2519.240863591532
2200,1927.230009111755,9846.741618178341,0.8117330861512192,36386.474108712675,84525.34445953251,2519.300947859066,1927.1934749686982,84524.0988015565,9846.586400669215,43939.49661796318,43939.97958460309,4220.394353791675,11794.88746894876,27.35161052202594,11795.158145803776,45640.453133310264,4220.287860607146,36385.38957475476,96.32000000000014,45640.32395363964,96.32000000000014,27.351030877894676,0.8114714995859144,2519.475923796224
2300,1927.1230289912821,9848.024569147843,0.8117963045785221,36385.806082280746,84524.53541457508,2519.612491704938,1927.1474641124416,84523.1112547332,9848.380543350637,43938.82611987302,43939.06669681534,4220.412446093725,11795.502276417927,27.355848549887433,11797.029946016215,45640.329882346254,4221.070148637256,36384.44443501879,96.32000000000014,45640.186873313134,96.32000000000014,27.354585176331494,0.8117925565516177,2520.130357080171
2400,1927.0976363552802,9848.208771672034,0.8118176817371014,36383.93261187319,84523.39824788975,2519.941986966468,1927.077006287168,84521.28073216269,9849.190913387913,43938.38600514941,43938.955887339536,4220.835162339421,11798.15593100067,27.360589500670656,11797.560290647167,45639.93174255889,4221.040175745144,36383.62002358972,96.32000000000014,45639.83418410328,96.32000000000014,27.358271200384053,0.8120954755020561,2520.260484907127
2500,1927.0337642267789,9848.883697297822,0.8120398254107011,36383.91175593448,84521.03305239906,2520.4236795242796,1927.0594542373383,84520.19195610985,9850.225376360984,43938.371905632914,43938.05069829539,4221.911889598763,11798.18502953642,27.3600863125136,11798.730289049345,45639.62915424382,4221.582381937987,36383.29582222154,96.32000000000014,45639.55816352878,96.32000000000014,27.363045349275254,0.8121955782147388,2520.421089470605
2600,1927.0257755223279,9849.79925522981,0.8125165132551322,36382.81246017506,84520.86613327939,2520.8016254015492,1927.0178522256474,84518.4524171643,9850.793344522628,43937.619196517975,43937.70365296941,4221.821427238635,11799.333241332308,27.361056986824003,11801.331537847733,45639.16272955613,4222.579507407165,36381.85881726481,96.32000000000014,45639.59818985522,96.32000000000014,27.368826302928607,0.8124406896852636,2520.972458004834
2700,1927.0095607448043,9851.409601768453,0.8124061241316349,36382.46219434139,84517.97461659953,2520.970836660835,1926.953723996038,84517.6690240042,9851.16977003575,43937.29237191623,43937.173769243185,4222.584252821132,11800.73897715372,27.365689840239114,11801.808487792954,45639.00616612775,4222.4600219798285,36381.300666231684,96.32000000000014,45638.87195320794,96.32000000000014,27.37051400615501,0.8126095725461447,2521.126289520241
2800,1926.9256210883434,9851.470022337844,0.8127786653687783,36381.13889924701,84516.77188390846,2521.4120844651225,1926.9476618880556,84516.33609811173,9852.010093742141,43936.92950965103,43936.995951735305,4223.232814210999,11802.722659019732,27.370095794697484,11803.797224073425,45638.85343411838,4222.8704341972325,36381.004936868216,96.32000000000014,45638.60462356923,96.32000000000014,27.374294073471756,0.8127727743373558,2521.400751929858
2900,1926.886947955615,9852.428728145604,0.8127660518894955,36380.32468819931,84516.02248755776,2521.5095109613994,1926.886075639284,84515.94889011217,9853.195435606229,43936.1640657821,43936.849824289064,4223.5517491307755,11803.477573138247,27.371115484038064,11804.531453238138,45638.60804543933,4223.568074325135,36379.92994577347,96.32000000000014,45638.69044123567,96.32000000000014,27.373492814057187,0.8127067344479214,2521.8195243629166
3000,1926.8324422525247,9853.684155764131,0.8127267161587751,36379.222453755276,84514.53057047732,2521.8741497856117,1926.846144559712,84515.43207483356,9854.076680502114,43935.716667609595,43936.10789692459,4223.96023729438,11804.918022591284,27.37813120939839,11805.213719954883,45638.31183845737,4223.838557383447,36379.166767555515,96.32000000000014,45638.177154153644,96.32000000000014,27.375782957237217,0.813046249290748,2522.1532127266914
3100,1926.8077933430823,9854.742973426739,0.8129478055249534,36379.34024514716,84513.47083919976,2521.8311330619863,1926.7938297488752,84514.1186396708,9855.172189318955,43935.7436207283,43935.44073846164,4224.272711326195,11806.70487953618,27.38172478243051,11807.584850071222,45638.0279790357,4224.635317137808,36378.929658586625,96.32000000000014,45638.10341502011,96.32000000000014,27.38328968250861,0.8131466122552771,2522.4778640966138
3200,1926.7626575844347,9854.771790253415,0.813086567842495,36378.34760679243,84512.41722119947,2522.247973148632,1926.7759517568722,84512.61951142624,9855.833083361356,43934.85331843779,43935.252297584106,4224.765959565901,11806.593757660226,27.38171733832703,11808.738535825752,45637.93632609036,4224.785781056037,36378.3289294075,96.32000000000014,45638.001493163305,96.32000000000014,27.385345599499395,0.8132248069666641,2522.718010909523
3300,1926.7632427115793,9856.203612648269,0.8131503142905739,36377.552796186945,84512.4669447557,2522.4163931935564,1926.6972220353784,84510.32561447978,9856.780793331522,43934.48323783318,43935.01561439723,4224.821189210377,11807.697457672231,27.388416104116896,11807.981149823972,45637.53171824801,4225.57128114485,36377.43602533359,96.32000000000014,45637.38674007287,96.32000000000014,27.387128999296575,0.8133921424021922,2522.711372825044
3400,1926.6831340549138,9856.213655513722,0.8132061280842492,36376.178104692575,84510.48083516235,2522.579893096958,1926.695091618398,84510.72176860765,9856.467211172896,43934.26496799211,43934.79558007692,4225.796757518454,11808.595719703768,27.39007257635119,11810.503400396534,45637.141859496565,4225.54187088397,36376.65526251414,96.32000000000014,45637.43264119814,96.32000000000014,27.38776789325287,0.8134465439960361,2523.0465878186624
3500,1926.6792895333258,9856.828149667968,0.8135649927634531,36376.016650964106,84510.4354426315,2523.1433242462936,1926.6658949778086,84508.39195062686,9857.194643477074,43933.74501600788,43934.39071754252,4226.082787019704,11810.6623503662,27.389876436104093,11811.554300784434,45636.98862255393,4226.230100781218,36375.7645791372,96.32000000000014,45637.04231465426,96.32000000000014,27.39361410985826,0.8132169336676927,2523.3479220664162
3600,1926.6106414322792,9858.515493948807,0.8133580833379787,36375.59520836976,84508.85909931838,2523.3437769222987,1926.6097108217843,84507.22364194752,9859.028893648805,43933.820488946694,43933.61629132868,4226.240094589171,11810.1503218474,27.391752270641543,11811.788896999578,45637.0207457916,4226.4973456113685,36374.761275764424,96.32000000000014,45636.702327639505,96.32000000000014,27.39845143283938,0.8133425779004174,2523.287374864124
3700,1926.5923250115163,9859.36063677068,0.8136153025197961,36374.34554926638,84507.10683232077,2523.633471406111,1926.5386054812486,84506.57524125713,9859.643457577671,43933.40328528017,43933.521522370844,4226.497309208194,11812.663901214191,27.394697325301678,11813.195355220227,45636.769054841505,4227.15310394976,36373.62339716694,96.32000000000014,45636.46070117804,96.32000000000014,27.400567537533703,0.8133728392711805,2523.6893458696895
3800,1926.5525805210943,9858.994834230887,0.8135612244063658,36373.974050392884,84507.0326381975,2523.814450634209,1926.5359403492566,84505.15973124259,9860.079367624676,43932.694538872674,43932.73633050556,4227.065083585285,11813.483862388484,27.40121197806796,11813.266154643543,45636.34654936534,4227.330732287388,36373.167632105906,96.32000000000014,45636.51199492819,96.32000000000014,27.402055223884254,0.8137803182125662,2523.895454707201
3900,1926.5024433432884,9860.063446625913,0.8136531863300966,36373.733296253245,84505.50685101838,2523.800421345789,1926.5092208599383,84504.93193551774,9860.848058595846,43932.27104587487,43932.85305037864,4227.651971106317,11813.594815522943,27.403795934298483,11814.923497545686,45636.334656405634,4227.646670036943,36372.61584952481,96.32000000000014,45636.27203442161,96.32000000000014,27.402423954706776,0.8137127201515174,2524.092916635812
4000,1926.4657268365268,9860.868849410203,0.8137339828871663,36372.802575509726,84504.61217202788,2524.0573990606385,1926.4343764734617,84503.44220113238,9860.860424131384,43931.83665401704,43932.39314760761,4227.787509067288,11814.39138710986,27.405540813347116,11815.84119080728,45635.89164710059,4228.360924013903,36371.64602367591,96.32000000000014,45635.79635609832,96.32000000000014,27.40457858183483,0.8136287430844055,2524.266527113027
4100,1926.4387464976103,9861.483522606222,0.8138459562340572,36371.87049895404,84503.91090456981,2524.3264212875592,1926.4268475612087,84503.16602962336,9861.56567661689,43931.71167299191,43931.8422713299,4228.224031713104,11816.33789042944,27.409100265717967,11817.270270587334,45635.6289425824,4228.668537709141,36371.45436946944,96.32000000000014,45635.633233858105,96.32000000000014,27.410099380030736,0.8139515696930723,2524.6396819059387
4200,1926.4366482191997,9861.57732745764,0.8136996252214138,36371.83051264964,84503.57446391227,2524.509636677878,1926.385421123741,84501.41699377123,9863.064299940546,43931.57874672713,43931.29433408169,4228.470977758263,11817.473398919261,27.40745255499644,11817.503855820645,45635.693418271134,4228.81307420425,36371.506284743075,96.32000000000014,45635.28812191668,96.32000000000014,27.411120417816754,0.8136831321278033,2524.902549072499
4300,1926.3941244669243,9862.864177723619,0.8137234769749352,36371.12732769808,84501.78308353681,2524.6610651188766,1926.3810143782484,84501.59669052229,9863.00484452313,43931.25765979998,43931.060008431705,4229.008859459676,11816.899426474174,27.412923721062327,11818.635388454633,45635.26480791632,4228.916645652532,36370.670479944914,96.32000000000014,45635.20262251857,96.32000000000014,27.413148118320947,0.814018213218578,2524.9471220152113
4400,1926.3629376632737,9863.126036190122,0.8139924494164551,36370.17709991961,84502.02238237043,2524.7304540007717,1926.334368780686,84499.81283958314,9863.903445823638,43930.96007223813,43930.96844295743,4229.208594685395,11819.300117177598,27.414593892064723,11820.223421790106,45635.18640787305,4229.678725401014,36369.913874369624,96.32000000000014,45634.989145444815,96.32000000000014,27.41770619714576,0.8138268042138298,2525.374014240848
4500,1926.3322029778392,9864.015926426213,0.8138037359840475,36369.35608409246,84500.13238213731,2524.983008443217,1926.290993743232,84498.72449841906,9864.409911996738,43930.10427951856,43930.27164859247,4229.5454358411935,11820.416405465474,27.416588172802037,11819.96637205252,45634.72279615312,4229.918300973363,36368.81269393948,96.32000000000014,45635.0512153619,96.32000000000014,27.420185498800546,0.8139285158178948,2525.37790362233
4600,1926.3269803416058,9865.211663679176,0.8139708638787282,36368.64076820845,84500.58211111881,2525.2999963571488,1926.2942970935117,84497.91771017696,9865.429444406838,43930.0415121568,43930.27642480781,4229.408731134407,11820.556478165678,27.420132588382778,11820.665627663486,45634.691760654634,4230.064285712428,36368.59675067228,96.32000000000014,45634.553181669035,96.32000000000014,27.4217865079944,0.8141165933771346,2525.7883468127557
4700,1926.276949678028,9865.76650484794,0.813871619747782,36368.57430322879,84497.89412016417,2525.4515262414675,1926.2330658775256,84497.18932646331,9865.107466176925,43929.91812192009,43929.968353005774,4229.868100476486,11820.641673841534,27.419362371089257,11822.494956286471,45634.45445770408,4230.4840942392975,36368.06697092273,96.32000000000014,45634.56557204829,96.32000000000014,27.42060370117084,0.8141004186734973,2525.875461095078
4800,1926.2434008193252,9866.371883150536,0.8141802793650883,36368.537021423545,84497.09506858411,2525.66369856999,1926.232735178178,84497.67527425764,9865.828589961362,43929.10784840608,43929.79597623225,4230.575885783235,11822.782611531888,27.42210963787064,11822.648931352443,45634.327509230025,4230.556392093196,36367.55665217135,96.32000000000014,45634.38392297983,96.32000000000014,27.425498494540925,0.8139232127264081,2525.9156087192
4900,1926.2358927580972,9866.413393937997,0.8142614531787243,36367.42432428409,84497.15343744458,2526.084909466093,1926.1525786488862,84495.55612806129,9866.973612078325,43929.230997013685,43929.55076675111,4230.271887759334,11823.36646795905,27.42528418582342,11824.404877194647,45633.94715671135,4230.635665359207,36366.80272937716,96.32000000000014,45634.13260157658,96.32000000000014,27.42597433615557,0.8142786134066241,2526.375302399383
5000,1926.154675492497,9867.05108842209,0.8140123693612406,36366.39812755736,84496.26177734534,2526.1458692920246,1926.1751057970052,84495.3519016832,9867.648748819322,43929.09757118313,43929.00335812682,4230.681425533243,11823.988474506104,27.429183269726312,11823.757859136056,45633.820607277376,4231.338765168927,36366.8334200754,96.32000000000014,45634.1562455346,96.32000000000014,27.4271370713873,0.814294395501013,2526.5749412759383
