miliseconds,M_T,M_P,T0,T1,T2,P0,P1,P2,C,CN
2000,0.924175985829775,0.12134751094440478,0.3075094748204471,0.37990351593602334,0.3353089143222263,0.029283152757940068,0.027291015570330993,0.01847731687684477,0.1384654304205015,1.0987804124431755
2100,0.8937554080869853,0.12437198106589958,0.30244137322694303,0.3658848134899702,0.1801407388231322,0.029922003442828915,0.02727858221817709,0.019001706782253342,0.1352924788757322,1.0919276256935606
2200,0.8779071409300643,0.12483176492292303,0.2927203576260273,0.33460741457850013,0.19069112773374672,0.030857010546059972,0.02852558978085491,0.019211576437460902,0.13340604364442937,1.0820172659231795
2300,0.8789615540074595,0.1266572890387627,0.28611102141793854,0.31766660879545633,0.11240609836081152,0.03074310387067105,0.028857397783570035,0.01974567139601025,0.1316630211940323,1.077721977696784
2400,0.8500304132819035,0.12981265398963812,0.2744067195362186,0.29871462605129284,0.07963106473065364,0.03180377172173892,0.028900819680690838,0.0197125780792592,0.1296981470884211,1.074752968552593
2500,0.82993726318987,0.13166804970380772,0.2737912325272733,0.2817214443714237,0.07914898436995411,0.032119935661872004,0.030171242542558038,0.02009069431697945,0.12767014386048914,1.0666481538119865
2600,0.8280728704548019,0.13713464477044174,0.2603242005392114,0.27344987511005414,0.11961601245935027,0.03334298250049843,0.030118838762009676,0.019810453255835157,0.12684039919405374,1.0546550360455635
2700,0.8093429619057858,0.13994997996081382,0.254548667418421,0.26866255532675487,0.053289010002036966,0.034218326147876156,0.03078437292894829,0.020249468819188435,0.12619793254783432,1.0537288411540902
2800,0.7979272082796626,0.14299750889605292,0.25139331667607195,0.24279458748857635,0.022348694868726912,0.03465725348634422,0.03173153278114647,0.02017931461515839,0.12264621395538813,1.0460460178809088
2900,0.7940384796742326,0.14698514125102485,0.24647468019199917,0.24923861312706047,0.00908560226799951,0.035281678452087926,0.0318728172702272,0.020487105873851955,0.12328958447874437,1.0344435197433655
3000,0.7732295938372115,0.1503081864654426,0.24263217778693205,0.225902446765712,0.08281194181286594,0.03620066024946567,0.032950440689501655,0.020817452914446755,0.12113297826260298,1.0342535939491253
3100,0.7724217985539285,0.1513147196986323,0.23913786503785844,0.2270947654142121,0.07566130972552076,0.036470171292625995,0.03311743850589119,0.021023592813560164,0.12001955103018609,1.0223662158229316
3200,0.7629564450402049,0.1557571105535509,0.23347227229032674,0.23354884561826733,0.0737264311697614,0.037493711939143144,0.03397562755527041,0.021246080211794346,0.1177475745483416,1.0123062115744015
3300,0.7502851229995794,0.15937305783466937,0.22335802266546598,0.20895743434584435,0.018335351311761727,0.03862524792719199,0.0349940886821498,0.021587478635338442,0.1189403638132594,1.0102269138408575
3400,0.7605360584989403,0.16371060726223394,0.2266917178043773,0.21445535551047626,0.08279225162920825,0.039714260981877414,0.03576090950795975,0.021522280879172326,0.11675317470438332,1.004655436757884
3500,0.7548791740150683,0.16865629799120596,0.21863714924035774,0.21395400239873077,0.0005228836870363324,0.04060355750828529,0.03630142121123721,0.021708055487204635,0.11624442306920657,0.995403302284837
3600,0.7440378787790517,0.17017791649338265,0.22032254932078219,0.19894257396117493,0.0036440092779775057,0.04093941717264048,0.036975934749968714,0.02195457963521922,0.11407020493161879,0.984080513818186
3700,0.7278891041188946,0.17233626331747282,0.2181826654522567,0.21246138454616603,0.06684932050431168,0.04265453916329764,0.03799529354960797,0.022498583968094107,0.11502106318435196,0.9812264912230223
3800,0.7392979184485856,0.17982227738500864,0.21731137217381064,0.20945122265630461,0.06903476524982642,0.04307880535312149,0.03925715537095294,0.022863585915804206,0.11276163855971627,0.976769690098351
3900,0.7283419892874767,0.18445892954309273,0.2096900419908665,0.19161696981950493,0.057077917020637935,0.04464911516486098,0.03976649909753,0.02292745362227683,0.11149821849761925,0.9680047923241685
4000,0.7301859430311255,0.18665184428631104,0.20976934612694437,0.190762780510624,0.03235766537280014,0.0456800559027357,0.04031188467105665,0.023559054435063106,0.11263832620598282,0.956465437454176
4100,0.7291309525576749,0.1922136447300792,0.20808173861172521,0.20253476099882053,0.05176123153332947,0.04643131055311131,0.041680397000946175,0.023873077336737297,0.11055680089226542,0.9582597702737434
4200,0.73312424424764,0.19756249619243105,0.20446852890821515,0.19705382722423603,-0.02639394968406173,0.04724287184894511,0.04254667396044194,0.02392052814688189,0.1109781275300581,0.9458073831726679
4300,0.7300995073766856,0.20256023294749329,0.2078900519473694,0.1879864853215818,0.06164007573743707,0.049026788315090254,0.04370665756706906,0.024304442664958875,0.10936013611875503,0.9429834315574535
4400,0.7346707002399044,0.2069600467665098,0.2081396757860756,0.18805414596693432,0.011908423929217031,0.04977954034730346,0.04448572944145268,0.025027571184338765,0.10800877846996385,0.9315058717737015
4500,0.7211137872117315,0.2109000823906353,0.20074196805824113,0.18507379549406194,0.09496581029670398,0.05057511644784513,0.045722800616606316,0.02540595433064185,0.10651988600341734,0.930664434700655
4600,0.7237338014598824,0.21625070086919299,0.20173309527326497,0.19559573963366494,-0.018458941384387043,0.05190322851204418,0.0468996225123003,0.025758630003877896,0.10695448401828779,0.9219992633972887
4700,0.7387232746439198,0.22062976356508654,0.2070861085911812,0.1918949988288398,0.06956339704856396,0.052964440080453576,0.047425336305158924,0.026173234373291932,0.10631809873606074,0.9102933033564395
4800,0.7462645038849381,0.22282043195135529,0.20897039072158666,0.17647417742408406,0.03025822366417986,0.05434723095193177,0.04844419829815722,0.02645622582139234,0.10507773083214023,0.9062009046379352
4900,0.7438605828065916,0.2292562288364135,0.2071492946964341,0.17571591776939877,-0.017532372465872706,0.05589260035955682,0.050277347688970436,0.02688683029106602,0.10515790800919042,0.9035672068880877
5000,0.7393294202423768,0.2345705094111644,0.20797521435150007,0.1806542252194212,-0.001383634175453792,0.05718950813037298,0.05064634319421438,0.027677027064535634,0.10374000685416006,0.8982861612472159
