milliseconds,TGFbR,TGFb_TGFbR,TGFb_TGFbR_P,I_Smad_TGFb_TGFbR_P,Smad,Smad_P,CoSmad,Smad_P_Smad_P,Smad_P_CoSmad,I_Smad_mRNA2,I_Smad,Smad_N,Smad_P_Smad_P_N,Smad_P_N,Smad_P_CoSmad_N,CoSmad_N,I_Smad_mRNA1
1000,1009.1153858844384,0.7555903029952046,0.12902381285277892,1.7642265726599493e-33,6995.096997920993,0.0028855668551893304,11989.787810764628,6.211809566305278e-14,4.4936437637764915e-07,1.031680254463762e-25,3.5298626713317633e-28,82011.27025932177,4.549442449868605e-18,7.611861203108852e-06,1.0675494941238641e-08,135023.48803419713,1.318131747855177e-22
1100,1009.0271404953401,0.818359316139549,0.15450018905758509,8.347895492346938e-33,6994.607481049327,0.003809897982486096,11988.769549540677,1.1935700828433222e-13,6.534995237596825e-07,3.3491009754153166e-25,1.2734128165356022e-27,82012.39401823028,9.707321972679953e-18,1.1070531204431178e-05,1.7094137575459965e-08,135025.8300345363,3.8494131209959955e-22
1200,1008.938930392255,0.879097490999635,0.181972117599488,3.274591235113803e-32,6994.118049034618,0.004906815763766823,11987.751824914278,2.1638898743229465e-13,9.193619820082828e-07,9.634099634775141e-25,3.9910644254483956e-27,82013.51718382748,1.937061204753459e-17,1.5575453206942467e-05,2.6260576914245326e-08,135028.17080055637,1.0147537991776352e-21
1300,1008.85075468113,0.9378708254664627,0.21137449443943546,1.1290902153855818e-31,6993.628689010297,0.006189040214889975,11986.734636591707,3.7359035204000205e-13,1.2578615506942457e-06,2.524523845014546e-24,1.1266752777546573e-26,82014.6397562396,3.653211152027822e-17,2.1311693692873214e-05,3.896255233066511e-08,135030.51033290703,2.4661307470934517e-21
1400,1008.7626124969696,0.9947431707866838,0.24264433325981832,3.567557228720671e-31,6993.139388537344,0.007668863098797697,11985.71798427865,6.187361255029618e-13,1.6806627714883221e-06,6.145778055437476e-24,2.93441487700308e-26,82015.7617355797,6.568502434105571e-17,2.8477160073422662e-05,5.6119802429237465e-08,135032.84863223747,5.6066129677754075e-21
1500,1008.6745030029061,1.0497763001381115,0.27572069790311293,1.049397542829706e-30,6992.650135590589,0.009358161625291059,11984.701867680209,9.887908944648692e-13,2.200158611454071e-06,1.408862647281075e-23,7.164390511678576e-26,82016.88312194815,1.133843120857076e-16,3.728215919934832e-05,7.87925386456509e-08,135035.1856991964,1.2051442674473903e-20
1600,1008.5864253892345,1.1030299801477166,0.31054463154412015,2.8911862009756678e-30,6992.160918544443,0.011268412813506505,11983.68628650094,1.5318188199793567e-12,2.829442874487981e-06,3.0652363065221275e-23,1.6544513272379167e-25,82018.00391543302,1.8890602784821927e-16,4.794893454828524e-05,1.0819033814824309e-07,135037.52153443193,2.4662769882564118e-20
1700,1008.4983788725431,1.154562034945848,0.34705909350486625,7.77209591709566e-30,6991.671726160111,0.01341070630101398,11982.671240444886,2.3092508154268943e-12,3.5822856062318694e-06,6.408712864389531e-23,3.67847935642938e-25,82019.12411611057,3.0514959203660764e-16,6.071125354094373e-05,1.4567999876834905e-07,135039.85613859183,4.848121145219316e-20
1800,1008.4103626948636,1.2044284089540556,0.3852088973654879,1.9899914007023077e-29,6991.1825475730575,0.015795756889598996,11981.656729215585,3.3982426747041523e-12,4.4731090068233985e-06,1.289996527052049e-22,7.868146177171291e-25,82020.24372404558,4.796139394542717e-16,7.581400335484013e-05,1.9279321581748525e-07,135042.18951232324,9.18316823636647e-20
1900,1008.3223761228035,1.2526832311120613,0.42494064751379124,4.819004981837054e-29,6990.693372280197,0.01843391740867689,11980.642752516102,4.894107085552135e-12,5.516962733863524e-06,2.499100820278336e-22,1.6151178513576495e-24,82021.36273929176,7.354727683567293e-16,9.351277651629053e-05,2.512344596785604e-07,135044.52165627276,1.6789283777462843e-19
2000,1008.234418446804,1.2993788695717885,0.4662026853799598,1.0976658950311725e-28,6990.204190128969,0.021335189609857325,11979.629310049055,6.9133124013336885e-12,6.729503001389951e-06,4.667517362724899e-22,3.1827257435647534e-24,82022.48116189211,1.1030602739313212e-15,0.00011407352004671083,3.228875288849527e-07,135046.85257108646,2.970527926091386e-19
2100,1008.146488980256,1.3445659970750943,0.5089450246835262,2.358189922896436e-28,6989.714991304295,0.02450923729568512,11978.61640151663,9.596064599201688e-12,8.126967374208832e-06,8.4263520176382345e-22,6.040259566392105e-24,82023.59899187933,1.62120100903403e-15,0.00013777211253293095,4.0982359091455185e-07,135049.18225740994,5.099808704420265e-19
2200,1008.0585870589117,1.3882936344016392,0.5531193089255634,4.795846866889e-28,6989.225766319919,0.027965394926271158,11977.604026620615,1.3110258218991132e-11,9.726158282483091e-06,1.4751626287612145e-21,1.1072776145689933e-23,82024.71622927612,2.339497404263176e-15,0.00016489408718175404,5.143061740303978e-07,135051.51071588817,8.522481218324738e-19
2300,1007.9707120400244,1.4306092138955937,0.5986787484190802,9.544460625633542e-28,6988.736506005719,0.031712680385735804,11976.592185062398,1.7654384681995977e-11,1.1544418516555489e-05,2.5163899975378385e-21,1.9737453042864708e-23,82025.83287409553,3.320235033667383e-15,0.0001957342205849934,6.387989542309241e-07,135053.83794716556,1.3911262670193204e-18
2400,1007.8828633017765,1.4715586217508632,0.6455780788486437,1.844403676899083e-27,6988.2472014992845,0.035759803372229594,11975.580876543008,2.3461737995587923e-11,1.3599615161876138e-05,4.187348922178447e-21,3.421368094677811e-23,82026.94892634124,4.64095113363903e-15,0.00023059626280275253,7.85970587563672e-07,135056.16395188603,2.221399861021344e-18
2500,1007.7950402425328,1.5111862531890383,0.6937735066207443,3.505468354712096e-27,6987.757844234902,0.04011517647506707,11974.570100763127,3.080421355174744e-11,1.591011835357606e-05,6.829336038406001e-21,5.806510492117608e-23,82028.06438600797,6.39764786124302e-15,0.00026979258072549155,9.587013407179462e-07,135058.48873069286,3.481235375255122e-18
2600,1007.707242280185,1.5495350608165566,0.743222661299707,6.463929269164532e-27,6987.268425933914,0.04478692480897186,11973.559857423103,3.999605189977608e-11,1.8494782811584336e-05,1.0910668906473154e-20,9.628529918039226e-23,82029.17925308167,8.706899793634744e-15,0.0003136438479659025,1.160088766822606e-06,135060.8122842288,5.3556797131113505e-18
2700,1007.6194688515656,1.586646598056257,0.7938845526416433,1.173222113803521e-26,6986.778938596053,0.04978289471761521,11972.550146222977,5.139890941322429e-11,2.1372931176155624e-05,1.7146696119725954e-20,1.5697037829477917e-22,82030.2935275399,1.1711179333241239e-14,0.0003624787649196973,1.3934527092948557e-06,135063.13461313598,8.111047671451704e-18
2800,1007.5317194117027,1.6225610740026941,0.8457195165429708,2.0695567833106474e-26,6986.289374488504,0.055110664726206536,11971.540966862496,6.54249626577879e-11,2.456433299894315e-05,2.6473075287048906e-20,2.5086476403456087e-22,82031.40720935214,1.5579959317449593e-14,0.0004166337060668013,1.6623418783808557e-06,135065.45571805598,1.208951012845976e-17
2900,1007.443993433421,1.6573173830809937,0.8986891857611331,3.600951001649938e-26,6985.79972613999,0.0607775514643722,11970.53231904113,8.254348828952546e-11,2.808919344495282e-05,4.030376819862241e-20,3.9523642119720066e-22,82032.52029847993,2.0518019941792554e-14,0.00047645252989027655,1.9705369483835346e-06,135067.77559962973,1.7777857548571066e-17
3000,1007.3562904064946,1.6909531675291534,0.9527564282562989,6.112676135001654e-26,6985.3099863283105,0.06679062216450111,11969.524202458095,1.0328320216630447e-10,3.196812930093831e-05,6.04244332931467e-20,6.12119168640875e-22,82033.63279487735,2.676500662280057e-14,0.0005422861762329887,2.3220581908811907e-06,135070.09425849767,2.5782637019262645e-17
3100,1007.2686098374253,1.723504833854786,1.007885331028897,1.0242062561499772e-25,6984.820148077068,0.07315669792039316,11968.51661681235,1.282402681600026e-10,3.6222162818660437e-05,8.946828683462367e-20,9.359659918287582e-22,82034.74469849108,3.460702836685543e-14,0.0006144925623127801,2.7211667454909944e-06,135072.4116952995,3.694871730424881e-17
3200,1007.180951248548,1.7550076188307966,1.0640411349434682,1.6812532432220565e-25,6984.330204642496,0.07988236690019385,11967.50956180264,1.5808034857575543e-10,4.08726963448275e-05,1.3072279752901617e-19,1.4102843782725507e-21,82035.85600926078,4.4375401604887376e-14,0.0006934361569957222,3.172372739631993e-06,135074.72791067438,5.231617303015569e-17
3300,1007.0933141778743,1.7854956011372372,1.1211902233140956,2.72582817378326e-25,6983.840149511157,0.08697398664233953,11966.503037127488,1.9354721724552097e-10,4.594150802163525e-05,1.8887575433815133e-19,2.1004762901448324e-21,82036.9667271192,5.646056727662441e-14,0.0007794879079284046,3.680435896608033e-06,135077.0429052609,7.3293792014656e-17
3400,1007.0056981782507,1.8150017634906361,1.179300060580287,4.343820229068192e-25,6983.3499763875425,0.09443769648496567,11965.49704248522,2.3546521200497385e-10,5.1450727929346334e-05,2.697489928243292e-19,3.0888631078617554e-21,82038.0768519926,7.131107049973003e-14,0.00087302484113116,4.250373118376451e-06,135079.35667969697,1.0160417011376527e-16
3500,1006.9181028171765,1.843558006110192,1.2383391790216265,6.841950407734193e-25,6982.859679191399,0.10227942024416423,11964.491577573972,2.847478325224437e-10,5.742283304794982e-05,3.8139020630453194e-19,4.4947429811938816e-21,82039.18638380081,8.944919066677599e-14,0.0009744299757897097,4.887459351555828e-06,135081.6692346199,1.3952100951572696e-16
3600,1006.83052767606,1.8711952017313678,1.298277124509354,1.0618850939772688e-24,6982.369252046751,0.11050487720536509,11963.486642091711,3.424009262826262e-10,6.388062617571056e-05,5.337477837114323e-19,6.467846550625826e-21,82040.29532245755,1.1147074240917572e-13,0.001084091970318371,5.597234183787511e-06,135083.9805706664,1.8980783009954312e-16
3700,1006.7429723500021,1.8979432114445305,1.3590844408474245,1.630182322867619e-24,6981.878689278765,0.11911958528479266,11962.482235736243,4.095311073503137e-10,7.08472299566999e-05,7.402037963777688e-19,9.218288505146238e-21,82041.40366787052,1.3806220466578856e-13,0.0012024050215423193,6.385503041532764e-06,135086.2906884725,2.5603072493192047e-16
3800,1006.6554364471335,1.9238309338428257,1.4207326213173428,2.4707812397887495e-24,6981.387985403929,0.12812887084466154,11961.478358205226,4.873496577970017e-10,7.8346068070008e-05,1.0172281798462193e-18,1.300903396442486e-20,82042.51141994182,1.700017112609349e-13,0.001329768548778451,7.258342975644485e-06,135088.59958867368,3.4249960607608463e-16
3900,1006.5679195883947,1.9488863211253096,1.483194092777555,3.706949967082802e-24,6980.897135126867,0.13753787190366326,11960.475009196187,5.771808534984087e-10,8.64008591610991e-05,1.3864481783817793e-18,1.8198726190128172e-20,82043.61857856788,2.0817757049588438e-13,0.0014665870914297601,8.222103896881345e-06,135090.9072719047,4.546665526987567e-16
4000,1006.480421406926,1.973136424238307,1.5464421711369343,5.4994840181536e-24,6980.40613333133,0.14735154715541648,11959.47218840652,6.804664583986029e-10,9.503559956889731e-05,1.8743708142941285e-18,2.523498312491912e-20,82044.72514363992,2.5359081900226454e-13,0.001613270018826629,9.283413809792792e-06,135093.21373879968,5.990861520416303e-16
4100,1006.3929415478555,1.996607408519164,1.610451045930905,8.082056785273801e-24,6979.914975077088,0.15757467908211376,11958.46989553352,7.987740052518901e-10,0.00010427455744291295,2.5150652605007954e-18,3.4712945668348336e-20,82045.83111504393,3.073749284763063e-13,0.0017702314309467392,1.0449179985347755e-05,135095.5189899922,7.839050041065699e-16
4200,1006.3054796677407,2.0193245949739675,1.6751957395923545,1.1759891786394539e-23,6979.423655591697,0.1682118822026952,11957.468130274372,9.338018462703952e-10,0.00011414225695647959,3.3501246462702524e-18,4.737345002580065e-20,82046.93649266094,3.708004361224159e-13,0.0019378898931594608,1.1726593663168801e-05,135097.82302611513,1.0188691473244904e-15
4300,1006.2180354343485,2.0413124764605284,1.7406520914977435,1.6961786515597868e-23,6978.932170267287,0.1792676062945586,11956.466892326169,1.0873873215024987e-09,0.0001246634722145949,4.431991355559639e-18,6.417922406971548e-20,82048.04127636719,4.4529546379751926e-13,0.0021166683334522367,1.3123131299886951e-05,135100.12584780066,1.3159021778572577e-15
4400,1006.1306085262225,2.062594749735353,1.8067967263456157,2.4276801918321475e-23,6978.440514654171,0.19074614279428254,11955.466181385926,1.2615129710808098e-09,0.00013586321502977676,5.825958427679999e-18,8.636601872269644e-20,82049.14546603427,5.324572318144962e-13,0.0023069938368936965,1.4646558002431836e-05,135102.4274556804,1.6894139689346834e-15
4500,1006.0431986323921,2.083194336890308,1.8736070330129868,3.4502711902231077e-23,6977.948684456578,0.20265162907249468,11954.465997150584,1.4583140511290883e-09,0.00014776672679837403,7.613093504575345e-18,1.1551104637878591e-19,82050.24906152928,6.340697275567654e-13,0.0025092975088168274,1.6304929500217417e-05,135104.7278503852,2.156799015416379e-15
4600,1005.955805451725,2.10313343321081,1.9410611173520933,4.8552754792109335e-23,6977.456675523113,0.21498805799324344,11953.46633931703,1.6800827829070872e-09,0.00016039946018787387,9.886146775560514e-18,1.5342012000295837e-19,82051.3520627151,7.520993628567451e-13,0.002724014167176367,1.8106597745824435e-05,135107.02703254545,2.73788585046316e-15
4700,1005.8684286931338,2.12243349191568,2.0091378172298646,6.784561870622101e-23,6976.964483849812,0.2277592748530407,11952.467207582089,1.9292803113068078e-09,0.00017378708515445275,1.2766261360353561e-17,2.0257061642840537e-19,82052.45446945034,8.887482640416541e-13,0.0029515824428700574,2.006020785392008e-05,135109.32500279066,3.4574116584468043e-15
4800,1005.7810680750073,2.141115266136377,2.077816661122179,9.421924499685101e-23,6976.472105571774,0.2409689857644945,11951.46860164255,2.2085417088969913e-09,0.00018795547289749207,1.639995469276471e-17,2.6602358785368455e-19,82053.55628158961,1.0464543057436024e-12,0.0031924445101021363,2.2174702894099917e-05,135111.6217617498,4.344638227850179e-15
4900,1005.693723324265,2.159198878801879,2.1470777991889594,1.2958499732823407e-22,6975.979536949224,0.25462077161949653,11950.470521195173,2.5206776196054913e-09,0.00020293066905810163,2.0945911798751715e-17,3.4705920503892863e-19,82054.65749898387,1.227864558088242e-12,0.003447045636381758,2.4459332512111785e-05,135113.91731005118,5.431496792840076e-15
5000,1005.6063941772582,2.1767037561002014,2.2169020688898833,1.7707743893669567e-22,6975.486774380804,0.2687180747744111,11949.472965936682,2.8686921649612226e-09,0.00021873891950152582,2.6615133436351618e-17,4.502807970726422e-19,82055.75812148012,1.4359415323830738e-12,0.0037158346143080726,2.692364283764504e-05,135116.21164832244,6.7583675423971115e-15
