milliseconds,S1,DNA0000,DNA0001,DNA0010,DNA0100,DNA1000,DNA1100,DNA1010,DNA1001,DNA0110,DNA0101,DNA0011,DNA1110,DNA1011,DNA1101,DNA0111,DNA1111,DNA001_1,DNA01_10,DNA01_11,DNA011_1,DNA01_1_1,DNA101_1,DNA1_100,DNA1_101,DNA1_110,DNA11_10,DNA1_1_10,DNA1_111,DNA11_11,DNA111_1,DNA1_1_11,DNA1_11_1,DNA11_1_1,DNA1_1_1_1
1000,1.0403454660575304e-11,9.950848683519193e-11,4.141050824719656e-15,2.0672583842120313e-13,2.0672583842120313e-13,4.141050824719655e-15,8.093996218554312e-18,8.56654506410192e-18,1.89126083757854e-19,1.0096981969456588e-16,8.56654506410192e-18,8.093996218554292e-18,2.5747597702420133e-22,3.291149061389939e-22,3.291149061389943e-22,2.574759770242014e-22,1.2447993173229007e-27,4.832332537992155e-15,5.993038659206223e-14,4.195714531206806e-20,4.1957145312068034e-20,2.506213438108015e-17,1.9650512601130456e-19,4.832332537992165e-15,1.9650512601130468e-19,4.1957145312067986e-20,4.1957145312067986e-20,2.506213438108009e-17,1.2838081340501528e-27,1.2838081340501535e-27,1.2838081340501528e-27,3.9749211754135875e-25,3.9749211754135875e-25,3.9749211754135875e-25,2.3775340242119925e-22
1100,1.0396203881211459e-11,9.950501163247429e-11,4.138033864700176e-15,2.0658299779489073e-13,2.065829977948907e-13,4.138033864700175e-15,8.10410814566415e-18,8.553871310649524e-18,1.9015515448546702e-19,1.0717605980768019e-16,8.553871310649524e-18,8.104108145664128e-18,2.782999156911109e-22,3.288251739746755e-22,3.28825173974676e-22,2.782999156911109e-22,1.2851617726027862e-27,4.839560019175149e-15,6.366793728667954e-14,4.9208468195978954e-20,4.9208468195978954e-20,2.94077024442139e-17,1.9637981981409503e-19,4.839560019175161e-15,1.9637981981409522e-19,4.920846819597893e-20,4.920846819597893e-20,2.940770244421384e-17,1.4059697388172537e-27,1.4059697388172544e-27,1.4059697388172537e-27,4.587414733266637e-25,4.587414733266637e-25,4.587414733266637e-25,2.7447904035283384e-22
1200,1.0388953101847615e-11,9.950153642975665e-11,4.135016904680696e-15,2.064401571685783e-13,2.064401571685783e-13,4.1350169046806956e-15,8.114220072773989e-18,8.541197557197128e-18,1.9118422521308004e-19,1.133822999207945e-16,8.541197557197127e-18,8.114220072773964e-18,2.991238543580204e-22,3.2853544181035714e-22,3.285354418103577e-22,2.991238543580204e-22,1.325524227882672e-27,4.846787500358143e-15,6.740548798129684e-14,5.645979107988987e-20,5.645979107988987e-20,3.3753270507347654e-17,1.9625451361688552e-19,4.846787500358157e-15,1.9625451361688574e-19,5.645979107988985e-20,5.645979107988985e-20,3.3753270507347605e-17,1.5281313435843545e-27,1.5281313435843552e-27,1.5281313435843545e-27,5.199908291119687e-25,5.199908291119687e-25,5.199908291119687e-25,3.1120467828446843e-22
1300,1.038170232248377e-11,9.949806122703901e-11,4.131999944661217e-15,2.062973165422659e-13,2.0629731654226588e-13,4.131999944661216e-15,8.124331999883828e-18,8.52852380374473e-18,1.9221329594069307e-19,1.1958854003390884e-16,8.52852380374473e-18,8.124331999883802e-18,3.1994779302492997e-22,3.2824570964603874e-22,3.2824570964603944e-22,3.1994779302492988e-22,1.3658866831625577e-27,4.854014981541138e-15,7.114303867591417e-14,6.371111396380082e-20,6.371111396380082e-20,3.8098838570481406e-17,1.96129207419676e-19,4.854014981541153e-15,1.9612920741967628e-19,6.371111396380082e-20,6.371111396380082e-20,3.809883857048138e-17,1.6502929483514557e-27,1.6502929483514564e-27,1.6502929483514557e-27,5.812401848972738e-25,5.812401848972738e-25,5.812401848972738e-25,3.47930316216103e-22
1400,1.0374451543119925e-11,9.949458602432137e-11,4.128982984641737e-15,2.0615447591595348e-13,2.0615447591595348e-13,4.128982984641736e-15,8.134443926993668e-18,8.515850050292335e-18,1.932423666683061e-19,1.2579478014702316e-16,8.515850050292335e-18,8.134443926993639e-18,3.407717316918394e-22,3.2795597748172034e-22,3.2795597748172114e-22,3.4077173169183933e-22,1.4062491384424432e-27,4.861242462724132e-15,7.488058937053147e-14,7.096243684771171e-20,7.096243684771171e-20,4.2444406633615146e-17,1.9600390122246648e-19,4.861242462724148e-15,1.9600390122246682e-19,7.096243684771174e-20,7.096243684771174e-20,4.2444406633615133e-17,1.7724545531185562e-27,1.772454553118557e-27,1.7724545531185562e-27,6.424895406825786e-25,6.424895406825786e-25,6.424895406825786e-25,3.846559541477375e-22
1500,1.036720076375608e-11,9.949111082160373e-11,4.125966024622257e-15,2.0601163528964109e-13,2.0601163528964106e-13,4.1259660246222565e-15,8.144555854103507e-18,8.503176296839939e-18,1.9427143739591914e-19,1.3200102026013747e-16,8.503176296839939e-18,8.144555854103475e-18,3.61595670358749e-22,3.27666245317402e-22,3.2766624531740288e-22,3.6159567035874887e-22,1.446611593722329e-27,4.868469943907126e-15,7.861814006514878e-14,7.821375973162266e-20,7.821375973162263e-20,4.678997469674891e-17,1.9587859502525695e-19,4.868469943907144e-15,1.9587859502525736e-19,7.821375973162268e-20,7.821375973162268e-20,4.678997469674891e-17,1.8946161578856574e-27,1.894616157885658e-27,1.8946161578856574e-27,7.037388964678836e-25,7.037388964678836e-25,7.037388964678836e-25,4.213815920793722e-22
1600,1.0359949984392235e-11,9.948763561888609e-11,4.122949064602778e-15,2.0586879466332866e-13,2.0586879466332866e-13,4.122949064602777e-15,8.154667781213345e-18,8.490502543387543e-18,1.9530050812353216e-19,1.3820726037325179e-16,8.490502543387543e-18,8.154667781213313e-18,3.824196090256585e-22,3.273765131530836e-22,3.2737651315308457e-22,3.8241960902565828e-22,1.4869740490022146e-27,4.875697425090121e-15,8.235569075976608e-14,8.546508261553355e-20,8.546508261553354e-20,5.113554275988265e-17,1.9575328882804744e-19,4.8756974250901396e-15,1.957532888280479e-19,8.546508261553361e-20,8.546508261553361e-20,5.113554275988266e-17,2.016777762652758e-27,2.0167777626527586e-27,2.016777762652758e-27,7.6498825225318855e-25,7.6498825225318855e-25,7.6498825225318855e-25,4.581072300110067e-22
1700,1.035269920502839e-11,9.948416041616845e-11,4.119932104583298e-15,2.0572595403701626e-13,2.0572595403701624e-13,4.119932104583297e-15,8.164779708323184e-18,8.477828789935147e-18,1.9632957885114518e-19,1.444135004863661e-16,8.477828789935147e-18,8.164779708323149e-18,4.0324354769256806e-22,3.2708678098876523e-22,3.2708678098876626e-22,4.032435476925678e-22,1.5273365042821002e-27,4.882924906273115e-15,8.609324145438341e-14,9.271640549944448e-20,9.271640549944447e-20,5.5481110823016414e-17,1.956279826308379e-19,4.8829249062731355e-15,1.9562798263083844e-19,9.271640549944457e-20,9.271640549944457e-20,5.548111082301644e-17,2.1389393674198595e-27,2.1389393674198602e-27,2.1389393674198595e-27,8.262376080384936e-25,8.262376080384936e-25,8.262376080384936e-25,4.948328679426413e-22
1800,1.0345448425664546e-11,9.948068521345081e-11,4.116915144563818e-15,2.0558311341070384e-13,2.0558311341070384e-13,4.1169151445638174e-15,8.174891635433024e-18,8.46515503648275e-18,1.973586495787582e-19,1.5061974059948042e-16,8.465155036482751e-18,8.174891635432985e-18,4.240674863594776e-22,3.2679704882444682e-22,3.26797048824448e-22,4.240674863594774e-22,1.5676989595619858e-27,4.890152387456109e-15,8.983079214900071e-14,9.99677283833554e-20,9.996772838335539e-20,5.982667888615017e-17,1.955026764336284e-19,4.8901523874561314e-15,1.9550267643362898e-19,9.99677283833555e-20,9.99677283833555e-20,5.98266788861502e-17,2.2611009721869603e-27,2.261100972186961e-27,2.2611009721869603e-27,8.874869638237987e-25,8.874869638237987e-25,8.874869638237987e-25,5.315585058742759e-22
1900,1.0338197646300701e-11,9.947721001073317e-11,4.1138981845443385e-15,2.0544027278439144e-13,2.0544027278439142e-13,4.113898184544338e-15,8.185003562542863e-18,8.452481283030354e-18,1.9838772030637123e-19,1.5682598071259473e-16,8.452481283030354e-18,8.185003562542821e-18,4.448914250263871e-22,3.2650731666012847e-22,3.265073166601297e-22,4.448914250263868e-22,1.6080614148418714e-27,4.897379868639104e-15,9.356834284361801e-14,1.0721905126726631e-19,1.072190512672663e-19,6.41722469492839e-17,1.9537737023641887e-19,4.8973798686391265e-15,1.9537737023641952e-19,1.0721905126726643e-19,1.0721905126726643e-19,6.417224694928396e-17,2.383262576954061e-27,2.3832625769540616e-27,2.383262576954061e-27,9.487363196091035e-25,9.487363196091035e-25,9.487363196091035e-25,5.6828414380591035e-22
2000,1.0330946866936856e-11,9.947373480801553e-11,4.110881224524859e-15,2.0529743215807904e-13,2.0529743215807902e-13,4.110881224524858e-15,8.195115489652702e-18,8.439807529577958e-18,1.9941679103398425e-19,1.6303222082570904e-16,8.439807529577958e-18,8.195115489652659e-18,4.6571536369329655e-22,3.2621758449581007e-22,3.2621758449581143e-22,4.657153636932963e-22,1.648423870121757e-27,4.904607349822098e-15,9.730589353823532e-14,1.144703741511772e-19,1.144703741511772e-19,6.851781501241766e-17,1.9525206403920934e-19,4.9046073498221224e-15,1.9525206403921006e-19,1.1447037415117735e-19,1.1447037415117735e-19,6.851781501241772e-17,2.5054241817211617e-27,2.5054241817211624e-27,2.5054241817211617e-27,1.0099856753944082e-24,1.0099856753944082e-24,1.0099856753944082e-24,6.050097817375449e-22
2100,1.0323696087573011e-11,9.947025960529789e-11,4.107864264505379e-15,2.0515459153176662e-13,2.051545915317666e-13,4.107864264505378e-15,8.205227416762542e-18,8.427133776125562e-18,2.0044586176159728e-19,1.6923846093882338e-16,8.427133776125562e-18,8.205227416762495e-18,4.865393023602061e-22,3.259278523314917e-22,3.2592785233149312e-22,4.865393023602058e-22,1.6887863254016426e-27,4.9118348310050915e-15,1.0104344423285263e-13,1.2172169703508815e-19,1.2172169703508813e-19,7.286338307555141e-17,1.9512675784199983e-19,4.911834831005118e-15,1.951267578420006e-19,1.217216970350883e-19,1.217216970350883e-19,7.286338307555148e-17,2.627585786488263e-27,2.6275857864882636e-27,2.627585786488263e-27,1.0712350311797134e-24,1.0712350311797134e-24,1.0712350311797134e-24,6.417354196691794e-22
2200,1.0316445308209166e-11,9.946678440258025e-11,4.1048473044858995e-15,2.0501175090545422e-13,2.050117509054542e-13,4.104847304485899e-15,8.21533934387238e-18,8.414460022673166e-18,2.0147493248921033e-19,1.754447010519377e-16,8.414460022673166e-18,8.215339343872332e-18,5.073632410271156e-22,3.256381201671733e-22,3.256381201671748e-22,5.073632410271153e-22,1.7291487806815282e-27,4.919062312188086e-15,1.0478099492746994e-13,1.2897301991899905e-19,1.2897301991899905e-19,7.720895113868516e-17,1.950014516447903e-19,4.919062312188114e-15,1.9500145164479114e-19,1.2897301991899924e-19,1.2897301991899924e-19,7.720895113868526e-17,2.7497473912553638e-27,2.7497473912553645e-27,2.7497473912553638e-27,1.1324843869650184e-24,1.1324843869650184e-24,1.1324843869650184e-24,6.784610576008141e-22
2300,1.0309194528845323e-11,9.94633091998626e-11,4.10183034446642e-15,2.048689102791418e-13,2.0486891027914177e-13,4.101830344466419e-15,8.225451270982219e-18,8.401786269220769e-18,2.0250400321682335e-19,1.8165094116505204e-16,8.40178626922077e-18,8.225451270982168e-18,5.281871796940252e-22,3.2534838800285496e-22,3.2534838800285656e-22,5.281871796940248e-22,1.7695112359614142e-27,4.92628979337108e-15,1.0851854562208726e-13,1.3622434280291e-19,1.3622434280290997e-19,8.155451920181891e-17,1.9487614544758079e-19,4.92628979337111e-15,1.9487614544758165e-19,1.3622434280291018e-19,1.3622434280291018e-19,8.155451920181902e-17,2.8719089960224646e-27,2.8719089960224653e-27,2.8719089960224646e-27,1.1937337427503233e-24,1.1937337427503233e-24,1.1937337427503233e-24,7.151866955324486e-22
2400,1.0301943749481477e-11,9.945983399714495e-11,4.09881338444694e-15,2.047260696528294e-13,2.0472606965282937e-13,4.098813384446939e-15,8.235563198092058e-18,8.389112515768373e-18,2.0353307394443637e-19,1.8785718127816635e-16,8.389112515768375e-18,8.235563198092006e-18,5.490111183609347e-22,3.2505865583853656e-22,3.2505865583853825e-22,5.490111183609343e-22,1.8098736912412998e-27,4.9335172745540745e-15,1.1225609631670457e-13,1.434756656868209e-19,1.4347566568682089e-19,8.590008726495268e-17,1.9475083925037126e-19,4.933517274554106e-15,1.947508392503722e-19,1.4347566568682115e-19,1.4347566568682115e-19,8.590008726495279e-17,2.9940706007895655e-27,2.994070600789566e-27,2.9940706007895655e-27,1.2549830985356285e-24,1.2549830985356285e-24,1.2549830985356285e-24,7.519123334640833e-22
2500,1.0294692970117632e-11,9.945635879442731e-11,4.0957964244274604e-15,2.0458322902651698e-13,2.0458322902651695e-13,4.09579642442746e-15,8.245675125201898e-18,8.376438762315977e-18,2.045621446720494e-19,1.940634213912807e-16,8.376438762315979e-18,8.245675125201842e-18,5.698350570278443e-22,3.2476892367421815e-22,3.2476892367422e-22,5.698350570278438e-22,1.8502361465211854e-27,4.940744755737069e-15,1.1599364701132188e-13,1.5072698857073183e-19,1.5072698857073183e-19,9.024565532808643e-17,1.9462553305316175e-19,4.940744755737101e-15,1.9462553305316273e-19,1.507269885707321e-19,1.507269885707321e-19,9.024565532808657e-17,3.1162322055566667e-27,3.1162322055566674e-27,3.1162322055566667e-27,1.3162324543209334e-24,1.3162324543209334e-24,1.3162324543209334e-24,7.886379713957179e-22
2600,1.0287442190753787e-11,9.945288359170967e-11,4.092779464407981e-15,2.0444038840020458e-13,2.0444038840020455e-13,4.09277946440798e-15,8.255787052311737e-18,8.363765008863581e-18,2.0559121539966242e-19,2.0026966150439498e-16,8.363765008863583e-18,8.255787052311678e-18,5.906589956947537e-22,3.244791915098998e-22,3.244791915099017e-22,5.906589956947532e-22,1.890598601801071e-27,4.947972236920063e-15,1.1973119770593917e-13,1.5797831145464273e-19,1.579783114546427e-19,9.459122339122017e-17,1.9450022685595222e-19,4.947972236920097e-15,1.9450022685595327e-19,1.5797831145464301e-19,1.5797831145464301e-19,9.459122339122032e-17,3.238393810323767e-27,3.238393810323768e-27,3.238393810323767e-27,1.3774818101062382e-24,1.3774818101062382e-24,1.3774818101062382e-24,8.253636093273523e-22
2700,1.0280191411389942e-11,9.944940838899203e-11,4.089762504388501e-15,2.0429754777389215e-13,2.0429754777389213e-13,4.0897625043885e-15,8.265898979421576e-18,8.351091255411185e-18,2.0662028612727544e-19,2.064759016175093e-16,8.351091255411185e-18,8.265898979421515e-18,6.114829343616633e-22,3.241894593455814e-22,3.2418945934558337e-22,6.114829343616627e-22,1.9309610570809566e-27,4.9551997181030575e-15,1.2346874840055648e-13,1.6522963433855365e-19,1.6522963433855365e-19,9.893679145435392e-17,1.943749206587427e-19,4.955199718103093e-15,1.9437492065874381e-19,1.6522963433855396e-19,1.6522963433855396e-19,9.893679145435408e-17,3.360555415090868e-27,3.360555415090869e-27,3.360555415090868e-27,1.4387311658915432e-24,1.4387311658915432e-24,1.4387311658915432e-24,8.62089247258987e-22
2800,1.0272940632026097e-11,9.944593318627439e-11,4.086745544369021e-15,2.0415470714757976e-13,2.0415470714757973e-13,4.0867455443690205e-15,8.276010906531414e-18,8.338417501958788e-18,2.0764935685488846e-19,2.1268214173062363e-16,8.33841750195879e-18,8.276010906531352e-18,6.323068730285728e-22,3.2389972718126304e-22,3.238997271812651e-22,6.323068730285722e-22,1.9713235123608422e-27,4.962427199286052e-15,1.272062990951738e-13,1.724809572224646e-19,1.7248095722246457e-19,1.0328235951748767e-16,1.9424961446153317e-19,4.962427199286089e-15,1.9424961446153435e-19,1.724809572224649e-19,1.724809572224649e-19,1.0328235951748785e-16,3.482717019857969e-27,3.4827170198579696e-27,3.482717019857969e-27,1.4999805216768482e-24,1.4999805216768482e-24,1.4999805216768482e-24,8.988148851906214e-22
2900,1.0265689852662254e-11,9.944245798355675e-11,4.083728584349542e-15,2.0401186652126733e-13,2.040118665212673e-13,4.083728584349541e-15,8.286122833641253e-18,8.325743748506392e-18,2.086784275825015e-19,2.1888838184373795e-16,8.325743748506394e-18,8.286122833641189e-18,6.531308116954824e-22,3.2360999501694464e-22,3.236099950169468e-22,6.531308116954817e-22,2.011685967640728e-27,4.969654680469046e-15,1.309438497897911e-13,1.797322801063755e-19,1.7973228010637548e-19,1.0762792758062144e-16,1.9412430826432367e-19,4.969654680469085e-15,1.941243082643249e-19,1.7973228010637585e-19,1.7973228010637585e-19,1.0762792758062162e-16,3.6048786246250704e-27,3.604878624625071e-27,3.6048786246250704e-27,1.5612298774621533e-24,1.5612298774621533e-24,1.5612298774621533e-24,9.355405231222561e-22
3000,1.0258439073298409e-11,9.943898278083911e-11,4.080711624330062e-15,2.0386902589495493e-13,2.038690258949549e-13,4.080711624330061e-15,8.296234760751093e-18,8.313069995053996e-18,2.0970749831011454e-19,2.250946219568523e-16,8.313069995053998e-18,8.296234760751025e-18,6.739547503623919e-22,3.233202628526263e-22,3.233202628526285e-22,6.739547503623912e-22,2.0520484229206135e-27,4.9768821616520405e-15,1.3468140048440842e-13,1.8698360299028643e-19,1.869836029902864e-19,1.119734956437552e-16,1.9399900206711413e-19,4.976882161652081e-15,1.9399900206711543e-19,1.869836029902868e-19,1.869836029902868e-19,1.1197349564375537e-16,3.727040229392171e-27,3.727040229392172e-27,3.727040229392171e-27,1.6224792332474583e-24,1.6224792332474583e-24,1.6224792332474583e-24,9.722661610538908e-22
3100,1.0255852610729856e-11,9.943774664099721e-11,4.079642844717394e-15,2.0381820304735782e-13,2.0381820304735782e-13,4.079642844717393e-15,8.294415811886562e-18,8.308359207655376e-18,2.1036797502825673e-19,2.2730126101648163e-16,8.308359207655378e-18,8.294415811886498e-18,6.908579409285507e-22,3.2318032608403304e-22,3.2318032608403525e-22,6.908579409285501e-22,2.0856696500551977e-27,4.9759380680782486e-15,1.360103408358638e-13,1.9583907442389898e-19,1.9583907442389898e-19,1.1728549632048482e-16,1.9392066115750402e-19,4.975938068078289e-15,1.9392066115750532e-19,1.9583907442389908e-19,1.9583907442389908e-19,1.1728549632048482e-16,3.948179980712716e-27,3.948179980712716e-27,3.948179980712716e-27,1.7451873600932757e-24,1.7451873600932757e-24,1.7451873600932757e-24,1.0458711849412652e-21
3200,1.0253885156220328e-11,9.943680765034684e-11,4.078832610873628e-15,2.037795920089276e-13,2.037795920089276e-13,4.078832610873628e-15,8.291013499647834e-18,8.304705196710273e-18,2.109795351156504e-19,2.289771073804949e-16,8.304705196710273e-18,8.29101349964777e-18,7.072408034856413e-22,3.230602688736319e-22,3.2306026887363405e-22,7.072408034856415e-22,2.1183962392968638e-27,4.973909513295807e-15,1.370196311123144e-13,2.0490743467354093e-19,2.0490743467354093e-19,1.2272575363212446e-16,1.9384855307743663e-19,4.973909513295846e-15,1.938485530774379e-19,2.0490743467354055e-19,2.0490743467354055e-19,1.2272575363212426e-16,4.182455261430732e-27,4.182455261430732e-27,4.182455261430732e-27,1.8760517671090992e-24,1.8760517671090992e-24,1.8760517671090992e-24,1.1243705241421805e-21
3300,1.0251917701710799e-11,9.943586865969646e-11,4.0780223770298625e-15,2.037409809704974e-13,2.037409809704974e-13,4.0780223770298625e-15,8.287611187409104e-18,8.301051185765168e-18,2.1159109520304405e-19,2.306529537445082e-16,8.30105118576517e-18,8.287611187409041e-18,7.236236660427317e-22,3.2294021166323068e-22,3.2294021166323284e-22,7.236236660427324e-22,2.1511228285385295e-27,4.9718809585133645e-15,1.38028921388765e-13,2.1397579492318279e-19,2.1397579492318279e-19,1.281660109437641e-16,1.9377644499736924e-19,4.971880958513404e-15,1.937764449973705e-19,2.1397579492318202e-19,2.1397579492318202e-19,1.2816601094376365e-16,4.416730542148746e-27,4.416730542148746e-27,4.416730542148746e-27,2.0069161741249213e-24,2.0069161741249213e-24,2.0069161741249213e-24,1.2028698633430951e-21
